data.regionid,data.dnoregion,data.shortname,data.data.from,data.data.to,data.data.intensity.forecast,data.data.intensity.index,biomass,coal,gas,hydro,imports,nuclear,other,solar,wind
1,Scottish Hydro Electric Power Distribution,North Scotland,2020-01-12T03:30Z,2020-01-12T04:00Z,63,low,0,0,16.2,0,0,0,0,0,83.8
1,Scottish Hydro Electric Power Distribution,North Scotland,2020-01-12T04:00Z,2020-01-12T04:30Z,60,low,0,0,15.3,0,0,0,0,0,84.7
1,Scottish Hydro Electric Power Distribution,North Scotland,2020-01-12T04:30Z,2020-01-12T05:00Z,56,very low,0,0,14.4,0,0,0,0,0,85.6
1,Scottish Hydro Electric Power Distribution,North Scotland,2020-01-12T05:00Z,2020-01-12T05:30Z,53,very low,0,0,13.7,0,0,0,0,0,86.3
1,Scottish Hydro Electric Power Distribution,North Scotland,2020-01-12T05:30Z,2020-01-12T06:00Z,51,very low,0,0,13.2,0,0,0,0,0,86.8
1,Scottish Hydro Electric Power Distribution,North Scotland,2020-01-12T06:00Z,2020-01-12T06:30Z,50,very low,0,0,12.8,0.2,0,0,0,0,87
1,Scottish Hydro Electric Power Distribution,North Scotland,2020-01-12T06:30Z,2020-01-12T07:00Z,49,very low,0,0,12.5,0.9,0,0,0,0,86.6
1,Scottish Hydro Electric Power Distribution,North Scotland,2020-01-12T07:00Z,2020-01-12T07:30Z,48,very low,0,0,12.3,1.5,0,0,0,0,86.2
1,Scottish Hydro Electric Power Distribution,North Scotland,2020-01-12T07:30Z,2020-01-12T08:00Z,48,very low,0,0,12.3,2,0,0,0,0,85.7
1,Scottish Hydro Electric Power Distribution,North Scotland,2020-01-12T08:00Z,2020-01-12T08:30Z,47,very low,0,0,12.3,2.1,0,0,0,0,85.6
1,Scottish Hydro Electric Power Distribution,North Scotland,2020-01-12T08:30Z,2020-01-12T09:00Z,47,very low,0,0,12.2,3.5,0,0,0,0,84.3
1,Scottish Hydro Electric Power Distribution,North Scotland,2020-01-12T09:00Z,2020-01-12T09:30Z,46,very low,0,0,11.9,5,0,0,0,0,83.1
1,Scottish Hydro Electric Power Distribution,North Scotland,2020-01-12T09:30Z,2020-01-12T10:00Z,45,very low,0,0,11.5,7.9,0,0,0,0,80.6
1,Scottish Hydro Electric Power Distribution,North Scotland,2020-01-12T10:00Z,2020-01-12T10:30Z,45,very low,0,0,11.5,8.9,0,0,0,0,79.6
1,Scottish Hydro Electric Power Distribution,North Scotland,2020-01-12T10:30Z,2020-01-12T11:00Z,45,very low,0,0,11.5,10,0,0,0,0,78.5
1,Scottish Hydro Electric Power Distribution,North Scotland,2020-01-12T11:00Z,2020-01-12T11:30Z,46,very low,0,0,11.9,9.6,0,0,0,0,78.5
1,Scottish Hydro Electric Power Distribution,North Scotland,2020-01-12T11:30Z,2020-01-12T12:00Z,46,very low,0,0,12,9.7,0,0,0,0,78.3
1,Scottish Hydro Electric Power Distribution,North Scotland,2020-01-12T12:00Z,2020-01-12T12:30Z,46,very low,0,0,11.9,9.5,0,0,0,0,78.6
1,Scottish Hydro Electric Power Distribution,North Scotland,2020-01-12T12:30Z,2020-01-12T13:00Z,45,very low,0,0,11.7,9.5,0,0,0,0,78.8
1,Scottish Hydro Electric Power Distribution,North Scotland,2020-01-12T13:00Z,2020-01-12T13:30Z,45,very low,0,0,11.5,9.4,0,0,0,0,79.1
1,Scottish Hydro Electric Power Distribution,North Scotland,2020-01-12T13:30Z,2020-01-12T14:00Z,44,very low,0,0,11.5,9.7,0,0,0,0,78.8
1,Scottish Hydro Electric Power Distribution,North Scotland,2020-01-12T14:00Z,2020-01-12T14:30Z,43,very low,0,0,11.2,10.2,0,0,0,0,78.6
1,Scottish Hydro Electric Power Distribution,North Scotland,2020-01-12T14:30Z,2020-01-12T15:00Z,42,very low,0,0,10.7,11.3,0,0,0,0,78
1,Scottish Hydro Electric Power Distribution,North Scotland,2020-01-12T15:00Z,2020-01-12T15:30Z,40,very low,0,0,10.3,12.4,0,0,0,0,77.3
1,Scottish Hydro Electric Power Distribution,North Scotland,2020-01-12T15:30Z,2020-01-12T16:00Z,39,very low,0,0,10,13,0,0,0,0,77
1,Scottish Hydro Electric Power Distribution,North Scotland,2020-01-12T16:00Z,2020-01-12T16:30Z,38,very low,0,0,9.9,13.1,0,0,0,0,77
1,Scottish Hydro Electric Power Distribution,North Scotland,2020-01-12T16:30Z,2020-01-12T17:00Z,38,very low,0,0,9.6,14,0,0,0,0,76.4
1,Scottish Hydro Electric Power Distribution,North Scotland,2020-01-12T17:00Z,2020-01-12T17:30Z,39,very low,0,0,10,15.6,0,0,0,0,74.4
1,Scottish Hydro Electric Power Distribution,North Scotland,2020-01-12T17:30Z,2020-01-12T18:00Z,42,very low,0,0,10.7,17.1,0,0,0,0,72.2
1,Scottish Hydro Electric Power Distribution,North Scotland,2020-01-12T18:00Z,2020-01-12T18:30Z,44,very low,0,0,11.5,17.8,0,0,0,0,70.7
1,Scottish Hydro Electric Power Distribution,North Scotland,2020-01-12T18:30Z,2020-01-12T19:00Z,45,very low,0,0,11.6,19.6,0,0,0,0,68.8
1,Scottish Hydro Electric Power Distribution,North Scotland,2020-01-12T19:00Z,2020-01-12T19:30Z,46,very low,0,0,11.9,21.4,0,0,0,0,66.7
1,Scottish Hydro Electric Power Distribution,North Scotland,2020-01-12T19:30Z,2020-01-12T20:00Z,50,very low,0,0,12.7,23,0,0,0,0,64.3
1,Scottish Hydro Electric Power Distribution,North Scotland,2020-01-12T20:00Z,2020-01-12T20:30Z,53,very low,0,0,14.1,22.9,0,0,0,0,63
1,Scottish Hydro Electric Power Distribution,North Scotland,2020-01-12T20:30Z,2020-01-12T21:00Z,56,very low,0,0,14.7,22.8,0,0,0,0,62.5
1,Scottish Hydro Electric Power Distribution,North Scotland,2020-01-12T21:00Z,2020-01-12T21:30Z,56,very low,0,0,14.4,22.4,0,0,0,0,63.2
1,Scottish Hydro Electric Power Distribution,North Scotland,2020-01-12T21:30Z,2020-01-12T22:00Z,54,very low,0,0,14,21,0,0,0,0,65
1,Scottish Hydro Electric Power Distribution,North Scotland,2020-01-12T22:00Z,2020-01-12T22:30Z,53,very low,0,0,13.7,19.8,0,0,0,0,66.5
1,Scottish Hydro Electric Power Distribution,North Scotland,2020-01-12T22:30Z,2020-01-12T23:00Z,51,very low,0,0,13.4,17.7,0,0,0,0,68.9
1,Scottish Hydro Electric Power Distribution,North Scotland,2020-01-12T23:00Z,2020-01-12T23:30Z,48,very low,0,0,12.3,17.1,0,0,0,0,70.6
1,Scottish Hydro Electric Power Distribution,North Scotland,2020-01-12T23:30Z,2020-01-13T00:00Z,44,very low,0,0,11.3,16.1,0,0,0,0,72.6
1,Scottish Hydro Electric Power Distribution,North Scotland,2020-01-13T00:00Z,2020-01-13T00:30Z,42,very low,0,0,10.7,16,0,0,0,0,73.3
1,Scottish Hydro Electric Power Distribution,North Scotland,2020-01-13T00:30Z,2020-01-13T01:00Z,40,very low,0,0,10.4,15.3,0,0,0,0,74.3
1,Scottish Hydro Electric Power Distribution,North Scotland,2020-01-13T01:00Z,2020-01-13T01:30Z,40,very low,0,0,10.3,14.9,0,0,0,0,74.8
1,Scottish Hydro Electric Power Distribution,North Scotland,2020-01-13T01:30Z,2020-01-13T02:00Z,42,very low,0,0,10.9,13.9,0,0,0,0,75.2
1,Scottish Hydro Electric Power Distribution,North Scotland,2020-01-13T02:00Z,2020-01-13T02:30Z,45,very low,0,0,11.8,13.2,0,0,0,0,75
1,Scottish Hydro Electric Power Distribution,North Scotland,2020-01-13T02:30Z,2020-01-13T03:00Z,47,very low,0,0,12.2,12.5,0,0,0,0,75.3
1,Scottish Hydro Electric Power Distribution,North Scotland,2020-01-13T03:00Z,2020-01-13T03:30Z,47,very low,0,0,12.2,12.6,0,0,0,0,75.2
1,Scottish Hydro Electric Power Distribution,North Scotland,2020-01-13T03:30Z,2020-01-13T04:00Z,46,very low,0,0,11.7,12.3,0,0,0,0,76
1,Scottish Hydro Electric Power Distribution,North Scotland,2020-01-13T04:00Z,2020-01-13T04:30Z,46,very low,0,0,11.8,11.3,0,0,0,0,76.9
1,Scottish Hydro Electric Power Distribution,North Scotland,2020-01-13T04:30Z,2020-01-13T05:00Z,47,very low,0,0,12.1,10.2,0,0,0,0,77.7
1,Scottish Hydro Electric Power Distribution,North Scotland,2020-01-13T05:00Z,2020-01-13T05:30Z,50,very low,0,0,12.9,9.1,0,0,0,0,78
1,Scottish Hydro Electric Power Distribution,North Scotland,2020-01-13T05:30Z,2020-01-13T06:00Z,52,very low,0,0,13.7,8.5,0,0,0,0,77.8
1,Scottish Hydro Electric Power Distribution,North Scotland,2020-01-13T06:00Z,2020-01-13T06:30Z,52,very low,0,0,13.7,8.1,0,0,0,0,78.2
1,Scottish Hydro Electric Power Distribution,North Scotland,2020-01-13T06:30Z,2020-01-13T07:00Z,51,very low,0,0,13.4,8,0,0,0,0,78.6
1,Scottish Hydro Electric Power Distribution,North Scotland,2020-01-13T07:00Z,2020-01-13T07:30Z,50,very low,0,0,12.9,8.6,0,0,0,0,78.5
1,Scottish Hydro Electric Power Distribution,North Scotland,2020-01-13T07:30Z,2020-01-13T08:00Z,50,very low,0,0,12.9,10,0,0,0,0,77.1
1,Scottish Hydro Electric Power Distribution,North Scotland,2020-01-13T08:00Z,2020-01-13T08:30Z,51,very low,0,0,13.3,11.9,0,0,0,0,74.8
1,Scottish Hydro Electric Power Distribution,North Scotland,2020-01-13T08:30Z,2020-01-13T09:00Z,53,very low,0,0,13.6,13.8,0,0,0,0,72.6
1,Scottish Hydro Electric Power Distribution,North Scotland,2020-01-13T09:00Z,2020-01-13T09:30Z,55,very low,0,0,14.4,15.1,0,0,0,0,70.5
1,Scottish Hydro Electric Power Distribution,North Scotland,2020-01-13T09:30Z,2020-01-13T10:00Z,57,very low,0,0,14.7,16.2,0,0,0,0,69.1
1,Scottish Hydro Electric Power Distribution,North Scotland,2020-01-13T10:00Z,2020-01-13T10:30Z,59,very low,0,0,15.3,16.8,0,0,0,0,67.9
1,Scottish Hydro Electric Power Distribution,North Scotland,2020-01-13T10:30Z,2020-01-13T11:00Z,60,low,0,0,15.2,17.8,0,0,0,0,67
1,Scottish Hydro Electric Power Distribution,North Scotland,2020-01-13T11:00Z,2020-01-13T11:30Z,61,low,0,0,15.5,18.4,0,0,0,0,66.1
1,Scottish Hydro Electric Power Distribution,North Scotland,2020-01-13T11:30Z,2020-01-13T12:00Z,61,low,0,0,15.9,18.6,0,0,0,0,65.5
1,Scottish Hydro Electric Power Distribution,North Scotland,2020-01-13T12:00Z,2020-01-13T12:30Z,61,low,0,0,16,18.3,0,0,0,0,65.7
1,Scottish Hydro Electric Power Distribution,North Scotland,2020-01-13T12:30Z,2020-01-13T13:00Z,59,very low,0,0,15.2,18.1,0,0,0,0,66.7
1,Scottish Hydro Electric Power Distribution,North Scotland,2020-01-13T13:00Z,2020-01-13T13:30Z,57,very low,0,0,14.4,18,0,0,0,0,67.6
1,Scottish Hydro Electric Power Distribution,North Scotland,2020-01-13T13:30Z,2020-01-13T14:00Z,56,very low,0,0,14.2,17.9,0,0,0,0,67.9
1,Scottish Hydro Electric Power Distribution,North Scotland,2020-01-13T14:00Z,2020-01-13T14:30Z,56,very low,0,0,14.4,17.9,0,0,0,0,67.7
1,Scottish Hydro Electric Power Distribution,North Scotland,2020-01-13T14:30Z,2020-01-13T15:00Z,55,very low,0,0,14.3,18,0,0,0,0,67.7
1,Scottish Hydro Electric Power Distribution,North Scotland,2020-01-13T15:00Z,2020-01-13T15:30Z,55,very low,0,0,14,18.1,0,0,0,0,67.9
1,Scottish Hydro Electric Power Distribution,North Scotland,2020-01-13T15:30Z,2020-01-13T16:00Z,55,very low,0,0,14,18,0,0,0,0,68
1,Scottish Hydro Electric Power Distribution,North Scotland,2020-01-13T16:00Z,2020-01-13T16:30Z,57,very low,0,0,14.6,17.9,0,0,0,0,67.5
1,Scottish Hydro Electric Power Distribution,North Scotland,2020-01-13T16:30Z,2020-01-13T17:00Z,59,very low,0,0,15.1,17.7,0,0,0,0,67.2
1,Scottish Hydro Electric Power Distribution,North Scotland,2020-01-13T17:00Z,2020-01-13T17:30Z,60,low,0,0,15.5,17.4,0,0,0,0,67.1
1,Scottish Hydro Electric Power Distribution,North Scotland,2020-01-13T17:30Z,2020-01-13T18:00Z,61,low,0,0,15.7,17.3,0,0,0,0,67
1,Scottish Hydro Electric Power Distribution,North Scotland,2020-01-13T18:00Z,2020-01-13T18:30Z,60,low,0,0,15.8,17.5,0,0,0,0,66.7
1,Scottish Hydro Electric Power Distribution,North Scotland,2020-01-13T18:30Z,2020-01-13T19:00Z,58,very low,0,0,15.1,19.2,0,0,0,0,65.7
1,Scottish Hydro Electric Power Distribution,North Scotland,2020-01-13T19:00Z,2020-01-13T19:30Z,53,very low,0,0,13.9,20.5,0,0,0,0,65.6
1,Scottish Hydro Electric Power Distribution,North Scotland,2020-01-13T19:30Z,2020-01-13T20:00Z,46,very low,0,0,11.9,22.3,0,0,0,0,65.8
1,Scottish Hydro Electric Power Distribution,North Scotland,2020-01-13T20:00Z,2020-01-13T20:30Z,40,very low,0,0,10.1,22.9,0,0,0,0,67
1,Scottish Hydro Electric Power Distribution,North Scotland,2020-01-13T20:30Z,2020-01-13T21:00Z,35,very low,0,0,9.1,22.4,0,0,0,0,68.5
1,Scottish Hydro Electric Power Distribution,North Scotland,2020-01-13T21:00Z,2020-01-13T21:30Z,33,very low,0,0,8.5,20,0,0,0,0,71.5
1,Scottish Hydro Electric Power Distribution,North Scotland,2020-01-13T21:30Z,2020-01-13T22:00Z,31,very low,0,0,8.3,16.7,0,0,0,0,75
1,Scottish Hydro Electric Power Distribution,North Scotland,2020-01-13T22:00Z,2020-01-13T22:30Z,29,very low,0,0,7.5,14.2,0,0,0,0,78.3
1,Scottish Hydro Electric Power Distribution,North Scotland,2020-01-13T22:30Z,2020-01-13T23:00Z,27,very low,0,0,7.1,11.4,0,0,0,0,81.5
1,Scottish Hydro Electric Power Distribution,North Scotland,2020-01-13T23:00Z,2020-01-13T23:30Z,26,very low,0,0,6.7,8.7,0,0,0,0,84.6
1,Scottish Hydro Electric Power Distribution,North Scotland,2020-01-13T23:30Z,2020-01-14T00:00Z,25,very low,0,0,6.5,6.1,0,0,0,0,87.4
2,SP Distribution,South Scotland,2019-12-31T23:30Z,2020-01-01T00:00Z,15,very low,2,0,3.4,0.6,0,50.6,0,0,43.4
2,SP Distribution,South Scotland,2020-01-01T00:00Z,2020-01-01T00:30Z,17,very low,2,0,3.8,0.6,0,48.9,0,0,44.7
2,SP Distribution,South Scotland,2020-01-01T00:30Z,2020-01-01T01:00Z,19,very low,1.9,0,4.5,0.6,0,47.9,0,0,45.1
2,SP Distribution,South Scotland,2020-01-01T01:00Z,2020-01-01T01:30Z,17,very low,2,0,4,0.7,0,46.7,0,0,46.6
2,SP Distribution,South Scotland,2020-01-01T01:30Z,2020-01-01T02:00Z,17,very low,2,0,3.9,0.7,0,46.5,0,0,46.9
2,SP Distribution,South Scotland,2020-01-01T02:00Z,2020-01-01T02:30Z,16,very low,2,0,3.8,0.7,0,45.9,0,0,47.6
2,SP Distribution,South Scotland,2020-01-01T02:30Z,2020-01-01T03:00Z,16,very low,2.3,0,3.6,0.5,0,45.5,0,0,48.1
2,SP Distribution,South Scotland,2020-01-01T03:00Z,2020-01-01T03:30Z,16,very low,2.3,0,3.8,0.5,0,44.8,0,0,48.6
2,SP Distribution,South Scotland,2020-01-01T03:30Z,2020-01-01T04:00Z,17,very low,2.2,0,3.8,0.4,0,41.5,0,0,52.1
2,SP Distribution,South Scotland,2020-01-01T04:00Z,2020-01-01T04:30Z,16,very low,2.2,0,3.7,0.4,0,39.8,0,0,53.9
2,SP Distribution,South Scotland,2020-01-01T04:30Z,2020-01-01T05:00Z,16,very low,2.2,0,3.5,0.4,0,38.4,0,0,55.5
2,SP Distribution,South Scotland,2020-01-01T05:00Z,2020-01-01T05:30Z,15,very low,2.3,0,3.3,0.5,0,38.3,0,0,55.6
2,SP Distribution,South Scotland,2020-01-01T05:30Z,2020-01-01T06:00Z,15,very low,2.3,0,3.3,0.5,0,37.2,0,0,56.7
2,SP Distribution,South Scotland,2020-01-01T06:00Z,2020-01-01T06:30Z,15,very low,2.3,0,3.3,0.5,0.2,37.2,0,0,56.5
2,SP Distribution,South Scotland,2020-01-01T06:30Z,2020-01-01T07:00Z,16,very low,2.3,0,3.3,0.5,0.1,37.5,0,0,56.3
2,SP Distribution,South Scotland,2020-01-01T07:00Z,2020-01-01T07:30Z,16,very low,2.2,0,3.5,0.6,0,38.7,0,0,55
2,SP Distribution,South Scotland,2020-01-01T07:30Z,2020-01-01T08:00Z,18,very low,2.1,0,3.6,0.6,0.4,39.2,0,0,54.1
2,SP Distribution,South Scotland,2020-01-01T08:00Z,2020-01-01T08:30Z,18,very low,2,0,3.5,0.7,0.4,38.8,0,0,54.6
2,SP Distribution,South Scotland,2020-01-01T08:30Z,2020-01-01T09:00Z,19,very low,2.2,0,3.9,0.7,0.4,39.3,0,0,53.5
2,SP Distribution,South Scotland,2020-01-01T09:00Z,2020-01-01T09:30Z,22,very low,2.2,0,4.6,0.7,0,39,0,0.1,53.4
2,SP Distribution,South Scotland,2020-01-01T09:30Z,2020-01-01T10:00Z,24,very low,2.1,0,4.7,0.7,1,37.8,0,0.1,53.6
2,SP Distribution,South Scotland,2020-01-01T10:00Z,2020-01-01T10:30Z,27,very low,2.1,0,4.8,0.7,1.3,36.9,0,0.2,54
2,SP Distribution,South Scotland,2020-01-01T10:30Z,2020-01-01T11:00Z,29,very low,1.8,0,4.8,0.4,2,34.1,0,0.4,56.5
2,SP Distribution,South Scotland,2020-01-01T11:00Z,2020-01-01T11:30Z,28,very low,1.6,0,4.6,0.4,2.1,32.3,0,0.6,58.4
2,SP Distribution,South Scotland,2020-01-01T11:30Z,2020-01-01T12:00Z,22,very low,1.6,0,4.4,0.4,1,31.7,0,0.6,60.3
2,SP Distribution,South Scotland,2020-01-01T12:00Z,2020-01-01T12:30Z,19,very low,1.7,0,4.4,0.3,0,32.1,0,0.7,60.8
2,SP Distribution,South Scotland,2020-01-01T12:30Z,2020-01-01T13:00Z,22,very low,1.7,0,4.2,0.3,0.7,32.7,0,0.9,59.5
2,SP Distribution,South Scotland,2020-01-01T13:00Z,2020-01-01T13:30Z,25,very low,1.6,0,4.1,0.4,1.9,31.7,0,0.6,59.7
2,SP Distribution,South Scotland,2020-01-01T13:30Z,2020-01-01T14:00Z,24,very low,1.6,0,3.8,0.3,1.5,31.1,0,0.6,61.1
2,SP Distribution,South Scotland,2020-01-01T14:00Z,2020-01-01T14:30Z,22,very low,1.5,0,3.3,0.3,2,31.5,0,0.3,61.1
2,SP Distribution,South Scotland,2020-01-01T14:30Z,2020-01-01T15:00Z,20,very low,1.4,0,2.8,0.4,2,29.6,0,0.2,63.6
2,SP Distribution,South Scotland,2020-01-01T15:00Z,2020-01-01T15:30Z,18,very low,1.3,0,2.7,0.4,1.5,31.2,0,0,62.9
2,SP Distribution,South Scotland,2020-01-01T15:30Z,2020-01-01T16:00Z,18,very low,1.2,0,2.5,0.4,1.6,31.5,0,0,62.8
2,SP Distribution,South Scotland,2020-01-01T16:00Z,2020-01-01T16:30Z,20,very low,1.2,0,2.6,0.4,1.8,31,0,0,63
2,SP Distribution,South Scotland,2020-01-01T16:30Z,2020-01-01T17:00Z,20,very low,1.2,0,2.6,0.4,1.8,31,0,0,63
2,SP Distribution,South Scotland,2020-01-01T17:00Z,2020-01-01T17:30Z,19,very low,1.2,0,2.6,0.4,1.8,30.9,0,0,63.1
2,SP Distribution,South Scotland,2020-01-01T17:30Z,2020-01-01T18:00Z,19,very low,1.2,0,2.4,0.4,1.8,30.5,0,0,63.7
2,SP Distribution,South Scotland,2020-01-01T18:00Z,2020-01-01T18:30Z,16,very low,1.2,0,2.4,0.4,1.8,30.2,0,0,64
2,SP Distribution,South Scotland,2020-01-01T18:30Z,2020-01-01T19:00Z,12,very low,1.2,0,2.3,0.2,0.5,30.5,0,0,65.3
2,SP Distribution,South Scotland,2020-01-01T19:00Z,2020-01-01T19:30Z,11,very low,1.3,0,2.1,0.2,0.4,29.6,0,0,66.4
2,SP Distribution,South Scotland,2020-01-01T19:30Z,2020-01-01T20:00Z,10,very low,1.3,0,2.1,0.1,0,30.3,0,0,66.2
2,SP Distribution,South Scotland,2020-01-01T20:00Z,2020-01-01T20:30Z,12,very low,1.3,0,2.1,0.1,0.6,29.2,0,0,66.7
2,SP Distribution,South Scotland,2020-01-01T20:30Z,2020-01-01T21:00Z,13,very low,1.3,0,2,0.1,1.2,27.9,0,0,67.5
2,SP Distribution,South Scotland,2020-01-01T21:00Z,2020-01-01T21:30Z,12,very low,1.3,0,1.8,0.1,0.9,28.3,0,0,67.6
2,SP Distribution,South Scotland,2020-01-01T21:30Z,2020-01-01T22:00Z,12,very low,1.3,0,1.6,0.1,0.8,28.8,0,0,67.4
2,SP Distribution,South Scotland,2020-01-01T22:00Z,2020-01-01T22:30Z,14,very low,1.2,0,1.7,0.1,1.4,28.4,0,0,67.2
2,SP Distribution,South Scotland,2020-01-01T22:30Z,2020-01-01T23:00Z,16,very low,1.1,0,1.7,0.2,1.8,28.5,0,0,66.7
2,SP Distribution,South Scotland,2020-01-01T23:00Z,2020-01-01T23:30Z,18,very low,1.1,0,2,0.2,2,30.9,0,0,63.8
2,SP Distribution,South Scotland,2020-01-01T23:30Z,2020-01-02T00:00Z,19,very low,1.2,0,2.1,0.3,2.2,35.6,0,0,58.6
2,SP Distribution,South Scotland,2020-01-02T00:00Z,2020-01-02T00:30Z,19,very low,1.3,0,2.2,0.2,2,32.6,0,0,61.7
2,SP Distribution,South Scotland,2020-01-02T00:30Z,2020-01-02T01:00Z,19,very low,1.4,0,2.3,0.3,1.9,29.5,0,0,64.6
2,SP Distribution,South Scotland,2020-01-02T01:00Z,2020-01-02T01:30Z,20,very low,1.6,0,2.5,0.3,2,28,0,0,65.6
2,SP Distribution,South Scotland,2020-01-02T01:30Z,2020-01-02T02:00Z,21,very low,1.6,0,2.8,0.4,1.9,28.6,0,0,64.7
2,SP Distribution,South Scotland,2020-01-02T02:00Z,2020-01-02T02:30Z,21,very low,1.6,0,3,0.4,1.9,28.8,0,0,64.3
2,SP Distribution,South Scotland,2020-01-02T02:30Z,2020-01-02T03:00Z,23,very low,2,0,3.2,0.8,1.9,28.4,0,0,63.7
2,SP Distribution,South Scotland,2020-01-02T03:00Z,2020-01-02T03:30Z,23,very low,2,0,3.2,0.8,1.9,28.4,0,0,63.7
2,SP Distribution,South Scotland,2020-01-02T03:30Z,2020-01-02T04:00Z,24,very low,2,0,3.3,0.8,1.9,28.2,0,0,63.8
2,SP Distribution,South Scotland,2020-01-02T04:00Z,2020-01-02T04:30Z,25,very low,2,0,3.6,0.8,1.9,27.8,0,0,63.9
2,SP Distribution,South Scotland,2020-01-02T04:30Z,2020-01-02T05:00Z,25,very low,2,0,3.8,0.8,1.9,28.2,0,0,63.3
2,SP Distribution,South Scotland,2020-01-02T05:00Z,2020-01-02T05:30Z,24,very low,1.9,0,3.5,0.8,1.9,28,0,0,63.9
2,SP Distribution,South Scotland,2020-01-02T05:30Z,2020-01-02T06:00Z,27,very low,1.8,0,4,0.8,1.9,27.6,0,0,63.9
2,SP Distribution,South Scotland,2020-01-02T06:00Z,2020-01-02T06:30Z,30,very low,1.8,0,5.2,0.9,1.7,27.3,0,0,63.1
2,SP Distribution,South Scotland,2020-01-02T06:30Z,2020-01-02T07:00Z,30,very low,1.8,0,5.4,0.9,1.7,26.5,0,0,63.7
2,SP Distribution,South Scotland,2020-01-02T07:00Z,2020-01-02T07:30Z,30,very low,2,0,5.5,0.9,1.4,26.9,0,0,63.3
2,SP Distribution,South Scotland,2020-01-02T07:30Z,2020-01-02T08:00Z,31,very low,1.8,0,5.5,0.9,1.7,26.7,0,0,63.4
2,SP Distribution,South Scotland,2020-01-02T08:00Z,2020-01-02T08:30Z,32,very low,1.7,0,5.7,0.9,1.7,27.2,0,0,62.8
2,SP Distribution,South Scotland,2020-01-02T08:30Z,2020-01-02T09:00Z,32,very low,1.7,0,5.8,0.9,1.7,27.7,0,0,62.2
2,SP Distribution,South Scotland,2020-01-02T09:00Z,2020-01-02T09:30Z,30,very low,1.6,0,5.5,0.7,1.7,27.4,0,0.1,63
2,SP Distribution,South Scotland,2020-01-02T09:30Z,2020-01-02T10:00Z,27,very low,1.4,0,4.8,0.8,1.7,27.2,0,0.1,64
2,SP Distribution,South Scotland,2020-01-02T10:00Z,2020-01-02T10:30Z,25,very low,1.4,0,4.3,0.6,1.7,27.2,0,0.1,64.7
2,SP Distribution,South Scotland,2020-01-02T10:30Z,2020-01-02T11:00Z,23,very low,1.6,0,3.6,0.6,1.7,27.3,0,0.2,65
2,SP Distribution,South Scotland,2020-01-02T11:00Z,2020-01-02T11:30Z,21,very low,1.7,0,3.2,0.3,1.7,27.3,0,0.1,65.7
2,SP Distribution,South Scotland,2020-01-02T11:30Z,2020-01-02T12:00Z,20,very low,1.5,0,3.1,0.3,1.4,28,0,0.2,65.5
2,SP Distribution,South Scotland,2020-01-02T12:00Z,2020-01-02T12:30Z,21,very low,1.3,0,3.2,0.3,1.7,28.1,0,0.1,65.3
2,SP Distribution,South Scotland,2020-01-02T12:30Z,2020-01-02T13:00Z,21,very low,1.1,0,3.4,0.3,1.7,27.9,0,0.1,65.5
2,SP Distribution,South Scotland,2020-01-02T13:00Z,2020-01-02T13:30Z,20,very low,1.2,0,3.2,0.4,1.4,27.7,0,0.1,66
2,SP Distribution,South Scotland,2020-01-02T13:30Z,2020-01-02T14:00Z,21,very low,1.2,0,3.2,0.3,1.6,27,0,0.1,66.6
2,SP Distribution,South Scotland,2020-01-02T14:00Z,2020-01-02T14:30Z,21,very low,1.1,0,3.2,0.2,1.6,29.3,0,0.1,64.5
2,SP Distribution,South Scotland,2020-01-02T14:30Z,2020-01-02T15:00Z,21,very low,1.2,0,3.3,0.2,1.7,29.4,0,0,64.2
2,SP Distribution,South Scotland,2020-01-02T15:00Z,2020-01-02T15:30Z,21,very low,1.2,0,3.2,0.3,1.7,29.6,0,0,64
2,SP Distribution,South Scotland,2020-01-02T15:30Z,2020-01-02T16:00Z,20,very low,1.1,0,3.6,0.4,1.4,30.7,0,0,62.8
2,SP Distribution,South Scotland,2020-01-02T16:00Z,2020-01-02T16:30Z,18,very low,1.1,0,3.6,0.3,0.5,30.7,0,0,63.8
2,SP Distribution,South Scotland,2020-01-02T16:30Z,2020-01-02T17:00Z,17,very low,1.1,0,3.5,0.6,0.9,30.8,0,0,63.1
2,SP Distribution,South Scotland,2020-01-02T17:00Z,2020-01-02T17:30Z,12,very low,1.1,0,3.1,0.6,0,30.6,0,0,64.6
2,SP Distribution,South Scotland,2020-01-02T17:30Z,2020-01-02T18:00Z,11,very low,1,0,2.8,0.6,0,30,0,0,65.6
2,SP Distribution,South Scotland,2020-01-02T18:00Z,2020-01-02T18:30Z,10,very low,1,0,2.5,0.5,0,29.9,0,0,66.1
2,SP Distribution,South Scotland,2020-01-02T18:30Z,2020-01-02T19:00Z,8,very low,1.1,0,1.9,0.3,0,29.1,0,0,67.6
2,SP Distribution,South Scotland,2020-01-02T19:00Z,2020-01-02T19:30Z,8,very low,1.1,0,1.7,0.2,0,29.7,0,0,67.3
2,SP Distribution,South Scotland,2020-01-02T19:30Z,2020-01-02T20:00Z,8,very low,1.1,0,1.8,0.1,0,29.7,0,0,67.3
2,SP Distribution,South Scotland,2020-01-02T20:00Z,2020-01-02T20:30Z,7,very low,1.1,0,1.7,0.1,0,30.7,0,0,66.4
