"Generation - Technology"	"2020 - 2nd quarter p"	"2020 - 1st quarter"	"2019 - 4th quarter"	"2019 - 3rd quarter"	"2019 - 2nd quarter"	"2019 - 1st quarter"	"2018 - 4th quarter"	"2018 - 3rd quarter"	"2018 - 2nd quarter"	"2018 - 1st quarter"	"2017 - 4th quarter"	"2017 - 3rd quarter"	"2017 - 2nd quarter"	"2017 - 1st quarter"	"2016 - 4th quarter"	"2016 - 3rd quarter"	"2016 - 2nd quarter"	"2016 - 1st quarter"	"2015 - 4th quarter"	"2015 - 3rd quarter"	"2015 - 2nd quarter"	"2015 - 1st quarter"	"2014 - 4th quarter"	"2014 - 3rd quarter"	"2014 - 2nd quarter"	"2014 - 1st quarter"	"2013 - 4th quarter"	"2013 - 3rd quarter"	"2013 - 2nd quarter"	"2013 - 1st quarter"	"2012 - 4th quarter"	"2012 - 3rd quarter"	"2012 - 2nd quarter"	"2012 - 1st quarter"	"2011 - 4th quarter"	"2011 - 3rd quarter"	"2011 - 2nd quarter"	"2011 - 1st quarter"	"2010 - 4th quarter"
"Onshore Wind"	627.349910769753	1273.98119392825	886.677600673562	647.967604125006	520.366098202637	829.881966115804	892.453525287553	373.488660208454	356.936089958532	720.518068338824	803.79124290467	489.867662879629	478.614589336906	647.107268096395	386.027032698192	317.263587028963	244.795619781344	469.981652297505	553.430356851314	278.480711654884	328.151971158592	449.524622541723	460.213119195009	200.060197146517	194.082443010301	470.774541204658	421.006938434404	182.643709264117	312.283969022956	271.293521010294	291.50738138414	198.371481195972	225.534517556917	256.28624745999	377.362909622029	177.331520492874	238.205404317691	210.686138331186	0
"Offshore Wind"	407.7567709	848.965026612	630.29876	474.55569	437.25154	680.824977	715.482025	402.5043783	305.917818	774.463052	837.06989	445.744687	464.518235	683.9955	560.166349	478.255308	349.588197	623.494669	679.569993066667	406.29641315	426.057667216667	439.227920066667	483.735745533333	196.348583883333	107.117908983333	178.453980140164	161.3707892	81.3608701	115.595072	123.452412	136.654816	104.716447	104.894999	128.553802	172.131588	77.418847	106.085698	98.865678	0
"Shoreline wave / tidal 5"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Solar PV 5"	462.965824526868	173.449215621067	106.528973663175	372.489602606432	402.234147931134	169.867147083516	122.023879949194	355.30698472389	409.312864925873	152.190474093945	111.884058203679	319.226657881376	360.393194278559	122.894630756827	102.726127697785	283.8883929894	309.131727909783	109.986007663809	55.818462040039	192.612883196709	217.449398266062	65.567757976277	35.7525970564843	95.2944796787193	78.8414672626001	25.0258840855741	17.2919727256666	49.3215272859378	43.0143589938419	9.06640805473813	11.8831431957254	35.811074358475	28.0033469959797	11.2332281333051	2.9339465747369	5.53851191490422	3.1674332405244	0.504591425477952	0
"Hydro 5"	28.9258496387006	139.450203865922	147.398124749213	75.1540608709217	57.3028548223609	128.572856315932	97.453313035052	43.9506856151148	45.4342943088234	104.865380326257	138.776000401059	78.1631005867852	50.0139050173374	103.985562977452	69.1910778232128	81.4537290093756	49.6466098337326	138.673539669665	144.36622808149	46.0210744751699	56.0980325725076	105.152293547132	98.5325605814138	23.2268828305524	35.5158460821837	120.210534704808	89.1934790894348	37.6888598347623	27.0486854010253	74.5777466707735	116.563818607001	77.3135820064591	65.2824151632804	88.6998562364076	85.9903501772257	67.9488184348198	40.192038769036	75.6438290070118	0
"Landfill gas 5"	31.8074172346121	28.4124976715206	27.7127190700673	27.4185541131694	27.3316699678835	30.122247254829	31.8550404041862	30.873029808757	30.7882464608041	32.8008670819204	35.8876370077089	34.9431633234984	34.8887422708668	35.8931106919195	38.3307556085302	37.414213812725	38.2604913766041	41.4638482799892	43.7712321406586	44.4060454968353	44.9974974157963	46.0307286098529	48.840628475212	48.7506560670813	47.1434445076729	48.7038378502338	52.1938926433958	49.8152539064408	49.4162021228264	48.958190357866	53.5288636746652	52.6440963596457	53.7055297280164	55.0924086368401	56.2116137870572	55.0177439292704	53.6613021375009	55.1207479461714	0
"Sewage sludge digestion 5"	13.1908021596272	12.2998727533679	10.9094328057409	11.4701449777169	12.8994317459998	13.3721073351662	10.2657428398465	10.9067166069115	12.7845934737893	10.2143495765173	11.4923661312927	11.3348293446613	11.722563424511	10.099358195629	10.3171557506193	12.0259254036441	13.0454824179698	10.3879017322155	12.2385876930233	13.0952396125902	14.3097061209537	12.4235274290869	10.9813126640535	11.0384139779543	12.6364316238968	9.29994819409544	10.4579014273423	11.4517991158008	12.6804875905661	10.3952116696014	9.44874081679127	9.49485445241454	9.16563982566834	10.1714380622552	9.46829121630217	9.90814316542468	9.94645336309758	8.75483971137558	0
"Other biomass (inc. co-firing) 5 6"	322.486557695789	331.949892458285	264.063151538027	257.008584797354	229.426438878455	220.790684664274	246.837051428744	217.156939155371	232.238230839083	270.56982907056	181.058738297257	185.320924113125	178.447542389974	206.955286021357	155.885901143956	110.872542910692	122.05129910477	138.772086222426	132.303930793559	137.89549833997	124.292155548212	128.974178334792	85.2915089141812	69.7037395693797	95.7089368261447	88.5256667163137	107.815804193127	92.7272092764709	88.8119390581	88.2623753580458	89.9469758092523	85.0937265904832	76.2484978993654	104.372487296589	97.2015655798189	91.9751205387817	75.6265987295025	106.620776741624	0
"Total"	1894.48313292535	2808.50790291042	2073.58876249979	1866.0642414906	1686.81218154847	2073.43198576952	2116.37057794458	1434.1873944185	1393.4121379669	2065.62202048802	2119.95993294567	1564.60102512908	1578.59877171815	1810.93071673958	1322.6443997223	1321.1736991548	1126.5194274242	1532.75970486561	1621.49879066675	1118.80786592616	1211.35642829879	1246.90102850553	1223.34747241969	644.422953153538	571.046478296132	940.994392895847	859.330777713371	505.00922878353	648.850714189316	626.005865121319	709.533739487575	563.44526196345	562.834946169227	654.409467825387	801.30026495717	485.138705476075	526.884928557353	556.196601162847	0
