"Row Labels"	"BaseYear"	"1990"	"1995"	"1998"	"1999"	"2000"	"2001"	"2002"	"2003"	"2004"	"2005"	"2006"	"2007"	"2008"	"2009"	"2010"	"2011"	"2012"	"2013"	"2014"	"2015"	"2016"	"2017"
"Agriculture"	8.88902002015604	8.88902002015604	8.90277595728174	8.88366772234656	8.86838119488529	8.57528666357344	8.30605047178736	8.32074646851256	8.39322424121929	8.33429257334248	8.23123556074054	8.02832351675611	8.17500679869515	7.725720104251	7.707677725089	7.75534526448862	7.72684660560336	7.67461796034694	7.59701764362736	7.73964480327609	7.61186812349356	7.59294807852347	7.5651768978478
"Electricity Generation"	14.7506596074818	14.7506596074818	16.7351275579676	17.8072165434341	16.7210217498303	19.6743411833548	18.8940162021934	17.2380208351462	17.6423040341291	15.8196559745466	14.0688699571744	18.7678618413414	15.5728925240973	14.3019559083456	13.4135404719894	15.8456453673274	12.1265803829853	12.8293071684418	11.4527946797013	9.82180528282544	7.74822058226184	2.51295183996165	1.16623627094718
"Industry"	21.0449199604044	21.0439153497273	19.6014260234803	17.4020766192662	16.1398486368827	15.9433949097755	16.3054388937675	15.2370934444935	15.0059685682929	14.970551860226	15.207962091045	14.0274753840328	13.6167202151406	13.7222741565906	12.2365123644116	12.062365455964	11.9538757044741	11.3503568457675	11.3973458760312	10.6040166766905	10.8888818068434	11.3289885019439	11.4158710101517
"Land use"	-0.347385734945021	-0.347385734945021	-1.42123787175479	-2.32983572262472	-2.68522088412215	-2.95088016309813	-3.350924717006	-3.8066794772963	-3.89122924292113	-4.25126381785718	-4.47619709076609	-4.77182085013948	-4.98574003298322	-5.24590860896734	-5.27778832451163	-5.3180145560297	-5.51850893101699	-5.22596198496928	-5.14023734001511	-5.26672364092853	-5.31745565100741	-5.39480583976365	-5.43772039732412
"Residential"	8.05731764736801	7.99934231315183	7.84249703891965	8.06782578430113	7.95802314073627	7.81866871011779	8.31671271449277	7.61195619796079	7.60668729710627	7.7660943718361	7.70956227458418	7.50479946913229	7.26911574987494	7.47404918848014	7.18376203670043	8.01629413135841	6.48969990444518	7.03031345199161	7.07010595129909	5.94139460279775	6.1077835945952	6.31778961391749	6.04774668022713
"Services"	3.00891750529767	2.97556261983419	3.32765162217515	3.44075836787379	3.551020381662	3.52779336347596	3.63330926846957	3.2097278297182	3.36143169785832	3.5121155521426	3.53177299937901	3.33584198730132	3.2564763504346	3.66943639413349	3.31192977467639	3.53730792570518	3.06287204212234	3.39092321797835	3.46921406402163	3.12133221675325	3.2860010758278	3.32281938470646	3.18544037711725
"Transport"	14.8326669714293	14.8326669714293	15.7774187917979	16.447690412938	16.3808744268886	15.6913478547435	15.5171186434386	15.8664702472554	15.6369117926774	15.7280620089025	15.926978792969	15.9007184939242	16.2200617994178	15.6069508859805	14.9130653399579	14.3963119537436	13.9689021598008	13.7071472220267	13.5990239215965	13.8163222009115	14.1313038155628	14.5727072902772	14.8922138729522
"Waste"	6.02683443699283	6.02683443699283	6.23290071679738	6.07422575985611	5.84123527638116	5.71794606817671	5.38464251660953	5.19624190634517	5.06452950181668	4.44194682491944	4.04000633710644	3.6252480726946	3.24886840877216	3.09819889108012	2.77606678971623	2.5370008302349	2.40758501168497	2.05492524376073	1.45548442343387	1.47212388915835	1.72880520000425	1.64325078173198	1.68662797649843
"Grand Total"	76.262950414185	76.1706155838282	76.9985598366649	75.7936254873912	72.7751839231443	73.9978985901196	73.0063639937528	68.8735774521355	68.8198278901788	66.3214553480586	64.2401909222325	66.4184479150432	62.3734018134493	60.3526769198941	56.2647661780293	58.8322563727924	52.2178528800991	52.8116291253444	50.9007492196958	47.2499160314844	46.1854085475815	41.8966496512984	40.5215926884176
