"RenewableArea"	"ProjectName"	"SiteName"	"Country"	"Capacity"	"change in capacity Q1"	"change in capacity Q2"	"change in capacity Q3"	"change in capacity Q4"	"RESTATS Ref"	"ROC Ref"	"Survey"	"Capacity Q1"	"Capacity Q2"	"Capacity Q3"	"Capacity Q4"	"Operational Month (0=previous years)"	"CAPACITY END of last year"
"Small Hydro"	"Scottish & Southern Energy plc"	"Claddoch Power Station"	"Scotland"	0.22	0	0	0	0	0	0	0	0	0	0	0	0	0
"Small Hydro"	"Scottish & Southern Energy plc"	"Tralaig Power Station"	"Scotland"	0.084	0	0	0	0	0	0	0	0	0	0	0	0	0
"Small Hydro"	"RWE Npower Plc"	"Garrogie Hydro Scheme"	"Scotland"	2.4	0	0	0	0	0	0	0	0	0	0	0	0	0
"Small Hydro"	"Scottish & Southern Energy plc"	"Vaich Power Station"	"Scotland"	0.32	0	0	0	0	0	0	0	0	0	0	0	0	0
"Small Hydro"	"Scottish & Southern Energy plc"	"Lochay Compensation Generator"	"Scotland"	2	0	0	0	0	0	0	0	0	0	0	0	0	0
"Small Hydro"	"Scottish & Southern Energy plc"	"Lairg Power Station"	"Scotland"	3.5	0	0	0	0	0	0	0	0	0	0	0	0	0
"Small Hydro"	"Scottish & Southern Energy plc"	"Culligran Comp Set"	"Scotland"	2	0	0	0	0	0	0	0	0	0	0	0	0	0
"Small Hydro"	"Tombuie Hydro"	"Tombuie Hydro"	"Scotland"	0.35	0	0	0	0	0	0	0	0	0	0	0	0	0
"Small Hydro"	"Glenborrodale Hydro"	"Glenborrodale Hydro"	"Scotland"	0.15	0	0	0	0	0	0	0	0	0	0	0	0	0
"Small Hydro"	"RWE Npower Plc"	"Braevallich Hydroelectric Scheme"	"Scotland"	2.274	0	0	0	0	0	0	0	0	0	0	0	0	0
"Small Hydro"	"Scottish & Southern Energy plc"	"Lochay Fish Pass Generator"	"Scotland"	0.054	0	0	0	0	0	0	0	0	0	0	0	0	0
"Small Hydro"	"Scottish & Southern Energy plc"	"Beannachran Dam"	"Scotland"	0.16	0	0	0	0	0	0	0	0	0	0	0	0	0
"Small Hydro"	"Cleghorn Bridge Hydro"	"Cleghorn Bridge Hydro"	"Scotland"	0.32	0	0	0	0	0	0	0	0	0	0	0	0	0
"Large Hydro"	"Scottish & Southern Energy plc"	"Fasnakyle Compensation Set"	"Scotland"	7.701	0	0	0	0	0	0	0	0	0	0	0	0	0
"Small Hydro"	"Kildermorie Estate"	"Kildermorie Estate"	"Scotland"	0.1	0	0	0	0	0	0	0	0	0	0	0	0	0
"Small Hydro"	"Loch Braden WTW"	"Loch Braden WTW"	"Scotland"	0.45	0	0	0	0	0	0	0	0	0	0	0	0	0
"Small Hydro"	"RWE Npower Plc"	"Inverbain Hydroelectric Scheme"	"Scotland"	0.95	0	0	0	0	0	0	0	0	0	0	0	0	0
"Small Hydro"	"Stoneywood Mill"	"Stoneywood Mill"	"Scotland"	0.62	0	0	0	0	0	0	0	0	0	0	0	0	0
"Small Hydro"	"Scottish & Southern Energy plc"	"Mucomir"	"Scotland"	1.7	0	0	0	0	0	0	0	0	0	0	0	0	0
"Small Hydro"	"Scottish & Southern Energy plc"	"Mucomir comp"	"Scotland"	0.2	0	0	0	0	0	0	0	0	0	0	0	0	0
"Small Hydro"	"Loch Calder  (WTW)"	"Loch Calder  (WTW)"	"Scotland"	0.11	0	0	0	0	0	0	0	0	0	0	0	0	0
"Small Hydro"	"RWE Npower Plc"	"River E Hydro Electric Generating Station"	"Scotland"	3	0	0	0	0	0	0	0	0	0	0	0	0	0
"Small Hydro"	"Fairburn House"	"Fairburn House"	"Scotland"	0.11	0	0	0	0	0	0	0	0	0	0	0	0	0
"Small Hydro"	"Scottish & Southern Energy plc"	"Gaur comp"	"Scotland"	0.4	0	0	0	0	0	0	0	0	0	0	0	0	0
"Small Hydro"	"Inverfarigaig"	"Inverfarigaig"	"Scotland"	4	0	0	0	0	0	0	0	0	0	0	0	0	0
"Small Hydro"	"Strathdon Hydro"	"Strathdon Hydro"	"Scotland"	0.075	0	0	0	0	0	0	0	0	0	0	0	0	0
"Small Hydro"	"Ashfield Generator B"	"Ashfield Generator B"	"Scotland"	0.5	0	0	0	0	0	0	0	0	0	0	0	0	0
"Small Hydro"	"RWE Npower Plc"	"Douglas Water"	"Scotland"	2.969	0	0	0	0	0	0	0	0	0	0	0	0	0
"Large Hydro"	"Scottish & Southern Energy plc"	"Glendoe Hydro Power Station"	"Scotland"	100	0	0	0	0	0	0	0	0	0	0	0	0	0
"Small Hydro"	"Rottal Hydro Ltd"	"Rottal Hydro Ltd"	"Scotland"	0.45	0	0	0	0	0	0	0	0	0	0	0	0	0
"Small Hydro"	"Alladale"	"Alladale"	"Scotland"	0.15	0	0	0	0	0	0	0	0	0	0	0	0	0
"Small Hydro"	"Kinnaird"	"Kinnaird"	"Scotland"	0.25	0	0	0	0	0	0	0	0	0	0	0	0	0
"Small Hydro"	"The Coignafearn Estate"	"The Coignafearn Estate"	"Scotland"	0.13	0	0	0	0	0	0	0	0	0	0	0	0	0
"Small Hydro"	"Faichemard Farm Hydro"	"Faichemard Farm Hydro"	"Scotland"	0.165	0	0	0	0	0	0	0	0	0	0	0	0	0
"Small Hydro"	"Laig Hydro Station"	"Laig Hydro Station"	"Scotland"	0.1	0	0	0	0	0	0	0	0	0	0	0	0	0
"Small Hydro"	"Roshven"	"Roshven"	"Scotland"	0.5	0	0	0	0	0	0	0	0	0	0	0	0	0
"Small Hydro"	"Esregan"	"Esregan"	"Scotland"	0.955	0	0	0	0	0	0	0	0	0	0	0	0	0
"Small Hydro"	"Conaglen House"	"Conaglen House"	"Scotland"	0.25	0	0	0	0	0	0	0	0	0	0	0	0	0
"Small Hydro"	"RWE Npower Plc"	"Carnoch Hydro Electric Generating Station"	"Scotland"	1.35	0	0	0	0	0	0	0	0	0	0	0	0	0
"Small Hydro"	"Callop & Guesachan"	"Callop & Guesachan"	"Scotland"	1.445	0	0	0	0	0	0	0	0	0	0	0	0	0
"Small Hydro"	"RWE Npower Plc"	"Inverlael"	"Scotland"	2.5	0	0	0	0	0	0	0	0	0	0	0	0	0
"Small Hydro"	"Glen Finglas Turbine"	"Glen Finglas Turbine"	"Scotland"	0.46	0	0	0	0	0	0	0	0	0	0	0	0	0
"Small Hydro"	"FIT-Hydro S"	"FIT-Hydro S"	"Scotland"	188.54762	17.3899999999999	0	0	0	0	0	0	0	0	0	0	0	0
"Small Hydro"	"Scottish & Southern Energy plc"	"Ceannacroc Compensation Generator"	"Scotland"	3.5	0	0	0	0	0	0	0	0	0	0	0	0	0
"Small Hydro"	"RWE Npower Plc"	"Black Rock"	"Scotland"	3.5	0	0	0	0	0	0	0	0	0	0	0	0	0
"Small Hydro"	"RWE Npower Plc"	"Maldie"	"Scotland"	4	0	0	0	0	0	0	0	0	0	0	0	0	0
"Small Hydro"	"RWE Npower Plc"	"Cia Aig Hydro"	"Scotland"	3	0	0	0	0	0	0	0	0	0	0	0	0	0
"Small Hydro"	"Temporis Capital Ltd"	"Derrydarroch"	"Scotland"	1.995	0	0	0	0	0	0	0	0	0	0	0	0	0
"Small Hydro"	"RWE Npower Plc"	"Grudie"	"Scotland"	2	0	0	0	0	0	0	0	0	0	0	0	0	0
"Small Hydro"	"Temporis Capital Ltd"	"Allt Fionn Hydro Scheme"	"Scotland"	1.995	0	0	0	0	0	0	0	0	0	0	0	0	0
"Small Hydro"	"Temporis Capital Ltd"	"Upper Falloch Hydro"	"Scotland"	0.896	0	0	0	0	0	0	0	0	0	0	0	0	0
"Small Hydro"	"Saline ROC"	"Saline ROC"	"Scotland"	0.09	0	0	0	0	0	0	0	0	0	0	0	0	0
"Wind Onshore"	"ISLAND OF FOULA TURBINE"	"ISLAND OF FOULA"	"Scotland"	0.06	0	0	0	0	0	0	0	0	0	0	0	0	0
"Wind Onshore"	"SHETLAND TURBINE"	"SUSETTER HILL,"	"Scotland"	0.075	0	0	0	0	0	0	0	0	0	0	0	0	0
"Wind Onshore"	"FAIR ISLE WIND TURBINE(1)"	"FAIR ISLE WIND TURBINE"	"Scotland"	0.16	0	0	0	0	0	0	0	0	0	0	0	0	0
"Wind Onshore"	"INGANESS BAY WIND TURBINE"	"INGANESS BAY WIND TURBINE"	"Scotland"	0.075	0	0	0	0	0	0	0	0	0	0	0	0	0
"Wind Onshore"	"BERRIEDALE"	"BERRIEDALE"	"Scotland"	0.03225	0	0	0	0	0	0	0	0	0	0	0	0	0
"Wind Onshore"	"ELLON TURBINE"	"ELLON"	"Scotland"	0.015	0	0	0	0	0	0	0	0	0	0	0	0	0
"Wind Onshore"	"WHITERASHES"	"WHITERASHES AB21 0QU"	"Scotland"	0.06	0	0	0	0	0	0	0	0	0	0	0	0	0
"Wind Onshore"	"ROTHIEN"	"ROTHIEN"	"Scotland"	0.06	0	0	0	0	0	0	0	0	0	0	0	0	0
"Wind Onshore"	"Ventient Energy Services Ltd"	"Bendealt (Novar)"	"Scotland"	9	0	0	0	0	0	0	0	0	0	0	0	0	0
"Wind Onshore"	"DUNMAGLASS ESTATE WIND TURBINE"	"DUNMAGLASS ESTATE WIND TURBINE"	"Scotland"	0.6	0	0	0	0	0	0	0	0	0	0	0	0	0
"Wind Onshore"	"Teeny Turbs, Scotland"	"11,996 turbines across UK See also RESTATS Refs 60082, 60083, 60084 (100watt each) from Marlec, Ampair, Aerogen/LVM"	"Scotland"	1.19	0	0	0	0	0	0	0	0	0	0	0	0	0
"Wind Onshore"	"Ventient Energy Services Ltd"	"Meall an Tuirc (Novar)"	"Scotland"	8	0	0	0	0	0	0	0	0	0	0	0	0	0
"Wind Onshore"	"Scalloway, Shetland"	"Scalloway, Shetland"	"Scotland"	0.02365	0	0	0	0	0	0	0	0	0	0	0	0	0
"Wind Onshore"	"Scottish Power Renewables UK Ltd"	"Hagshaw Hill 1"	"Scotland"	15.6	0	0	0	0	0	0	0	0	0	0	0	0	0
"Wind Onshore"	"Scottish Power Renewables UK Ltd"	"Hagshaw Hill 2"	"Scotland"	26	0	0	0	0	0	0	0	0	0	0	0	0	0
"Wind Onshore"	"Westertown"	"Westertown"	"Scotland"	0.06	0	0	0	0	0	0	0	0	0	0	0	0	0
"Wind Onshore"	"Fred Olsen Renewables Ltd"	"Gallow Rig Windfarm (Windy Standard aka Brockloch Rig 1)"	"Scotland"	10.8	0	0	0	0	0	0	0	0	0	0	0	0	0
"Wind Onshore"	"Fred Olsen Renewables Ltd"	"Polwhat Rig Windfarm (Windy Standard aka Brockloch Rig 1)"	"Scotland"	10.8	0	0	0	0	0	0	0	0	0	0	0	0	0
"Wind Onshore"	"Ventient Energy Services Ltd"	"Beinn Ghlas Windfarm"	"Scotland"	8.4	0	0	0	0	0	0	0	0	0	0	0	0	0
"Wind Onshore"	"Lanakshire"	"Lanakshire"	"Scotland"	0.05	0	0	0	0	0	0	0	0	0	0	0	0	0
"Wind Onshore"	"Triodos Renewables Ltd"	"Burgar Hill Sigurd wind turbine (Hainsford Energy)"	"Scotland"	1.3	0	0	0	0	0	0	0	0	0	0	0	0	0
"Wind Onshore"	"Scottish Power Renewables UK Ltd"	"Hare Hill (scotland)"	"Scotland"	13.2	0	0	0	0	0	0	0	0	0	0	0	0	0
"Wind Onshore"	"Scottish Power Renewables UK Ltd"	"Beinn An Tuirc 1"	"Scotland"	14.85	0	0	0	0	0	0	0	0	0	0	0	0	0
"Wind Onshore"	"Scottish Power Renewables UK Ltd"	"Beinn An Tuirc 1 (Cnoc Donn Arnicle)"	"Scotland"	14.85	0	0	0	0	0	0	0	0	0	0	0	0	0
"Wind Onshore"	"RWE Renewables UK Ltd"	"Deucheran Hill"	"Scotland"	15.8	0	0	0	0	0	0	0	0	0	0	0	0	0
"Wind Onshore"	"Burradale Wind Farm"	"Burradale Wind Farm"	"Scotland"	1.98	0	0	0	0	0	0	0	0	0	0	0	0	0
"Wind Onshore"	"Scottish Power Renewables UK Ltd"	"Dun Law 1"	"Scotland"	17.16	0	0	0	0	0	0	0	0	0	0	0	0	0
"Wind Onshore"	"RWE Renewables UK Ltd"	"Emly Bank (Bowbeat)"	"Scotland"	15.6	0	0	0	0	0	0	0	0	0	0	0	0	0
"Wind Onshore"	"RWE Renewables UK Ltd"	"Roughside Hill (Bowbeat)"	"Scotland"	15.6	0	0	0	0	0	0	0	0	0	0	0	0	0
"Wind Onshore"	"Ecotricity Ltd"	"East Kilbride Wind Turbine"	"Scotland"	0.6	0	0	0	0	0	0	0	0	0	0	0	0	0
"Wind Onshore"	"Moya (Findhorn Wind Park)"	"Moya (Findhorn Wind Park)"	"Scotland"	0.675	0	0	0	0	0	0	0	0	0	0	0	0	0
"Wind Onshore"	"Thorfinn Wind 'A' Ltd"	"Burgar Hill NM1500 Thorfinn Wind Energy Project"	"Scotland"	1.5	0	0	0	0	0	0	0	0	0	0	0	0	0
"Wind Onshore"	"Scottish & Southern Energy plc"	"Tangy Wind Farm (incl extension)"	"Scotland"	18.7	0.18	0	0	0	0	0	0	0	0	0	0	0	0
"Wind Onshore"	"Ventient Energy Services Ltd"	"Ardrossan Windfarm (Scotland) Ltd - A"	"Scotland"	30	0	0	0	0	0	0	0	0	0	0	0	0	0
"Wind Onshore"	"Scottish Power Renewables UK Ltd"	"Cruach Mhor Windfarm"	"Scotland"	29.75	0	0	0	0	0	0	0	0	0	0	0	0	0
"Wind Onshore"	"Fred Olsen Renewables Ltd"	"Crystal Rig Windfarm"	"Scotland"	62.5	0	0	0	0	0	0	0	0	0	0	0	0	0
"Wind Onshore"	"Renewable Energy Systems Ltd"	"Forss/Hill of Lybster Wind Farm (SRO)"	"Scotland"	2	0	0	0	0	0	0	0	0	0	0	0	0	0
"Wind Onshore"	"Berriedale Farm"	"Berriedale Farm"	"Scotland"	0.022	0	0	0	0	0	0	0	0	0	0	0	0	0
"Wind Onshore"	"Discover Carmichael Visitor Centre"	"Carmichael Village"	"Scotland"	0.05	0	0	0	0	0	0	0	0	0	0	0	0	0
"Wind Onshore"	"Myres Hill"	"Myres Hill"	"Scotland"	1.9	0	0	0	0	0	0	0	0	0	0	0	0	0
"Wind Onshore"	"Burradale Wind Farm 2"	"Burradale Wind Farm 2"	"Scotland"	1.7	0	0	0	0	0	0	0	0	0	0	0	0	0
"Wind Onshore"	"Ventient Energy Services Ltd"	"Causeymire Wind Farm"	"Scotland"	48.3	0	0	0	0	0	0	0	0	0	0	0	0	0
"Wind Onshore"	"Thorfinn Wind 'A' Ltd"	"Burgar Hill NM2000 Thorfinn Wind Energy Project"	"Scotland"	2.3	0	0	0	0	0	0	0	0	0	0	0	0	0
"Wind Onshore"	"Gigha Windmills"	"Gigha Windmills"	"Scotland"	0.675	0	0	0	0	0	0	0	0	0	0	0	0	0
"Wind Onshore"	"Fred Olsen Renewables Ltd"	"Rothes Wind Ltd"	"Scotland"	50.6	0	0	0	0	0	0	0	0	0	0	0	0	0
"Wind Onshore"	"Mackies Hill of Easterton Wind Turbine"	"Mackies Hill of Easterton Wind Turbine"	"Scotland"	2.55	0	0	0	0	0	0	0	0	0	0	0	0	0
"Wind Onshore"	"Scottish Power Renewables UK Ltd"	"Black Law Windfarm - A,C"	"Scotland"	124.2	0	0	0	0	0	0	0	0	0	0	0	0	0
"Wind Onshore"	"Scottish & Southern Energy plc"	"Artfield Fell Windfarm - A,C"	"Scotland"	28.6	0	0	0	0	0	0	0	0	0	0	0	0	0
"Wind Onshore"	"REG Windpower Ltd"	"Glens of Foudland Wind Farm"	"Scotland"	26	0	0	0	0	0	0	0	0	0	0	0	0	0
"Wind Onshore"	"Scottish Power Renewables UK Ltd"	"Beinn Tharsuin Wind Farm"	"Scotland"	29.75	0	0	0	0	0	0	0	0	0	0	0	0	0
"Wind Onshore"	"Ventient Energy Services Ltd"	"Farr Wind farm"	"Scotland"	92	0	0	0	0	0	0	0	0	0	0	0	0	0
"Wind Onshore"	"Fred Olsen Renewables Ltd"	"Paul's Hill Wind Farm"	"Scotland"	64.4	0	0	0	0	0	0	0	0	0	0	0	0	0
"Wind Onshore"	"Northfield Wind Energy Project (Burray, Orkney)"	"Northfield Wind Energy Project Burray"	"Scotland"	0.85	0	0	0	0	0	0	0	0	0	0	0	0	0
"Wind Onshore"	"National Sports Centre Wind Project"	"National Sports Centre Wind Project"	"Scotland"	0.018	0	0	0	0	0	0	0	0	0	0	0	0	0
"Wind Onshore"	"Abernethy Trust"	"Abernethy Trust"	"Scotland"	0.012	0	0	0	0	0	0	0	0	0	0	0	0	0
"Wind Onshore"	"Kilmory Primary School"	"Kilmory Primary School"	"Scotland"	0.006	0	0	0	0	0	0	0	0	0	0	0	0	0
"Wind Onshore"	"Fife Council"	"Fife Council"	"Scotland"	0.0075	0	0	0	0	0	0	0	0	0	0	0	0	0
"Wind Onshore"	"An Talla"	"An Talla"	"Scotland"	0.006	0	0	0	0	0	0	0	0	0	0	0	0	0
"Wind Onshore"	"Westray Development Trsut"	"Westray Development Trsut"	"Scotland"	0.0025	0	0	0	0	0	0	0	0	0	0	0	0	0
"Wind Onshore"	"Westray Kirk Wind Turbine"	"Westray Kirk Wind Turbine"	"Scotland"	0.006	0	0	0	0	0	0	0	0	0	0	0	0	0
"Wind Onshore"	"North Highland College, Thurso"	"North Highland College, Thurso"	"Scotland"	0.0025	0	0	0	0	0	0	0	0	0	0	0	0	0
"Wind Onshore"	"Baird Memorial Primary School"	"Baird Memorial Primary School"	"Scotland"	0.006	0	0	0	0	0	0	0	0	0	0	0	0	0
"Wind Onshore"	"Earthship Fife"	"Earthship Fife"	"Scotland"	6e-04	0	0	0	0	0	0	0	0	0	0	0	0	0
"Wind Onshore"	"The Bays of Harris Charitable Trust (BoHCT)"	"The Bays of Harris Charitable Trust (BoHCT)"	"Scotland"	0.006	0	0	0	0	0	0	0	0	0	0	0	0	0
"Wind Onshore"	"Port Charlotte Community Centre Renewables"	"Port Charlotte Community Centre Renewables"	"Scotland"	0.006	0	0	0	0	0	0	0	0	0	0	0	0	0
"Wind Onshore"	"Gatehouse Development Initiative Ltd"	"Gatehouse Development Initiative Ltd"	"Scotland"	0.03	0	0	0	0	0	0	0	0	0	0	0	0	0
"Wind Onshore"	"SCHRI Household turbines"	"SCHRI Household turbines"	"Scotland"	0.0899	0	0	0	0	0	0	0	0	0	0	0	0	0
"Wind Onshore"	"Cumbernauld Primary School"	"Cumbernauld Primary School"	"Scotland"	0.006	0	0	0	0	0	0	0	0	0	0	0	0	0
"Wind Onshore"	"St John Bosco Primary School"	"St John Bosco Primary School"	"Scotland"	0.0025	0	0	0	0	0	0	0	0	0	0	0	0	0
"Wind Onshore"	"Ness Sports and Recreation Association"	"Ness Sports and Recreation Association"	"Scotland"	0.012	0	0	0	0	0	0	0	0	0	0	0	0	0
"Wind Onshore"	"Ecotricity Ltd"	"Dundee Merchant Wind Park Limited"	"Scotland"	4	0	0	0	0	0	0	0	0	0	0	0	0	0
"Wind Onshore"	"Boulfruich Wind Farm - A,C"	"Boulfruich Wind Farm - A,C"	"Scotland"	12.75	0	0	0	0	0	0	0	0	0	0	0	0	0
"Wind Onshore"	"Falck Renewables Wind Ltd"	"Boyndie"	"Scotland"	14	0	0	0	0	0	0	0	0	0	0	0	0	0
"Wind Onshore"	"Scottish & Southern Energy plc"	"Hadyard Hill Windfarm"	"Scotland"	119.6	-0.200000000000003	0	0	0	0	0	0	0	0	0	0	0	0
"Wind Onshore"	"Wardlaw Wood"	"Wardlaw Wood"	"Scotland"	18	0	0	0	0	0	0	0	0	0	0	0	0	0
"Wind Onshore"	"WPO UK Services Ltd"	"Arnish Moor Windfarm"	"Scotland"	3.9	0	0	0	0	0	0	0	0	0	0	0	0	0
"Wind Onshore"	"Black Hill Wind Ltd"	"Black Hill Wind Farm"	"Scotland"	28.6	0	0	0	0	0	0	0	0	0	0	0	0	0
"Wind Onshore"	"Greencoat UK Wind Plc"	"Braes of Doune Windfarm (Scotland) Ltd"	"Scotland"	72	0	0	0	0	0	0	0	0	0	0	0	0	0
"Wind Onshore"	"RWE Npower Renewables Ltd"	"Burgar Hill Wind Farm"	"Scotland"	5	0	0	0	0	0	0	0	0	0	0	0	0	0
"Wind Onshore"	"WPO UK Services Ltd"	"Dummuies Windfarm"	"Scotland"	12.25	0	0	0	0	0	0	0	0	0	0	0	0	0
"Wind Onshore"	"Falck Renewables Wind Ltd"	"Earlsburn Wind Farm"	"Scotland"	37.5	0	0	0	0	0	0	0	0	0	0	0	0	0
"Wind Onshore"	"Scottish Power Renewables UK Ltd"	"Wether Hill Wind Farm"	"Scotland"	18.2	0	0	0	0	0	0	0	0	0	0	0	0	0
"Wind Onshore"	"Renewable Energy Systems Ltd"	"Forss Wind Farm Phase 2"	"Scotland"	5.2	0	0	0	0	0	0	0	0	0	0	0	0	0
"Wind Onshore"	"Temporis Capital Ltd"	"Green Dykeside Windfarm"	"Scotland"	4	0	0	0	0	0	0	0	0	0	0	0	0	0
"Wind Onshore"	"Hill of Balquhindachy Wind Turbine"	"Hill of Balquhindachy Wind Turbine"	"Scotland"	2.55	0	0	0	0	0	0	0	0	0	0	0	0	0
"Wind Onshore"	"Falck Renewables Wind Ltd"	"Ben Aketil Wind Farm"	"Scotland"	27.6	0	0	0	0	0	0	0	0	0	0	0	0	0
"Wind Onshore"	"Temporis Capital Ltd"	"Craig Wind Farm"	"Scotland"	10	0	0	0	0	0	0	0	0	0	0	0	0	0
"Wind Onshore"	"Scottish & Southern Energy plc"	"Drumderg Windfarm"	"Scotland"	36.8	0	0	0	0	0	0	0	0	0	0	0	0	0
"Wind Onshore"	"Scottish Power Renewables UK Ltd"	"Green Knowes Windfarm"	"Scotland"	27	0	0	0	0	0	0	0	0	0	0	0	0	0
"Wind Onshore"	"Falck Renewables Wind Ltd"	"Kilbraur Wind Farm"	"Scotland"	67.5	0	0	0	0	0	0	0	0	0	0	0	0	0
"Wind Onshore"	"Scottish Power Renewables UK Ltd"	"Whitelee Windfarm"	"Scotland"	322	0	0	0	0	0	0	0	0	0	0	0	0	0
"Wind Onshore"	"RWE Npower Renewables Ltd"	"Bilbster Wind Farm"	"Scotland"	3.9	0	0	0	0	0	0	0	0	0	0	0	0	0
"Wind Onshore"	"Falck Renewables Wind Ltd"	"Millennium Wind Farm"	"Scotland"	65	0	0	0	0	0	0	0	0	0	0	0	0	0
"Wind Onshore"	"Ventient Energy Services Ltd"	"Minsca Windfarm (Scotland) Limited"	"Scotland"	36.8	0	0	0	0	0	0	0	0	0	0	0	0	0
"Wind Onshore"	"Ventient Energy Services Ltd"	"Dalswinton Windfarm (Scotland) Limted"	"Scotland"	30	0	0	0	0	0	0	0	0	0	0	0	0	0
"Wind Onshore"	"BRAIDENHILL"	"BRAIDENHILL"	"Scotland"	0.8	0	0	0	0	0	0	0	0	0	0	0	0	0
"Wind Onshore"	"Liniclate B"	"Liniclate B"	"Scotland"	0.9	0	0	0	0	0	0	0	0	0	0	0	0	0
"Wind Onshore"	"Redbog"	"Redbog"	"Scotland"	1.6	0	0	0	0	0	0	0	0	0	0	0	0	0
"Wind Onshore"	"Aikengall Windfarm"	"Aikengall Windfarm"	"Scotland"	48	0	0	0	0	0	0	0	0	0	0	0	0	0
"Wind Onshore"	"Greencoat UK Wind Plc"	"Wind Energy (North Rhins) Limited"	"Scotland"	22	0	0	0	0	0	0	0	0	0	0	0	0	0
"Wind Onshore"	"Balnamoon"	"Balnamoon"	"Scotland"	0.9	0	0	0	0	0	0	0	0	0	0	0	0	0
"Wind Onshore"	"Scottish Power Renewables UK Ltd"	"Clachan Flats"	"Scotland"	15.03	0	0	0	0	0	0	0	0	0	0	0	0	0
"Wind Onshore"	"Burgar Hill Renewables Ltd"	"Burgar Hill Renewables 1"	"Scotland"	2.3	0	0	0	0	0	0	0	0	0	0	0	0	0
"Wind Onshore"	"Beinn nan Oighrean Windfarm"	"Beinn nan Oighrean Windfarm"	"Scotland"	4.6	0	0	0	0	0	0	0	0	0	0	0	0	0
"Wind Onshore"	"Cairnhill Windfarm"	"Cairnhill Windfarm"	"Scotland"	2.4	0	0	0	0	0	0	0	0	0	0	0	0	0
"Wind Onshore"	"St John's Wells Wind Farm"	"St John's Wells Wind Farm"	"Scotland"	2.4	0	0	0	0	0	0	0	0	0	0	0	0	0
"Wind Onshore"	"Temporis Capital Ltd"	"Lochhead Wind Farm"	"Scotland"	6	0	0	0	0	0	0	0	0	0	0	0	0	0
"Wind Onshore"	"WPO UK Services Ltd"	"Strath of Brydock"	"Scotland"	6.9	0	0	0	0	0	0	0	0	0	0	0	0	0
"Wind Onshore"	"Cypex Ltd"	"Cypex Ltd"	"Scotland"	0.08	0	0	0	0	0	0	0	0	0	0	0	0	0
"Wind Onshore"	"Temporis Capital Ltd"	"Achairn Energy"	"Scotland"	6	0	0	0	0	0	0	0	0	0	0	0	0	0
"Wind Onshore"	"EDF Energy Renewables Ltd"	"Longpark Wind Farm"	"Scotland"	38	0	0	0	0	0	0	0	0	0	0	0	0	0
"Wind Onshore"	"Scottish & Southern Energy plc"	"Fairburn Windfarm"	"Scotland"	40	0	0	0	0	0	0	0	0	0	0	0	0	0
"Wind Onshore"	"Kentish Flats Ltd"	"Edinbane Wind Farm"	"Scotland"	41.4	0	0	0	0	0	0	0	0	0	0	0	0	0
"Wind Onshore"	"Skelmonae Windfarm Ltd"	"Skelmonae Windfarm Ltd"	"Scotland"	3.2	0	0	0	0	0	0	0	0	0	0	0	0	0
"Wind Onshore"	"Scottish Power Renewables UK Ltd"	"Dun Law 2"	"Scotland"	29.75	0	0	0	0	0	0	0	0	0	0	0	0	0
"Wind Onshore"	"Cairnmore"	"Cairnmore"	"Scotland"	2.55	0	0	0	0	0	0	0	0	0	0	0	0	0
"Wind Onshore"	"Fred Olsen Renewables Ltd"	"Crystal Rig II Wind Farm"	"Scotland"	138	0	0	0	0	0	0	0	0	0	0	0	0	0
"Wind Onshore"	"Ventient Energy Services Ltd"	"Hill of Fiddes Wind Farm"	"Scotland"	6.9	0	0	0	0	0	0	0	0	0	0	0	0	0
"Wind Onshore"	"Scotia Wind (Craigengelt) Ltd"	"Craigengelt (Scotia Wind Farm)"	"Scotland"	20	0	0	0	0	0	0	0	0	0	0	0	0	0
"Wind Onshore"	"Scottish & Southern Energy plc"	"Toddleburn Windfarm"	"Scotland"	27.6	0	0	0	0	0	0	0	0	0	0	0	0	0
"Wind Onshore"	"Pates Hill"	"Pates Hill"	"Scotland"	14	0	0	0	0	0	0	0	0	0	0	0	0	0
"Wind Onshore"	"Falck Renewables Wind Ltd"	"Boyndie Airfield Extension"	"Scotland"	2.3	0	0	0	0	0	0	0	0	0	0	0	0	0
"Wind Onshore"	"Flotta Wind Farm"	"Flotta Wind Farm"	"Scotland"	2	0	0	0	0	0	0	0	0	0	0	0	0	0
"Wind Onshore"	"Hammars Hill"	"Hammars Hill"	"Scotland"	4.5	0	0	0	0	0	0	0	0	0	0	0	0	0
"Wind Onshore"	"Greencoat UK Wind Plc"	"Carcant Windfarm"	"Scotland"	6	0	0	0	0	0	0	0	0	0	0	0	0	0
"Wind Onshore"	"Scottish & Southern Energy plc"	"Achany Windfarm"	"Scotland"	38	0	0	0	0	0	0	0	0	0	0	0	0	0
"Wind Onshore"	"Eneco Wind UK Ltd"	"Tullo Wind Farm Limited"	"Scotland"	17.5	0	0	0	0	0	0	0	0	0	0	0	0	0
"Wind Onshore"	"EDF Energy Renewables Ltd"	"Burnfoot"	"Scotland"	30.1	0	0	0	0	0	0	0	0	0	0	0	0	0
"Wind Onshore"	"House o'Hill"	"House o'Hill"	"Scotland"	2.4	0	0	0	0	0	0	0	0	0	0	0	0	0
"Wind Onshore"	"RWE Npower Renewables Ltd"	"An Suidhe"	"Scotland"	19.3	0	0	0	0	0	0	0	0	0	0	0	0	0
