"Time"	"HYDRO"	"IMPORT"	"MOYLE"	"T_CRUA-1"	"T_CRUA-2"	"T_CRUA-3"	"T_CRUA-4"	"T_FOYE-1"	"T_FOYE-2"	"T_HUNB-7"	"T_HUNB-8"	"T_PEHE-1"	"T_TORN-1"	"T_TORN-2"	"Total"	"ElecDemand"	"Percentage"
2018-03-09 18:30:00	838	3900	500	120	120	100	100	150	150	0	508	1180	640	640	8946	4592.05260914617	0.513307915173951
2018-03-09 19:00:00	838	3900	500	120	120	100	100	150	150	0	508	1180	640	640	8946	4558.16278204792	0.509519649234062
2018-03-09 19:30:00	838	3900	500	120	120	100	100	150	150	0	508	1180	640	640	8946	4462.27295494967	0.498800911574968
2018-03-09 20:00:00	838	3900	500	120	120	100	100	150	150	0	508	1180	640	640	8946	4437.31833933902	0.496011439675723
2018-03-09 20:30:00	838	3900	500	120	120	100	100	150	150	0	508	1180	640	640	8946	4337.36372372838	0.48483833263228
2018-03-09 21:00:00	838	3900	500	120	120	100	100	150	150	0	508	1180	640	640	8946	4110.9533964832	0.459529778278918
2018-03-09 21:30:00	838	3900	500	120	120	100	100	150	150	0	508	1180	640	640	8946	3885.54306923803	0.43433300572748
2018-03-09 22:00:00	838	3900	500	120	120	100	100	150	150	0	508	1180	640	640	8946	3668.82820355392	0.410108227537885
2018-03-09 22:30:00	838	3900	500	120	120	100	100	150	150	0	508	1180	640	640	8946	3578.78720326009	0.400043282278123
2018-03-09 23:00:00	838	3900	500	120	120	100	100	150	150	0	508	1180	640	640	8946	3465.50426099195	0.387380310864291
2018-03-09 23:30:00	838	3900	500	120	120	100	100	150	150	0	508	1180	640	640	8946	3390.89518411408	0.379040373811097
2018-03-10 00:00:00	838	3900	500	120	120	100	100	150	150	0	508	1180	640	640	8946	3283.02695318663	0.366982668587819
2018-03-10 00:30:00	838	3900	500	120	120	100	100	150	150	0	508	1180	640	640	8946	3241.83258764944	0.362377888179012
2018-03-10 01:00:00	838	3900	500	120	120	100	100	150	150	0	508	1180	640	640	8946	3138.02914523438	0.350774552340083
2018-03-10 01:30:00	838	3900	500	120	120	100	100	150	150	0	508	1180	640	640	8946	3027.89956820959	0.338464069775273
2018-03-10 02:00:00	838	3900	500	120	120	100	100	150	150	0	508	1180	640	640	8946	2932.00974111134	0.32774533211618
2018-03-10 02:30:00	838	3900	500	120	120	100	100	150	150	0	508	1180	640	640	8946	2904.79377940336	0.324703082875403
2018-03-10 03:00:00	838	3900	500	120	120	100	100	150	150	0	508	1180	640	640	8946	2891.27327925644	0.323191737006085
2018-03-10 03:30:00	838	3900	500	120	120	100	100	150	150	0	508	1180	640	640	8946	2820.75277910952	0.315308828427176
2018-03-10 04:00:00	838	3900	500	120	120	100	100	150	150	0	508	1180	640	640	8946	2745.03791342541	0.306845284308675
2018-03-10 04:30:00	838	3900	500	120	120	100	100	150	150	0	508	1180	640	640	8946	2679.99691313157	0.299574884096979
2018-03-10 05:00:00	838	3900	500	120	120	100	100	150	150	0	508	1180	640	640	8946	2640.10708603332	0.295115927345553
2018-03-10 05:30:00	838	3900	500	120	120	100	100	150	150	0	508	1180	640	640	8946	2652.89112432534	0.296544950181683
2018-03-10 06:00:00	838	3900	500	120	120	100	100	150	150	0	508	1180	640	640	8946	2702.50020120321	0.30209034218681
2018-03-10 06:30:00	838	3900	500	120	120	100	100	150	150	0	508	1180	640	640	8946	2723.12322038439	0.304395620431968
2018-03-10 07:00:00	838	3900	500	120	120	100	100	150	150	0	508	1180	640	640	8946	2761.47943174162	0.308683146852406
2018-03-10 07:30:00	838	3900	500	120	120	100	100	150	150	0	508	1180	640	640	8946	2866.67507334097	0.32044210522479
2018-03-10 08:00:00	838	3900	500	120	120	100	100	150	150	0	508	1180	640	640	8946	3045.12471252975	0.340389527445757
2018-03-10 08:30:00	838	3900	500	120	120	100	100	150	150	0	508	1180	640	640	8946	3214.29527238246	0.359299717458357
2018-03-10 09:00:00	838	3900	500	120	120	100	100	150	150	0	508	1180	640	640	8946	3390.93101252181	0.379044378775074
2018-03-10 09:30:00	838	3900	500	120	120	100	100	150	150	0	508	1180	640	640	8946	3504.21970459644	0.391707992912636
2018-03-10 10:00:00	838	3900	500	120	120	100	100	150	150	0	508	1180	640	640	8946	3567.52323777341	0.398784175919227
2018-03-10 10:30:00	838	3900	500	120	120	100	100	150	150	0	508	1180	640	640	8946	3596.04751148292	0.401972670633012
2018-03-10 11:00:00	838	3900	500	120	120	100	100	150	150	0	508	1180	640	640	8946	3666.99598255802	0.409903418573442
2018-03-10 11:30:00	838	3900	500	120	120	100	100	150	150	0	508	1180	640	640	8946	3703.89216999568	0.4140277408893
2018-03-10 12:00:00	838	3900	500	120	120	100	100	150	150	0	508	1180	640	640	8946	3694.93953062893	0.413026998728921
2018-03-10 12:30:00	838	3900	500	120	120	100	100	150	150	0	508	1180	640	640	8946	3685.8300403499	0.412008723490935
2018-03-10 13:00:00	838	3900	500	120	120	100	100	150	150	0	508	1180	640	640	8946	3639.28984818628	0.406806376949059
2018-03-10 13:30:00	838	3900	500	120	120	100	100	150	150	0	508	1180	640	640	8946	3608.81936753922	0.403400331716882
2018-03-10 14:00:00	838	3900	500	120	120	100	100	150	150	0	508	1180	640	640	8946	3513.17209341373	0.392708707066145
2018-03-10 14:30:00	838	3900	500	120	120	100	100	150	150	0	508	1180	640	640	8946	3482.08912230968	0.389234196547024
2018-03-10 15:00:00	838	3900	500	120	120	100	100	150	150	0	508	1180	640	640	8946	3532.11323316749	0.394825981798288
2018-03-10 15:30:00	838	3900	500	120	120	100	100	150	150	0	508	1180	640	640	8946	3434.54318033955	0.383919425479494
2018-03-10 16:00:00	838	3900	500	120	120	100	100	150	150	0	508	1180	640	640	8946	3450.09733199307	0.385658096578702
2018-03-10 16:30:00	838	3900	500	120	120	100	100	150	150	0	508	1180	640	640	8946	3508.57480097836	0.392194813433754
2018-03-10 17:00:00	838	3900	500	120	120	100	100	150	150	0	508	1180	640	640	8946	3603.14805130224	0.402766381768638
2018-03-10 17:30:00	838	3900	500	120	120	100	100	150	150	0	508	1180	640	640	8946	3671.55550350449	0.410413090040743
2018-03-10 18:00:00	838	3900	500	120	120	100	100	150	150	0	508	1180	640	640	8946	3764.67909745302	0.420822613173823
2018-03-10 18:30:00	838	3900	500	120	120	100	100	150	150	0	508	1180	640	640	8946	3838.56718176336	0.429081956378645
2018-03-10 19:00:00	838	3900	500	120	120	100	100	150	150	0	508	1180	640	640	8946	3795.43541269081	0.424260609511604
2018-03-10 19:30:00	838	3900	500	120	120	100	100	150	150	0	508	1180	640	640	8946	3735.97750900853	0.417614297899456
2018-03-10 20:00:00	838	3900	500	120	120	100	100	150	150	0	508	1180	640	640	8946	3727.27985539971	0.416642058506562
2018-03-10 20:30:00	838	3900	500	120	120	100	100	150	150	0	508	1180	640	640	8946	3697.58220179089	0.413322401273294
2018-03-10 21:00:00	838	3900	500	120	120	100	100	150	150	0	508	1180	640	640	8946	3539.05731754845	0.395602204063096
2018-03-10 21:30:00	838	3900	500	120	120	100	100	150	150	0	508	1180	640	640	8946	3391.20629869628	0.379075150759701
2018-03-10 22:00:00	838	3900	500	120	120	100	100	150	150	0	508	1180	640	640	8946	3293.5280492105	0.368156500023531
2018-03-10 22:30:00	838	3900	500	120	120	100	100	150	150	0	508	1180	640	640	8946	3320.52366511499	0.371174118613346
2018-03-10 23:00:00	838	3900	500	120	120	100	100	150	150	0	508	1180	640	640	8946	3171.95120443545	0.354566421242504
2018-03-10 23:30:00	838	3900	500	120	120	100	100	150	150	0	508	1180	640	640	8946	3068.3787437559	0.342988904958182
2018-03-11 00:00:00	838	3900	500	120	120	100	100	150	150	0	508	1180	640	640	8946	3001.02662887986	0.335460164194037
2018-03-11 00:30:00	838	3900	500	120	120	100	100	150	150	0	508	1180	640	640	8946	2919.34837939408	0.326330022288629
2018-03-11 01:00:00	838	3900	500	120	120	100	100	150	150	0	508	1180	640	640	8946	2825.25761061537	0.315812386610258
2018-03-11 01:30:00	838	3900	500	120	120	100	100	150	150	0	508	1180	640	640	8946	2738.16684183666	0.306077223545346
2018-03-11 02:00:00	838	3900	500	120	120	100	100	150	150	0	508	1180	640	640	8946	2695.1646497889	0.301270361031623
2018-03-11 02:30:00	838	3900	500	120	120	100	100	150	150	0	508	1180	640	640	8946	2730.16245774115	0.305182479067868
2018-03-11 03:00:00	838	3900	500	120	120	100	100	150	150	0	508	1180	640	640	8946	2776.33741915529	0.31034399945845
2018-03-11 03:30:00	838	3900	500	120	120	100	100	150	150	0	508	1180	640	640	8946	2775.1862459597	0.310215319244321
2018-03-11 04:00:00	838	3900	500	120	120	100	100	150	150	0	508	1180	640	640	8946	2715.88170752077	0.303586151075427
2018-03-11 04:30:00	838	3900	500	120	120	100	100	150	150	0	508	1180	640	640	8946	2709.2510344721	0.302844962494086
2018-03-11 05:00:00	838	3900	500	120	120	100	100	150	150	0	508	1180	640	640	8946	2754.1430536181	0.307863073286173
2018-03-11 05:30:00	838	3900	500	120	120	100	100	150	150	0	508	1180	640	640	8946	2806.70893815438	0.313738982579296
2018-03-11 06:00:00	838	3900	500	120	120	100	100	150	150	0	508	1180	640	640	8946	2897.44759205704	0.323881912816571
2018-03-11 06:30:00	838	3900	500	120	120	100	100	150	150	0	508	1180	640	640	8946	2920.87753922911	0.326500954530417
2018-03-11 07:00:00	838	3900	500	120	120	100	100	150	150	0	508	1180	640	640	8946	3017.43129633979	0.33729390748265
2018-03-11 07:30:00	838	3900	500	120	120	100	100	150	150	0	508	1180	640	640	8946	3098.27435624423	0.34633069039171
2018-03-11 08:00:00	838	3900	500	120	120	100	100	150	150	0	508	1180	640	640	8946	3240.0937719235	0.362183520223955
2018-03-11 08:30:00	838	3900	500	120	120	100	100	150	150	0	508	1180	640	640	8946	3349.98638469518	0.374467514497561
2018-03-11 09:00:00	838	3900	500	120	120	100	100	150	150	0	508	1180	640	640	8946	3461.40131230527	0.386921675866898
2018-03-11 09:30:00	838	3900	500	120	120	100	100	150	150	0	508	1180	640	640	8946	3528.64695621792	0.394438515114902
2018-03-11 10:00:00	838	3900	500	120	120	100	100	150	150	0	508	1180	640	640	8946	3614.66517661933	0.404053786789552
2018-03-11 10:30:00	838	3900	500	120	120	100	100	150	150	0	508	1180	640	640	8946	3653.9057533482	0.408440169164788
2018-03-11 11:00:00	838	3900	500	120	120	100	100	150	150	0	508	1180	640	640	8946	3697.31888317404	0.413292967043823
2018-03-11 11:30:00	838	3900	500	120	120	100	100	150	150	0	508	1180	640	640	8946	3724.89385900614	0.416375347530309
2018-03-11 12:00:00	838	3900	500	120	120	100	100	150	150	0	508	1180	640	640	8946	3699.58001300197	0.41354572021037
2018-03-11 12:30:00	838	3900	500	120	120	100	100	150	150	0	508	1180	640	640	8946	3709.22470035065	0.414623820741186
2018-03-11 13:00:00	838	3900	500	120	120	100	100	150	150	0	508	1180	640	640	8946	3673.72414276988	0.410655504445548
2018-03-11 13:30:00	838	3900	500	120	120	100	100	150	150	0	508	1180	640	640	8946	3588.25183005854	0.401101255316179
2018-03-11 14:00:00	838	3900	500	120	120	100	100	150	150	0	508	1180	640	640	8946	3577.32958979921	0.399880347618959
2018-03-11 14:30:00	838	3900	500	120	120	100	100	150	150	0	508	1180	640	640	8946	3569.97165256132	0.399057864136074
2018-03-11 15:00:00	838	3900	500	120	120	100	100	150	150	0	508	1180	640	640	8946	3587.31923916224	0.400997008625334
2018-03-11 15:30:00	838	3900	500	120	120	100	100	150	150	0	508	1180	640	640	8946	3568.36683297215	0.398878474510636
2018-03-11 16:00:00	838	3900	500	120	120	100	100	150	150	0	508	1180	640	640	8946	3640.72487630056	0.406966786977483
2018-03-11 16:30:00	838	3900	500	120	120	100	100	150	150	0	508	1180	640	640	8946	3744.81778259624	0.418602479610579
2018-03-11 17:00:00	838	3900	500	120	120	100	100	150	150	0	508	1180	640	640	8946	3817.62986676796	0.426741545581037
2018-03-11 17:30:00	838	3900	500	120	120	100	100	150	150	0	508	1180	640	640	8946	3867.60228742778	0.432327552808829
2018-03-11 18:00:00	838	3900	500	120	120	100	100	150	150	0	508	1180	640	640	8946	3972.83226334267	0.444090349132871
2018-03-11 18:30:00	838	3900	500	120	120	100	100	150	150	0	508	1180	640	640	8946	4105.76747483027	0.458950086611924
2018-03-11 19:00:00	838	3900	500	120	120	100	100	150	150	0	508	1180	640	640	8946	4094.37655170814	0.45767678869977
2018-03-11 19:30:00	838	3900	500	120	120	100	100	150	150	0	508	1180	640	640	8946	4039.65949397628	0.451560417390597
2018-03-11 20:00:00	838	3900	500	120	120	100	100	150	150	0	508	1180	640	640	8946	4001.37655170814	0.447281081120964
2018-03-11 20:30:00	838	3900	500	120	120	100	100	150	150	0	508	1180	640	640	8946	3872.76747483027	0.432904926763947
2018-03-11 21:00:00	838	3900	500	120	120	100	100	150	150	0	508	1180	640	640	8946	3691.50612873294	0.412643206878263
2018-03-11 21:30:00	838	3900	500	120	120	100	100	150	150	0	508	1180	640	640	8946	3518.91864802586	0.393351067295536
2018-03-11 22:00:00	838	3900	500	120	120	100	100	150	150	0	508	1180	640	640	8946	3397.35276348959	0.37976221366975
2018-03-11 22:30:00	838	3900	500	120	120	100	100	150	150	0	508	1180	640	640	8946	3335.46074434358	0.372843812244979
2018-03-11 23:00:00	838	3900	500	120	120	100	100	150	150	0	508	1180	640	640	8946	3177.35057144183	0.35516997221572
2018-03-11 23:30:00	838	3900	500	120	120	100	100	150	150	0	508	1180	640	640	8946	3055.91426393035	0.341595602943254
2018-03-12 00:00:00	838	3900	500	120	120	100	100	150	150	0	508	1180	640	640	8946	2969.00064861354	0.331880242411529
2018-03-12 00:30:00	838	3900	500	120	120	100	100	150	150	0	508	1180	640	640	8946	2946.760898687	0.329394243090432
2018-03-12 01:00:00	838	3900	500	120	120	100	100	150	150	0	508	1180	640	640	8946	2923.21661032153	0.326762420111953
2018-03-12 01:30:00	838	3900	500	120	120	100	100	150	150	0	508	1180	640	640	8946	2854.67232195605	0.319100416046954
2018-03-12 02:00:00	838	3900	500	120	120	100	100	150	150	0	508	1180	640	640	8946	2806.02005273659	0.313661977725976
2018-03-12 02:30:00	838	3900	500	120	120	100	100	150	150	0	508	1180	640	640	8946	2825.36778351711	0.315824701935738
2018-03-12 03:00:00	838	3900	500	120	120	100	100	150	150	0	508	1180	640	640	8946	2867.86887954099	0.320575551032975
2018-03-12 03:30:00	838	3900	500	120	120	100	100	150	150	0	508	1180	640	640	8946	2879.04384095514	0.321824708356264
2018-03-12 04:00:00	838	3900	500	120	120	100	100	150	150	0	508	1180	640	640	8946	2833.93586010115	0.316782456975313
2018-03-12 04:30:00	838	3900	500	120	120	100	100	150	150	0	508	1180	640	640	8946	2843.50174463742	0.317851748785762
2018-03-12 05:00:00	838	3900	500	120	120	100	100	150	150	0	508	1180	640	640	8946	2905.80628307636	0.324816262360424
2018-03-12 05:30:00	838	3900	500	120	120	100	100	150	150	0	508	1180	640	640	8946	3025.11082151529	0.338152338644678
2018-03-12 06:00:00	838	3900	500	120	120	100	100	150	150	0	508	1180	640	640	8946	3291.82787924715	0.367966451961452
2018-03-12 06:30:00	838	3900	500	120	120	100	100	150	150	0	508	1180	640	640	8946	3533.56062207025	0.394987773537922
2018-03-12 07:00:00	838	3900	500	120	120	100	100	150	150	0	508	1180	640	640	8946	3875.04777588392	0.43315982292465
2018-03-12 07:30:00	838	3900	500	120	120	100	100	150	150	0	508	1180	640	640	8946	4063.6569248516	0.454242893455354
2018-03-12 08:00:00	838	3900	500	120	120	100	100	150	150	0	508	1180	640	640	8946	4147.78073488331	0.463646404525297
2018-03-12 08:30:00	838	3900	500	120	120	100	100	150	150	0	508	1180	640	640	8946	4146.55749685032	0.463509668773789
2018-03-12 09:00:00	838	3900	500	120	120	100	100	150	150	0	508	1180	640	640	8946	4199.82315532581	0.469463800058776
2018-03-12 09:30:00	838	3900	500	120	120	100	100	150	150	0	508	1180	640	640	8946	4238.7051671904	0.473810101407377
2018-03-12 10:00:00	838	3900	500	120	120	100	100	150	150	0	508	1180	640	640	8946	4288.20216701242	0.479342965237247
2018-03-12 10:30:00	838	3900	500	120	120	100	100	150	150	0	508	1180	640	640	8946	4281.97801290073	0.478647218075199
2018-03-12 11:00:00	838	3900	500	120	120	100	100	150	150	0	508	1180	640	640	8946	4312.20540213191	0.482026090110877
2018-03-12 11:30:00	838	3900	500	120	120	100	100	150	150	0	508	1180	640	640	8946	4337.49168588937	0.484852636473214
2018-03-12 12:00:00	838	3900	500	120	120	100	100	150	150	0	508	1180	640	640	8946	4349.93058017767	0.486243078490685
2018-03-12 12:30:00	838	3900	500	120	120	100	100	150	150	0	508	1180	640	640	8946	4359.85745508197	0.487352722454948
2018-03-12 13:00:00	838	3900	500	120	120	100	100	150	150	0	508	1180	640	640	8946	4350.59837312219	0.486317725589334
2018-03-12 13:30:00	838	3900	500	120	120	100	100	150	150	0	508	1180	640	640	8946	4327.55503660098	0.483741899910684
2018-03-12 14:00:00	838	3900	500	120	120	100	100	150	150	0	508	1180	640	640	8946	4301.00869990181	0.480774502560006
2018-03-12 14:30:00	838	3900	500	120	120	100	100	150	150	0	508	1180	640	640	8946	4295.20594010947	0.480125859614293
2018-03-12 15:00:00	838	3900	500	120	120	100	100	150	150	0	508	1180	640	640	8946	4306.92542315885	0.481435884547155
2018-03-12 15:30:00	838	3900	500	120	120	100	100	150	150	0	508	1180	640	640	8946	4306.17934856536	0.481352486984726
2018-03-12 16:00:00	838	3900	500	120	120	100	100	150	150	0	508	1180	640	640	8946	4376.55762272603	0.489219497286612
2018-03-12 16:30:00	838	3900	500	120	120	100	100	150	150	0	508	1180	640	640	8946	4444.64461803525	0.496830384309775
2018-03-12 17:00:00	838	3900	500	120	120	100	100	150	150	0	508	1180	640	640	8946	4523.04448845983	0.505594063096336
2018-03-12 17:30:00	838	3900	500	120	120	100	100	150	150	0	508	1180	640	640	8946	4569.45133003606	0.510781503469266
2018-03-12 18:00:00	838	3900	500	120	120	100	100	150	150	0	508	1180	640	640	8946	4618.42761372108	0.516256160711053
2018-03-12 18:30:00	838	3900	500	120	120	100	100	150	150	0	508	1180	640	640	8946	4736.44572431605	0.529448437772865
2018-03-12 19:00:00	838	3900	500	120	120	100	100	150	150	0	508	1180	640	640	8946	4666.48891665765	0.521628539756053
2018-03-12 19:30:00	838	3900	500	120	120	100	100	150	150	0	508	1180	640	640	8946	4572.20597438952	0.511089422578752
2018-03-12 20:00:00	838	3900	500	120	120	100	100	150	150	0	508	1180	640	640	8946	4497.59689751164	0.502749485525558
2018-03-12 20:30:00	838	3900	500	120	120	100	100	150	150	0	508	1180	640	640	8946	4267.98782063377	0.477083369174354
2018-03-12 21:00:00	838	3900	500	120	120	100	100	150	150	0	508	1180	640	640	8946	4065.98782063377	0.45450344518598
2018-03-12 21:30:00	838	3900	500	120	120	100	100	150	150	0	508	1180	640	640	8946	3874.98782063377	0.433153121018754
2018-03-12 22:00:00	838	3900	500	120	120	100	100	150	150	0	508	1180	640	640	8946	3683.00941680457	0.411693429108492
2018-03-12 22:30:00	838	3900	500	120	120	100	100	150	150	0	508	1180	640	640	8946	3570.03101297537	0.399064499550119
2018-03-12 23:00:00	838	3900	500	120	120	100	100	150	150	0	508	1180	640	640	8946	3356.70049427012	0.375218029764154
2018-03-12 23:30:00	838	3900	500	120	120	100	100	150	150	0	508	1180	640	640	8946	3204.04384095514	0.358153793981124
2018-03-13 00:00:00	838	3900	500	120	120	100	100	150	150	0	508	1180	640	640	8946	3102.34837939408	0.346786092040474
2018-03-13 00:30:00	838	3900	500	120	120	100	100	150	150	0	508	1180	640	640	8946	3076.65291783301	0.343913807045943
2018-03-13 01:00:00	838	3900	500	120	120	100	100	150	150	0	508	1180	640	640	8946	3052.28359088168	0.341189759767681
2018-03-13 01:30:00	838	3900	500	120	120	100	100	150	150	0	508	1180	640	640	8946	2984.58812932061	0.3336226390924
2018-03-13 02:00:00	838	3900	500	120	120	100	100	150	150	0	508	1180	640	640	8946	2934.87107158875	0.32806517679284
2018-03-13 02:30:00	838	3900	500	120	120	100	100	150	150	0	508	1180	640	640	8946	2971.82787924715	0.332196275346205
2018-03-13 03:00:00	838	3900	500	120	120	100	100	150	150	0	508	1180	640	640	8946	2984.91426393035	0.333659095006746
2018-03-13 03:30:00	838	3900	500	120	120	100	100	150	150	0	508	1180	640	640	8946	2985.67451400381	0.333744077129869
2018-03-13 04:00:00	838	3900	500	120	120	100	100	150	150	0	508	1180	640	640	8946	2889.86887954099	0.323034750675273
2018-03-13 04:30:00	838	3900	500	120	120	100	100	150	150	0	508	1180	640	640	8946	2886.73711046845	0.322684675885138
2018-03-13 05:00:00	838	3900	500	120	120	100	100	150	150	0	508	1180	640	640	8946	2917.95307217643	0.326174052333605
2018-03-13 05:30:00	838	3900	500	120	120	100	100	150	150	0	508	1180	640	640	8946	3038.16903388442	0.339612009153188
2018-03-13 06:00:00	838	3900	500	120	120	100	100	150	150	0	508	1180	640	640	8946	3287.81911105613	0.367518344629569
2018-03-13 06:30:00	838	3900	500	120	120	100	100	150	150	0	508	1180	640	640	8946	3491.19359446762	0.390251910850394
2018-03-13 07:00:00	838	3900	500	120	120	100	100	150	150	0	508	1180	640	640	8946	3819.01976530847	0.426896910944385
2018-03-13 07:30:00	838	3900	500	120	120	100	100	150	150	0	508	1180	640	640	8946	3958.85964518287	0.442528464697392
2018-03-13 08:00:00	838	3900	500	120	120	100	100	150	150	0	508	1180	640	640	8946	4016.43620280916	0.448964476057362
2018-03-13 08:30:00	838	3900	500	120	120	100	100	150	150	0	508	1180	640	640	8946	3984.85393346546	0.445434153081317
2018-03-13 09:00:00	838	3900	500	120	120	100	100	150	150	0	508	1180	640	640	8946	4035.31553908609	0.451074842285501
2018-03-13 09:30:00	838	3900	500	120	120	100	100	150	150	0	508	1180	640	640	8946	4020.98627925643	0.449473091801524
2018-03-13 10:00:00	838	3900	500	120	120	100	100	150	150	0	508	1180	640	640	8946	4046.12811060674	0.452283491013497
2018-03-13 10:30:00	838	3900	500	120	120	100	100	150	150	0	508	1180	640	640	8946	4031.0085237699	0.450593396352549
2018-03-13 11:00:00	838	3900	500	120	120	100	100	150	150	0	508	1180	640	640	8946	4046.61691802505	0.452338130787508
2018-03-13 11:30:00	838	3900	500	120	120	100	100	150	150	0	508	1180	640	640	8946	4055.63775948333	0.453346496700574
2018-03-13 12:00:00	838	3900	500	120	120	100	100	150	150	0	508	1180	640	640	8946	4041.35974021937	0.451750473979362
2018-03-13 12:30:00	838	3900	500	120	120	100	100	150	150	0	508	1180	640	640	8946	4018.34313914255	0.44917763683686
2018-03-13 13:00:00	838	3900	500	120	120	100	100	150	150	0	508	1180	640	640	8946	3994.14801889285	0.446473062697613
2018-03-13 13:30:00	838	3900	500	120	120	100	100	150	150	0	508	1180	640	640	8946	3948.59190827512	0.441380718564176
2018-03-13 14:00:00	838	3900	500	120	120	100	100	150	150	0	508	1180	640	640	8946	3897.75695159112	0.435698295505379
2018-03-13 14:30:00	838	3900	500	120	120	100	100	150	150	0	508	1180	640	640	8946	3859.21826885253	0.431390372105134
2018-03-13 15:00:00	838	3900	500	120	120	100	100	150	150	0	508	1180	640	640	8946	3831.68141817824	0.428312253317487
2018-03-13 15:30:00	838	3900	500	120	120	100	100	150	150	0	508	1180	640	640	8946	3804.29559651994	0.42525101682539
2018-03-13 16:00:00	838	3900	500	120	120	100	100	150	150	0	508	1180	640	640	8946	3855.91052957415	0.431020627048306
2018-03-13 16:30:00	838	3900	500	120	120	100	100	150	150	0	508	1180	640	640	8946	3980.36861171608	0.444932775733969
2018-03-13 17:00:00	838	3900	500	120	120	100	100	150	150	0	508	1180	640	640	8946	4050.53814577677	0.452776452691344
2018-03-13 17:30:00	838	3900	500	120	120	100	100	150	150	0	508	1180	640	640	8946	4069.81724220628	0.454931504829676
2018-03-13 18:00:00	838	3900	500	120	120	100	100	150	150	0	508	1180	640	640	8946	4150.73441490939	0.463976572200916
2018-03-13 18:30:00	838	3900	500	120	120	100	100	150	150	0	508	1180	640	640	8946	4278.53110197665	0.478261916161039
2018-03-13 19:00:00	838	3900	500	120	120	100	100	150	150	0	508	1180	640	640	8946	4212.19889473494	0.470847182510053
2018-03-13 19:30:00	838	3900	500	120	120	100	100	150	150	0	508	1180	640	640	8946	4082.55100961099	0.456354908295438
2018-03-13 20:00:00	838	3900	500	120	120	100	100	150	150	0	508	1180	640	640	8946	4067.31041541622	0.454651287213975
2018-03-13 20:30:00	838	3900	500	120	120	100	100	150	150	0	508	1180	640	640	8946	3884.74368661172	0.434243649297085
2018-03-13 21:00:00	838	3900	500	120	120	100	100	150	150	0	508	1180	640	640	8946	3687.55151312229	0.412201152819393
2018-03-13 21:30:00	838	3900	500	120	120	100	100	150	150	0	508	1180	640	640	8946	3430.03320502312	0.383415292311997
2018-03-13 22:00:00	838	3900	500	120	120	100	100	150	150	0	508	1180	640	640	8946	3244.55808926556	0.362682549660804
2018-03-13 22:30:00	838	3900	500	120	120	100	100	150	150	0	508	1180	640	640	8946	3200.08297350799	0.357711041080706
2018-03-13 23:00:00	838	3900	500	120	120	100	100	150	150	0	508	1180	640	640	8946	3000.12835789735	0.335359753844998
2018-03-13 23:30:00	838	3900	500	120	120	100	100	150	150	0	508	1180	640	640	8946	2836.84760767697	0.317107937366082
2018-03-14 00:00:00	838	3900	500	120	120	100	100	150	150	0	508	1180	640	640	8946	2734.63383801674	0.305682298012155
2018-03-14 00:30:00	838	3900	500	120	120	100	100	150	150	0	508	1180	640	640	8946	2681.09393374678	0.299697511038093
2018-03-14 01:00:00	838	3900	500	120	120	100	100	150	150	0	508	1180	640	640	8946	2665.03133728214	0.297902005061719
2018-03-14 01:30:00	838	3900	500	120	120	100	100	150	150	0	508	1180	640	640	8946	2629.64260620777	0.29394618893447
2018-03-14 02:00:00	838	3900	500	120	120	100	100	150	150	0	508	1180	640	640	8946	2591.07891371925	0.289635469899313
2018-03-14 02:30:00	838	3900	500	120	120	100	100	150	150	0	508	1180	640	640	8946	2575.189086621	0.287859276394031
2018-03-14 03:00:00	838	3900	500	120	120	100	100	150	150	0	508	1180	640	640	8946	2532.97312491302	0.283140300124415
2018-03-14 03:30:00	838	3900	500	120	120	100	100	150	150	0	508	1180	640	640	8946	2593.4310285953	0.289898393538486
2018-03-14 04:00:00	838	3900	500	120	120	100	100	150	150	0	508	1180	640	640	8946	2484.80254759438	0.277755706192084
2018-03-14 04:30:00	838	3900	500	120	120	100	100	150	150	0	508	1180	640	640	8946	2470.17406659347	0.276120508226411
2018-03-14 05:00:00	838	3900	500	120	120	100	100	150	150	0	508	1180	640	640	8946	2490.28423949522	0.278368459590344
2018-03-14 05:30:00	838	3900	500	120	120	100	100	150	150	0	508	1180	640	640	8946	2571.06827778724	0.287398644957214
2018-03-14 06:00:00	838	3900	500	120	120	100	100	150	150	0	508	1180	640	640	8946	2794.3837222135	0.312361247732339
2018-03-14 06:30:00	838	3900	500	120	120	100	100	150	150	0	508	1180	640	640	8946	2994.92224349279	0.33477780499584
2018-03-14 07:00:00	838	3900	500	120	120	100	100	150	150	0	508	1180	640	640	8946	3358.07278859644	0.375371427296719
2018-03-14 07:30:00	838	3900	500	120	120	100	100	150	150	0	508	1180	640	640	8946	3579.39935527945	0.400111709733898
2018-03-14 08:00:00	838	3900	500	120	120	100	100	150	150	0	508	1180	640	640	8946	3733.49783282886	0.417337115227908
2018-03-14 08:30:00	838	3900	500	120	120	100	100	150	150	0	508	1180	640	640	8946	3654.67822141025	0.408526517036692
2018-03-14 09:00:00	838	3900	500	120	120	100	100	150	150	0	508	1180	640	640	8946	3658.99037906419	0.409008537789424
2018-03-14 09:30:00	838	3900	500	120	120	100	100	150	150	0	508	1180	640	640	8946	3680.16311368498	0.411375264216967
