Applicable At,Applicable For,Data Item,Value,Generated Time,Quality Indicator
"31/12/2016 00:00:00","31/12/2016","NTS System Input Physical, Actual (Energy), D+1","2748072562.0000","01/01/2017 12:02:07","L"
"31/12/2016 00:00:00","31/12/2016","System Entry Energy, STFergus-Mobil, D+1","243403424.0000","01/01/2017 12:02:07","L"
"31/12/2016 00:00:00","31/12/2016","System Entry Energy, STFergus-NSMP, D+1","554780000.0000","01/01/2017 12:02:07","L"
"31/12/2016 00:00:00","31/12/2016","System Entry Energy, STFergus-Shell, D+1","269482639.0000","01/01/2017 12:02:07","L"
"30/12/2016 00:00:00","30/12/2016","NTS System Input Physical, Actual (Energy), D+1","2841438114.0000","04/01/2017 11:14:06","A"
"30/12/2016 00:00:00","30/12/2016","System Entry Energy, STFergus-NSMP, D+1","589033889.0000","04/01/2017 11:14:06","A"
"30/12/2016 00:00:00","30/12/2016","System Entry Energy, STFergus-Mobil, D+1","261124816.0000","31/12/2016 12:02:07","L"
"30/12/2016 00:00:00","30/12/2016","System Entry Energy, STFergus-Shell, D+1","269482639.0000","31/12/2016 12:02:07","L"
"29/12/2016 00:00:00","29/12/2016","NTS System Input Physical, Actual (Energy), D+1","2887225140.0000","30/12/2016 12:02:07","L"
"29/12/2016 00:00:00","29/12/2016","System Entry Energy, STFergus-Mobil, D+1","229126272.0000","30/12/2016 12:02:07","L"
"29/12/2016 00:00:00","29/12/2016","System Entry Energy, STFergus-NSMP, D+1","593079774.0000","30/12/2016 12:02:07","L"
"29/12/2016 00:00:00","29/12/2016","System Entry Energy, STFergus-Shell, D+1","269482639.0000","30/12/2016 12:02:07","L"
"28/12/2016 00:00:00","28/12/2016","NTS System Input Physical, Actual (Energy), D+1","2932765992.0000","29/12/2016 12:02:08","L"
"28/12/2016 00:00:00","28/12/2016","System Entry Energy, STFergus-Mobil, D+1","212309936.0000","29/12/2016 12:02:08","L"
"28/12/2016 00:00:00","28/12/2016","System Entry Energy, STFergus-NSMP, D+1","641102240.0000","29/12/2016 12:02:08","L"
"28/12/2016 00:00:00","28/12/2016","System Entry Energy, STFergus-Shell, D+1","244479528.0000","29/12/2016 12:02:08","L"
"27/12/2016 00:00:00","27/12/2016","NTS System Input Physical, Actual (Energy), D+1","2877692294.0000","28/12/2016 14:02:07","A"
"27/12/2016 00:00:00","27/12/2016","System Entry Energy, STFergus-Shell, D+1","318859583.0000","28/12/2016 14:02:07","A"
"27/12/2016 00:00:00","27/12/2016","System Entry Energy, STFergus-Mobil, D+1","194242128.0000","28/12/2016 12:02:08","L"
"27/12/2016 00:00:00","27/12/2016","System Entry Energy, STFergus-NSMP, D+1","516007951.0000","28/12/2016 12:02:08","L"
"26/12/2016 00:00:00","26/12/2016","NTS System Input Physical, Actual (Energy), D+1","2581825800.0000","27/12/2016 12:02:07","L"
"26/12/2016 00:00:00","26/12/2016","System Entry Energy, STFergus-Mobil, D+1","177603392.0000","27/12/2016 12:02:07","L"
"26/12/2016 00:00:00","26/12/2016","System Entry Energy, STFergus-NSMP, D+1","431270000.0000","27/12/2016 12:02:07","L"
"26/12/2016 00:00:00","26/12/2016","System Entry Energy, STFergus-Shell, D+1","333547083.0000","27/12/2016 12:02:07","L"
"25/12/2016 00:00:00","25/12/2016","NTS System Input Physical, Actual (Energy), D+1","2559205308.0000","26/12/2016 12:02:09","L"
"25/12/2016 00:00:00","25/12/2016","System Entry Energy, STFergus-Mobil, D+1","180961424.0000","26/12/2016 12:02:09","L"
"25/12/2016 00:00:00","25/12/2016","System Entry Energy, STFergus-NSMP, D+1","565020000.0000","26/12/2016 12:02:09","L"
"25/12/2016 00:00:00","25/12/2016","System Entry Energy, STFergus-Shell, D+1","333547083.0000","26/12/2016 12:02:09","L"
"24/12/2016 00:00:00","24/12/2016","NTS System Input Physical, Actual (Energy), D+1","2756853542.0000","05/01/2017 06:14:06","A"
"24/12/2016 00:00:00","24/12/2016","System Entry Energy, STFergus-Mobil, D+1","199330704.0000","25/12/2016 13:02:07","L"
"24/12/2016 00:00:00","24/12/2016","System Entry Energy, STFergus-NSMP, D+1","632940000.0000","25/12/2016 13:02:07","L"
"24/12/2016 00:00:00","24/12/2016","System Entry Energy, STFergus-Shell, D+1","333547083.0000","25/12/2016 13:02:07","L"
"23/12/2016 00:00:00","23/12/2016","NTS System Input Physical, Actual (Energy), D+1","2759359561.0000","24/12/2016 12:02:07","L"
"23/12/2016 00:00:00","23/12/2016","System Entry Energy, STFergus-Mobil, D+1","207463328.0000","24/12/2016 12:02:07","L"
"23/12/2016 00:00:00","23/12/2016","System Entry Energy, STFergus-NSMP, D+1","578990000.0000","24/12/2016 12:02:07","L"
"23/12/2016 00:00:00","23/12/2016","System Entry Energy, STFergus-Shell, D+1","333547083.0000","24/12/2016 12:02:07","L"
"22/12/2016 00:00:00","22/12/2016","NTS System Input Physical, Actual (Energy), D+1","3079863623.0000","23/12/2016 12:02:08","L"
"22/12/2016 00:00:00","22/12/2016","System Entry Energy, STFergus-Mobil, D+1","217315808.0000","23/12/2016 12:02:08","L"
"22/12/2016 00:00:00","22/12/2016","System Entry Energy, STFergus-NSMP, D+1","572496389.0000","23/12/2016 12:02:08","L"
"22/12/2016 00:00:00","22/12/2016","System Entry Energy, STFergus-Shell, D+1","333547083.0000","23/12/2016 12:02:08","L"
"21/12/2016 00:00:00","21/12/2016","NTS System Input Physical, Actual (Energy), D+1","3049484432.0000","22/12/2016 12:04:08","L"
"21/12/2016 00:00:00","21/12/2016","System Entry Energy, STFergus-Mobil, D+1","211277696.0000","22/12/2016 12:04:08","L"
"21/12/2016 00:00:00","21/12/2016","System Entry Energy, STFergus-NSMP, D+1","536589965.0000","22/12/2016 12:04:08","L"
"21/12/2016 00:00:00","21/12/2016","System Entry Energy, STFergus-Shell, D+1","336085694.0000","22/12/2016 12:04:08","L"
"20/12/2016 00:00:00","20/12/2016","NTS System Input Physical, Actual (Energy), D+1","3208909473.0000","21/12/2016 14:02:09","A"
"20/12/2016 00:00:00","20/12/2016","System Entry Energy, STFergus-Mobil, D+1","220003264.0000","21/12/2016 12:02:08","L"
"20/12/2016 00:00:00","20/12/2016","System Entry Energy, STFergus-NSMP, D+1","574439618.0000","21/12/2016 12:02:08","L"
"20/12/2016 00:00:00","20/12/2016","System Entry Energy, STFergus-Shell, D+1","320514472.0000","21/12/2016 12:02:08","L"
"19/12/2016 00:00:00","19/12/2016","NTS System Input Physical, Actual (Energy), D+1","3054816821.0000","20/12/2016 14:02:06","A"
"19/12/2016 00:00:00","19/12/2016","System Entry Energy, STFergus-Mobil, D+1","200914912.0000","20/12/2016 12:02:08","L"
"19/12/2016 00:00:00","19/12/2016","System Entry Energy, STFergus-NSMP, D+1","531658854.0000","20/12/2016 12:02:08","L"
"19/12/2016 00:00:00","19/12/2016","System Entry Energy, STFergus-Shell, D+1","312349056.0000","20/12/2016 12:02:08","L"
"18/12/2016 00:00:00","18/12/2016","NTS System Input Physical, Actual (Energy), D+1","2713769644.0000","19/12/2016 14:02:07","A"
"18/12/2016 00:00:00","18/12/2016","System Entry Energy, STFergus-Shell, D+1","327061528.0000","19/12/2016 14:02:07","A"
"18/12/2016 00:00:00","18/12/2016","System Entry Energy, STFergus-Mobil, D+1","202182192.0000","19/12/2016 12:02:07","L"
"18/12/2016 00:00:00","18/12/2016","System Entry Energy, STFergus-NSMP, D+1","496455052.0000","19/12/2016 12:02:07","L"
"17/12/2016 00:00:00","17/12/2016","NTS System Input Physical, Actual (Energy), D+1","2749454055.0000","18/12/2016 12:02:08","L"
"17/12/2016 00:00:00","17/12/2016","System Entry Energy, STFergus-Mobil, D+1","203581600.0000","18/12/2016 12:02:08","L"
"17/12/2016 00:00:00","17/12/2016","System Entry Energy, STFergus-NSMP, D+1","533040000.0000","18/12/2016 12:02:08","L"
"17/12/2016 00:00:00","17/12/2016","System Entry Energy, STFergus-Shell, D+1","341639889.0000","18/12/2016 12:02:08","L"
"16/12/2016 00:00:00","16/12/2016","NTS System Input Physical, Actual (Energy), D+1","2785055424.0000","17/12/2016 12:02:08","L"
"16/12/2016 00:00:00","16/12/2016","System Entry Energy, STFergus-Mobil, D+1","208086320.0000","17/12/2016 12:02:08","L"
"16/12/2016 00:00:00","16/12/2016","System Entry Energy, STFergus-NSMP, D+1","560330000.0000","17/12/2016 12:02:08","L"
"16/12/2016 00:00:00","16/12/2016","System Entry Energy, STFergus-Shell, D+1","341639889.0000","17/12/2016 12:02:08","L"
"15/12/2016 00:00:00","15/12/2016","NTS System Input Physical, Actual (Energy), D+1","2821646682.0000","16/12/2016 14:02:07","A"
"15/12/2016 00:00:00","15/12/2016","System Entry Energy, STFergus-Mobil, D+1","235137344.0000","16/12/2016 12:02:07","L"
"15/12/2016 00:00:00","15/12/2016","System Entry Energy, STFergus-NSMP, D+1","558041250.0000","16/12/2016 12:02:07","L"
"15/12/2016 00:00:00","15/12/2016","System Entry Energy, STFergus-Shell, D+1","341639889.0000","16/12/2016 12:02:07","L"
"14/12/2016 00:00:00","14/12/2016","NTS System Input Physical, Actual (Energy), D+1","2705784028.0000","16/12/2016 06:58:51","L"
"14/12/2016 00:00:00","14/12/2016","System Entry Energy, STFergus-Mobil, D+1","230197344.0000","16/12/2016 06:58:51","L"
"14/12/2016 00:00:00","14/12/2016","System Entry Energy, STFergus-NSMP, D+1","571100174.0000","16/12/2016 06:58:51","L"
"14/12/2016 00:00:00","14/12/2016","System Entry Energy, STFergus-Shell, D+1","343011472.0000","16/12/2016 06:58:51","L"
"13/12/2016 00:00:00","13/12/2016","NTS System Input Physical, Actual (Energy), D+1","2974649807.0000","14/12/2016 17:02:06","A"
"13/12/2016 00:00:00","13/12/2016","System Entry Energy, STFergus-Shell, D+1","350445611.0000","14/12/2016 17:02:06","A"
"13/12/2016 00:00:00","13/12/2016","System Entry Energy, STFergus-Mobil, D+1","224262512.0000","14/12/2016 12:02:09","L"
"13/12/2016 00:00:00","13/12/2016","System Entry Energy, STFergus-NSMP, D+1","527210087.0000","14/12/2016 12:02:09","L"
"12/12/2016 00:00:00","12/12/2016","NTS System Input Physical, Actual (Energy), D+1","3013858840.0000","13/12/2016 14:02:08","A"
"12/12/2016 00:00:00","12/12/2016","System Entry Energy, STFergus-Mobil, D+1","225992560.0000","13/12/2016 12:02:08","L"
"12/12/2016 00:00:00","12/12/2016","System Entry Energy, STFergus-NSMP, D+1","479746771.0000","13/12/2016 12:02:08","L"
"12/12/2016 00:00:00","12/12/2016","System Entry Energy, STFergus-Shell, D+1","278505472.0000","13/12/2016 12:02:08","L"
"11/12/2016 00:00:00","11/12/2016","NTS System Input Physical, Actual (Energy), D+1","2728011009.0000","12/12/2016 12:02:09","L"
"11/12/2016 00:00:00","11/12/2016","System Entry Energy, STFergus-Mobil, D+1","229734704.0000","12/12/2016 12:02:09","L"
"11/12/2016 00:00:00","11/12/2016","System Entry Energy, STFergus-NSMP, D+1","563036181.0000","12/12/2016 12:02:09","L"
"11/12/2016 00:00:00","11/12/2016","System Entry Energy, STFergus-Shell, D+1","326970528.0000","12/12/2016 12:02:09","L"
"10/12/2016 00:00:00","10/12/2016","NTS System Input Physical, Actual (Energy), D+1","2526106791.0000","11/12/2016 12:02:07","L"
"10/12/2016 00:00:00","10/12/2016","System Entry Energy, STFergus-Mobil, D+1","232948704.0000","11/12/2016 12:02:07","L"
"10/12/2016 00:00:00","10/12/2016","System Entry Energy, STFergus-NSMP, D+1","369300000.0000","11/12/2016 12:02:07","L"
"10/12/2016 00:00:00","10/12/2016","System Entry Energy, STFergus-Shell, D+1","316551750.0000","11/12/2016 12:02:07","L"
"09/12/2016 00:00:00","09/12/2016","NTS System Input Physical, Actual (Energy), D+1","2392895898.0000","10/12/2016 12:02:08","L"
"09/12/2016 00:00:00","09/12/2016","System Entry Energy, STFergus-Mobil, D+1","238420016.0000","10/12/2016 12:02:08","L"
"09/12/2016 00:00:00","09/12/2016","System Entry Energy, STFergus-NSMP, D+1","383160000.0000","10/12/2016 12:02:08","L"
"09/12/2016 00:00:00","09/12/2016","System Entry Energy, STFergus-Shell, D+1","316551750.0000","10/12/2016 12:02:08","L"
"08/12/2016 00:00:00","08/12/2016","NTS System Input Physical, Actual (Energy), D+1","2621329226.0000","09/12/2016 12:02:07","L"
"08/12/2016 00:00:00","08/12/2016","System Entry Energy, STFergus-Mobil, D+1","249227648.0000","09/12/2016 12:02:07","L"
"08/12/2016 00:00:00","08/12/2016","System Entry Energy, STFergus-NSMP, D+1","461960000.0000","09/12/2016 12:02:07","L"
"08/12/2016 00:00:00","08/12/2016","System Entry Energy, STFergus-Shell, D+1","316551750.0000","09/12/2016 12:02:07","L"
"07/12/2016 00:00:00","07/12/2016","NTS System Input Physical, Actual (Energy), D+1","1961805177.0000","08/12/2016 12:02:09","L"
"07/12/2016 00:00:00","07/12/2016","System Entry Energy, STFergus-Mobil, D+1","240799568.0000","08/12/2016 12:02:09","L"
"07/12/2016 00:00:00","07/12/2016","System Entry Energy, STFergus-NSMP, D+1","391850729.0000","08/12/2016 12:02:09","L"
"06/12/2016 00:00:00","06/12/2016","NTS System Input Physical, Actual (Energy), D+1","2378373560.0000","07/12/2016 12:02:08","L"
"06/12/2016 00:00:00","06/12/2016","System Entry Energy, STFergus-Mobil, D+1","231074640.0000","07/12/2016 12:02:08","L"
"06/12/2016 00:00:00","06/12/2016","System Entry Energy, STFergus-NSMP, D+1","441939323.0000","07/12/2016 12:02:08","L"
"05/12/2016 00:00:00","05/12/2016","NTS System Input Physical, Actual (Energy), D+1","2550429683.0000","06/12/2016 17:02:07","A"
"05/12/2016 00:00:00","05/12/2016","System Entry Energy, STFergus-Mobil, D+1","226395888.0000","06/12/2016 12:02:07","L"
"05/12/2016 00:00:00","05/12/2016","System Entry Energy, STFergus-NSMP, D+1","436551788.0000","06/12/2016 12:02:07","L"
"04/12/2016 00:00:00","04/12/2016","NTS System Input Physical, Actual (Energy), D+1","2011765005.0000","05/12/2016 17:02:06","A"
"04/12/2016 00:00:00","04/12/2016","System Entry Energy, STFergus-Mobil, D+1","208245824.0000","05/12/2016 12:02:07","L"
"04/12/2016 00:00:00","04/12/2016","System Entry Energy, STFergus-NSMP, D+1","398912795.0000","05/12/2016 12:02:07","L"
"03/12/2016 00:00:00","03/12/2016","NTS System Input Physical, Actual (Energy), D+1","1992315326.0000","04/12/2016 12:02:07","L"
"03/12/2016 00:00:00","03/12/2016","System Entry Energy, STFergus-Mobil, D+1","202327312.0000","04/12/2016 12:02:07","L"
