Applicable At,Applicable For,Data Item,Value,Generated Time,Quality Indicator
"31/12/2014 00:00:00","31/12/2014","NTS System Input Physical, Actual (Energy), D+1","3011395289.0000","01/01/2015 12:06:16","L"
"31/12/2014 00:00:00","31/12/2014","System Entry Energy, STFergus-Mobil, D+1","214531056.0000","01/01/2015 12:06:16","L"
"31/12/2014 00:00:00","31/12/2014","System Entry Energy, STFergus-NSMP, D+1","272390000.0000","01/01/2015 12:06:16","L"
"31/12/2014 00:00:00","31/12/2014","System Entry Energy, STFergus-Shell, D+1","283859386.0000","01/01/2015 12:06:16","L"
"30/12/2014 00:00:00","30/12/2014","NTS System Input Physical, Actual (Energy), D+1","3375699621.0000","31/12/2014 14:02:14","A"
"30/12/2014 00:00:00","30/12/2014","System Entry Energy, STFergus-Mobil, D+1","203981472.0000","31/12/2014 14:02:14","A"
"30/12/2014 00:00:00","30/12/2014","System Entry Energy, STFergus-NSMP, D+1","227212461.0000","31/12/2014 12:08:12","L"
"30/12/2014 00:00:00","30/12/2014","System Entry Energy, STFergus-Shell, D+1","288337889.0000","31/12/2014 12:08:12","L"
"29/12/2014 00:00:00","29/12/2014","NTS System Input Physical, Actual (Energy), D+1","3484705624.0000","30/12/2014 12:08:13","L"
"29/12/2014 00:00:00","29/12/2014","System Entry Energy, STFergus-Mobil, D+1","205170222.0000","30/12/2014 12:08:13","L"
"29/12/2014 00:00:00","29/12/2014","System Entry Energy, STFergus-NSMP, D+1","282813567.0000","30/12/2014 12:08:13","L"
"29/12/2014 00:00:00","29/12/2014","System Entry Energy, STFergus-Shell, D+1","297212167.0000","30/12/2014 12:08:13","L"
"28/12/2014 00:00:00","28/12/2014","NTS System Input Physical, Actual (Energy), D+1","3182212515.0000","29/12/2014 18:02:36","A"
"28/12/2014 00:00:00","28/12/2014","System Entry Energy, STFergus-Shell, D+1","300019611.0000","29/12/2014 18:02:36","A"
"28/12/2014 00:00:00","28/12/2014","System Entry Energy, STFergus-Mobil, D+1","209320194.0000","29/12/2014 12:06:21","L"
"28/12/2014 00:00:00","28/12/2014","System Entry Energy, STFergus-NSMP, D+1","251643731.0000","29/12/2014 12:06:21","L"
"27/12/2014 00:00:00","27/12/2014","System Entry Energy, STFergus-Mobil, D+1","216275083.0000","28/12/2014 12:06:22","L"
"27/12/2014 00:00:00","27/12/2014","System Entry Energy, STFergus-NSMP, D+1","235970000.0000","28/12/2014 12:06:22","L"
"27/12/2014 00:00:00","27/12/2014","System Entry Energy, STFergus-Shell, D+1","297399333.0000","28/12/2014 12:06:22","L"
"27/12/2014 00:00:00","27/12/2014","NTS System Input Physical, Actual (Energy), D+1","2972245122.0000","28/12/2014 12:04:13","L"
"26/12/2014 00:00:00","26/12/2014","NTS System Input Physical, Actual (Energy), D+1","2903452587.0000","27/12/2014 12:06:31","L"
"26/12/2014 00:00:00","26/12/2014","System Entry Energy, STFergus-Mobil, D+1","218875694.0000","27/12/2014 12:06:31","L"
