Applicable At,Applicable For,Data Item,Value,Generated Time,Quality Indicator
"31/12/2017 00:00:00","31/12/2017","NTS System Input Physical, Actual (Energy), D+1","2497630973.0000","01/01/2018 14:02:13","A"
"31/12/2017 00:00:00","31/12/2017","System Entry Energy, STFergus-Mobil, D+1","239785392.0000","01/01/2018 12:02:12","L"
"31/12/2017 00:00:00","31/12/2017","System Entry Energy, STFergus-NSMP, D+1","559300000.0000","01/01/2018 12:02:12","L"
"31/12/2017 00:00:00","31/12/2017","System Entry Energy, STFergus-Shell, D+1","241801250.0000","01/01/2018 12:02:12","L"
"30/12/2017 00:00:00","30/12/2017","NTS System Input Physical, Actual (Energy), D+1","2525845726.0000","04/01/2018 10:22:33","L"
"30/12/2017 00:00:00","30/12/2017","System Entry Energy, STFergus-Shell, D+1","237220194.0000","03/01/2018 11:28:12","L"
"30/12/2017 00:00:00","30/12/2017","System Entry Energy, STFergus-NSMP, D+1","583471337.0000","03/01/2018 11:24:09","L"
"30/12/2017 00:00:00","30/12/2017","System Entry Energy, STFergus-Mobil, D+1","237213760.0000","03/01/2018 11:18:11","L"
"29/12/2017 00:00:00","29/12/2017","NTS System Input Physical, Actual (Energy), D+1","2539751279.0000","30/12/2017 12:02:11","L"
"29/12/2017 00:00:00","29/12/2017","System Entry Energy, STFergus-Mobil, D+1","207329488.0000","30/12/2017 12:02:11","L"
"29/12/2017 00:00:00","29/12/2017","System Entry Energy, STFergus-NSMP, D+1","591730000.0000","30/12/2017 12:02:11","L"
"29/12/2017 00:00:00","29/12/2017","System Entry Energy, STFergus-Shell, D+1","241801250.0000","30/12/2017 12:02:11","L"
"28/12/2017 00:00:00","28/12/2017","NTS System Input Physical, Actual (Energy), D+1","2804514302.0000","29/12/2017 12:02:12","L"
"28/12/2017 00:00:00","28/12/2017","System Entry Energy, STFergus-Mobil, D+1","193878432.0000","29/12/2017 12:02:12","L"
"28/12/2017 00:00:00","28/12/2017","System Entry Energy, STFergus-NSMP, D+1","591510069.0000","29/12/2017 12:02:12","L"
"28/12/2017 00:00:00","28/12/2017","System Entry Energy, STFergus-Shell, D+1","241882361.0000","29/12/2017 12:02:12","L"
"27/12/2017 00:00:00","27/12/2017","NTS System Input Physical, Actual (Energy), D+1","2582558224.0000","28/12/2017 12:02:14","L"
"27/12/2017 00:00:00","27/12/2017","System Entry Energy, STFergus-Mobil, D+1","183700768.0000","28/12/2017 12:02:14","L"
"27/12/2017 00:00:00","27/12/2017","System Entry Energy, STFergus-NSMP, D+1","581082361.0000","28/12/2017 12:02:14","L"
"27/12/2017 00:00:00","27/12/2017","System Entry Energy, STFergus-Shell, D+1","241882361.0000","28/12/2017 12:02:14","L"
