SETTLEMENT_DATE,SETTLEMENT_PERIOD,ND,I014_ND,TSD,I014_TSD,ENGLAND_WALES_DEMAND,EMBEDDED_WIND_GENERATION,EMBEDDED_WIND_CAPACITY,EMBEDDED_SOLAR_GENERATION,EMBEDDED_SOLAR_CAPACITY,NON_BM_STOR,PUMP_STORAGE_PUMPING,I014_PUMP_STORAGE_PUMPING,FRENCH_FLOW,BRITNED_FLOW,MOYLE_FLOW,EAST_WEST_FLOW,NEMO_FLOW,I014_FRENCH_FLOW,I014_BRITNED_FLOW,I014_MOYLE_FLOW,I014_EAST_WEST_FLOW
01-JAN-2015,1,28726,28787,29490,29552,26351,2211,4039,0,5994,0,18,20,980,854,-25,-121,0,1003,854,-25,-121
01-JAN-2015,2,29391,29312,30135,30057,27001,2177,4039,0,5994,0,23,24,1015,903,3,-121,0,997,903,3,-121
01-JAN-2015,3,29231,29077,30448,30363,26874,2224,4039,0,5994,0,443,484,1166,888,-53,-121,0,1164,888,-53,-121
01-JAN-2015,4,28095,27898,29381,29202,25824,2270,4039,0,5994,0,590,609,1178,864,-40,-56,0,1164,864,-40,-56
01-JAN-2015,5,26896,26730,28667,28521,24752,2246,4039,0,5994,0,1082,1167,1270,881,-82,-7,0,1273,881,-82,-7
01-JAN-2015,6,26355,26184,28175,28012,24236,2222,4039,0,5994,0,1132,1339,1347,876,-82,-6,0,1273,876,-82,-6
01-JAN-2015,7,25319,25136,27248,27390,23239,2240,4039,0,5994,0,1239,1552,299,877,-90,35,0,270,877,-90,35
01-JAN-2015,8,24237,24075,26366,26561,22270,2259,4039,0,5994,0,1379,1739,256,876,-150,113,0,223,876,-150,113
01-JAN-2015,9,23388,23334,26473,26882,21543,2160,4039,0,5994,0,1372,1733,-962,877,-151,211,0,-1026,877,-151,211
01-JAN-2015,10,23035,22926,26221,26462,21249,2060,4039,0,5994,0,1359,1723,-1076,876,-151,269,0,-1026,876,-151,269
01-JAN-2015,11,22784,22664,25356,25618,21043,2052,4039,0,5994,0,1499,1868,-384,877,-89,274,0,-361,877,-89,274
01-JAN-2015,12,22718,22663,25180,25622,20936,2045,4039,0,5994,0,1504,1991,-358,876,43,274,0,-361,876,43,274
01-JAN-2015,13,23131,23143,25667,26227,21329,2158,4039,0,5994,0,1489,2004,-447,877,122,274,0,-441,877,122,274
01-JAN-2015,14,23452,23424,25944,26446,21655,2270,4039,0,5994,0,1449,1944,-443,876,181,274,0,-441,876,181,274
01-JAN-2015,15,23778,23742,26005,26435,21942,2212,4039,0,5994,0,1040,1534,-587,839,181,274,0,-586,839,181,274
01-JAN-2015,16,23645,23604,25728,26124,21874,2154,4039,0,5994,0,913,1407,-570,838,181,274,0,-586,838,181,274
01-JAN-2015,17,24064,24079,25912,26320,22278,2180,4039,12,5994,0,263,729,-985,855,181,273,0,-986,855,181,273
01-JAN-2015,18,24993,25013,26662,26784,23202,2206,4039,34,5994,0,20,578,-1049,854,181,274,0,-985,854,181,274
01-JAN-2015,19,26374,26478,27020,27260,24497,2302,4039,77,5994,0,17,683,-29,1000,181,274,0,-11,1000,181,274
01-JAN-2015,20,27831,27940,28446,28597,25810,2398,4039,126,5994,0,15,672,9,1000,181,246,0,35,1000,181,246
01-JAN-2015,21,29443,29495,30054,30105,27260,2452,4039,170,5994,0,11,670,1216,1000,178,247,0,1276,1000,178,247
01-JAN-2015,22,30665,30729,31276,31341,28337,2506,4039,187,5994,0,11,430,1301,1000,151,209,0,1275,1000,151,209
01-JAN-2015,23,31879,31945,32490,32557,29381,2650,4039,209,5994,0,11,176,1475,993,97,202,0,1472,993,97,202
01-JAN-2015,24,32886,32893,33499,33506,30221,2793,4039,246,5994,0,13,148,1497,985,37,172,0,1479,985,37,172
01-JAN-2015,25,33714,33721,34379,34386,30971,2814,4039,243,5994,0,10,11,1498,1020,-55,111,0,1479,1020,-55,111
01-JAN-2015,26,34146,34114,34808,34776,31305,2835,4039,229,5994,0,7,8,1497,1007,-55,45,0,1479,1007,-55,45
01-JAN-2015,27,34257,34176,34983,34903,31382,2879,4039,202,5994,0,8,9,1497,973,-118,42,0,1479,973,-118,42
01-JAN-2015,28,34241,34172,34939,34867,31381,2923,4039,178,5994,0,7,5,1497,990,-91,11,0,1479,990,-91,11
01-JAN-2015,29,34236,34175,34946,34887,31407,2920,4039,119,5994,0,7,8,1497,986,-74,-29,0,1479,986,-74,-29
01-JAN-2015,30,34251,34189,34988,34926,31424,2916,4039,67,5994,0,7,8,1497,1011,-74,-56,0,1479,1011,-74,-56
01-JAN-2015,31,34586,34533,35345,35292,31723,3008,4039,32,5994,0,7,8,1497,1000,-96,-56,0,1479,1000,-96,-56
01-JAN-2015,32,35246,35292,35912,35959,32380,3100,4039,23,5994,7,10,12,1497,1004,18,-56,0,1479,1004,18,-56
01-JAN-2015,33,36751,36781,37424,37455,33750,3095,4039,0,5994,32,17,18,1498,1012,59,-56,0,1479,1012,59,-56
01-JAN-2015,34,38097,38113,38778,38792,35001,3090,4039,0,5994,32,17,14,1497,1025,51,-64,0,1479,1025,51,-64
01-JAN-2015,35,38710,38647,39477,39415,35626,3052,4039,0,5994,32,16,17,1497,972,-44,-107,0,1479,972,-44,-107
01-JAN-2015,36,38301,38192,39124,39016,35311,3014,4039,0,5994,23,16,17,1497,1012,-100,-107,0,1479,1012,-100,-107
01-JAN-2015,37,37623,37487,38441,38300,34741,3056,4039,0,5994,0,11,6,1497,1026,-100,-107,0,1479,1026,-100,-107
01-JAN-2015,38,36780,36687,37560,37467,33910,3098,4039,0,5994,0,15,15,1497,1014,-100,-65,0,1476,1014,-100,-65
01-JAN-2015,39,35826,35674,36569,36415,33031,3088,4039,0,5994,0,14,12,1329,1020,-100,-29,0,1305,1020,-100,-29
01-JAN-2015,40,35021,34823,35735,35538,32296,3079,4039,0,5994,0,14,15,1319,998,-100,10,0,1305,998,-100,10
01-JAN-2015,41,34128,33998,34842,34711,31412,3078,4039,0,5994,0,14,8,1319,1004,-100,43,0,1305,1004,-100,43
01-JAN-2015,42,32880,32747,33592,33457,30328,3078,4039,0,5994,0,12,8,1323,1006,-100,85,0,1305,1006,-100,85
01-JAN-2015,43,31550,31414,32266,32126,29091,3109,4039,0,5994,0,16,13,1195,994,-100,157,0,1180,994,-100,157
01-JAN-2015,44,30329,30218,31042,30930,27949,3140,4039,0,5994,0,13,10,1245,1009,-100,228,0,1180,1009,-100,228
01-JAN-2015,45,29177,29089,30050,30053,26808,3163,4039,0,5994,0,14,13,-217,1008,-42,269,0,-282,1008,-42,269
01-JAN-2015,46,28234,28124,29150,29055,25839,3186,4039,0,5994,0,21,21,-295,1009,51,274,0,-279,1009,51,274
01-JAN-2015,47,26495,26400,27379,27309,24189,3183,4039,0,5994,0,21,22,-263,920,124,273,0,-257,920,124,273
01-JAN-2015,48,25476,25404,26732,26722,23263,3180,4039,0,5994,0,394,430,-262,921,151,273,0,-257,921,151,273
02-JAN-2015,1,25229,25208,26418,26356,23106,3182,4039,0,6000,0,589,591,131,888,151,273,0,162,888,151,273
02-JAN-2015,2,25340,25319,26575,26537,23271,3184,4039,0,6000,0,635,660,190,894,151,274,0,162,894,151,274
02-JAN-2015,3,24928,24956,26896,26976,22935,3172,4039,0,6000,0,1114,1133,-254,895,151,274,0,-253,895,151,274
02-JAN-2015,4,24309,24216,26688,26654,22364,3160,4039,0,6000,0,1546,1588,-233,873,151,274,0,-253,873,151,274
02-JAN-2015,5,23677,23652,26604,26615,21790,3154,4039,0,6000,0,1728,1732,-599,815,151,274,0,-598,815,151,274
02-JAN-2015,6,23592,23441,26498,26609,21694,3149,4039,0,6000,0,1712,1936,-594,820,151,274,0,-598,820,151,274
02-JAN-2015,7,22908,22799,26001,26436,20990,3160,4039,0,6000,0,1701,2214,-792,424,151,273,0,-786,424,151,273
02-JAN-2015,8,22409,22251,25485,25890,20524,3172,4039,0,6000,0,1698,2216,-778,392,84,274,0,-787,392,84,274
02-JAN-2015,9,21992,21849,25571,25984,20179,3152,4039,0,6000,0,1682,2197,-1297,331,51,274,0,-1306,331,51,274
02-JAN-2015,10,21985,21812,25564,25769,20163,3131,4039,0,6000,0,1659,2168,-1320,337,51,274,0,-1305,337,51,274
02-JAN-2015,11,22250,22251,25699,26292,20466,3113,4039,0,6000,0,1342,1816,-1507,306,51,274,0,-1505,306,51,274
02-JAN-2015,12,22984,23045,25958,26453,21138,3095,4039,0,6000,0,911,1247,-1463,312,51,207,0,-1396,312,51,207
02-JAN-2015,13,24664,24720,25461,25617,22801,3032,4039,0,6000,0,188,482,52,316,-9,61,0,124,316,-9,61
02-JAN-2015,14,26026,26132,26688,26795,24140,2970,4039,0,6000,0,16,87,138,337,-28,-18,0,125,337,-28,-18
02-JAN-2015,15,27900,27974,28633,28707,25955,2933,4039,0,6000,0,17,17,827,889,-75,-41,0,881,889,-75,-41
02-JAN-2015,16,29246,29307,29978,30040,27300,2896,4039,0,6000,0,16,17,900,891,-75,-41,0,880,891,-75,-41
02-JAN-2015,17,30645,30911,31408,31676,28595,2891,4039,19,6000,0,15,18,1001,931,-56,-92,0,999,931,-56,-92
02-JAN-2015,18,32174,32417,32921,33163,30038,2886,4039,110,6000,0,14,10,1011,913,-55,-78,0,999,913,-55,-78
02-JAN-2015,19,33698,33885,34579,34768,31434,2902,4039,369,6000,0,15,12,1366,1030,-86,-180,0,1380,1030,-86,-180
02-JAN-2015,20,34395,34525,35324,35455,31980,2917,4039,843,6000,0,16,17,1398,996,-120,-193,0,1380,996,-120,-193
02-JAN-2015,21,34890,34938,35668,35716,32294,2877,4039,1260,6000,0,13,13,1396,989,-84,-81,0,1380,989,-84,-81
02-JAN-2015,22,35001,35062,35744,35806,32267,2837,4039,1560,6000,0,11,12,1396,993,-80,-52,0,1380,993,-80,-52
02-JAN-2015,23,35340,35210,36083,35955,32429,2920,4039,1860,6000,0,11,10,1488,994,-80,-52,0,1478,994,-80,-52
02-JAN-2015,24,35401,35208,36199,36008,32394,3003,4039,2160,6000,0,10,10,1497,1002,-80,-108,0,1479,1002,-80,-108
02-JAN-2015,25,35403,35408,36364,36372,32303,3014,4039,2050,6000,0,9,10,1497,1009,-114,-238,0,1479,1009,-114,-238
02-JAN-2015,26,35328,35281,36397,36353,32193,3026,4039,2090,6000,0,7,8,1497,1006,-131,-331,0,1479,1006,-131,-331
02-JAN-2015,27,35272,35230,36484,36445,32180,2965,4039,1790,6000,0,6,7,1497,1018,-206,-400,0,1479,1018,-206,-400
02-JAN-2015,28,35289,35281,36466,36459,32274,2904,4039,1530,6000,0,7,6,1497,1016,-163,-407,0,1479,1016,-163,-407
02-JAN-2015,29,35649,35669,36833,36853,32686,2800,4039,1210,6000,0,3,3,1497,1021,-174,-407,0,1480,1021,-174,-407
02-JAN-2015,30,36012,36005,37251,37247,33047,2695,4039,783,6000,0,6,8,1497,1023,-227,-406,0,1479,1023,-227,-406
02-JAN-2015,31,36619,36642,37861,37886,33627,2554,4039,364,6000,0,9,10,1497,1014,-227,-406,0,1479,1014,-227,-406
02-JAN-2015,32,37750,37824,39007,39082,34739,2412,4039,107,6000,0,15,15,1497,1009,-227,-415,0,1479,1009,-227,-415
02-JAN-2015,33,40087,40386,41297,41599,36875,2298,4039,54,6000,0,15,15,1498,1029,-170,-425,0,1480,1029,-170,-425
02-JAN-2015,34,43650,43888,44813,45044,40166,2185,4039,0,6000,11,10,1,1497,1037,-151,-402,0,1479,1037,-151,-402
02-JAN-2015,35,44922,44930,46139,46143,41296,2115,4039,0,6000,372,6,0,1497,996,-192,-419,0,1480,996,-192,-419
02-JAN-2015,36,44432,44388,45716,45674,40878,2045,4039,0,6000,382,16,15,1497,980,-250,-418,0,1479,980,-250,-418
02-JAN-2015,37,44062,44026,45342,45304,40608,2029,4039,0,6000,69,12,9,1497,1023,-250,-418,0,1479,1023,-250,-418
02-JAN-2015,38,43442,43360,44723,44640,40046,2013,4039,0,6000,0,13,11,1498,988,-250,-418,0,1479,988,-250,-418
02-JAN-2015,39,42160,42034,43404,43277,38890,2015,4039,0,6000,0,11,8,1200,1005,-215,-418,0,1161,1005,-215,-418
02-JAN-2015,40,40753,40575,42026,41847,37584,2017,4039,0,6000,0,10,8,1166,1002,-244,-419,0,1162,1002,-244,-419
02-JAN-2015,41,39318,39158,40590,40431,36201,2022,4039,0,6000,0,10,8,1295,1009,-243,-419,0,1279,1009,-243,-419
02-JAN-2015,42,37834,37738,39028,38928,34864,2026,4039,0,6000,0,8,2,1301,1000,-167,-419,0,1279,1000,-167,-419
02-JAN-2015,43,36520,36361,37726,37568,33655,2038,4039,0,6000,0,10,10,707,976,-178,-418,0,658,976,-178,-418
02-JAN-2015,44,34753,34533,35975,35752,32016,2050,4039,0,6000,0,17,7,664,974,-187,-418,0,659,974,-187,-418
02-JAN-2015,45,33194,33027,34381,34211,30596,2062,4039,0,6000,0,10,7,219,1004,-158,-419,0,178,1004,-158,-419
02-JAN-2015,46,31764,31624,32902,32759,29220,2073,4039,0,6000,0,15,13,150,986,-141,-382,0,180,986,-141,-382
02-JAN-2015,47,30124,29869,31157,30901,27571,2096,4039,0,6000,0,18,17,860,967,-158,-257,0,872,967,-158,-257
02-JAN-2015,48,28798,28689,29808,29781,26332,2120,4039,0,6000,0,20,103,882,982,-154,-236,0,871,982,-154,-236
03-JAN-2015,1,28308,28263,29433,29561,25982,2106,4039,0,6005,0,220,395,1090,827,-117,-188,0,1094,827,-117,-188
03-JAN-2015,2,28296,28289,29420,29569,26021,2093,4039,0,6005,0,309,465,1107,860,-92,-123,0,1093,860,-92,-123
03-JAN-2015,3,27999,27894,29819,29976,25792,2070,4039,0,6005,0,1005,1267,1331,855,-92,-123,0,1334,855,-92,-123
03-JAN-2015,4,27216,27018,29599,29607,25099,2046,4039,0,6005,0,1568,1708,1350,886,-92,-123,0,1333,886,-92,-123
03-JAN-2015,5,26412,26274,28964,29011,24354,2009,4039,0,6005,0,1788,1975,1349,852,-92,-72,0,1333,852,-92,-72
03-JAN-2015,6,26084,25952,28506,28511,23988,1972,4039,0,6005,0,1674,1811,1350,816,-92,-56,0,1334,816,-92,-56
03-JAN-2015,7,25493,25329,28156,28164,23373,1888,4039,0,6005,0,1861,2095,1316,622,-146,-56,0,1298,622,-146,-56
03-JAN-2015,8,24841,24711,27526,27703,22698,1805,4039,0,6005,0,1868,2175,1314,635,-217,18,0,1298,635,-217,18
03-JAN-2015,9,24436,24316,26939,27500,22298,1750,4039,0,6005,0,1687,2205,1313,621,-216,94,0,1298,621,-216,94
03-JAN-2015,10,24218,24117,26861,27301,22088,1696,4039,0,6005,0,1849,2390,1313,588,-194,135,0,1298,588,-194,135
03-JAN-2015,11,24347,24284,26868,27421,22174,1562,4039,0,6005,0,1736,2243,1318,739,-185,143,0,1304,739,-185,143
03-JAN-2015,12,24845,24834,27269,27681,22583,1429,4039,0,6005,0,1682,1891,1317,738,-142,143,0,1304,738,-142,143
03-JAN-2015,13,26013,26012,27999,28067,23670,1372,4039,0,6005,0,1360,1302,1348,757,-26,86,0,1333,757,-26,86
03-JAN-2015,14,27071,27027,28064,28018,24664,1314,4039,0,6005,0,377,309,1346,721,-16,11,0,1334,721,-16,11
03-JAN-2015,15,28277,28301,28909,28933,25728,1252,4039,0,6005,0,16,16,1491,981,-16,11,0,1479,981,-16,11
03-JAN-2015,16,29444,29457,30074,30086,26802,1191,4039,0,6005,0,14,15,1497,1002,-16,11,0,1479,1002,-16,11
03-JAN-2015,17,31195,31208,31913,31928,28416,1081,4039,0,6005,0,14,15,1497,1024,-55,-49,0,1479,1024,-55,-49
03-JAN-2015,18,33073,33167,33814,33907,30166,971,4039,28,6005,0,14,13,1497,1006,-52,-75,0,1479,1006,-52,-75
03-JAN-2015,19,35155,35172,35958,35973,32074,921,4039,46,6005,0,9,3,1497,1014,-46,-148,0,1479,1014,-46,-148
03-JAN-2015,20,36737,36670,37678,37611,33517,871,4039,92,6005,0,7,7,1497,1028,-102,-232,0,1479,1028,-102,-232
03-JAN-2015,21,37977,37864,38952,38843,34631,916,4039,165,6005,0,5,8,1497,1027,-124,-246,0,1479,1027,-124,-246
03-JAN-2015,22,38641,38514,39515,39392,35203,960,4039,248,6005,0,5,8,1497,988,-74,-195,0,1479,988,-74,-195
03-JAN-2015,23,39147,39047,40121,40025,35650,988,4039,334,6005,0,6,9,1497,1017,-119,-249,0,1479,1017,-119,-249
03-JAN-2015,24,39502,39390,40515,40409,35950,1017,4039,409,6005,0,6,9,1497,1010,-122,-285,0,1479,1010,-122,-285
03-JAN-2015,25,39759,39633,40856,40736,36216,1012,4039,461,6005,0,6,11,1497,978,-136,-355,0,1479,978,-136,-355
03-JAN-2015,26,39566,39429,40757,40625,36016,1008,4039,516,6005,0,6,11,1496,963,-187,-398,0,1479,963,-187,-398
03-JAN-2015,27,39283,39142,40514,40380,35782,1006,4039,489,6005,0,6,11,1497,998,-164,-461,0,1479,998,-164,-461
03-JAN-2015,28,38979,38827,40196,40050,35530,1005,4039,475,6005,0,6,11,1497,980,-155,-456,0,1479,980,-155,-456
03-JAN-2015,29,38629,38501,39859,39737,35267,940,4039,414,6005,0,5,9,1497,988,-154,-471,0,1479,988,-154,-471
03-JAN-2015,30,38327,38209,39579,39463,34975,876,4039,321,6005,0,6,7,1497,956,-156,-490,0,1479,956,-156,-490
03-JAN-2015,31,38436,38346,39708,39621,35002,868,4039,179,6005,0,6,7,1497,980,-176,-490,0,1479,980,-176,-490
03-JAN-2015,32,39042,39004,40349,40315,35550,859,4039,65,6005,0,10,11,1497,965,-207,-490,0,1479,965,-207,-490
03-JAN-2015,33,40881,40909,42127,42158,37147,919,4039,75,6005,0,12,13,1497,970,-186,-448,0,1480,970,-186,-448
03-JAN-2015,34,43427,43375,44706,44656,39444,979,4039,0,6005,0,10,11,1496,984,-221,-448,0,1479,984,-221,-448
03-JAN-2015,35,44845,44767,46126,46047,40731,942,4039,0,6005,0,8,7,1497,1026,-224,-449,0,1479,1026,-224,-449
03-JAN-2015,36,45095,44961,46362,46229,40980,906,4039,0,6005,0,10,10,1497,1024,-208,-449,0,1479,1024,-208,-449
03-JAN-2015,37,44604,44378,45915,45689,40560,867,4039,0,6005,0,12,11,1497,991,-251,-448,0,1479,991,-251,-448
03-JAN-2015,38,43500,43235,44810,44546,39499,828,4039,0,6005,0,10,11,1497,1010,-251,-449,0,1479,1010,-251,-449
03-JAN-2015,39,42469,42190,43777,43497,38571,802,4039,0,6005,0,8,7,1497,1038,-251,-449,0,1479,1038,-251,-449
03-JAN-2015,40,41013,40704,42321,42014,37243,777,4039,0,6005,0,9,10,1497,987,-251,-448,0,1479,987,-251,-448
03-JAN-2015,41,39783,39500,41059,40775,36058,752,4039,0,6005,0,10,9,1496,1023,-227,-439,0,1479,1023,-227,-439
03-JAN-2015,42,38565,38268,39790,39495,34996,727,4039,0,6005,0,9,12,1497,1030,-225,-391,0,1479,1030,-225,-391
03-JAN-2015,43,37198,36913,38432,38148,33725,692,4039,0,6005,0,8,9,1497,1012,-237,-389,0,1479,1012,-237,-389
03-JAN-2015,44,35758,35475,36988,36710,32429,657,4039,0,6005,0,6,7,1497,1015,-196,-428,0,1479,1015,-196,-428
03-JAN-2015,45,34441,34096,35648,35304,31209,625,4039,0,6005,0,5,5,1497,1002,-216,-386,0,1479,1002,-216,-386
03-JAN-2015,46,33304,33023,34480,34199,30052,593,4039,0,6005,0,5,7,1497,1008,-247,-324,0,1479,1008,-247,-324
03-JAN-2015,47,31734,31457,32756,32483,28569,642,4039,0,6005,0,6,8,1406,905,-177,-239,0,1382,905,-177,-239
03-JAN-2015,48,30619,30406,31655,31443,27572,690,4039,0,6005,0,7,8,1399,915,-170,-259,0,1383,915,-170,-259
04-JAN-2015,1,30291,30138,31412,31261,27336,652,4039,0,6010,0,7,8,1400,889,-214,-300,0,1378,889,-214,-300
04-JAN-2015,2,30329,30205,31322,31201,27503,613,4039,0,6010,0,15,18,1400,906,-156,-222,0,1383,906,-156,-222
04-JAN-2015,3,29869,29693,31577,31494,27145,596,4039,0,6010,0,672,765,1400,923,-194,-242,0,1383,923,-194,-242
04-JAN-2015,4,28964,28762,30887,30667,26348,579,4039,0,6010,0,887,869,1399,924,-194,-242,0,1383,924,-194,-242
04-JAN-2015,5,28174,28057,30193,30096,25655,578,4039,0,6010,0,983,998,1400,934,-194,-242,0,1383,934,-194,-242
04-JAN-2015,6,28020,27885,29983,29910,25492,576,4039,0,6010,0,927,949,1400,916,-194,-242,0,1383,916,-194,-242
04-JAN-2015,7,27392,27209,29528,29547,24841,580,4039,0,6010,0,1100,1284,1400,929,-194,-242,0,1383,929,-194,-242
04-JAN-2015,8,26736,26560,29012,28992,24180,583,4039,0,6010,0,1240,1397,1400,924,-194,-242,0,1383,924,-194,-242
04-JAN-2015,9,26380,26217,28606,28581,23812,580,4039,0,6010,0,1190,1328,1400,887,-194,-242,0,1383,887,-194,-242
04-JAN-2015,10,26096,25966,28344,28390,23556,577,4039,0,6010,0,1212,1388,1400,888,-194,-242,0,1383,888,-194,-242
04-JAN-2015,11,26067,25877,28332,28287,23544,579,4039,0,6010,0,1229,1383,1400,914,-194,-242,0,1383,914,-194,-242
04-JAN-2015,12,26176,26071,28412,28317,23644,581,4039,0,6010,0,1228,1384,1400,890,-172,-236,0,1383,890,-172,-236
04-JAN-2015,13,26831,26733,28826,28880,24277,585,4039,0,6010,0,1219,1372,1400,907,-49,-127,0,1383,907,-49,-127
04-JAN-2015,14,27305,27229,29224,29301,24740,589,4039,0,6010,0,1209,1362,1400,921,-18,-92,0,1383,921,-18,-92
04-JAN-2015,15,28034,27943,29868,29921,25411,606,4039,0,6010,0,1124,1269,1400,905,-18,-92,0,1383,905,-18,-92
04-JAN-2015,16,28477,28380,29980,29981,25860,623,4039,0,6010,0,793,890,1398,891,-19,-91,0,1383,891,-19,-91
04-JAN-2015,17,29618,29620,30513,30654,26951,652,4039,23,6010,0,21,157,1492,1016,-82,-192,0,1479,1016,-82,-192
04-JAN-2015,18,31284,31315,32190,32373,28568,682,4039,116,6010,0,6,156,1497,1009,-92,-208,0,1479,1009,-92,-208
04-JAN-2015,19,33285,33354,34194,34266,30431,707,4039,306,6010,0,9,11,1498,1011,-92,-208,0,1479,1011,-92,-208
04-JAN-2015,20,34912,35033,35821,35943,31917,732,4039,564,6010,0,9,9,1497,993,-92,-208,0,1479,993,-92,-208
04-JAN-2015,21,36547,36595,37460,37510,33370,762,4039,815,6010,0,10,11,1498,988,-92,-211,0,1479,988,-92,-211
04-JAN-2015,22,37546,37548,38588,38592,34304,792,4039,986,6010,0,10,11,1497,979,-124,-308,0,1479,979,-124,-308
04-JAN-2015,23,38368,38299,39507,39440,35040,845,4039,1190,6010,0,8,8,1497,984,-155,-376,0,1479,984,-155,-376
04-JAN-2015,24,39002,38903,40076,39979,35619,898,4039,1200,6010,0,5,3,1498,992,-130,-339,0,1479,992,-130,-339
04-JAN-2015,25,39553,39459,40682,40588,36167,933,4039,1180,6010,0,4,3,1497,983,-149,-376,0,1479,983,-149,-376
04-JAN-2015,26,39731,39607,40856,40732,36319,968,4039,1170,6010,0,5,6,1497,990,-144,-376,0,1479,990,-144,-376
04-JAN-2015,27,39642,39523,40773,40656,36236,967,4039,1060,6010,0,5,6,1498,992,-150,-376,0,1479,992,-150,-376
04-JAN-2015,28,39487,39361,40601,40476,36110,966,4039,800,6010,0,4,5,1497,984,-165,-345,0,1479,984,-165,-345
04-JAN-2015,29,39641,39536,40797,40694,36259,986,4039,560,6010,0,2,1,1497,1026,-166,-388,0,1479,1026,-166,-388
04-JAN-2015,30,39744,39631,40908,40801,36318,1005,4039,314,6010,0,1,3,1497,1020,-165,-398,0,1479,1020,-165,-398
04-JAN-2015,31,40323,40245,41388,41314,36796,989,4039,147,6010,0,5,6,1498,1017,-153,-307,0,1479,1017,-153,-307
04-JAN-2015,32,41240,41245,42321,42331,37676,973,4039,55,6010,0,9,13,1497,991,-153,-319,0,1479,991,-153,-319
04-JAN-2015,33,43245,43297,44391,44448,39471,994,4039,65,6010,2,11,11,1497,1008,-159,-376,0,1479,1008,-159,-376
04-JAN-2015,34,45568,45541,46629,46603,41570,1015,4039,0,6010,222,12,14,1498,1005,-128,-321,0,1479,1005,-128,-321
04-JAN-2015,35,46241,46167,47394,47322,42170,1054,4039,0,6010,224,13,11,1497,996,-167,-373,0,1479,996,-167,-373
04-JAN-2015,36,46161,46095,47384,47320,42079,1094,4039,0,6010,155,14,14,1497,995,-177,-432,0,1479,995,-177,-432
04-JAN-2015,37,45564,45387,46823,46646,41611,1070,4039,0,6010,0,11,11,1498,1016,-216,-432,0,1479,1016,-216,-432
04-JAN-2015,38,44518,44287,45756,45527,40633,1047,4039,0,6010,0,10,13,1498,1009,-195,-433,0,1479,1009,-195,-433
04-JAN-2015,39,43543,43364,44783,44606,39748,1042,4039,0,6010,0,7,5,1498,1028,-201,-432,0,1479,1028,-201,-432
04-JAN-2015,40,42431,42119,43646,43336,38715,1037,4039,0,6010,0,5,5,1497,992,-178,-432,0,1479,992,-178,-432
04-JAN-2015,41,41127,40894,42388,42155,37508,1044,4039,0,6010,0,10,10,1497,1007,-219,-432,0,1479,1007,-219,-432
04-JAN-2015,42,39642,39364,40893,40617,36231,1051,4039,0,6010,0,10,7,1497,1033,-209,-432,0,1479,1033,-209,-432
04-JAN-2015,43,38089,37770,39317,38997,34835,1063,4039,0,6010,0,8,7,1498,1015,-204,-416,0,1479,1015,-204,-416
04-JAN-2015,44,36088,35791,37310,37013,32998,1075,4039,0,6010,0,9,9,1498,1005,-195,-418,0,1479,1005,-195,-418
04-JAN-2015,45,34458,34109,35591,35243,31476,1082,4039,0,6010,0,10,9,1498,978,-143,-380,0,1479,978,-143,-380
04-JAN-2015,46,32630,32387,33739,33498,29657,1090,4039,0,6010,0,6,8,1497,1009,-195,-308,0,1479,1009,-195,-308
04-JAN-2015,47,30518,30250,31697,31580,27691,1081,4039,0,6010,0,279,430,1429,941,-124,-176,0,1405,941,-124,-176
04-JAN-2015,48,29158,28982,30599,30620,26471,1072,4039,0,6010,0,622,885,1424,939,-107,-112,0,1405,939,-107,-112
05-JAN-2015,1,28941,28820,30436,30454,26352,1076,4039,0,6016,0,845,1078,1424,935,-50,1,0,1405,935,-50,1
05-JAN-2015,2,29142,29050,30390,30499,26600,1081,4039,0,6016,0,599,841,1424,947,-49,17,0,1405,947,-49,17
05-JAN-2015,3,28976,28880,30480,30617,26473,1084,4039,0,6016,0,855,1113,1424,935,-49,18,0,1405,935,-49,18
05-JAN-2015,4,28429,28237,30323,30372,25985,1086,4039,0,6016,0,1245,1488,1424,940,-49,24,0,1405,940,-49,24
05-JAN-2015,5,27965,27834,29841,29949,25593,1088,4039,0,6016,0,1250,1488,1424,924,-26,25,0,1405,924,-26,25
05-JAN-2015,6,27924,27801,29800,29931,25503,1091,4039,0,6016,0,1276,1516,1424,960,84,25,0,1405,960,84,25
05-JAN-2015,7,27563,27359,29562,29697,25110,1093,4039,0,6016,0,1399,1651,1424,942,153,34,0,1405,942,153,34
05-JAN-2015,8,26911,26715,29078,29122,24477,1095,4039,0,6016,0,1567,1808,1424,923,176,35,0,1405,923,176,35
05-JAN-2015,9,26547,26443,28710,28966,24187,1103,4039,0,6016,0,1563,1923,1424,918,176,35,0,1405,918,176,35
05-JAN-2015,10,26520,26408,28674,28923,24205,1111,4039,0,6016,0,1554,1915,1422,916,176,35,0,1405,916,176,35
05-JAN-2015,11,27165,27192,29002,29371,24855,1118,4039,0,6016,0,1237,1561,1493,1015,158,35,0,1479,1015,158,35
05-JAN-2015,12,28510,28530,29988,30188,26062,1126,4039,0,6016,0,878,1063,1497,979,87,8,0,1479,979,87,8
