Generator type,Fuel,Year,Country,value
All generating companies,Pumped storage,2010,England,0
All generating companies,Total all generating companies,2010,England,291778.1869
Major power producers,Coal,2011,UK,104667.96
Major power producers,Oil,2011,UK,1075.2283
Major power producers,Gas,2011,UK,132752.66
Major power producers,Nuclear,2011,UK,68980.4491
Major power producers,Hydro natural flow,2011,UK,4593.8769
Major power producers,Wind,2011,UK,12917.7686
Major power producers,Solar,2011,UK,NA
Major power producers,Bioenergy,2011,UK,4645.5214
Major power producers,Other fuels,2011,UK,NA
Major power producers,Hydro pumped storage,2011,UK,2905.56
Major power producers,Total major power producers,2011,UK,332539.0242
Other generators,Coal,2011,UK,3774.31
Other generators,Oil,2011,UK,2043.72
Other generators,Gas,2011,UK,13746.36
Other generators,Hydro natural flow,2011,UK,1097.8592
Other generators,Wind,2011,UK,3045.2
Other generators,Solar,2011,UK,243.6634
Other generators,Shoreline wave and tidal,2011,UK,0.9333
Other generators,Bioenergy,2011,UK,8667.5324
Other generators,Other fuels,2011,UK,2823.4704
Other generators,Total other generators,2011,UK,35443.0487
All generating companies,Fossil fuels,2011,UK,258060.2383
All generating companies,Coal,2011,UK,108442.27
All generating companies,Oil,2011,UK,3118.9483
All generating companies,Gas,2011,UK,146499.02
All generating companies,Nuclear,2011,UK,68980.4491
All generating companies,Renewables,2011,UK,35212.3552
All generating companies,Hydro natural flow,2011,UK,5691.7361
All generating companies,Wind,2011,UK,15962.9686
All generating companies,Solar,2011,UK,243.6634
All generating companies,Shoreline wave and tidal,2011,UK,0.9333
All generating companies,Bioenergy,2011,UK,13313.0538
All generating companies,Other fuels,2011,UK,2823.4704
All generating companies,Pumped storage,2011,UK,2905.56
All generating companies,Total all generating companies,2011,UK,367982.073
Major power producers,Coal,2011,Scotland,10407.574
Major power producers,Oil,2011,Scotland,186.5711
Major power producers,Gas,2011,Scotland,6227.2224
Major power producers,Nuclear,2011,Scotland,16891.825
Major power producers,Hydro natural flow,2011,Scotland,4362.2522
Major power producers,Wind,2011,Scotland,5849.1286
Major power producers,Solar,2011,Scotland,NA
Major power producers,Bioenergy,2011,Scotland,834.8042
Major power producers,Other fuels,2011,Scotland,NA
Major power producers,Hydro pumped storage,2011,Scotland,604.2073
Major power producers,Total major power producers,2011,Scotland,45363.5846
Other generators,Coal,2011,Scotland,20.163
Other generators,Oil,2011,Scotland,780.2607
Other generators,Gas,2011,Scotland,1867.6635
Other generators,Hydro natural flow,2011,Scotland,967.3863
Other generators,Wind,2011,Scotland,1407.036
Other generators,Solar,2011,Scotland,8.6994
Other generators,Shoreline wave and tidal,2011,Scotland,0.4509
Other generators,Bioenergy,2011,Scotland,439.0402
Other generators,Other fuels,2011,Scotland,16.1775
Other generators,Total other generators,2011,Scotland,5506.8774
All generating companies,Fossil fuels,2011,Scotland,19489.4545
All generating companies,Coal,2011,Scotland,10427.737
All generating companies,Oil,2011,Scotland,966.8317
All generating companies,Gas,2011,Scotland,8094.8858
All generating companies,Nuclear,2011,Scotland,16891.825
All generating companies,Renewables,2011,Scotland,13868.7978
All generating companies,Hydro natural flow,2011,Scotland,5329.6385
All generating companies,Wind,2011,Scotland,7256.1646
All generating companies,Solar,2011,Scotland,8.6994
All generating companies,Shoreline wave and tidal,2011,Scotland,0.4509
All generating companies,Bioenergy,2011,Scotland,1273.8444
All generating companies,Other fuels,2011,Scotland,16.1775
All generating companies,Pumped storage,2011,Scotland,604.2073
All generating companies,Total all generating companies,2011,Scotland,50870.4621
Major power producers,Coal,2011,Wales,6059.7332
Major power producers,Oil,2011,Wales,156.7315
Major power producers,Gas,2011,Wales,13239.0491
Major power producers,Nuclear,2011,Wales,5363.7637
Major power producers,Hydro natural flow,2011,Wales,210.2467
Major power producers,Wind,2011,Wales,1040.9864
Major power producers,Solar,2011,Wales,NA
Major power producers,Bioenergy,2011,Wales,0
Major power producers,Other fuels,2011,Wales,NA
Major power producers,Hydro pumped storage,2011,Wales,2301.3527
Major power producers,Total major power producers,2011,Wales,28371.8633
Other generators,Coal,2011,Wales,0
Other generators,Oil,2011,Wales,121.2075
Other generators,Gas,2011,Wales,915.8499
Other generators,Hydro natural flow,2011,Wales,59.5284
Other generators,Wind,2011,Wales,417.1014
Other generators,Solar,2011,Wales,12.1445
Other generators,Shoreline wave and tidal,2011,Wales,0
Other generators,Bioenergy,2011,Wales,629.5132
Other generators,Other fuels,2011,Wales,404.7431
Other generators,Total other generators,2011,Wales,2560.088
All generating companies,Fossil fuels,2011,Wales,20492.5713
All generating companies,Coal,2011,Wales,6059.7332
All generating companies,Oil,2011,Wales,277.9391
All generating companies,Gas,2011,Wales,14154.899
All generating companies,Nuclear,2011,Wales,5363.7637
All generating companies,Renewables,2011,Wales,2369.5205
All generating companies,Hydro natural flow,2011,Wales,269.775
All generating companies,Wind,2011,Wales,1458.0878
All generating companies,Solar,2011,Wales,12.1445
All generating companies,Shoreline wave and tidal,2011,Wales,0
All generating companies,Bioenergy,2011,Wales,629.5132
All generating companies,Other fuels,2011,Wales,404.7431
All generating companies,Pumped storage,2011,Wales,2301.3527
All generating companies,Total all generating companies,2011,Wales,30931.9513
Major power producers,Coal,2011,Nothern Ireland,1371.8901
Major power producers,Oil,2011,Nothern Ireland,60.3906
Major power producers,Gas,2011,Nothern Ireland,5300.816
Major power producers,Nuclear,2011,Nothern Ireland,0
Major power producers,Hydro natural flow,2011,Nothern Ireland,0
Major power producers,Wind,2011,Nothern Ireland,562.2064
Major power producers,Solar,2011,Nothern Ireland,NA
Major power producers,Bioenergy,2011,Nothern Ireland,0
Major power producers,Other fuels,2011,Nothern Ireland,NA
Major power producers,Hydro pumped storage,2011,Nothern Ireland,0
Major power producers,Total major power producers,2011,Nothern Ireland,7295.3031
Other generators,Coal,2011,Nothern Ireland,35.5601
Other generators,Oil,2011,Nothern Ireland,35.6917
Other generators,Gas,2011,Nothern Ireland,96.4433
Other generators,Hydro natural flow,2011,Nothern Ireland,19.1092
Other generators,Wind,2011,Nothern Ireland,439.6534
Other generators,Solar,2011,Nothern Ireland,1.1329
Other generators,Shoreline wave and tidal,2011,Nothern Ireland,0.457
Other generators,Bioenergy,2011,Nothern Ireland,82.2893
Other generators,Other fuels,2011,Nothern Ireland,0
Other generators,Total other generators,2011,Nothern Ireland,710.3368
All generating companies,Fossil fuels,2011,Nothern Ireland,6900.7917
All generating companies,Coal,2011,Nothern Ireland,1407.4502
All generating companies,Oil,2011,Nothern Ireland,96.0823
All generating companies,Gas,2011,Nothern Ireland,5397.2593
All generating companies,Nuclear,2011,Nothern Ireland,0
All generating companies,Renewables,2011,Nothern Ireland,1104.8482
All generating companies,Hydro natural flow,2011,Nothern Ireland,19.1092
All generating companies,Wind,2011,Nothern Ireland,1001.8598
All generating companies,Solar,2011,Nothern Ireland,1.1329
All generating companies,Shoreline wave and tidal,2011,Nothern Ireland,0.457
All generating companies,Bioenergy,2011,Nothern Ireland,82.2893
All generating companies,Other fuels,2011,Nothern Ireland,0
All generating companies,Pumped storage,2011,Nothern Ireland,0
All generating companies,Total all generating companies,2011,Nothern Ireland,8005.6399
Major power producers,Coal,2011,England,86828.7626
Major power producers,Oil,2011,England,671.535
Major power producers,Gas,2011,England,107985.5726
Major power producers,Nuclear,2011,England,46724.8605
Major power producers,Hydro natural flow,2011,England,21.378
Major power producers,Wind,2011,England,5465.4472
Major power producers,Solar,2011,England,NA
Major power producers,Bioenergy,2011,England,3810.7172
Major power producers,Other fuels,2011,England,NA
Major power producers,Hydro pumped storage,2011,England,0
Major power producers,Total major power producers,2011,England,251508.2731
Other generators,Coal,2011,England,3718.587
Other generators,Oil,2011,England,1106.5602
Other generators,Gas,2011,England,10866.4034
Other generators,Hydro natural flow,2011,England,51.8354
Other generators,Wind,2011,England,781.4092
Other generators,Solar,2011,England,221.6866
Other generators,Shoreline wave and tidal,2011,England,0.0254
Other generators,Bioenergy,2011,England,7516.6897
Other generators,Other fuels,2011,England,2402.5497
Other generators,Total other generators,2011,England,26665.7466
All generating companies,Fossil fuels,2011,England,211177.4207
All generating companies,Coal,2011,England,90547.3496
All generating companies,Oil,2011,England,1778.0952
All generating companies,Gas,2011,England,118851.9759
All generating companies,Nuclear,2011,England,46724.8605
All generating companies,Renewables,2011,England,17869.1887
All generating companies,Hydro natural flow,2011,England,73.2134
All generating companies,Wind,2011,England,6246.8564
All generating companies,Solar,2011,England,221.6866
All generating companies,Shoreline wave and tidal,2011,England,0.0254
All generating companies,Bioenergy,2011,England,11327.4069
All generating companies,Other fuels,2011,England,2402.5497
All generating companies,Pumped storage,2011,England,0
All generating companies,Total all generating companies,2011,England,278174.0197
Major power producers,Coal,2012,UK,139799.72
Major power producers,Oil,2012,UK,1450.5059
Major power producers,Gas,2012,UK,86229.24
Major power producers,Nuclear,2012,UK,70405.0691
Major power producers,Hydro natural flow,2012,UK,4170.0218
Major power producers,Wind,2012,UK,17157.2105
Major power producers,Solar,2012,UK,NA
Major power producers,Bioenergy,2012,UK,6112.9794
Major power producers,Other fuels,2012,UK,NA
Major power producers,Hydro pumped storage,2012,UK,2966.46
Major power producers,Total major power producers,2012,UK,328291.2067
Other generators,Coal,2012,UK,2992.28
Other generators,Oil,2012,UK,1440.73
Other generators,Gas,2012,UK,13940.33
Other generators,Hydro natural flow,2012,UK,1139.6107
Other generators,Wind,2012,UK,2689.9094
Other generators,Solar,2012,UK,1353.9471
Other generators,Shoreline wave and tidal,2012,UK,4.151
Other generators,Bioenergy,2012,UK,8620.8147
Other generators,Other fuels,2012,UK,3400.6458
Other generators,Total other generators,2012,UK,35582.4189
All generating companies,Fossil fuels,2012,UK,245852.8059
All generating companies,Coal,2012,UK,142792
All generating companies,Oil,2012,UK,2891.2359
All generating companies,Gas,2012,UK,100169.57
All generating companies,Nuclear,2012,UK,70405.0691
All generating companies,Renewables,2012,UK,41248.6447
All generating companies,Hydro natural flow,2012,UK,5309.6325
All generating companies,Wind,2012,UK,19847.12
All generating companies,Solar,2012,UK,1353.9471
All generating companies,Shoreline wave and tidal,2012,UK,4.151
All generating companies,Bioenergy,2012,UK,14733.7941
All generating companies,Other fuels,2012,UK,3400.6458
All generating companies,Pumped storage,2012,UK,2966.46
All generating companies,Total all generating companies,2012,UK,363873.6256
Major power producers,Coal,2012,Scotland,11684.9853
Major power producers,Oil,2012,Scotland,205.5255
Major power producers,Gas,2012,Scotland,3679.9567
Major power producers,Nuclear,2012,Scotland,17050.0209
Major power producers,Hydro natural flow,2012,Scotland,3858.7857
Major power producers,Wind,2012,Scotland,7314.7901
Major power producers,Solar,2012,Scotland,NA
Major power producers,Bioenergy,2012,Scotland,584.666
Major power producers,Other fuels,2012,Scotland,NA
Major power producers,Hydro pumped storage,2012,Scotland,609.7378
Major power producers,Total major power producers,2012,Scotland,44988.4682
Other generators,Coal,2012,Scotland,0.6429
Other generators,Oil,2012,Scotland,433.5325
Other generators,Gas,2012,Scotland,1932.6376
Other generators,Hydro natural flow,2012,Scotland,987.7917
