LA Code,Year,Region,Total - All Fuels,Coal,Manufactured fuels,Petroleum products,Total Gas,Bioenergy & Wastes
S12000008,2006,East Ayrshire,1862.7042457753541,34.296598860274926,5.665171313987858,272.0169671347519,1368.249178776121,182.47632969021856
S12000045,2006,East Dunbartonshire,1192.0051374197521,1.3295471971258452,1.9188781244281294,75.29999791029591,1108.2422080185308,5.214506169371309
S12000010,2006,East Lothian,1866.2052869645752,304.37316191139655,181.28203799828233,182.9830257747029,847.4327492316395,350.13431204855397
S12000011,2006,East Renfrewshire,988.1082416139338,0.8784511160552766,1.8557952740835801,46.54782227492026,932.5818884923908,6.244284456484021
S12000014,2006,Falkirk,16794.430978053882,2.6645419313006014,525.0372179189935,14277.486186417766,1980.4471858132233,8.795845972597597
S12000047,2006,Fife,11552.568314791786,708.9072162395049,39.40637983881083,4801.026210368111,5969.759078923935,33.46942942142487
S12000049,2006,Glasgow City,6774.457883237797,1.163370533809071,4.701037035805504,395.5551786913093,6346.786346947739,26.25195002913478
S12000017,2006,Highland,3325.6658457327553,97.14386955864076,20.153970699209506,1758.4317595294447,1225.5143660817212,224.42187986373912
S12000018,2006,Inverclyde,864.8319753377857,0.6350955359342831,1.2356382049667434,41.91695210061566,816.544138621863,4.5001508744061045
S12000019,2006,Midlothian,910.303868678637,9.966365795706505,2.780150817334654,119.24869194526967,767.4982990678726,10.810361052453512
S12000020,2006,Moray,2278.083022942697,12.68301320281929,5.5861008808016805,452.1381473659237,1793.9686510941817,13.707110398970519
S12000013,2006,Na h-Eileanan Siar,310.7419082971891,11.108937881397031,2.8141903291642647,290.64602827291066,0,6.172751813717186
S12000021,2006,North Ayrshire,3266.5340483164,234.96607377798514,4.153622811092461,243.96465144965543,2693.5839984842346,89.86570179343227
S12000050,2006,North Lanarkshire,4277.867599798522,3.918921446544209,101.19459299743143,437.2999196339546,3663.850284661899,71.60388105869292
S12000023,2006,Orkney Islands,328.23271834952885,8.962069783021459,2.2293156830966514,312.1750847524308,0,4.86624813097995
S12000048,2006,Perth and Kinross,1855.0966176341972,13.34519085326236,7.747283295498975,618.4420352024306,1197.2807186285777,18.281389654427738
S12000038,2006,Renfrewshire,2145.431876112533,1.0097665384746368,1.5988092794584103,187.12564463788908,1947.8747772929821,7.822878363728525
S12000026,2006,Scottish Borders,1735.1611772953945,39.036760187293694,7.18008668226676,714.1528231582058,958.1778391468268,16.613668120801456
S12000027,2006,Shetland Islands,274.6295348863065,9.387051921168673,2.2777727520939703,258.23132235616924,0,4.733387856874617
S12000028,2006,South Ayrshire,1837.8613799065993,41.55137037479214,9.341513807790063,381.46673562618855,1394.8709925896235,10.630767508205029
S12000029,2006,South Lanarkshire,3748.930658694665,14.0908735730152,19.981573971148066,637.1728763489726,3048.986423931573,28.698910869955988
S12000030,2006,Stirling,1808.6229445092301,5.981113633256317,4.392322826198882,252.73131518253317,1406.4283148511277,139.0898780161144
S12000039,2006,West Dunbartonshire,989.5241356469476,0.3136823900325745,0.6389084932080809,66.76253133929085,918.9205052534239,2.888508170992143
S12000040,2006,West Lothian,2223.9266775602955,2.6901284468224325,22.002669380820755,242.03938061849055,1945.1311943025946,12.063304811567068
S12000033,2007,Aberdeen City,3087.2791893883445,20.63665914681824,30.909999577521514,435.31620210579365,2589.135797517632,11.280531040579085
S12000034,2007,Aberdeenshire,3180.682751994934,42.83693413302642,47.3248818071647,1539.89493915641,1521.1987807793116,29.42721611902122
S92000003,2007,All local authorities,92538.00442470645,1721.0993319966344,1178.558861476283,30455.80138001128,57794.30403913043,1388.2408120918271
S12000041,2007,Angus,1399.6546400172028,9.800981245914294,4.547836761176584,377.86065251663047,997.4398315706104,10.005337922871117
S12000035,2007,Argyll and Bute,1107.093621189305,21.050008564920027,6.025146633627817,536.6237009993213,532.6010380362865,10.793726955149317
S12000036,2007,City of Edinburgh,5677.335300219209,9.840254061309015,3.9265755381032506,301.2903354822499,5348.930460946549,13.347674190998077
S12000005,2007,Clackmannanshire,1244.5340761575408,1.5597777478329578,1.4795629368722392,76.04749602953808,1161.886486711056,3.5607527322415224
S12000006,2007,Dumfries and Galloway,2446.581133965551,34.74896775810416,17.8908860766997,1104.5951571250682,1239.5987047284152,49.74741827726375
S12000042,2007,Dundee City,1831.1112971993816,0.21042320681395957,0.938364090198784,188.4511728009432,1637.5228526743908,3.988484427034856
S12000008,2007,East Ayrshire,1846.645234226229,24.58944531634553,5.308483400452604,262.92548326067964,1375.9540361399004,177.86778610885094
S12000045,2007,East Dunbartonshire,1200.9796600748998,1.5190828293408158,1.8026030262205048,74.81544925474137,1118.7452925645673,4.097232400029898
S12000010,2007,East Lothian,1995.068682038562,424.56182125331514,139.44339138989417,175.4130161810963,849.7155927445573,405.93486046969895
S12000011,2007,East Renfrewshire,962.7486781026187,1.0050187301817106,1.7618680040866257,45.45777098272774,909.6237061249387,4.900314260683952
S12000014,2007,Falkirk,16397.218787607235,3.015819278765623,659.8083460620516,13774.198749603598,1953.450336902673,6.745535760149359
S12000047,2007,Fife,11599.441990525902,643.5429297033384,39.24512518652327,4503.136948881731,6385.544074330401,27.97291242390876
S12000049,2007,Glasgow City,6660.562429926954,1.3316637803614166,4.660984667877904,399.91456178978837,6236.4315198662025,18.223699822723884
S12000017,2007,Highland,3043.092439094572,84.4802677763625,18.997229672687446,1612.2799953294066,1206.3199414619135,121.0150048542023
S12000018,2007,Inverclyde,838.6947230828158,0.7154853022327488,1.1777290186613962,41.930680408013565,791.3734903813863,3.497337972521778
S12000019,2007,Midlothian,899.7082855231149,8.444362409756978,2.6096692186593975,113.8707474390236,766.7140282325001,8.069478223174805
S12000020,2007,Moray,2179.6847021630992,11.814118492527037,5.210108105838301,421.5370432664582,1730.2951356833905,10.828296614885335
S12000013,2007,Na h-Eileanan Siar,277.46651342060176,10.117898047879875,2.6147448438406027,259.96012165600513,0,4.773748872876165
S12000021,2007,North Ayrshire,3439.45245170583,229.64484212384704,4.021488348660668,235.8287109017857,2796.4082277412904,173.5491825902461
S12000050,2007,North Lanarkshire,4381.502145736924,4.271820861112994,103.20007721616653,440.33841883195066,3766.9299416874196,66.76188714027404
S12000023,2007,Orkney Islands,306.3780613693712,8.899555579284181,2.0727924002706963,291.55093723416576,0,3.8547761556506193
S12000048,2007,Perth and Kinross,1758.7101244850435,13.81493505623582,7.236861544061177,578.7236634689737,1144.4768997180274,14.457764697745448
S12000038,2007,Renfrewshire,2118.0501860308154,1.1423047892936875,1.5217984861468081,191.5678826091965,1918.0382799809377,5.779920165240766
S12000026,2007,Scottish Borders,1674.491528398279,28.925923955530507,6.747912170125946,679.0003692459321,947.6899378406588,12.127385186031503
S12000027,2007,Shetland Islands,256.3925135218013,9.054799464416082,2.1099821035309407,241.52430086194963,0,3.703431091904645
S12000028,2007,South Ayrshire,1854.2535120529153,46.93920106597134,9.22922144886018,386.0426225537797,1403.5771994470958,8.465267537208279
S12000029,2007,South Lanarkshire,3775.006146076801,12.823188475447985,19.894177623979378,621.751379881665,3099.2924198266346,21.244980269074407
S12000030,2007,Stirling,1856.3672462074564,6.34221923227792,4.0719638329532595,235.9198806751999,1469.342703069252,140.6904793977735
S12000039,2007,West Dunbartonshire,991.3996461115797,0.35648973419067786,0.6253496872432334,67.68912529429096,920.6371708947235,2.091510501131415
S12000040,2007,West Lothian,2250.4256765422247,3.0621418888706375,22.143702644954363,240.34280636926476,1975.4401187439444,9.436906895190477
S12000033,2008,Aberdeen City,2938.718108292219,26.783661975320904,36.550756087860506,362.29277169109577,2500.7662691133887,12.324649424552911
S12000034,2008,Aberdeenshire,3135.1826945159946,43.34299851662575,48.61804272567532,1543.8402939233256,1476.320314915165,23.06104443520307
S92000003,2008,All local authorities,91416.03730098662,1763.1317771833144,853.6116230002206,31678.85541754689,55703.16421892056,1417.2742643356294
S12000041,2008,Angus,1387.6113994397106,11.39765174346793,5.172277298867706,380.02070294303337,982.4470608414564,8.573706612884997
S12000035,2008,Argyll and Bute,1088.6185405948902,26.925081492381494,6.722292714671696,525.2825278712005,517.2546350872236,12.434003429412842
S12000036,2008,City of Edinburgh,5472.025826743672,15.360102275813123,4.432900133018274,244.88859086196476,5194.27285019689,13.071383275985719
S12000005,2008,Clackmannanshire,1225.4610402205449,1.6118585971668589,1.672636162638663,72.17649863609176,1147.580385351621,2.419661473026504
S12000006,2008,Dumfries and Galloway,2543.706425299623,42.70722804125766,12.291133938997891,1169.609009461574,1247.8111786441702,71.28787521362314
S12000042,2008,Dundee City,1714.2794678766093,0.2219358895336252,1.0172532330942954,169.73502484582048,1540.695242161054,2.6100117471069106
S12000008,2008,East Ayrshire,1789.954450133103,40.72279110135842,6.008294730434828,262.58036180267896,1293.1554329239166,187.487569574714
S12000045,2008,East Dunbartonshire,1141.3139360284017,1.6049333734969249,1.9932332870078144,64.13676611665302,1070.80280076097,2.776202490273864
S12000010,2008,East Lothian,1762.0263182138262,403.1391447210478,5.923576018477316,166.55006985326742,849.7129968920375,336.7005307289962
S12000011,2008,East Renfrewshire,942.4805536260518,1.0635212672732313,1.97149011338057,45.310120878334814,890.8165610135151,3.3188603535480783
S12000014,2008,Falkirk,17443.28236964193,3.1535287612445773,447.4047511692234,15126.637261032343,1861.55707027999,4.529758399128917
S12000047,2008,Fife,11412.47309690637,646.4029772991405,44.39477462394808,4737.710105557363,5960.4393853605,23.525854065418294
S12000049,2008,Glasgow City,6516.824556991372,1.4083040222525622,4.794114774967209,324.5383323709146,6174.328978509517,11.754827313721178
S12000017,2008,Highland,3126.384853824119,86.07229726073962,20.720001136956196,1602.1110465003726,1206.7405240773137,210.7409848487373
S12000018,2008,Inverclyde,821.5473873764553,0.7526879237542385,1.3157675348401252,37.264007272168755,779.8547261393146,2.360198506377634
S12000019,2008,Midlothian,863.6208711238828,10.49358367387965,2.9482904329896007,110.09406295037655,732.4237273971277,7.6612066695094025
S12000020,2008,Moray,2142.4415363312955,12.782310088700854,5.956228126883511,398.02231085214453,1717.5392732140008,8.141414049565793
S12000013,2008,Na h-Eileanan Siar,281.6445965425899,12.679680567371946,3.010333053469654,260.4405540815343,0,5.514028840214019
S12000021,2008,North Ayrshire,3287.1944905943883,216.71966708145212,4.218747287591412,216.22654207037078,2681.7015581814867,168.32797597348727
S12000050,2008,North Lanarkshire,4022.66257973318,4.687189511386881,102.03218858075034,383.79405449576336,3514.019023702868,18.13012344241141
S12000023,2008,Orkney Islands,313.4444578413221,9.495475561274958,2.3832734252512435,298.4433427006393,0,3.1223661541566274
S12000048,2008,Perth and Kinross,1726.9326608189615,15.41978868940122,8.241483159909665,575.3282295937598,1117.2619571099724,10.681202265918254
S12000038,2008,Renfrewshire,2004.446509537942,1.1990836735223716,1.6667323609690015,171.68012503239814,1826.0747184225402,3.8258500485122204
S12000026,2008,Scottish Borders,1714.4883235109692,46.31307363361169,7.572613131801345,725.847894137384,911.5399719602887,23.214770647883427
S12000027,2008,Shetland Islands,250.14940654864995,9.915268838813455,2.31668327601653,234.26283022300038,0,3.6546242108196063
S12000028,2008,South Ayrshire,1823.4351393102522,44.222759189409274,9.08751715683741,396.20045831379844,1368.1607989836461,5.763605666561048
S12000029,2008,South Lanarkshire,3660.8860790661947,16.385859330286603,21.817928661287958,569.2588509799632,3036.190160628028,17.23327946662903
S12000030,2008,Stirling,1750.5810280029582,6.715620663050094,4.266261237657631,235.02873558662552,1299.3008899968454,205.26952051877942
S12000039,2008,West Dunbartonshire,952.489561496027,0.3528173663297105,0.6669888211352302,59.419377712045744,890.6771688327678,1.3732087637484076
S12000040,2008,West Lothian,2159.741672387379,3.0789447258229057,26.423063226339497,210.12549989455147,1913.7301882229465,6.383976317718627
S12000033,2009,Aberdeen City,2714.3404905568154,32.69122060876277,26.882869069713493,337.46019789115803,2306.0395434388984,11.266659548282618
S12000034,2009,Aberdeenshire,2994.46221850744,61.60072506417785,33.11729619945729,1466.8210893911933,1409.5394340270495,23.383673825561953
S92000003,2009,All local authorities,84242.26651447377,1765.2376049574696,873.3991763038607,29119.80107394908,49651.38954988074,2832.4391093826302
S12000041,2009,Angus,1307.6810844745671,14.258763853517587,2.5786377212902694,363.8064721042423,918.7303400820595,8.306870713457462
S12000035,2009,Argyll and Bute,1038.9352128360426,34.307703618574514,3.736826073005525,496.2457169523964,494.1742365225847,10.470729669481514
S12000036,2009,City of Edinburgh,4998.04621203149,18.911458648745743,2.5261136200903427,219.36343471299767,4743.012623821638,14.232581228017809
S12000005,2009,Clackmannanshire,890.9847818932045,1.681131923284644,0.7794551529735334,57.45909643544094,828.3907807201585,2.674317661346863
S12000006,2009,Dumfries and Galloway,2297.248797222119,66.12681934650772,6.691794616291412,1094.4709968131353,1063.3766667146626,66.58251973152163
S12000042,2009,Dundee City,1583.7277583322827,0.22790902214237382,0.4808161715277032,156.8197773329396,1422.5105266620835,3.688729143589729
S12000008,2009,East Ayrshire,1681.5874618472424,50.59617359367328,3.0900044308542274,244.39203679664283,1201.7896187391148,181.7196282869574
S12000045,2009,East Dunbartonshire,1047.27459703909,1.7357615301398015,0.9775752065692612,59.86360399730894,981.5650091418001,3.132647163271899
S12000010,2009,East Lothian,1532.4891645896182,286.4917140134307,6.864946412657432,161.416465686388,792.4105968639449,285.3054416131972
S12000011,2009,East Renfrewshire,862.1386623414666,1.0809409317939631,0.8054414908577269,42.20865614594571,814.2866047422311,3.7570190306380407
S12000014,2009,Falkirk,16225.868509388483,3.353970395167733,603.6841337458121,14104.629530152275,1508.7611041348678,5.4397709603607725
S12000047,2009,Fife,9436.161520495334,812.6766485819277,31.053285333344345,3895.9150542049565,4506.343440644034,190.173091731072
S12000049,2009,Glasgow City,6033.360388743379,1.4111410381645004,2.8777959919923317,293.23801338543257,5717.80090525198,18.032533075809525
S12000017,2009,Highland,3099.279782815391,99.32567271868962,11.602892269336094,1521.1333649979729,1175.7911573371255,291.4266954922674
S12000018,2009,Inverclyde,745.7391786870386,0.8195488662384326,0.5250589076046417,31.797041515249624,709.85769317374,2.739836224205794
S12000019,2009,Midlothian,809.1084745873599,14.257340897259095,1.3638407790079654,104.438587475205,681.3248333038845,7.723872132003307
S12000020,2009,Moray,1900.993548082156,14.088841747058472,3.1350789596803383,380.4919424345838,1494.812385592151,8.46529934868217
S12000013,2009,Na h-Eileanan Siar,269.9810347349353,14.991033439582841,1.6982056462928603,248.68166515497168,0,4.61013049408793
S12000021,2009,North Ayrshire,3951.856912554277,46.55908789411593,2.185210299451626,209.89399928466437,2299.558884060486,1393.659731015559
S12000050,2009,North Lanarkshire,3752.2949397542884,5.775147799880726,72.96460991042834,358.4194764596704,3294.1213882869692,21.014317297339478
S12000023,2009,Orkney Islands,294.06623849993633,11.580217264364503,1.327668940191804,278.08270308320965,0,3.0756492121703913
S12000048,2009,Perth and Kinross,1619.040568232513,18.314141457595763,4.417113286419452,546.7618830508402,1038.341425546113,11.206004891544577
S12000038,2009,Renfrewshire,1869.758876437918,1.2864559922482877,0.735154294310693,151.88200517727967,1710.8110712913274,5.044189682751888
S12000026,2009,Scottish Borders,1603.7707096665285,57.574237257293305,4.226240302739423,684.0199332410061,841.5997019506023,16.350596914887426
S12000027,2009,Shetland Islands,237.94603152019474,13.015703236437233,1.295140369393675,220.3617735169006,0,3.273414397463203
S12000028,2009,South Ayrshire,1695.8576980354846,48.99796024726076,5.5011716017800305,385.2417587807706,1249.8359102714662,6.280897134207188
S12000029,2009,South Lanarkshire,3266.2247000950965,19.37962067708806,14.50666792876095,538.5437946066218,2674.1845806096226,19.610036273002628
S12000030,2009,Stirling,1636.4505073247824,8.330918549027503,2.216604115257191,218.0102637062153,1207.2896184136107,200.60310254067167
S12000039,2009,West Dunbartonshire,854.0740113887654,0.39850867160638304,0.34030847457558955,55.672206820421415,795.7601055954036,1.9028818267583851
S12000040,2009,West Lothian,1991.516792612663,3.3910999096319325,19.211249236312284,192.25886293597134,1769.3693646126835,7.286215918064116
S12000033,2010,Aberdeen City,2725.88642570347,37.25447625716465,27.525428481417038,350.44112054317765,2298.262029936107,12.403370485603809
S12000034,2010,Aberdeenshire,3069.521825710918,67.78748874123157,35.17945806270781,1553.6668138388247,1383.789787690966,29.09827737718815
S92000003,2010,All local authorities,86443.33237786932,1671.6735414388806,851.9492385169568,28667.76463445255,51555.616580263144,3696.3283831977856
S12000041,2010,Angus,1324.9362810471353,16.923072519111127,3.3060766774072223,378.7286723744019,915.8617502439591,10.116709232255818
S12000035,2010,Argyll and Bute,1067.390187047753,40.60175080499089,5.721318101539222,536.8532340194167,473.3218665360406,10.89201758576557
S12000036,2010,City of Edinburgh,5031.553704701648,24.166610840732982,4.142292620865094,229.21585691428808,4756.735429762916,17.293514562845232
S12000005,2010,Clackmannanshire,1184.4377391529986,1.6806314011900074,0.8115829869359734,63.504751299385795,1113.9800033977651,4.460770067721603
S12000006,2010,Dumfries and Galloway,2426.8466332410076,74.26191200364154,9.646063114319302,1097.6351905286474,1176.4136831724784,68.88978442192084
S12000042,2010,Dundee City,1542.6178337938713,0.23180486473980427,0.48031573323969046,162.15885738027947,1372.1946345407896,7.552221274822954
S12000008,2010,East Ayrshire,1670.5358548997199,68.16044869313376,7.773723019560662,245.54452194207897,1169.8824529488854,179.17470829606114
S12000045,2010,East Dunbartonshire,1040.1264384361552,1.7666830297850697,1.014357359592365,62.91215403763989,970.2865652058356,4.1466788033023505
S12000010,2010,East Lothian,1608.0481868702411,326.58124021704145,4.393867987122698,168.6714761776829,795.2389047023009,313.1626977860932
S12000011,2010,East Renfrewshire,853.0131516264995,1.1116756677049293,0.7990696086329683,42.171936047568906,802.7410152230074,6.189455079585315
S12000014,2010,Falkirk,15261.30095948015,3.2773977440462696,548.8754619624337,12934.854939398247,1766.4892327684825,7.803927606940279
S12000047,2010,Fife,10862.907201081573,659.532398633729,31.276013825475957,4122.418374909259,6011.040588689696,38.63982502341268
S12000049,2010,Glasgow City,5942.0443632976385,1.4729132232069937,3.1315780253626233,304.8655759696298,5600.624079190654,31.95021688878536
S12000017,2010,Highland,3787.6158958252317,104.14551236972346,14.148338585086147,1624.5371945569243,1194.8043339489227,849.980516364575
S12000018,2010,Inverclyde,741.0322078745855,0.7745708508908944,0.5126912611690623,32.09537656818485,703.6401735485583,4.009395645782348
S12000019,2010,Midlothian,824.8728730490378,18.541658760713794,2.1653306238784036,110.73124942670285,681.8757241843705,11.55891005337238
S12000020,2010,Moray,1966.1634513193108,14.247832293011832,3.600620828128369,399.6088311044646,1537.1861230578688,11.52004403583706
S12000013,2010,Na h-Eileanan Siar,295.1969494542844,17.73253211019759,2.5809206578566286,270.11583516688154,0,4.76766151934862
S12000021,2010,North Ayrshire,4162.184001572105,8.611012447157803,2.3821193820914486,233.44346425052345,2174.700065778763,1743.0473397135693
S12000050,2010,North Lanarkshire,3557.2727061059795,5.571277330005483,80.20268569362679,367.8564442906544,3077.3256487521394,26.316650039553657
S12000023,2010,Orkney Islands,296.86911449267484,12.166050396573894,1.5938335569743742,279.25936987899087,0,3.8498606601357412
S12000048,2010,Perth and Kinross,1638.2964230722514,17.43633009700888,5.014095456707937,573.7001546833582,1027.4007070813511,14.745135753825332
S12000038,2010,Renfrewshire,1886.293471056497,1.2395362923617825,0.7635854256517048,153.1102912754246,1725.2274995743621,5.952558488696803
S12000026,2010,Scottish Borders,1644.325686976125,76.75352566917142,9.535811313214957,702.7109764230927,843.1187402734038,12.206633297242176
S12000027,2010,Shetland Islands,247.67142873821194,14.724417946219505,1.7704467508412234,227.47785573460024,0,3.6987083065509814
S12000028,2010,South Ayrshire,1678.1483889948856,20.344468141863693,6.227256329662205,385.50617362274096,1257.5202646864632,8.550226214155558
S12000029,2010,South Lanarkshire,3312.8120376212682,23.06977006593566,15.999703931808764,570.2302590280354,2676.826537651795,26.68576694369313
S12000030,2010,Stirling,1744.6112313306455,7.730434108471611,2.407168438923953,226.4589773188178,1293.0674346103365,214.94721685409561
S12000039,2010,West Dunbartonshire,882.8404116307328,0.36680295898321014,0.35359113516114027,57.356850820553205,821.9213211789837,2.8418455370515643
S12000040,2010,West Lothian,2165.959082077965,3.407302992649935,18.614414761170444,199.9214806671204,1934.1399906398215,9.875893017202623
S12000033,2011,Aberdeen City,2800.056520515729,35.067986984419534,31.02135749339776,328.1774393745195,2391.4936816993268,14.29605496406556
S12000034,2011,Aberdeenshire,2809.6535567566416,67.27011725244705,39.15406005065592,1281.3365302363036,1394.9090795781005,26.98376963913445
S92000003,2011,All local authorities,83234.40829354447,1513.0576623898692,836.0498724657733,27702.24485649605,49491.06348098535,3691.992421207426
S12000041,2011,Angus,1242.7161384025603,16.66023915640873,2.8221382369101002,319.12109584783553,894.4333890186896,9.679276142716404
S12000035,2011,Argyll and Bute,973.1438555873946,39.36075192285895,4.093492788453715,452.5015126125355,465.5626593595292,11.625438904017209
S12000036,2011,City of Edinburgh,4913.148236438097,21.97484526146201,2.808389821589764,218.89551044685646,4648.396303429408,21.073187478780714
S12000005,2011,Clackmannanshire,1156.426930766137,1.6749723571032882,0.8650324152410034,44.42389374037654,1105.24860417399,4.2144280794262965
S12000006,2011,Dumfries and Galloway,2254.4123361345883,66.45533842240597,7.307580616425635,925.1860426053024,1176.4121621140978,79.05121237635616
S12000042,2011,Dundee City,1545.577542978992,0.22950325112623712,0.60070293344617,159.2897624058052,1377.3405312424213,8.11704314619303
S12000008,2011,East Ayrshire,1570.4089042725743,61.19710531552462,3.4040392396250505,216.0914354646365,1106.8723728951852,182.84395135760292
S12000045,2011,East Dunbartonshire,995.7987087801961,1.71854031117745,1.085291624822687,56.3892073650224,932.755819520344,3.849849958829583
S12000010,2011,East Lothian,1535.5932395848397,390.53289440754224,4.960133889154498,140.6819220459152,743.6406243120031,255.7776649302248
S12000011,2011,East Renfrewshire,821.2029151015007,1.0986464335101158,0.9324503711695178,37.09436299847637,776.3602423610195,5.717212937325229
S12000014,2011,Falkirk,16561.487970662332,3.2775371000948463,513.6939437718164,14296.024533697611,1741.0696890538393,7.422267038971191
S12000047,2011,Fife,9256.367474190041,459.12563704875754,36.441076624010464,3490.098010629702,5240.871143452987,29.831606434583662
S12000049,2011,Glasgow City,5735.110724585296,1.4546887688338748,3.7064090741238225,280.6953443825198,5413.246701025406,36.00758133441211
