LA Code,Year,Region,Coal - Industrial,Coal - Commercial,Coal - Domestic,Coal - Rail,Coal - Public Sector,Coal - Agriculture,Coal - Total,Manufactured fuels - Industrial,Manufactured fuels - Domestic,Manufactured fuels - Total,Petroleum products - Industrial,Petroleum products - Commercial,Petroleum products - Domestic,Petroleum products - Road transport,Petroleum products - Rail,Petroleum products - Public Sector,Petroleum products - Agriculture,Petroleum products - Total,Gas - Industrial,Gas - Commercial,Gas - Domestic,Gas - Total,Electricity - Industrial & Commercial,Electricity - Domestic,Electricity - Total,Bioenergy & Wastes - Industrial,Bioenergy & Wastes - Commercial,Bioenergy & wastes - Domestic,Bioenergy & wastes - Total,All fuels - Total,Consuming Sector - Industry & Commercial,Consuming Sector - Domestic,Consuming Sector - Transport
S12000033,2008,Aberdeen City,1.712085422,0.729509963,5.696371023,0,10.62451032,0.018241678,18.78071841,56.38279639,5.131585519,61.51438191,530.1895175,1.870265983,25.25487485,1147.551803,6.830105012,18.9212781,10.32174721,1740.939592,508.2535575,479.5521225,1583.57569,2571.38137,859.20114,487.13418,1346.34695,0.158423915,0.039819158,20.5517635,20.75000657,5759.713019,2477.975016,2127.344465,1154.381908
S12000030,2008,Stirling,1.327912505,0.463806819,9.98935683,0,2.172237898,0.075391929,14.02870598,0,5.96491662,5.96491662,86.18373241,4.816820453,83.72810472,1037.374739,23.31326295,2.698794998,57.28814503,1295.4036,405.4132349,382.5192651,567.69519,1355.62769,315.12648,204.24606,519.37254,159.7627338,40.15566402,11.69809786,211.6164956,3402.013948,1458.00422,883.321726,1060.688002
S12000029,2008,South Lanarkshire,6.300176014,0.272895764,28.39180191,0,1.718069383,0.127269998,36.81021307,26.490804,17.2164438,43.7072478,318.0309024,3.431622976,153.0069511,2506.909009,12.25988534,2.873697766,110.5414021,3107.053471,476.3470871,449.4474329,2176.57776,3102.37228,830.39363,677.61032,1507.99232,0.582972418,0.146527566,35.35788353,36.0873835,7834.022915,2226.70449,3088.16116,2519.168894
S12000028,2008,South Ayrshire,55.63186631,0.346922493,12.05197893,0,0.874707256,0.107762999,69.01323798,6.887240492,7.199804127,14.08704462,208.6140373,2.850869308,83.07007661,814.9904222,52.46626632,0.820751755,92.23865502,1255.051079,299.7006119,282.7763081,827.32331,1409.81186,331.19914,233.78626,564.9854,0.866999462,0.217916521,14.13953715,15.22445313,3328.173074,1283.133789,1177.570967,867.4566886
S12000027,2008,Shetland Islands,4.006694401,0.493171964,10.47586462,0,2.894471981,0.14466814,18.01487111,0,5.549900547,5.549900547,159.0284975,4.514140748,80.45051774,147.851232,0,3.264857417,58.72449133,453.8337368,0,0,0,0,97.08724,101.46012,198.54736,0.36059117,0.090633013,6.607340351,7.058564534,683.004433,330.6094577,204.5437433,147.851232
S12000026,2008,Scottish Borders,31.00476398,0.345406778,44.05661772,0,2.341434057,0.341214361,78.0894369,0.836553867,23.22259456,24.05914843,166.8663511,4.568164482,252.940824,923.4876018,0.933090484,1.558224511,249.5524949,1599.906751,171.5720778,161.8832822,601.92228,935.37764,304.65948,285.07456,589.73404,2.865267863,0.720172539,26.8430216,30.428462,3257.595479,1099.114888,1234.059898,924.4206923
S12000023,2008,Orkney Islands,2.207039917,0.432652305,18.78723512,0,4.522342119,0.179148078,26.12841754,0,9.479919509,9.479919509,69.09205397,3.79525372,97.37214018,99.36026225,0,5.132895255,108.6435602,383.3961655,0,0,0,0,54.25395,84.00349,138.25744,0.196321843,0.049344636,8.053145922,8.298812401,565.560755,248.504562,217.6959307,99.36026225
S12000021,2008,North Ayrshire,238.6884504,0.257345151,6.348566827,0,0.692416392,0.025833591,246.0126123,1.755935779,4.971533099,6.727468878,140.1265229,1.493220173,48.67969756,636.6019541,6.766216642,0.852017929,41.08363999,875.6032693,956.6196514,902.5986686,955.39287,2814.61119,568.17202,280.79472,848.96674,130.5513651,32.81351434,16.90685554,180.2717349,4972.193016,3015.730602,1313.094243,643.3681708
S12000020,2008,Moray,34.64353651,0.288426826,23.16438161,1.121149492,2.53050891,0.165335011,61.91333835,0,12.57318142,12.57318142,213.0847587,1.885312237,175.3825599,566.4633284,6.574044092,5.457618997,83.16015083,1052.007773,666.6609251,629.0141149,514.48794,1810.16298,338.3167,206.47902,544.79572,3.201145427,0.804593895,17.02649956,21.03223889,3502.485232,1979.213127,949.1135825,574.158522
S12000019,2008,Midlothian,2.242223923,0.182588407,12.56792938,0,1.607006558,0.023513848,16.62326211,0,7.066719292,7.066719292,77.04373908,1.38267015,38.44688278,526.7757277,0.985220947,0.387187135,19.73397559,664.7554034,84.61916686,79.84066314,579.72061,744.18044,195.75616,143.14204,338.8982,0.207479071,0.052148956,11.2041681,11.46379612,1782.987821,463.0785227,792.1483495,527.7609486
S12000018,2008,Inverclyde,0.00352118,0.04301894,1.656481101,0,0,0.003690513,1.706711734,0.194809583,1.586240681,1.781050264,22.52778109,0.337536722,5.863010082,449.5087339,0.561639821,0.911101027,6.723125236,486.4329278,116.567525,109.984875,569.49784,796.06187,211.98001,180.265,392.24501,3.26E-04,8.20E-05,6.730514321,6.730922046,1684.958492,469.2774025,765.5990862,450.0703737
S12000017,2008,Highland,27.22037747,3.402539184,148.5453523,3.643735847,20.5994191,0.543559951,203.9549839,3.346215455,74.44796214,77.7941776,615.9315522,16.40966741,785.7103522,2024.255438,35.9995181,51.01301068,270.4096165,3799.729155,307.2882722,289.9354878,652.2104,1249.43416,1010.94938,736.00455,1746.9423,150.1610442,37.74232137,59.6055978,247.5089634,7325.363739,2804.952464,2456.524214,2063.898692
S12000014,2008,Falkirk,0.513269337,0.082361613,12.79424983,0.538034154,0.857182498,0.009489894,14.79458733,501.5103119,7.824181088,509.334493,17178.42827,3.54002837,29.01843183,1296.022772,45.1779612,3.417223408,20.62468282,18576.22937,437.6129193,412.9006107,1071.84406,1922.35759,483.19161,314.99855,798.19016,0.047494211,0.011937462,16.46213788,16.52156956,21837.42777,19042.74739,1452.941611,1341.738768
S12000013,2008,Na h-Eileanan Siar,11.53144246,0.300603971,29.07216508,0,3.540183107,0.061157088,44.50555171,0,14.20172428,14.20172428,131.0069158,1.785318276,170.6832152,165.1810475,5.323160671,3.156995273,31.73830029,508.8749531,0,0,0,0,58.91758,92.13286,151.06207,1.065906922,0.267911041,8.707724736,10.0415427,728.6858417,243.3723143,314.7976893,170.5042081
S12000011,2008,East Renfrewshire,0.29289477,0.004215898,2.150418924,0,0,0.009279007,2.4568086,0.222418935,2.166845346,2.389264281,19.92415633,0.301959831,11.24627964,654.0164557,15.71857415,0.41577928,13.61131475,715.2345197,65.1712995,61.4910305,773.20892,899.87125,80.52612,177.64825,258.17437,0.027102349,0.006812057,9.600830967,9.634745372,1887.760958,242.0043832,976.0215449,669.7350299
S12000010,2008,East Lothian,474.6607446,0.226023165,15.94321947,0,1.201525468,0.134545586,492.1660583,2.257040776,8.997489152,11.25452993,82.83446222,2.666209936,66.9190725,744.6194968,2.120462731,1.850238937,34.12529889,935.135242,122.282206,115.376844,629.04344,866.69086,318.63874,203.82738,522.46612,254.4189302,63.94708479,14.47720409,332.8432191,3160.556029,1474.619895,939.2078052,746.7399595
S12000008,2008,East Ayrshire,4.690125199,0.190406535,9.058272161,0,1.954669161,0.117358342,16.0108314,0.209138464,5.80528845,6.014426914,117.3116197,1.350567745,48.12146926,887.9719665,24.34610878,2.272814231,85.69709817,1167.071645,198.52383,187.31305,934.90081,1320.72606,277.10801,214.53861,491.65825,132.8616323,33.39418988,13.78768524,180.0435074,3181.52472,1042.99451,1226.212135,912.3180753
S12000006,2008,Dumfries and Galloway,20.26122568,0.876057418,44.85884149,0,6.68444553,0.597230564,73.27780068,1.962424673,24.40440036,26.36682504,291.567365,5.643254091,342.1690848,2026.668893,47.32647887,4.624791499,442.8464224,3160.84629,298.7132586,281.8447114,708.75546,1289.31343,493.19341,379.38223,872.57564,42.34658555,10.64362897,33.42091714,86.41113166,5508.791117,1901.804811,1532.990934,2073.995372
S12000005,2008,Clackmannanshire,0.037791301,0.022475243,3.617306044,0,0.655517751,0.007381026,4.340471365,0,2.431214482,2.431214482,50.08626039,0.444559204,11.72610324,243.5230707,48.86624578,0.172331037,8.847977093,363.6665474,431.9161901,407.5255799,368.14765,1207.57779,246.10243,99.15738,345.25981,1.11E-04,2.78E-05,6.412116357,6.412254696,1929.688088,1145.818631,491.4917701,292.3893165
K03000001,2008,GREAT BRITAIN (inc Unallocated),16220.9032,102.4239789,5367.428452,157.0262255,968.1581604,35.68883544,22851.62885,34170.897,3785.786476,37956.68348,140806.018,1307.976421,26671.66861,444229.0767,7469.849444,1016.671156,12704.83435,634206.0947,107527.9587,101455.7795,377474.6309,586458.3691,192095.5477,112531.1241,304626.6718,8660.128071,2176.685295,10589.42216,21426.23553,1607525.683,619249.6704,536420.0606,451855.9524
K02000001,2008,UNITED KINGDOM (inc Unallocated),18163.98959,112.8285769,5968.617829,157.1114878,1167.570054,38.889557,25609.0071,34269.68482,4155.609951,38425.29477,147630.2402,1427.141072,35424.94774,459342.1851,7609.611739,1170.52011,14318.01223,666922.6582,107527.9587,101455.7795,377474.6309,586458.3691,192095.5477,112531.1241,304626.6718,8875.589052,2230.840469,11380.39466,22486.82418,1644528.825,630484.5916,546935.3251,467108.9083
S92000003,2009,SCOTLAND,1688.381037,45.83044162,663.5206957,5.315363012,106.8536119,0,2509.901149,1029.258794,293.4389278,1322.697722,25585.22488,81.43646629,4003.376619,37825.27498,642.1391693,156.6708823,2600.195953,70894.31895,10485.01983,9892.923408,30730.20096,51108.14419,15632.0628,11434.95858,27067.02139,2016.649304,506.8759779,751.9538308,3275.479113,156177.5625,69827.38339,47877.44962,38472.72951
S12000050,2009,North Lanarkshire,11.02149808,0.422748988,12.8198805,0,0.104537127,0,24.3686647,127.9394231,6.070117576,134.0095407,225.3882557,2.482368897,38.73895347,2665.688454,30.59807342,2.162719603,24.00517124,2989.063996,598.8540231,565.0363162,2213.433885,3377.324224,913.4717898,603.8911015,1517.362891,3.822910841,0.960871911,34.07200069,38.85578345,8080.9851,2475.672635,2909.025939,2696.286527
S12000049,2009,Glasgow City,0.251556947,0.002194034,7.219250092,0,0,0,7.473001073,3.514018084,3.72549077,7.239508854,272.8586298,3.103333395,14.44684402,3169.709439,20.57133262,3.284908991,3.552437638,3487.526926,1378.107465,1300.28477,3230.878451,5909.270687,1798.775563,1157.342613,2956.118176,0,0,34.17587596,34.17587596,12401.80418,4763.734878,4447.788525,3190.280772
S12000048,2009,Perth and Kinross,23.44021376,2.816852082,24.42084738,0,5.686140135,0,56.36405336,0.171465265,10.87328211,11.04474737,124.6161202,4.049827082,254.933958,2069.343092,37.69200699,1.571519625,146.8648722,2639.071396,174.9659537,165.0855036,722.5991704,1062.650628,425.4975415,405.9008827,831.3984242,1.329397415,0.334138223,31.25058959,32.91412523,4633.443373,1076.429545,1449.97873,2107.035099
S12000047,2009,Fife,890.6203515,0.906345427,26.33864471,0,11.79425746,0,929.6595991,47.8681549,12.10957383,59.97772873,4156.843917,6.933660253,120.6369256,2213.573023,38.4012506,1.830383666,80.35378911,6618.572949,1093.419027,1031.672887,2533.16762,4658.259534,939.8487762,682.6033785,1622.452155,134.769007,33.87360017,52.36104066,221.0036479,14109.92561,8430.734157,3427.217183,2251.974273
S12000045,2009,East Dunbartonshire,0.03008517,0.063903454,3.021616119,0,0.065269898,0,3.18087464,0.171465265,1.532881858,1.704347123,38.80157527,0.470071505,10.03433626,494.1490308,53.00919371,0.14171897,8.131239988,604.7371665,73.16627505,69.03452416,849.5296949,991.7304941,169.1476588,198.3042306,367.4518893,0.001049943,2.64E-04,13.01525902,13.01657286,1981.821345,359.2251014,1075.438019,547.1582245
S12000042,2009,Dundee City,0.041536417,0.002965313,3.772924109,0,0.004079374,0,3.821505212,0.514395796,1.964373849,2.478769645,179.7387322,0.414115423,6.070256915,763.3554717,4.328983891,0.601221014,0.962851131,955.4716322,337.9100667,318.8280482,812.7205406,1469.447025,452.9328637,358.8107514,811.7319851,2.28E-04,5.72E-05,18.70784846,18.70813385,3261.659051,1291.95116,1202.046695,767.6844556
S12000041,2009,Angus,26.25439774,1.211791502,16.1592941,0.02541833,1.587006284,0,45.23790796,0,7.22884747,7.22884747,173.5060501,1.945806322,154.7081207,882.8827459,12.20162469,0.330499316,75.58616265,1301.16101,175.1873614,165.2944082,602.5885343,943.070304,297.1830394,284.2736677,581.445077,1.473809657,0.370435608,22.33672809,24.18097335,2902.324119,919.9307682,1087.295192,895.1097889
S12000040,2009,West Lothian,5.055776702,0.599567833,12.60203551,0,0.739260566,0,18.99664061,34.29305296,5.758576974,40.05162994,226.2745842,2.181761216,33.76362799,1460.84797,23.27337364,0.616484017,26.17342738,1773.131229,348.4299253,328.753843,1140.59532,1817.790719,559.7666367,302.9050311,862.6716678,0.152340995,0.038290243,23.32609595,23.51672719,4536.158614,1533.074951,1518.950688,1484.121344
S12000039,2009,West Dunbartonshire,0.02515569,0.042957987,1.968780828,0,0.203968429,0,2.240862934,0.34293053,0.979904246,1.322834777,62.14569779,0.65463429,9.185263841,549.9077635,0.432781491,0.886870864,7.049532222,630.262544,128.9370842,121.6559166,563.0812051,813.6742058,238.2535023,171.3108508,409.5643531,0,0,7.559739613,7.559739613,1864.62454,560.198251,754.0857444,550.340545
S12000038,2009,Renfrewshire,0.019232868,0.18266727,4.092197905,0,0,0,4.294098043,0.213821655,2.074391021,2.288212676,138.6815183,0.657845821,13.27066413,1272.969464,25.97437003,0.414391763,16.64634368,1468.614598,312.525971,294.8774101,1146.829035,1754.220786,533.5641012,340.3887292,873.9528304,3.99E-04,1.00E-04,17.54847589,17.54897532,4120.9195,1297.783803,1524.203493,1298.943834
S12000036,2009,City of Edinburgh,0.442682064,3.820614424,9.612337142,0,1.01851352,0,14.89414715,0.685861061,4.876019979,5.56188104,206.1746559,2.927718999,22.02055413,2857.961728,34.06396455,4.189816578,9.389269043,3136.727707,977.2517826,922.0656888,2979.471346,4878.788817,1700.559668,941.6979564,2642.257624,0.023531206,0.005914466,41.38599078,41.41543645,10719.64561,3828.555717,3999.064204,2892.025692
S12000035,2009,Argyll and Bute,10.21626632,3.288263676,40.58116257,0,6.567153247,0,60.65284582,0.34293053,17.54972749,17.89265802,252.7994585,3.657860762,168.1694216,673.4763673,5.619412615,55.2263903,106.350578,1265.299489,77.75599724,73.36506152,353.8563438,504.9774026,232.2872792,306.6382818,538.913931,0.558258709,0.140315884,26.61619938,27.31477397,2415.051101,822.5558139,913.4111367,679.0957799
S12000034,2009,Aberdeenshire,51.40155907,4.774345321,61.17547498,0,10.45640984,0,127.8077892,44.92185969,26.90062283,71.82248252,454.2097241,7.901873523,717.7899391,2122.423737,20.85979346,2.717275522,322.6868033,3648.589146,193.3727143,182.4528215,1060.580476,1436.406012,714.7953971,631.9893375,1346.796365,2.515321933,0.632215161,61.81827918,64.96581629,6696.387611,1992.83832,2560.25413,2143.283531
S12000033,2009,Aberdeen City,5.7421312,2.569775628,5.690094312,0,11.20883087,0,25.21083201,49.61699612,2.843161724,52.46015784,484.2374428,1.325350927,24.87431014,1100.802343,6.859619533,17.9211677,10.39290184,1646.413136,472.9807431,446.2711887,1452.502022,2371.753953,827.2348612,480.0890644,1307.323926,0.12636874,0.03176223,22.38944717,22.54757812,5425.709583,2329.659521,1988.3881,1107.661963
S12000030,2009,Stirling,1.69471418,1.205840163,9.997748399,0,2.259114893,0,15.15741764,0,4.450437888,4.450437888,74.99239077,3.374267003,81.12905672,1008.451261,23.29955728,1.585719634,57.70678752,1250.53904,373.867877,352.7552957,532.610436,1259.233609,303.9401068,206.2126745,510.1527813,155.6263676,39.11600648,12.74411046,207.4864845,3247.01977,1368.124488,847.144464,1031.750818
S12000029,2009,South Lanarkshire,9.395101023,1.018092398,28.41397139,0,1.786223939,0,40.61338875,22.67859231,12.69545798,35.37405029,284.3468158,2.404233498,148.9157201,2488.183766,12.27552009,1.446264572,112.1359243,3049.708244,367.3752453,346.6293074,2011.221953,2725.226505,724.8670329,665.5653339,1390.443997,0.470660845,0.118298544,38.51949081,39.10845018,7280.474635,1874.671793,2905.331927,2500.459286
S12000028,2009,South Ayrshire,65.72817033,0.861551819,12.06208249,0,0.91318646,0,79.5649911,5.658353739,5.369944823,11.02829856,205.9217133,1.986080407,80.72002291,803.390545,52.66632914,0.410944573,93.8397016,1238.935337,269.4591777,254.2426289,763.5718879,1287.273694,308.4990922,230.8916714,539.3791336,0.700500301,0.176067685,15.40385671,16.28042469,3172.461879,1208.397169,1108.019466,856.0568741
S12000027,2009,Shetland Islands,5.986082487,1.905905722,10.48917579,0,3.033379387,0,21.41454339,0,4.542677884,4.542677884,151.1808492,3.134846822,78.64794408,144.6606628,0,1.650866254,59.50120964,438.7763788,0,0,0,0,95.02925741,101.5537236,196.582981,0.290954899,0.073130241,7.198151039,7.562236167,668.8788173,321.786482,202.4316724,144.6606628
S12000026,2009,Scottish Borders,38.71766848,1.082382724,44.11335092,0,2.437435974,0,86.3508381,0.685861061,19.08361931,19.76948037,152.5962517,3.190526168,245.3574736,917.5207627,0.933070864,0.81521134,253.6253562,1574.038653,160.9574275,151.8680486,551.1371288,863.9626049,308.9294045,284.6690899,593.5984944,2.314286278,0.581685729,29.24325272,32.13922473,3169.859295,1077.801546,1173.603915,918.4538336
S12000023,2009,Orkney Islands,3.523506885,1.65838713,18.8141325,0,4.750109645,0,28.74613616,0,8.063255916,8.063255916,66.59804826,2.640728862,95.2726461,99.00540367,0,2.605182418,110.4157564,376.5377657,0,0,0,0,52.59115188,80.95687931,133.5596613,0.158389992,0.039810631,8.773236666,8.971437289,555.8782564,244.9810721,211.8801505,99.00540367
S12000021,2009,North Ayrshire,53.10420869,0.648522783,6.346351312,0,0.721192919,0,60.8202757,1.435256707,3.036753715,4.472010422,133.1855942,1.037305868,47.34802429,622.322401,6.791059182,0.424801648,41.80761642,852.9168026,783.0532774,738.8337095,886.4667798,2408.353766,533.0058582,278.737757,811.7436151,1109.115531,278.7713353,18.41862129,1406.305487,5544.611957,3675.144211,1240.354288,629.1134602
S12000020,2009,Moray,43.58088024,1.018258393,23.19188992,1.118406347,2.637943582,0,71.54737848,0,10.09798218,10.09798218,201.8248072,1.320815309,170.8623513,556.542471,6.60331201,4.545352132,84.16004107,1025.85915,570.5497391,538.3303951,465.2025819,1574.082717,333.2013493,208.0851149,541.274834,2.583386469,0.649322884,18.54896356,21.78167291,3244.643734,1784.402291,895.9888837,564.2641894
S12000019,2009,Midlothian,2.792925101,0.544653834,12.5812871,0,1.719230848,0,17.63809688,0,5.521953552,5.521953552,71.46635916,0.965250586,37.39171159,520.2866559,0.958539436,0.194187692,20.06143535,651.3241397,88.64087937,83.63526673,521.3641635,693.6519398,181.0219547,143.0963142,324.1298989,0.167496964,0.042099629,12.2060148,12.4156114,1704.68164,451.25174,732.1614448,521.2451953
S12000018,2009,Inverclyde,0.016977393,0.084984643,1.654054874,0,0,0,1.75601691,0.171465265,0.843367849,1.014833114,16.47183747,0.23937073,5.788225542,438.2658435,0.561622016,0.526435172,6.846827951,468.7001624,101.9193585,96.16390085,525.9347789,724.0180383,184.9063962,172.0784351,356.9964613,2.64E-04,6.63E-05,7.332338897,7.332669062,1559.818181,407.3478845,713.6312011,438.8274656
S12000017,2009,Highland,37.93306283,9.567733103,148.7612644,3.634820615,21.55666236,0,221.4535433,2.743444231,63.66439576,66.40783999,588.6585032,11.45362472,762.6112694,2034.37896,36.05490655,42.50762709,274.3536861,3750.018577,301.3239372,284.3079631,632.0242277,1217.656128,891.711939,738.1136766,1629.825616,214.6374159,53.94817524,64.93537076,333.5209618,7218.882666,2734.703774,2410.110205,2074.068687
S12000014,2009,Falkirk,1.913709208,0.338527098,12.80381874,0.536717731,0.891855273,0,16.48462805,677.4514827,5.732607916,683.1840906,16014.3265,2.47157071,28.38830746,1274.485972,45.21946071,1.713039315,20.93912047,17387.54397,283.40188,267.397977,997.3361852,1548.147672,456.398623,309.7783993,766.1653922,0.038582701,0.009697593,17.93413818,17.98241847,20419.50817,17727.29257,1371.973457,1320.24215
S12000013,2009,Na h-Eileanan Siar,14.47510759,0.985629242,29.11677889,0,3.692605201,0,48.27012092,0,12.39485033,12.39485033,123.7934493,1.24120925,165.7168508,166.203047,5.360980233,1.583264809,32.22259779,496.1213991,0,0,0,0,59.01094751,92.65672424,151.6676718,0.860539196,0.216292761,9.486346165,10.56317812,719.0172203,238.0816426,309.3715504,171.5640272
S12000011,2009,East Renfrewshire,0.377272013,0.02289369,2.146581199,0,0,0,2.546746902,0.19264346,1.11383835,1.306481811,17.70903149,0.212422729,11.05162852,649.4758155,15.817611,0.2067012,13.76650583,708.2397163,57.28475922,54.04984868,710.9109555,822.2339334,113.1954182,174.404448,287.5998662,0.021871391,0.005497278,10.45931156,10.48668024,1832.413425,257.0448652,910.0867631,665.2934265
S12000010,2009,East Lothian,352.4134081,0.666818645,15.95995421,0,1.2748557,0,370.3150367,5.759201877,7.010757035,12.76995891,78.00989067,1.859069305,64.87040427,726.7096969,2.105561828,0.948357057,34.31126468,908.8142447,114.7071503,108.229557,585.410929,808.3476363,266.67738,198.8857338,465.5631138,211.842347,53.24564691,15.77171692,280.8597108,2846.669701,1229.944947,887.9094952,728.8152587
S12000008,2009,East Ayrshire,5.870040522,0.784189768,9.063347435,0,2.094098696,0,17.81167642,0.171465265,4.105568846,4.277034111,105.1465578,0.941436963,47.05478376,880.1067791,23.94226818,1.217257869,87.02208107,1145.431165,188.7829922,178.1222841,861.1132391,1228.006885,252.9887941,212.6906205,465.6794145,132.7789253,33.37340184,15.02054314,181.1728703,3042.379045,989.2935255,1149.048103,904.0490473
S12000006,2009,Dumfries and Galloway,25.91614478,2.669827587,44.91175524,0,6.969035771,0,80.46676338,1.714652652,19.56504759,21.27970024,269.4419114,3.948953602,332.1787404,1955.578861,46.50522131,2.309105355,450.3625427,3060.325335,212.8326576,200.8138481,679.3004401,1092.946946,534.1688646,373.5111529,907.6916477,40.26907581,10.12145599,36.40932606,86.79985786,5249.51025,1761.538076,1485.876462,2002.084082
S12000005,2009,Clackmannanshire,0.379612841,0.061249977,3.61861064,0,0.681254557,0,4.740728015,0,1.659439122,1.659439122,33.27800152,0.308525315,11.42828267,242.6154422,49.15836823,0.085196251,8.972118726,345.8459349,267.9990835,252.8649872,344.7616334,865.6257042,228.6238088,96.91332786,325.5255066,8.55E-05,2.15E-05,6.985470635,6.985577654,1550.382891,793.2539458,465.3667643,291.7738105
K03000001,2009,GREAT BRITAIN (inc Unallocated),13711.69778,396.5956539,5379.085862,156.6420249,1030.690215,0,20674.71153,30343.71889,2527.183981,32870.90287,132925.2435,946.2328712,26255.57549,434604.0781,7440.456274,715.5446292,12806.40259,615693.5335,98609.31912,93040.78169,347413.4277,539063.5285,182988.0868,112290.5062,295278.593,10080.50832,2533.691654,11536.29994,24150.49991,1527731.769,580128.5137,505402.0791,442201.1764
K02000001,2009,UNITED KINGDOM (inc Unallocated),15453.39366,434.2329265,5980.71098,156.7270785,1243.231668,0,23268.29631,30427.8056,2796.937108,33224.74271,139003.6085,1027.282608,35246.05052,449491.0823,7580.892626,811.6127211,14441.84393,647602.3732,98609.31912,93040.78169,347413.4277,539063.5285,182988.0868,112290.5062,295278.593,10648.56224,2676.469521,12397.99908,25723.03084,1564160.565,590806.231,516125.6316,457228.702
S92000003,2010,SCOTLAND,1606.574237,8.732843897,692.6814795,5.366539501,110.0513906,1.598941572,2425.005432,901.5984584,330.6905107,1232.288969,24631.98917,90.26226568,4534.1419,37117.75186,644.3669406,161.8200825,2623.52341,69803.85563,11762.08383,11097.8707,30329.84783,53189.80237,16018.7938,11371.92814,27390.72194,2647.549594,665.450005,969.4750072,4282.474607,158324.149,72327.89873,48228.76487,37767.48535
S12000050,2010,North Lanarkshire,10.03092461,0.03496392,13.38579803,0,0.107811286,0.002329547,23.5618274,113.0270459,6.664089681,119.6911356,231.8333251,2.738160734,42.92352051,2622.677005,30.6751525,1.447621979,24.24703123,2956.541817,507.0698402,478.4352506,2162.271197,3147.776288,907.1849091,599.8705218,1507.055431,4.272283446,1.073819749,43.92816655,49.27426976,7803.900768,2281.505317,2869.043294,2653.352158
S12000049,2010,Glasgow City,0.209887633,4.73E-04,7.539853871,0,0,0,7.750214846,3.111996675,3.963517665,7.07551434,275.2164662,3.466035228,15.14626336,3106.651507,20.58670093,5.178741959,3.581070826,3429.826786,1333.885986,1258.560509,3193.503377,5785.949872,1921.655374,1140.735292,3062.390665,0,0,44.06209031,44.06209031,12337.05514,4804.866541,4404.950394,3127.238208
S12000048,2010,Perth and Kinross,25.38817907,0.664628565,25.49456634,0,5.839457599,0.176851304,57.56368288,0.161494448,12.22131936,12.38281381,138.2524769,4.499829044,288.9523958,2029.735736,37.61297378,1.012887636,148.4305891,2648.496888,166.5272824,157.1233699,726.8868154,1050.537468,421.9244841,407.7443963,829.6688802,1.415354248,0.355743097,40.29059276,42.0616901,4640.711422,1071.772627,1501.590086,2067.348709
S12000047,2010,Fife,719.1441353,0.18498828,27.49907263,0,12.07776115,0.098779184,759.0047366,37.53546038,13.44341769,50.97887807,4280.071682,7.507341985,135.6068086,2167.423052,38.31568622,1.182387117,81.34721626,6711.454175,1944.180162,1834.390944,2502.587568,6281.158675,939.896795,683.3159945,1623.21279,8.352617242,2.099393793,67.50776205,77.95977308,15503.76903,9868.069665,3429.960623,2205.738738
S12000045,2010,East Dunbartonshire,0.030643736,0.009743033,3.155639739,0,0.066831062,9.39E-04,3.26379611,0.130782897,1.640803222,1.771586119,42.37618584,0.518740112,10.83532038,480.4465651,53.4324522,0.090718768,8.203785404,595.9037678,75.82824044,71.5461665,833.4474881,980.8218951,179.7797865,198.5264713,378.3062577,0.00121374,3.05E-04,16.78024344,16.78176224,1976.849065,378.5840816,1064.385966,533.8790173
S12000042,2010,Dundee City,0.035972846,2.29E-04,3.940586457,0,0.004176938,0,3.980965352,0.423060242,2.083321814,2.506382056,186.5317215,0.467150374,6.42314126,745.352129,4.319594899,0.579765839,0.987012026,944.6605149,314.6204739,296.853635,804.4328738,1415.906983,446.5580632,354.8573826,801.4154457,2.70E-04,6.80E-05,24.11955465,24.11989307,3192.590184,1247.0616,1195.856861,749.6717239
S12000041,2010,Angus,29.11557842,0.180874493,16.86998709,0.025663049,1.640924406,0.150223314,47.98325077,0,8.11017408,8.11017408,167.7343675,2.134661298,175.1475111,883.2693167,12.17462445,0.211833751,76.568518,1317.240833,178.64825,168.559858,593.4744507,940.6825587,293.3421716,286.2808526,579.6230242,1.578273585,0.396692159,28.79817715,30.77314289,2924.412983,920.2622264,1108.681153,895.4696042
S12000040,2010,West Lothian,4.790376706,0.069739202,13.15703488,0,0.757522923,0.007409252,18.78208296,26.1565792,6.407881665,32.56446086,222.81071,2.447360981,37.49860341,1436.520767,23.26901244,0.397001773,26.41570488,1749.35916,452.6641526,427.1018903,1117.265637,1997.03168,581.4430697,303.0987681,884.5418378,0.162128111,0.040750191,30.07374404,30.27662235,4712.555844,1745.264396,1507.501669,1459.789779
S12000039,2010,West Dunbartonshire,0.020988766,0.009400134,2.055988139,0,0.208847051,9.06E-04,2.296130066,0.292277345,1.056145991,1.348423335,59.67936179,0.736840945,10.21750934,537.863527,0.431668942,0.832670319,7.104988156,616.8665665,150.7313904,142.219483,549.9125783,842.8634516,235.5152703,168.9095392,404.4248095,0,0,9.746580604,9.746580604,1877.545962,597.3524241,741.8983416,538.2951959
