LA Code,Year,Region,Coal - Industrial,Coal - Commercial,Coal - Domestic,Coal - Rail,Coal - Public Sector,Coal - Agriculture,Coal - Total,Manufactured fuels - Industrial,Manufactured fuels - Domestic,Manufactured fuels - Total,Petroleum products - Industrial,Petroleum products - Commercial,Petroleum products - Domestic,Petroleum products - Road transport,Petroleum products - Rail,Petroleum products - Public Sector,Petroleum products - Agriculture,Petroleum products - Total,Gas - Industrial,Gas - Commercial,Gas - Domestic,Gas - Total,Electricity - Industrial & Commercial,Electricity - Domestic,Electricity - Total,Bioenergy & Wastes - Industrial,Bioenergy & Wastes - Commercial,Bioenergy & wastes - Domestic,Bioenergy & wastes - Total,All fuels - Total,Consuming Sector - Industry & Commercial,Consuming Sector - Domestic,Consuming Sector - Transport
K02000001,2011,UNITED KINGDOM (inc Unallocated),17569.8095,118.2201201,6165.085068,128.6930443,1243.109072,11.70780348,25236.6246,30933.88307,2902.826289,33836.70936,131792.3451,1164.737924,31265.7112,436837.113,7552.76708,1059.743119,14818.55028,624490.9677,103332.9602,85403.09629,324429.6117,513165.6682,175039.6162,111321.0186,286360.6148,12045.09979,2555.227431,13886.85128,28487.1785,1511577.763,577088.106,489971.1041,444518.5732
S92000003,2012,SCOTLAND,1385.33705,10.91618861,653.5061251,4.577100137,99.0163524,1.70832599,2155.061142,840.7945145,296.6704848,1137.464999,24155.42561,74.79504163,3477.976745,36368.03945,652.1185124,142.8444705,2741.956325,67613.15616,10957.30619,10771.95738,28801.62425,50530.88782,15218.79796,10958.46337,26177.26133,2603.672219,630.4677148,1071.144605,4305.284539,151919.116,69634.99534,45259.38557,37024.73507
S12000050,2012,North Lanarkshire,11.25653149,0.045684268,12.62997349,0,0.09741181,0.002488913,24.03208996,116.5504703,6.777616624,123.3280869,214.4845691,2.261406189,34.91268197,2827.557144,31.73929553,1.599179521,25.3611456,3137.915422,488.3758611,480.1147173,2032.265788,3000.756366,836.1144904,581.5957249,1417.710214,39.75962586,9.627617592,48.53494752,97.92219097,7801.66437,2225.651199,2716.716732,2859.29644
S12000049,2012,Glasgow City,0.172284552,5.86E-04,7.115057015,0,0,0,7.287927719,3.256219979,4.618636089,7.874856068,252.5279227,2.820443019,13.87830016,3119.969299,21.0971291,1.537453285,3.740066486,3415.570614,1269.89374,1248.412796,2991.386946,5509.693482,2013.264797,1084.177428,3097.442225,0,0,48.68291595,48.68291595,12086.55202,4795.626309,4149.859283,3141.066428
S12000048,2012,Perth and Kinross,31.12816485,0.824761698,24.05291727,0,5.206400902,0.188949796,61.40119452,0.183321422,11.11021639,11.29353781,118.2243113,3.720431883,220.6949049,1982.02805,37.94537888,1.056295913,155.3275696,2518.996942,171.4456749,168.545578,699.6867986,1039.678052,388.3942091,384.6190071,773.0132162,3.378940761,0.818195564,44.51589854,48.71303485,4453.095977,1048.442806,1384.679743,2019.973429
S12000047,2012,Fife,395.3839398,0.230606002,25.94524237,0,10.67079731,0.105536726,432.3361222,33.64236584,12.98089372,46.62325956,4017.291768,6.405256297,105.654794,2071.393087,38.48365507,1.239696291,85.23326763,6325.701525,1321.585309,1299.229973,2378.664424,4999.479706,985.2161709,664.6326789,1649.84885,58.90290952,14.26307908,74.58735352,147.7533421,13601.74281,8229.400676,3262.465386,2109.876742
S12000045,2012,East Dunbartonshire,0.045137809,0.01235705,2.977769693,0,0.05902375,0.001002506,3.095290808,0.110865755,1.864160744,1.975026499,35.36152905,0.431788871,9.06200974,456.8016065,53.0120702,0.09264208,8.573579804,563.3352262,74.75755423,73.49298948,785.9970097,934.2475534,156.2328076,190.0589666,346.2917752,0.004037,9.78E-04,18.5400006,18.54501515,1867.489887,349.1762925,1008.499917,509.8136767
S12000042,2012,Dundee City,0.034476193,3.15E-04,3.718626046,0,0.00368899,0,3.757106402,0.405052931,2.45910107,2.864154002,168.0990674,0.377044681,5.700210865,719.5198498,4.356018,0.257775007,1.043378786,899.3533445,326.13294,320.6162236,779.5001964,1426.24936,401.1778437,327.3832052,728.5610479,9.54E-04,2.31E-04,26.6489911,26.65017644,3087.435189,1218.148992,1145.410331,723.8758678
S12000041,2012,Angus,35.5930807,0.228962229,15.91613859,0.021887916,1.494505207,0.160500164,53.4150748,0,7.440358012,7.440358012,134.5366952,1.803028591,134.0194778,854.2842732,12.27426877,0.219411557,80.26605156,1217.403207,198.5430689,195.1846047,571.7733315,965.5010051,282.1285702,273.9153264,556.0438966,3.588091675,0.868840533,31.81826436,36.27519656,2836.078738,934.6154113,1034.882897,866.5804298
S12000040,2012,West Lothian,5.470336274,0.091320621,12.41349082,0,0.670674328,0.007916122,18.65373816,22.17315015,6.118479244,28.29162939,166.2394448,2.002259574,29.79426443,1392.801359,23.7241769,0.413309336,27.6134689,1642.588283,366.418619,360.2204484,1069.886546,1796.525613,594.0438916,296.6973424,890.741234,0.414215467,0.100300444,33.22760095,33.74211686,4410.542614,1545.879355,1448.137723,1416.525536
S12000039,2012,West Dunbartonshire,0.017228461,0.011719458,1.940043168,0,0.184449218,9.68E-04,2.154407921,0.294187177,1.165369892,1.459557068,45.52904882,0.597443427,8.28984131,528.9738005,0.43433227,0.838791723,7.419565514,592.0828235,152.5039022,149.9242156,510.4778277,812.9059456,183.3069774,156.2844526,339.59143,0,0,10.76871209,10.76871209,1758.962876,540.6284967,688.9262468,529.4081327
S12000038,2012,Renfrewshire,0.023722886,0.069909407,4.032802018,0,0,0.001935825,4.128370136,0.231812009,2.5204638,2.752275809,134.8725662,0.602278844,12.04920554,1202.979724,25.95886168,0.278473442,17.53895471,1394.280065,321.4078419,315.9710532,1061.027725,1698.40662,518.5424296,316.4404562,834.9828857,0.001669983,4.04E-04,24.99748589,24.99956025,3959.549776,1309.543052,1421.068138,1228.938586
S12000036,2012,City of Edinburgh,0.71893956,0.516945754,9.472850004,0,1.012979722,0.002558042,11.72427308,0.588374353,5.929286161,6.517660514,207.4026205,2.652560259,20.28292311,2650.267389,34.53706752,3.327989663,9.949135987,2928.419686,981.2967785,964.6976088,2831.241002,4777.235389,1588.574451,917.1988529,2505.773304,0.075656839,0.018319969,58.95359384,59.04757065,10288.71788,3760.834919,3843.078508,2684.804457
S12000035,2012,Argyll and Bute,14.77753165,0.88685164,39.96511457,0,6.222596319,0.070622838,61.92271701,0.366642856,17.10791759,17.47456045,181.6770665,3.348015872,147.7254172,643.9964186,5.811816683,55.12768615,112.0974313,1149.783852,77.30376282,75.99612755,332.4760579,485.7759483,253.3512049,295.8568086,549.2080135,1.588954137,0.384758218,37.91429366,39.88800601,2304.053097,783.1992526,871.0456095,649.8082353
S12000034,2012,Aberdeenshire,70.37795358,0.880132337,60.25077115,0,9.67795202,0.283286413,141.4700955,32.97007416,26.95066911,59.92074327,368.3504974,7.295046965,619.2415651,2017.293329,20.88760459,1.805647749,340.5256653,3375.399356,179.3024885,176.2694892,1051.100859,1406.672836,660.2191371,618.1987872,1278.417924,7.232804045,1.751391517,88.0590184,97.04321397,6358.924169,1856.941566,2463.801669,2038.180933
S12000033,2012,Aberdeen City,5.542694703,0.583410123,5.607136998,0,10.60880615,0.005980297,22.34802827,32.11293784,3.397029983,35.50996782,374.3570496,1.199180232,22.03623126,1045.714155,6.862617526,17.71998901,10.98359245,1478.872815,572.7913463,563.1022687,1399.785261,2535.678876,804.4655438,454.5488855,1259.014429,3.03584705,0.735116939,31.89336173,35.66432571,5367.088442,2397.243763,1917.267907,1052.576772
S12000030,2012,Stirling,2.663106459,0.366694412,9.847110905,0,2.047421691,0.024716262,14.94904973,0,4.545797154,4.545797154,63.61850784,3.148843609,70.95135199,940.2434324,23.5814746,1.218953861,60.97593493,1163.738499,387.2820865,380.730999,508.2868953,1276.299981,305.9789889,194.5451584,500.5241484,177.3034638,42.93324977,18.15375439,238.390468,3198.447943,1428.292967,806.3300682,963.824907
S12000029,2012,South Lanarkshire,12.63520043,0.217963878,27.98627594,0,1.617266323,0.041723823,42.49843039,17.77346578,13.04239592,30.81586169,246.6437303,2.207237138,129.9001893,2426.814633,12.34098338,0.979248826,118.170692,2937.056714,382.3913682,375.9230099,1888.913671,2647.22805,650.1873237,650.9912735,1301.178597,1.279473048,0.309818741,54.87031658,56.45960837,7015.237261,1810.377522,2765.704123,2439.155616
S12000028,2012,South Ayrshire,42.52209755,0.27441506,11.88034659,0,0.837491349,0.035328707,55.54967926,5.97715145,5.485929383,11.46308083,128.3515035,1.820594555,70.2923568,753.3020665,53.12231156,0.277848806,98.78141449,1105.948096,263.4048314,258.9491952,700.2579024,1222.611929,296.3254895,222.4199171,518.7454065,1.894036465,0.458632555,21.94251472,24.29518373,2938.613376,1099.910031,1032.278967,806.424378
S12000027,2012,Shetland Islands,7.320784178,0.392866227,10.33000182,0,2.814518545,0.04742757,20.90559834,0,4.438995899,4.438995899,121.4872974,2.897584657,67.37498829,138.7743958,0,1.146533351,62.72859836,394.4093979,0,0,0,0,90.88425392,102.6220158,193.5062697,0.754504111,0.182699834,10.25363571,11.19083964,624.4511015,290.6570681,195.0196375,138.7743958
S12000026,2012,Scottish Borders,62.08922617,0.274637065,43.44373894,0,2.215694509,0.111862701,108.1351594,0.733285712,18.61359867,19.34688438,124.0395358,2.954987244,213.0657042,871.8299859,0.942437213,0.550047177,267.0824998,1480.465197,149.8969923,147.361403,526.2656255,823.5240208,320.4533951,272.8208647,593.2742598,6.817374518,1.650797094,41.65648354,50.12465515,3074.870177,1086.231738,1115.866016,872.7724231
S12000023,2012,Orkney Islands,4.439712411,0.344398667,18.5278678,0,4.437488058,0.058731372,27.80819831,0,7.740707705,7.740707705,54.998607,2.432011858,81.356927,92.8906233,0,1.829351154,116.2737265,349.7812469,0,0,0,0,58.80462642,83.18261696,141.9872434,0.448204615,0.108530766,12.49731664,13.05405202,540.3714483,244.1753889,203.3054361,92.8906233
S12000021,2012,North Ayrshire,4.782835244,0.203544655,6.252624363,0,0.656674564,0.00846921,11.90414804,1.539307293,3.438207557,4.97751485,96.64871552,0.946104361,41.61124979,574.546503,6.843760167,0.283994959,44.00492047,764.8852483,678.6023252,667.1233972,795.8370911,2141.562813,480.0081618,264.6754879,744.6836497,1205.817445,291.9833625,26.23699224,1524.0378,5192.051174,3472.609258,1138.051653,581.3902632
S12000020,2012,Moray,57.15276646,0.23078793,22.8404344,0.963068344,2.408348564,0.054202941,83.64960864,0,9.955664965,9.955664965,159.8327112,1.208238874,147.2587124,529.1859287,6.562721612,4.246672926,88.76787027,937.0628559,698.6592423,686.8410405,448.8540601,1834.354343,316.3579932,197.4680887,513.8260818,6.292877356,1.523792426,26.42266244,34.23933222,3413.087886,2023.576545,852.7996229,536.7117186
S12000019,2012,Midlothian,4.562637383,0.144848836,12.39102035,0,1.693597421,0.007708713,18.79981271,0,5.515496192,5.515496192,54.81417467,0.87523834,32.64641582,487.8326898,1.065059455,0.131874489,21.1239984,598.489451,81.57649953,80.19658859,495.9988936,657.7719817,202.2569154,140.7807837,343.0376991,0.504314773,0.122117592,17.38724689,18.01367925,1641.62812,448.0105142,704.7198565,488.8977492
S12000018,2012,Inverclyde,0.013996612,0.033900834,1.630091108,0,0,0.001209892,1.679198446,0.110865755,1.031567474,1.142433229,17.8212517,0.213574274,5.214149715,401.4205967,0.567991127,0.398102808,7.204607375,432.8402737,99.93219551,98.24178797,487.9015017,686.0754852,197.1193348,156.4368126,353.5561473,5.95E-04,1.44E-04,10.44478387,10.44552286,1485.739061,421.091566,662.6589064,401.9885878
S12000017,2012,Highland,56.9141778,2.695933437,146.496988,3.129972096,19.91348481,0.178199082,229.3287552,2.933142847,60.96770389,63.90084673,503.3651875,10.47986489,661.0243724,1963.454364,36.21277453,39.73469416,289.0926312,3503.363889,272.2151316,267.6104643,583.4039334,1123.229529,911.9719083,700.8844953,1612.856403,744.0703721,180.1733505,92.49925885,1016.742981,7549.422404,3301.348542,2245.276752,2002.797111
S12000014,2012,Falkirk,1.7759162,0.065909024,12.61119764,0.462171781,0.809385803,0.003111141,15.72769159,565.3635892,5.907975605,571.2715648,15660.10021,2.262431699,25.06717254,1292.704211,45.61123241,2.115220753,22.05931629,17049.91979,414.4729954,407.4619588,933.5178376,1755.452792,419.0894319,298.106582,717.1960139,0.100128117,0.024245581,25.54685483,25.67122852,20135.23908,17495.70385,1300.75762,1338.777615
S12000013,2012,Na h-Eileanan Siar,19.96007138,0.238686014,28.67300488,0,3.377194623,0.020049562,52.26900645,0,11.76064056,11.76064056,92.63178959,1.133509751,143.3483534,163.3288436,5.356856433,1.073662283,33.94515319,440.8181682,0,0,0,0,62.28828849,93.18873831,155.4770258,2.200140241,0.532754231,13.5131282,16.24602268,676.5708637,217.4012994,290.4838654,168.6857
S12000011,2012,East Renfrewshire,0.51414018,0.003407788,2.115654831,0,0,0.003042001,2.636244799,0.135111037,1.389223864,1.524334901,13.89251974,0.20263577,9.882397197,604.4323831,15.77854619,0.138184974,14.52437151,658.8510385,52.80712426,51.91386299,664.9832648,769.704252,69.8062715,166.223505,236.0297765,0.0558765,0.013530247,14.89909977,14.96850652,1683.714153,204.0100785,859.4931454,620.2109293
S12000010,2012,East Lothian,490.88265,0.179359314,15.71864468,0,1.226799447,0.044109031,508.0515624,1.978686018,7.012065282,8.9907513,69.06765785,1.708574035,56.65445011,678.7483698,2.180692826,0.684887839,36.27707927,845.3217117,118.3837588,116.381233,549.5200964,784.2850882,260.579734,198.3009835,458.8807174,167.5258337,40.56563986,22.46652492,230.5579984,2836.08783,1305.486002,849.6727648,680.9290626
S12000008,2012,East Ayrshire,7.956692714,0.152574517,8.927424671,0,2.070912732,0.038474413,19.14607905,0.183321422,4.306466071,4.489787493,91.03567496,0.878863097,40.80313616,824.7584945,25.65024314,0.918307556,91.66985114,1075.714571,179.6456049,176.6068017,775.0762626,1131.328669,244.2515043,202.7699113,447.0214155,134.28699,32.51700083,21.3964915,188.2004824,2865.901004,962.2125742,1053.279692,850.4087376
S12000006,2012,Dumfries and Galloway,38.44090026,0.694919947,44.23124127,0,6.364727875,0.195794295,89.92758365,1.18111319,19.30557752,20.48669071,203.8711201,3.626000505,288.0763835,1881.250707,49.96348293,1.54657117,474.1444654,2902.478731,269.005786,264.4554066,627.2822568,1160.743449,538.9719842,358.9089599,897.8809441,36.33652475,8.798728795,51.86442515,96.9996787,5168.517077,1847.634043,1389.668844,1931.21419
S12000005,2012,Clackmannanshire,0.168115407,0.017778723,3.56452372,0,0.616060394,0.002419773,4.368898016,0,1.772272615,1.772272615,34.25126718,0.282562294,10.10660782,228.9417386,49.21365211,0.055972724,9.456321029,332.3081218,407.2713584,400.3821415,320.2551801,1127.90868,128.429831,92.52925548,220.9590864,3.58E-04,8.66E-05,9.950676323,9.951120833,1697.26818,980.9342727,438.1785161,278.1553907
K03000001,2012,GREAT BRITAIN (inc Unallocated),15074.04569,87.9011306,5296.244402,134.8856571,968.4690833,10.85160652,21572.39757,30803.92123,2730.089613,33534.01084,118642.1441,880.0199431,23650.57188,416657.9799,7659.898452,578.5956445,13518.31888,581587.5288,94227.11434,92633.21137,323186.3882,510046.6939,180826.8226,110065.6577,290892.4703,11320.38725,2741.181715,16433.2502,30494.81916,1468127.921,562312.9846,481362.202,424452.7641
K02000001,2012,UNITED KINGDOM (inc Unallocated),17370.03372,96.40954754,5888.822138,134.9588975,1130.136617,11.89274817,24632.25367,30881.62966,3008.710388,33890.34005,123769.1776,953.6032718,31697.1212,430487.3665,7799.28401,656.554681,15241.77571,610604.8829,94227.11434,92633.21137,323186.3882,510046.6939,180826.8226,110065.6577,290892.4703,11528.93963,2791.681753,17660.725,31981.34639,1502047.987,572118.9832,491507.4246,438421.6094
S92000003,2013,SCOTLAND,1380.99208,12.03903129,626.3690449,3.895223026,110.1780679,0,2133.473447,898.6730272,337.0232817,1235.696309,22508.44751,80.64530621,3580.951677,36334.94478,651.5971805,120.8143801,2709.430744,65986.83158,10336.40785,10237.91546,28072.98614,48647.30945,15220.29259,10652.6011,25872.89368,3163.078826,975.1190764,1261.003957,5399.201859,149275.4063,67754.03395,44530.9352,36990.43718
S12000050,2013,North Lanarkshire,9.903675864,0.047713715,12.08774159,0,0.108353454,0,22.14748462,115.7127712,7.260868524,122.9736397,180.8870721,2.371024254,35.70592244,2794.252998,31.79868244,0.629288693,25.0552927,3070.700281,544.4247585,539.2371053,1980.502173,3064.164037,832.6694216,574.4261584,1407.09558,15.57843545,4.802545375,57.13772038,77.5187012,7764.599724,2271.427458,2667.120585,2826.051681
S12000049,2013,Glasgow City,0.162709248,6.51E-04,6.795969264,0,0,0,6.959329791,3.201495456,4.663441408,7.864936864,223.7036648,2.982159657,14.05456002,3123.395705,21.23843808,1.554132845,3.695078681,3390.623739,1194.569673,1183.186993,2906.67575,5284.432416,1961.426877,1051.343295,3012.770172,0,0,57.31191608,57.31191608,11759.96251,4574.483435,4040.844932,3144.634144
S12000048,2013,Perth and Kinross,36.42779757,0.916364218,23.05086099,0,5.797830108,0,66.19285288,0.178376544,12.54117984,12.71955639,109.0336829,4.031620119,227.4121683,1991.748969,38.50241803,0.402754727,153.4982454,2524.629858,180.3307948,178.6124791,686.996878,1045.940152,389.4209537,365.9179829,755.3389366,3.325211723,1.025101669,52.40629882,56.75661221,4461.577968,1063.001213,1368.325369,2030.251387
S12000047,2013,Fife,215.0136853,0.255377844,24.84739031,0,11.8923576,0,252.008811,33.11404073,14.24128366,47.35532439,4134.503571,6.79929199,108.6548515,2069.060495,39.06464638,0.475962658,84.22810938,6442.786928,866.4187556,858.1629224,2300.727757,4025.309435,992.644244,652.116237,1644.760481,235.0925247,72.47470524,87.80789033,395.3751203,12807.5961,7511.075548,3188.39541,2108.125142
S12000045,2013,East Dunbartonshire,0.04878057,0.013504849,2.845397289,0,0.065782746,0,2.973465453,0.109417424,1.902464219,2.011881643,31.11762326,0.459783362,9.288693431,449.7154327,52.29390257,0.035581194,8.47084264,551.3818592,73.46832044,72.7682638,765.6062511,911.8428354,158.4222955,187.8573804,346.2796759,0.003711003,0.001144034,21.82619792,21.83105295,1836.320771,344.9850508,989.3263844,502.0093353
S12000042,2013,Dundee City,0.034009504,3.34E-04,3.551088069,0,0.004111426,0,3.589542781,0.397211381,2.469673519,2.8668849,153.5343827,0.411482612,5.799088311,705.4782289,4.420862275,0.104057983,1.029695789,870.7777986,314.9426961,311.9417057,755.6432698,1382.527672,413.9110789,313.8440076,727.7550866,8.77E-04,2.70E-04,31.37249919,31.37364628,3018.890631,1196.311913,1112.679627,709.8990912
S12000041,2013,Angus,41.04545976,0.249283037,15.25155701,0.018627143,1.661246703,0,58.22617365,0,8.36207895,8.36207895,117.5386157,1.929633772,138.0938025,861.6926008,12.45853033,0.083616281,79.33092246,1211.127722,188.6235918,186.8262567,558.9773679,934.4272164,280.2816473,263.7052811,543.9869284,3.452106273,1.064220927,37.45802117,41.97434837,2798.104468,902.0866008,1021.848109,874.1697583
S12000040,2013,West Lothian,6.291095135,0.097791367,11.88979345,0,0.747315411,0,19.02599537,21.88348404,6.747714905,28.63119894,141.7255181,2.135368867,30.62351694,1399.40415,23.94453321,0.158257237,27.28353757,1625.274882,352.3933309,349.0354852,1045.929014,1747.35783,567.6624365,296.0139241,863.6763605,0.425835804,0.131277353,39.11716132,39.67427448,4323.640541,1469.970734,1430.321125,1423.348683
S12000039,2013,West Dunbartonshire,0.016270928,0.012949121,1.854637798,0,0.205571089,0,2.089428937,0.287793956,1.204288593,1.49208255,38.28362917,0.66184653,8.471594973,524.9986084,0.441298606,0.773553308,7.331158918,580.96169,147.608678,146.2021611,499.0863527,792.8971919,195.2119828,154.3194776,349.5314604,0,0,12.67745596,12.67745596,1739.64931,536.5955949,677.6138077,525.4399071
S12000038,2013,Renfrewshire,0.024940919,0.078267155,3.853600744,0,0,0,3.956808818,0.236715787,2.573524349,2.810240136,124.6721039,0.655706099,12.33769605,1204.98528,25.44379784,0.106474139,17.3295037,1385.530562,299.9881535,297.1296603,1043.249444,1640.367257,518.4547972,310.7582998,829.213097,0.001534385,4.73E-04,29.42826626,29.43027367,3891.308239,1258.67833,1402.200831,1230.429078
S12000036,2013,City of Edinburgh,1.028073648,0.55536197,9.051764676,0,1.122167396,0,11.75736769,0.575587924,6.05141029,6.626998215,189.3198155,2.853744198,20.7109187,2641.636267,34.93079592,2.08141161,9.82849552,2901.361449,969.9337151,960.6915203,2758.097001,4688.722237,1591.07074,892.1163919,2483.187132,0.090894691,0.028021163,69.40306177,69.52197762,10161.17716,3729.179549,3755.430549,2676.567063
S12000035,2013,Argyll and Bute,22.59497874,0.982497667,38.32316175,0,6.914130168,0,68.81476832,0.356753076,19.86973601,20.22648909,175.5044805,3.66622015,151.2688561,647.9775182,5.829938549,51.31189743,110.7689361,1146.327847,73.11822707,72.42150637,325.4251068,470.9648402,237.7649638,280.1482789,517.9132427,2.06149589,0.6355213,44.63456582,47.33158301,2271.57877,758.1016082,859.6697053,653.8074568
S12000034,2013,Aberdeenshire,105.5404774,0.95565094,57.75566402,0,10.76974195,0,175.0215343,32.44613699,30.78503641,63.2311734,330.7521406,7.889781963,638.8511302,2040.368394,21.12154958,0.688780295,336.4974198,3376.169197,184.2196531,182.4642817,1029.061673,1395.745608,665.0974244,596.2491934,1261.346618,9.442257432,2.910874453,103.6673949,116.0205268,6387.534657,1869.674621,2456.370092,2061.489944
S12000033,2013,Aberdeen City,7.076482189,0.639487052,5.359806103,0,11.7886352,0,24.86441054,31.70914331,3.501312693,35.210456,331.3769678,1.298089765,22.67316936,1040.312935,6.866770552,17.10870436,10.8513528,1430.48799,496.8106837,492.0767302,1348.967393,2337.854807,815.6628985,444.8952211,1260.55812,8.030079501,2.475525947,37.54642948,48.05203493,5137.027817,2226.90478,1862.943331,1047.179705
S12000030,2013,Stirling,3.246090621,0.408314018,9.436920631,0,2.281545186,0,15.37287046,0,5.132378674,5.132378674,55.25876454,3.345311117,72.84790759,928.1719379,23.87320358,0.76045295,60.24485551,1144.502433,370.1530391,366.6259666,494.0906831,1230.869689,300.6414725,188.2185262,488.8599988,444.2205334,136.9450273,21.37148993,602.5370506,3487.27442,1744.131373,791.0979061,952.0451414
S12000029,2013,South Lanarkshire,17.37205658,0.238726835,26.81839122,0,1.802317987,0,46.23149263,17.85275635,14.67459577,32.52735211,217.8672247,2.363808037,133.6471205,2428.389801,12.52956066,0.385211454,116.7621875,2911.944914,355.2212986,351.836506,1852.989239,2560.047044,646.1872763,630.8285863,1277.015863,1.494751744,0.460804495,64.59602752,66.55158376,6894.318249,1729.844927,2723.55396,2440.919362
S12000028,2013,South Ayrshire,47.40132879,0.305746106,11.38543428,0,0.932528662,0,60.02503783,5.817466688,6.193198331,12.01066502,119.3301945,1.971611384,72.31246506,745.5311454,52.04691131,0.105785433,97.60656164,1088.904675,321.6495396,318.5846418,685.2707994,1325.504981,293.8331052,217.2484218,511.0815271,203.7177529,62.80243965,25.83180439,292.3519969,3289.878882,1474.058702,1018.242123,797.5780567
S12000027,2013,Shetland Islands,9.269506397,0.43111033,9.905307658,0,3.131525817,0,22.7374502,0,5.148022849,5.148022849,115.6543607,3.114905559,69.72633874,140.4082949,0,0.434824045,61.98788829,391.3266122,0,0,0,0,95.14511659,101.3292475,196.474364,0.846330517,0.260908146,12.07108279,13.17832144,628.8647707,290.2764764,198.1799995,140.4082949
S12000026,2013,Scottish Borders,103.8777645,0.303506924,41.65858587,0,2.468567576,0,148.3084249,0.713506152,21.61109874,22.32460489,106.3193501,3.164932248,219.212936,873.4159208,0.954927647,0.214889162,263.909939,1467.192895,144.6074148,143.229496,511.6697864,799.5066971,314.6581104,262.1831857,576.8412961,9.439136613,2.909912362,49.04005526,61.38910424,3075.563022,1095.816526,1105.375648,874.3708484
S12000023,2013,Orkney Islands,5.576163145,0.377991177,17.76989952,0,4.935121197,0,28.65917504,0,9.075225607,9.075225607,54.72409976,2.62166792,84.28638004,94.49575443,0,0.694828512,114.8950539,351.7177846,0,0,0,0,60.27802733,79.75613997,140.0341673,0.509118477,0.156951871,14.71245402,15.37852437,544.8648769,244.7690233,205.6000992,94.49575443
S12000021,2013,North Ayrshire,2.018770499,0.22674269,5.982775531,0,0.7315392,0,8.959827921,1.514521193,3.653903956,5.168425149,83.8274863,1.043462045,42.72569385,567.4154134,6.733958929,0.108209602,43.48164152,745.3358656,650.5188617,644.3202711,779.2311685,2074.070301,476.1529495,260.6953007,736.8482502,1144.62713,352.8675102,30.88747393,1528.382114,5098.764784,3401.439096,1123.176317,574.1493723
S12000020,2013,Moray,66.67821362,0.253077185,21.89900818,0.819594466,2.682443241,0,92.33233669,0,11.48340268,11.48340268,144.6916518,1.315282336,152.0006963,532.0894227,6.69599098,3.86360858,87.71152664,928.3681793,731.6570817,724.6853503,432.3373204,1888.679753,322.818837,191.2341157,514.0529527,36.54777762,11.26700823,31.106054,78.92083985,3513.837464,2134.171858,840.0605973,539.6050081
S12000019,2013,Midlothian,8.323464384,0.160973749,11.87834433,0,1.877245541,0,22.24002801,0,6.311764843,6.311764843,48.08429427,0.94162466,33.57288282,483.4765705,1.037205303,0.050145339,20.87241464,588.0351375,81.48391638,80.70748164,483.143268,645.334666,208.4199946,139.7691221,348.1891166,0.75995437,0.234279967,20.46911971,21.46335405,1631.574067,451.9157895,695.1445017,484.5137758
S12000018,2013,Inverclyde,0.014436517,0.038036659,1.557439091,0,0,0,1.609912267,0.109417424,1.049385169,1.158802593,13.95353578,0.23095803,5.347224478,397.4458276,0.573250422,0.245304147,7.11894354,424.915044,102.2571758,101.2827992,480.3069557,683.8469308,192.8577038,153.5771984,346.4349022,5.75E-04,1.77E-04,12.2961118,12.29686446,1470.262456,418.1090634,654.1343147,398.019078
S12000017,2013,Highland,78.347898,2.995706979,140.5078811,2.663682028,22.16274129,0,246.6779094,2.854024632,71.58683154,74.44085618,437.1439399,11.51328458,680.5328949,1980.916572,36.7810989,36.09678681,285.6689116,3468.653488,277.5260904,274.8816312,573.8229829,1126.230705,951.6765897,669.2835131,1620.960102,705.2755585,217.4234943,108.8946637,1031.593717,7568.556778,3303.566658,2244.628767,2020.361353
S12000014,2013,Falkirk,1.892397966,0.07184971,12.08440034,0.393319378,0.901857852,0,15.34382524,626.1635269,6.634727664,632.7982546,14400.97701,2.395388825,25.75683266,1288.048015,45.98926252,0.600981436,21.79625967,15785.56375,381.892856,378.2539185,911.7710274,1671.917802,419.1104212,291.4708305,710.5812517,0.097759235,0.030137376,30.07501033,30.20290693,18846.40779,16234.18437,1277.792829,1334.430597
S12000013,2013,Na h-Eileanan Siar,25.50912561,0.264185522,27.50372259,0,3.761115181,0,57.0381489,0,13.88799001,13.88799001,84.82253946,1.246073137,147.6673053,162.5572005,5.233133178,0.407642409,33.54322751,435.4771215,0,0,0,0,63.97683465,91.10604866,155.0828833,2.329050807,0.718003564,15.9083172,18.95537157,680.4415153,216.5777978,296.0733838,167.7903337
S12000011,2013,East Renfrewshire,0.623154648,0.00366338,2.020504218,0,0,0,2.647322246,0.138587046,1.398035671,1.536622717,11.28492897,0.214842537,10.13793843,604.1756009,15.6242192,0.053142448,14.34954857,655.840221,51.41211341,50.92222347,651.3529684,753.6873053,69.818229,164.1166815,233.9349105,0.056152879,0.017310901,17.5399509,17.61341469,1665.259797,198.8938973,846.5660791,619.7998201
S12000010,2013,East Lothian,496.2506823,0.19873044,15.0680272,0,1.361805337,0,512.8792453,1.958783145,8.01780441,9.976587556,63.89298941,1.828348381,58.19644855,675.6120137,2.186207272,0.259751631,35.85067101,837.82643,114.4672029,113.3764807,534.2438484,762.0875321,274.369435,191.7921345,466.1615695,202.6612026,62.4767246,26.44869491,291.5866221,2880.517986,1368.952807,833.766958,677.798221
