Applicable At,Applicable For,Data Item,Value,Generated Time,Quality Indicator
24/10/2023 01:00,24/10/2023,"NTS System Input Physical, Actual (Energy), D+1",2508870877,25/10/2023 14:01,A
24/10/2023 01:00,24/10/2023,"System Entry Energy, STFergus-Mobil, D+1",190449088,25/10/2023 12:01,L
24/10/2023 01:00,24/10/2023,"System Entry Energy, STFergus-NSMP, D+1",168586632,25/10/2023 14:01,A
24/10/2023 01:00,24/10/2023,"System Entry Energy, STFergus-Shell, D+1",180213560,25/10/2023 12:01,L
23/10/2023 01:00,23/10/2023,"NTS System Input Physical, Actual (Energy), D+1",2445786585,24/10/2023 12:01,L
23/10/2023 01:00,23/10/2023,"System Entry Energy, STFergus-Mobil, D+1",125030176,24/10/2023 12:01,L
23/10/2023 01:00,23/10/2023,"System Entry Energy, STFergus-NSMP, D+1",171607083,24/10/2023 12:01,L
23/10/2023 01:00,23/10/2023,"System Entry Energy, STFergus-Shell, D+1",75449002,24/10/2023 12:01,L
22/10/2023 01:00,22/10/2023,"NTS System Input Physical, Actual (Energy), D+1",2037613749,23/10/2023 14:01,A
22/10/2023 01:00,22/10/2023,"System Entry Energy, STFergus-Mobil, D+1",173967088,23/10/2023 12:01,L
22/10/2023 01:00,22/10/2023,"System Entry Energy, STFergus-NSMP, D+1",174466510,23/10/2023 14:01,A
22/10/2023 01:00,22/10/2023,"System Entry Energy, STFergus-Shell, D+1",160338005,23/10/2023 14:01,A
21/10/2023 01:00,21/10/2023,"NTS System Input Physical, Actual (Energy), D+1",2008242875,22/10/2023 12:01,L
21/10/2023 01:00,21/10/2023,"System Entry Energy, STFergus-Mobil, D+1",175484944,22/10/2023 12:01,L
21/10/2023 01:00,21/10/2023,"System Entry Energy, STFergus-NSMP, D+1",165530000,22/10/2023 12:01,L
21/10/2023 01:00,21/10/2023,"System Entry Energy, STFergus-Shell, D+1",155531249,22/10/2023 12:01,L
20/10/2023 01:00,20/10/2023,"NTS System Input Physical, Actual (Energy), D+1",2072513281,21/10/2023 12:01,L
20/10/2023 01:00,20/10/2023,"System Entry Energy, STFergus-Mobil, D+1",179323072,21/10/2023 12:01,L
20/10/2023 01:00,20/10/2023,"System Entry Energy, STFergus-NSMP, D+1",152680000,21/10/2023 12:01,L
20/10/2023 01:00,20/10/2023,"System Entry Energy, STFergus-Shell, D+1",147246390,21/10/2023 12:01,L
19/10/2023 01:00,19/10/2023,"NTS System Input Physical, Actual (Energy), D+1",2087015319,20/10/2023 12:01,L
19/10/2023 01:00,19/10/2023,"System Entry Energy, STFergus-Mobil, D+1",179489840,20/10/2023 12:01,L
19/10/2023 01:00,19/10/2023,"System Entry Energy, STFergus-NSMP, D+1",143086085,20/10/2023 12:01,L
19/10/2023 01:00,19/10/2023,"System Entry Energy, STFergus-Shell, D+1",147246390,20/10/2023 12:01,L
18/10/2023 01:00,18/10/2023,"NTS System Input Physical, Actual (Energy), D+1",1987037923,19/10/2023 14:01,A
18/10/2023 01:00,18/10/2023,"System Entry Energy, STFergus-Mobil, D+1",172840384,19/10/2023 12:01,L
18/10/2023 01:00,18/10/2023,"System Entry Energy, STFergus-NSMP, D+1",148070035,19/10/2023 12:01,L
18/10/2023 01:00,18/10/2023,"System Entry Energy, STFergus-Shell, D+1",179946772,19/10/2023 14:01,A
17/10/2023 01:00,17/10/2023,"NTS System Input Physical, Actual (Energy), D+1",2155291157,18/10/2023 14:01,A
17/10/2023 01:00,17/10/2023,"System Entry Energy, STFergus-Mobil, D+1",172123488,18/10/2023 12:01,L
17/10/2023 01:00,17/10/2023,"System Entry Energy, STFergus-NSMP, D+1",149408038,18/10/2023 12:01,L
17/10/2023 01:00,17/10/2023,"System Entry Energy, STFergus-Shell, D+1",240587744,18/10/2023 14:01,A
16/10/2023 01:00,16/10/2023,"NTS System Input Physical, Actual (Energy), D+1",2509006744,17/10/2023 16:01,A
16/10/2023 01:00,16/10/2023,"System Entry Energy, STFergus-Mobil, D+1",171165488,17/10/2023 12:01,L
16/10/2023 01:00,16/10/2023,"System Entry Energy, STFergus-NSMP, D+1",144784227,17/10/2023 16:01,A
16/10/2023 01:00,16/10/2023,"System Entry Energy, STFergus-Shell, D+1",221212085,17/10/2023 12:01,L
15/10/2023 01:00,15/10/2023,"NTS System Input Physical, Actual (Energy), D+1",2022828930,16/10/2023 14:01,A
15/10/2023 01:00,15/10/2023,"System Entry Energy, STFergus-Mobil, D+1",166925360,16/10/2023 12:01,L
15/10/2023 01:00,15/10/2023,"System Entry Energy, STFergus-NSMP, D+1",128649063,16/10/2023 14:01,A
15/10/2023 01:00,15/10/2023,"System Entry Energy, STFergus-Shell, D+1",181189810,16/10/2023 12:01,L
14/10/2023 01:00,14/10/2023,"NTS System Input Physical, Actual (Energy), D+1",1965731736,15/10/2023 12:01,L
14/10/2023 01:00,14/10/2023,"System Entry Energy, STFergus-Mobil, D+1",164113472,15/10/2023 12:01,L
14/10/2023 01:00,14/10/2023,"System Entry Energy, STFergus-NSMP, D+1",134850000,15/10/2023 12:01,L
