Applicable At,Applicable For,Data Item,Value,Generated Time,Quality Indicator
"31/12/2018 00:00:00","31/12/2018","NTS System Input Physical, Actual (Energy), D+1","2657517520.0000","01/01/2019 14:02:16","A"
"31/12/2018 00:00:00","31/12/2018","System Entry Energy, STFergus-Mobil, D+1","183428624.0000","01/01/2019 12:02:17","L"
"31/12/2018 00:00:00","31/12/2018","System Entry Energy, STFergus-NSMP, D+1","338004123.0000","01/01/2019 12:02:17","L"
"31/12/2018 00:00:00","31/12/2018","System Entry Energy, STFergus-Shell, D+1","232257889.0000","01/01/2019 12:02:17","L"
"30/12/2018 00:00:00","30/12/2018","NTS System Input Physical, Actual (Energy), D+1","2669591338.0000","31/12/2018 14:02:17","A"
"30/12/2018 00:00:00","30/12/2018","System Entry Energy, STFergus-Mobil, D+1","183872848.0000","31/12/2018 14:02:17","A"
"30/12/2018 00:00:00","30/12/2018","System Entry Energy, STFergus-NSMP, D+1","380626823.0000","31/12/2018 12:02:18","L"
"30/12/2018 00:00:00","30/12/2018","System Entry Energy, STFergus-Shell, D+1","232257889.0000","31/12/2018 12:02:18","L"
"29/12/2018 00:00:00","29/12/2018","NTS System Input Physical, Actual (Energy), D+1","2654066969.0000","30/12/2018 12:02:18","L"
"29/12/2018 00:00:00","29/12/2018","System Entry Energy, STFergus-Mobil, D+1","182109024.0000","30/12/2018 12:02:18","L"
"29/12/2018 00:00:00","29/12/2018","System Entry Energy, STFergus-NSMP, D+1","379590000.0000","30/12/2018 12:02:18","L"
"29/12/2018 00:00:00","29/12/2018","System Entry Energy, STFergus-Shell, D+1","236069250.0000","30/12/2018 12:02:18","L"
"28/12/2018 00:00:00","28/12/2018","NTS System Input Physical, Actual (Energy), D+1","2824274936.0000","29/12/2018 12:02:18","L"
"28/12/2018 00:00:00","28/12/2018","System Entry Energy, STFergus-Mobil, D+1","192356336.0000","29/12/2018 12:02:18","L"
"28/12/2018 00:00:00","28/12/2018","System Entry Energy, STFergus-NSMP, D+1","473460000.0000","29/12/2018 12:02:18","L"
"28/12/2018 00:00:00","28/12/2018","System Entry Energy, STFergus-Shell, D+1","236069250.0000","29/12/2018 12:02:18","L"
"27/12/2018 00:00:00","27/12/2018","NTS System Input Physical, Actual (Energy), D+1","2863274125.0000","28/12/2018 14:02:18","A"
"27/12/2018 00:00:00","27/12/2018","System Entry Energy, STFergus-Mobil, D+1","199423072.0000","28/12/2018 12:02:18","L"
"27/12/2018 00:00:00","27/12/2018","System Entry Energy, STFergus-NSMP, D+1","419860226.0000","28/12/2018 12:02:18","L"
"27/12/2018 00:00:00","27/12/2018","System Entry Energy, STFergus-Shell, D+1","236069250.0000","28/12/2018 12:02:18","L"
"26/12/2018 00:00:00","26/12/2018","NTS System Input Physical, Actual (Energy), D+1","2761351678.0000","27/12/2018 14:02:19","A"
"26/12/2018 00:00:00","26/12/2018","System Entry Energy, STFergus-Mobil, D+1","190062384.0000","27/12/2018 12:02:18","L"
"26/12/2018 00:00:00","26/12/2018","System Entry Energy, STFergus-NSMP, D+1","399382813.0000","27/12/2018 12:02:18","L"
"26/12/2018 00:00:00","26/12/2018","System Entry Energy, STFergus-Shell, D+1","238836333.0000","27/12/2018 12:02:18","L"
"25/12/2018 00:00:00","25/12/2018","NTS System Input Physical, Actual (Energy), D+1","2769069431.0000","10/01/2019 16:28:14","A"
