Applicable At,Applicable For,Data Item,Value,Generated Time,Quality Indicator
"31/12/2015 00:00:00","31/12/2015","NTS System Input Physical, Actual (Energy), D+1","2529927685.0000","01/01/2016 12:04:21","L"
"31/12/2015 00:00:00","31/12/2015","System Entry Energy, STFergus-Mobil, D+1","236879167.0000","01/01/2016 12:04:21","L"
"31/12/2015 00:00:00","31/12/2015","System Entry Energy, STFergus-NSMP, D+1","203244048.0000","01/01/2016 12:04:21","L"
"31/12/2015 00:00:00","31/12/2015","System Entry Energy, STFergus-Shell, D+1","298644444.0000","01/01/2016 12:04:21","L"
"30/12/2015 00:00:00","30/12/2015","NTS System Input Physical, Actual (Energy), D+1","2530553566.0000","31/12/2015 14:02:21","A"
"30/12/2015 00:00:00","30/12/2015","System Entry Energy, STFergus-Shell, D+1","289929222.0000","31/12/2015 14:02:21","A"
"30/12/2015 00:00:00","30/12/2015","System Entry Energy, STFergus-Mobil, D+1","225463296.0000","31/12/2015 12:06:24","L"
"30/12/2015 00:00:00","30/12/2015","System Entry Energy, STFergus-NSMP, D+1","184712822.0000","31/12/2015 12:06:24","L"
"29/12/2015 00:00:00","29/12/2015","NTS System Input Physical, Actual (Energy), D+1","2438664054.0000","30/12/2015 12:04:21","L"
"29/12/2015 00:00:00","29/12/2015","System Entry Energy, STFergus-Mobil, D+1","202918160.0000","30/12/2015 12:04:21","L"
"29/12/2015 00:00:00","29/12/2015","System Entry Energy, STFergus-NSMP, D+1","187143006.0000","30/12/2015 12:04:21","L"
"29/12/2015 00:00:00","29/12/2015","System Entry Energy, STFergus-Shell, D+1","293830333.0000","30/12/2015 12:04:21","L"
"28/12/2015 00:00:00","28/12/2015","NTS System Input Physical, Actual (Energy), D+1","2304384000.0000","29/12/2015 14:02:22","A"
"28/12/2015 00:00:00","28/12/2015","System Entry Energy, STFergus-Shell, D+1","289796417.0000","29/12/2015 14:02:22","A"
"28/12/2015 00:00:00","28/12/2015","System Entry Energy, STFergus-Mobil, D+1","195091968.0000","29/12/2015 12:04:24","L"
"28/12/2015 00:00:00","28/12/2015","System Entry Energy, STFergus-NSMP, D+1","220458183.0000","29/12/2015 12:04:24","L"
"27/12/2015 00:00:00","27/12/2015","NTS System Input Physical, Actual (Energy), D+1","2174605685.0000","28/12/2015 12:04:20","L"
"27/12/2015 00:00:00","27/12/2015","System Entry Energy, STFergus-Mobil, D+1","193915136.0000","28/12/2015 12:04:20","L"
"27/12/2015 00:00:00","27/12/2015","System Entry Energy, STFergus-NSMP, D+1","203140000.0000","28/12/2015 12:04:20","L"
"27/12/2015 00:00:00","27/12/2015","System Entry Energy, STFergus-Shell, D+1","292932000.0000","28/12/2015 12:04:20","L"
"26/12/2015 00:00:00","26/12/2015","NTS System Input Physical, Actual (Energy), D+1","2223171584.0000","27/12/2015 14:02:21","A"
"26/12/2015 00:00:00","26/12/2015","System Entry Energy, STFergus-Mobil, D+1","227559008.0000","27/12/2015 12:04:21","L"
"26/12/2015 00:00:00","26/12/2015","System Entry Energy, STFergus-NSMP, D+1","207300000.0000","27/12/2015 12:04:21","L"
"26/12/2015 00:00:00","26/12/2015","System Entry Energy, STFergus-Shell, D+1","294512000.0000","27/12/2015 12:04:21","L"
"25/12/2015 00:00:00","25/12/2015","NTS System Input Physical, Actual (Energy), D+1","2248173312.0000","26/12/2015 12:04:15","L"
"25/12/2015 00:00:00","25/12/2015","System Entry Energy, STFergus-Mobil, D+1","222459456.0000","26/12/2015 12:04:15","L"
"25/12/2015 00:00:00","25/12/2015","System Entry Energy, STFergus-NSMP, D+1","235747393.0000","26/12/2015 12:04:15","L"
"25/12/2015 00:00:00","25/12/2015","System Entry Energy, STFergus-Shell, D+1","294301333.0000","26/12/2015 12:04:15","L"
"24/12/2015 00:00:00","24/12/2015","NTS System Input Physical, Actual (Energy), D+1","2484599976.0000","25/12/2015 12:04:22","L"
"24/12/2015 00:00:00","24/12/2015","System Entry Energy, STFergus-Mobil, D+1","203519488.0000","25/12/2015 12:04:22","L"
"24/12/2015 00:00:00","24/12/2015","System Entry Energy, STFergus-NSMP, D+1","270120000.0000","25/12/2015 12:04:22","L"
"24/12/2015 00:00:00","24/12/2015","System Entry Energy, STFergus-Shell, D+1","293009250.0000","25/12/2015 12:04:22","L"
"23/12/2015 00:00:00","23/12/2015","NTS System Input Physical, Actual (Energy), D+1","2534622158.0000","24/12/2015 14:02:18","A"
"23/12/2015 00:00:00","23/12/2015","System Entry Energy, STFergus-Mobil, D+1","202948240.0000","24/12/2015 12:04:28","L"
"23/12/2015 00:00:00","23/12/2015","System Entry Energy, STFergus-NSMP, D+1","282284697.0000","24/12/2015 12:04:28","L"
"23/12/2015 00:00:00","23/12/2015","System Entry Energy, STFergus-Shell, D+1","302102389.0000","24/12/2015 12:04:28","L"
"22/12/2015 00:00:00","22/12/2015","NTS System Input Physical, Actual (Energy), D+1","2484104597.0000","23/12/2015 12:04:13","L"
"22/12/2015 00:00:00","22/12/2015","System Entry Energy, STFergus-Mobil, D+1","205490304.0000","23/12/2015 12:04:13","L"
"22/12/2015 00:00:00","22/12/2015","System Entry Energy, STFergus-NSMP, D+1","282201436.0000","23/12/2015 12:04:13","L"
"22/12/2015 00:00:00","22/12/2015","System Entry Energy, STFergus-Shell, D+1","299708111.0000","23/12/2015 12:04:13","L"
"21/12/2015 00:00:00","21/12/2015","NTS System Input Physical, Actual (Energy), D+1","2753116220.0000","22/12/2015 14:04:13","A"
"21/12/2015 00:00:00","21/12/2015","System Entry Energy, STFergus-Mobil, D+1","212382608.0000","22/12/2015 12:04:33","L"
"21/12/2015 00:00:00","21/12/2015","System Entry Energy, STFergus-NSMP, D+1","317526467.0000","22/12/2015 12:04:33","L"
"21/12/2015 00:00:00","21/12/2015","System Entry Energy, STFergus-Shell, D+1","302676000.0000","22/12/2015 12:04:33","L"
"20/12/2015 00:00:00","20/12/2015","NTS System Input Physical, Actual (Energy), D+1","2334981727.0000","21/12/2015 14:02:12","A"
"20/12/2015 00:00:00","20/12/2015","System Entry Energy, STFergus-Mobil, D+1","210930064.0000","21/12/2015 12:04:15","L"
"20/12/2015 00:00:00","20/12/2015","System Entry Energy, STFergus-NSMP, D+1","309031128.0000","21/12/2015 12:04:15","L"
"20/12/2015 00:00:00","20/12/2015","System Entry Energy, STFergus-Shell, D+1","297874417.0000","21/12/2015 12:04:15","L"
"19/12/2015 00:00:00","19/12/2015","NTS System Input Physical, Actual (Energy), D+1","2340178142.0000","20/12/2015 12:02:17","L"
"19/12/2015 00:00:00","19/12/2015","System Entry Energy, STFergus-Mobil, D+1","216359760.0000","20/12/2015 12:02:17","L"
"19/12/2015 00:00:00","19/12/2015","System Entry Energy, STFergus-NSMP, D+1","300080968.0000","20/12/2015 12:02:17","L"
"19/12/2015 00:00:00","19/12/2015","System Entry Energy, STFergus-Shell, D+1","291900000.0000","20/12/2015 12:02:17","L"
"18/12/2015 00:00:00","18/12/2015","NTS System Input Physical, Actual (Energy), D+1","2455249338.0000","19/12/2015 12:02:13","L"
"18/12/2015 00:00:00","18/12/2015","System Entry Energy, STFergus-Mobil, D+1","214895056.0000","19/12/2015 12:02:13","L"
"18/12/2015 00:00:00","18/12/2015","System Entry Energy, STFergus-NSMP, D+1","315417182.0000","19/12/2015 12:02:13","L"
"18/12/2015 00:00:00","18/12/2015","System Entry Energy, STFergus-Shell, D+1","289485000.0000","19/12/2015 12:02:13","L"
"17/12/2015 00:00:00","17/12/2015","NTS System Input Physical, Actual (Energy), D+1","2346701754.0000","18/12/2015 14:02:14","A"
"17/12/2015 00:00:00","17/12/2015","System Entry Energy, STFergus-Mobil, D+1","206461200.0000","18/12/2015 12:04:20","L"
"17/12/2015 00:00:00","17/12/2015","System Entry Energy, STFergus-NSMP, D+1","301274514.0000","18/12/2015 12:04:20","L"
"17/12/2015 00:00:00","17/12/2015","System Entry Energy, STFergus-Shell, D+1","294932139.0000","18/12/2015 12:04:20","L"
"16/12/2015 00:00:00","16/12/2015","NTS System Input Physical, Actual (Energy), D+1","2574429522.0000","17/12/2015 12:04:24","L"
"16/12/2015 00:00:00","16/12/2015","System Entry Energy, STFergus-Mobil, D+1","186592016.0000","17/12/2015 12:04:24","L"
"16/12/2015 00:00:00","16/12/2015","System Entry Energy, STFergus-NSMP, D+1","266312511.0000","17/12/2015 12:04:24","L"
"16/12/2015 00:00:00","16/12/2015","System Entry Energy, STFergus-Shell, D+1","294142167.0000","17/12/2015 12:04:24","L"
"15/12/2015 00:00:00","15/12/2015","NTS System Input Physical, Actual (Energy), D+1","2786137905.0000","16/12/2015 12:04:28","L"
"15/12/2015 00:00:00","15/12/2015","System Entry Energy, STFergus-Mobil, D+1","182594448.0000","16/12/2015 12:04:28","L"
"15/12/2015 00:00:00","15/12/2015","System Entry Energy, STFergus-NSMP, D+1","267863658.0000","16/12/2015 12:04:28","L"
"15/12/2015 00:00:00","15/12/2015","System Entry Energy, STFergus-Shell, D+1","300602500.0000","16/12/2015 12:04:28","L"
