Applicable At,Applicable For,Data Item,Value,Generated Time,Quality Indicator
"12/04/2022 01:00:00","12/04/2022","NTS System Input Physical, Actual (Energy), D+1","3174678100.0000","13/04/2022 12:01:00","L"
"12/04/2022 01:00:00","12/04/2022","System Entry Energy, STFergus-Mobil, D+1","106874400.0000","13/04/2022 12:01:00","L"
"12/04/2022 01:00:00","12/04/2022","System Entry Energy, STFergus-NSMP, D+1","231037917.0000","13/04/2022 12:01:00","L"
"12/04/2022 01:00:00","12/04/2022","System Entry Energy, STFergus-Shell, D+1","252246910.0000","13/04/2022 12:01:00","L"
"11/04/2022 01:00:00","11/04/2022","NTS System Input Physical, Actual (Energy), D+1","2856459429.0000","12/04/2022 16:01:01","A"
"11/04/2022 01:00:00","11/04/2022","System Entry Energy, STFergus-NSMP, D+1","228465358.0000","12/04/2022 16:01:01","A"
"11/04/2022 01:00:00","11/04/2022","System Entry Energy, STFergus-Mobil, D+1","114441032.0000","12/04/2022 12:01:00","L"
"11/04/2022 01:00:00","11/04/2022","System Entry Energy, STFergus-Shell, D+1","173208108.0000","12/04/2022 12:01:00","L"
"10/04/2022 01:00:00","10/04/2022","NTS System Input Physical, Actual (Energy), D+1","3149520860.0000","11/04/2022 16:01:00","A"
"10/04/2022 01:00:00","10/04/2022","System Entry Energy, STFergus-NSMP, D+1","153793420.0000","11/04/2022 16:01:00","A"
"10/04/2022 01:00:00","10/04/2022","System Entry Energy, STFergus-Shell, D+1","153399635.0000","11/04/2022 16:01:00","A"
"10/04/2022 01:00:00","10/04/2022","System Entry Energy, STFergus-Mobil, D+1","115156832.0000","11/04/2022 12:01:01","L"
"09/04/2022 01:00:00","09/04/2022","NTS System Input Physical, Actual (Energy), D+1","3304289411.0000","10/04/2022 12:01:01","L"
"09/04/2022 01:00:00","09/04/2022","System Entry Energy, STFergus-Mobil, D+1","110798864.0000","10/04/2022 12:01:01","L"
"09/04/2022 01:00:00","09/04/2022","System Entry Energy, STFergus-NSMP, D+1","152100000.0000","10/04/2022 12:01:01","L"
"09/04/2022 01:00:00","09/04/2022","System Entry Energy, STFergus-Shell, D+1","116815009.0000","10/04/2022 12:01:01","L"
