Applicable At,Applicable For,Data Item,Value,Generated Time,Quality Indicator
"01/01/2022 00:00:00","01/01/2022","System Entry Energy, STFergus-Mobil, D+1","178248032.0000","02/01/2022 12:01:00","L"
"01/01/2022 00:00:00","01/01/2022","System Entry Energy, STFergus-NSMP, D+1","264690000.0000","02/01/2022 12:01:00","L"
"01/01/2022 00:00:00","01/01/2022","System Entry Energy, STFergus-Shell, D+1","274766840.0000","02/01/2022 12:01:00","L"
"31/12/2021 00:00:00","31/12/2021","System Entry Energy, STFergus-NSMP, D+1","310890000.0000","01/01/2022 14:01:00","A"
"31/12/2021 00:00:00","31/12/2021","System Entry Energy, STFergus-Mobil, D+1","179894400.0000","01/01/2022 12:01:01","L"
"31/12/2021 00:00:00","31/12/2021","System Entry Energy, STFergus-Shell, D+1","274766840.0000","01/01/2022 12:01:01","L"
"30/12/2021 00:00:00","30/12/2021","System Entry Energy, STFergus-Mobil, D+1","184887632.0000","31/12/2021 12:01:01","L"
"30/12/2021 00:00:00","30/12/2021","System Entry Energy, STFergus-NSMP, D+1","313591563.0000","31/12/2021 12:01:01","L"
"30/12/2021 00:00:00","30/12/2021","System Entry Energy, STFergus-Shell, D+1","274766840.0000","31/12/2021 12:01:01","L"
"29/12/2021 00:00:00","29/12/2021","System Entry Energy, STFergus-Mobil, D+1","181648096.0000","30/12/2021 12:01:01","L"
"29/12/2021 00:00:00","29/12/2021","System Entry Energy, STFergus-NSMP, D+1","328478316.0000","30/12/2021 12:01:01","L"
"29/12/2021 00:00:00","29/12/2021","System Entry Energy, STFergus-Shell, D+1","274766840.0000","30/12/2021 12:01:01","L"
"28/12/2021 00:00:00","28/12/2021","System Entry Energy, STFergus-Mobil, D+1","178271680.0000","29/12/2021 12:01:00","L"
"28/12/2021 00:00:00","28/12/2021","System Entry Energy, STFergus-NSMP, D+1","356860000.0000","29/12/2021 12:01:00","L"
"28/12/2021 00:00:00","28/12/2021","System Entry Energy, STFergus-Shell, D+1","263655451.0000","29/12/2021 12:01:00","L"
"27/12/2021 00:00:00","27/12/2021","System Entry Energy, STFergus-Mobil, D+1","177420784.0000","28/12/2021 12:01:00","L"
"27/12/2021 00:00:00","27/12/2021","System Entry Energy, STFergus-NSMP, D+1","377960000.0000","28/12/2021 12:01:00","L"
"27/12/2021 00:00:00","27/12/2021","System Entry Energy, STFergus-Shell, D+1","261249219.0000","28/12/2021 12:01:00","L"
"26/12/2021 00:00:00","26/12/2021","System Entry Energy, STFergus-Shell, D+1","250150833.0000","27/12/2021 14:01:00","A"
"26/12/2021 00:00:00","26/12/2021","System Entry Energy, STFergus-Mobil, D+1","178390912.0000","27/12/2021 12:01:01","L"
"26/12/2021 00:00:00","26/12/2021","System Entry Energy, STFergus-NSMP, D+1","445870000.0000","27/12/2021 12:01:01","L"
"25/12/2021 00:00:00","25/12/2021","System Entry Energy, STFergus-Mobil, D+1","176940080.0000","26/12/2021 12:01:00","L"
"25/12/2021 00:00:00","25/12/2021","System Entry Energy, STFergus-NSMP, D+1","429870000.0000","26/12/2021 12:01:00","L"
"25/12/2021 00:00:00","25/12/2021","System Entry Energy, STFergus-Shell, D+1","270936979.0000","26/12/2021 12:01:00","L"
"24/12/2021 00:00:00","24/12/2021","System Entry Energy, STFergus-Mobil, D+1","179473824.0000","25/12/2021 12:01:00","L"
"24/12/2021 00:00:00","24/12/2021","System Entry Energy, STFergus-NSMP, D+1","357510000.0000","25/12/2021 12:01:00","L"
"24/12/2021 00:00:00","24/12/2021","System Entry Energy, STFergus-Shell, D+1","270936979.0000","25/12/2021 12:01:00","L"
"23/12/2021 00:00:00","23/12/2021","System Entry Energy, STFergus-Mobil, D+1","176709024.0000","24/12/2021 12:01:00","L"
"23/12/2021 00:00:00","23/12/2021","System Entry Energy, STFergus-NSMP, D+1","357464323.0000","24/12/2021 12:01:00","L"
"23/12/2021 00:00:00","23/12/2021","System Entry Energy, STFergus-Shell, D+1","270936979.0000","24/12/2021 12:01:00","L"
"22/12/2021 00:00:00","22/12/2021","System Entry Energy, STFergus-Shell, D+1","265601476.0000","23/12/2021 14:01:00","A"
"22/12/2021 00:00:00","22/12/2021","System Entry Energy, STFergus-Mobil, D+1","175095328.0000","23/12/2021 12:01:00","L"
"22/12/2021 00:00:00","22/12/2021","System Entry Energy, STFergus-NSMP, D+1","465765955.0000","23/12/2021 12:01:00","L"
"21/12/2021 00:00:00","21/12/2021","System Entry Energy, STFergus-Mobil, D+1","177550912.0000","22/12/2021 12:01:01","L"
"21/12/2021 00:00:00","21/12/2021","System Entry Energy, STFergus-NSMP, D+1","500859670.0000","22/12/2021 12:01:01","L"
"21/12/2021 00:00:00","21/12/2021","System Entry Energy, STFergus-Shell, D+1","250489497.0000","22/12/2021 12:01:01","L"
"20/12/2021 00:00:00","20/12/2021","System Entry Energy, STFergus-NSMP, D+1","464238194.0000","21/12/2021 14:01:01","A"
"20/12/2021 00:00:00","20/12/2021","System Entry Energy, STFergus-Mobil, D+1","173961040.0000","21/12/2021 12:01:01","L"
"20/12/2021 00:00:00","20/12/2021","System Entry Energy, STFergus-Shell, D+1","208267448.0000","21/12/2021 12:01:01","L"
"19/12/2021 00:00:00","19/12/2021","System Entry Energy, STFergus-NSMP, D+1","409313733.0000","20/12/2021 14:01:01","A"
"19/12/2021 00:00:00","19/12/2021","System Entry Energy, STFergus-Mobil, D+1","170341792.0000","20/12/2021 12:01:00","L"
"19/12/2021 00:00:00","19/12/2021","System Entry Energy, STFergus-Shell, D+1","252436563.0000","20/12/2021 12:01:00","L"
"18/12/2021 00:00:00","18/12/2021","System Entry Energy, STFergus-Mobil, D+1","174388256.0000","19/12/2021 12:02:00","L"
"18/12/2021 00:00:00","18/12/2021","System Entry Energy, STFergus-NSMP, D+1","395710000.0000","19/12/2021 12:02:00","L"
"18/12/2021 00:00:00","18/12/2021","System Entry Energy, STFergus-Shell, D+1","269771979.0000","19/12/2021 12:02:00","L"
"17/12/2021 00:00:00","17/12/2021","System Entry Energy, STFergus-Mobil, D+1","148079632.0000","18/12/2021 12:01:00","L"
"17/12/2021 00:00:00","17/12/2021","System Entry Energy, STFergus-NSMP, D+1","452420000.0000","18/12/2021 12:01:00","L"
"17/12/2021 00:00:00","17/12/2021","System Entry Energy, STFergus-Shell, D+1","269771979.0000","18/12/2021 12:01:00","L"
"16/12/2021 00:00:00","16/12/2021","System Entry Energy, STFergus-NSMP, D+1","295800477.0000","17/12/2021 14:01:00","A"
"16/12/2021 00:00:00","16/12/2021","System Entry Energy, STFergus-Mobil, D+1","170698000.0000","17/12/2021 12:01:01","L"
"16/12/2021 00:00:00","16/12/2021","System Entry Energy, STFergus-Shell, D+1","269771979.0000","17/12/2021 12:01:01","L"
"15/12/2021 00:00:00","15/12/2021","System Entry Energy, STFergus-NSMP, D+1","362457735.0000","16/12/2021 14:01:01","A"
"15/12/2021 00:00:00","15/12/2021","System Entry Energy, STFergus-Mobil, D+1","165725024.0000","16/12/2021 12:01:00","L"
"15/12/2021 00:00:00","15/12/2021","System Entry Energy, STFergus-Shell, D+1","278098611.0000","16/12/2021 12:01:00","L"
"14/12/2021 00:00:00","14/12/2021","System Entry Energy, STFergus-Mobil, D+1","166286976.0000","15/12/2021 12:01:00","L"
"14/12/2021 00:00:00","14/12/2021","System Entry Energy, STFergus-NSMP, D+1","309716719.0000","15/12/2021 12:01:00","L"
"14/12/2021 00:00:00","14/12/2021","System Entry Energy, STFergus-Shell, D+1","283549444.0000","15/12/2021 12:01:00","L"
"13/12/2021 00:00:00","13/12/2021","System Entry Energy, STFergus-Mobil, D+1","167742496.0000","14/12/2021 12:01:01","L"
"13/12/2021 00:00:00","13/12/2021","System Entry Energy, STFergus-NSMP, D+1","306192309.0000","14/12/2021 12:01:01","L"
"13/12/2021 00:00:00","13/12/2021","System Entry Energy, STFergus-Shell, D+1","291168281.0000","14/12/2021 12:01:01","L"
"12/12/2021 00:00:00","12/12/2021","System Entry Energy, STFergus-NSMP, D+1","277822813.0000","13/12/2021 16:01:00","A"
"12/12/2021 00:00:00","12/12/2021","System Entry Energy, STFergus-Mobil, D+1","170069040.0000","13/12/2021 12:01:01","L"
"12/12/2021 00:00:00","12/12/2021","System Entry Energy, STFergus-Shell, D+1","257278507.0000","13/12/2021 12:01:01","L"
"11/12/2021 00:00:00","11/12/2021","System Entry Energy, STFergus-Mobil, D+1","172841968.0000","12/12/2021 12:01:01","L"
"11/12/2021 00:00:00","11/12/2021","System Entry Energy, STFergus-NSMP, D+1","255760000.0000","12/12/2021 12:01:01","L"
"11/12/2021 00:00:00","11/12/2021","System Entry Energy, STFergus-Shell, D+1","230088620.0000","12/12/2021 12:01:01","L"
"10/12/2021 00:00:00","10/12/2021","System Entry Energy, STFergus-Mobil, D+1","171954080.0000","11/12/2021 12:01:00","L"
"10/12/2021 00:00:00","10/12/2021","System Entry Energy, STFergus-NSMP, D+1","311960000.0000","11/12/2021 12:01:00","L"
"10/12/2021 00:00:00","10/12/2021","System Entry Energy, STFergus-Shell, D+1","298931283.0000","11/12/2021 12:01:00","L"
"09/12/2021 00:00:00","09/12/2021","System Entry Energy, STFergus-Mobil, D+1","178422096.0000","10/12/2021 12:01:00","L"
"09/12/2021 00:00:00","09/12/2021","System Entry Energy, STFergus-NSMP, D+1","397500295.0000","10/12/2021 12:01:00","L"
"09/12/2021 00:00:00","09/12/2021","System Entry Energy, STFergus-Shell, D+1","316443229.0000","10/12/2021 12:01:00","L"
"08/12/2021 00:00:00","08/12/2021","System Entry Energy, STFergus-Mobil, D+1","169053248.0000","09/12/2021 12:01:00","L"
"08/12/2021 00:00:00","08/12/2021","System Entry Energy, STFergus-NSMP, D+1","404882535.0000","09/12/2021 12:01:00","L"
"08/12/2021 00:00:00","08/12/2021","System Entry Energy, STFergus-Shell, D+1","247553444.0000","09/12/2021 12:01:00","L"
"07/12/2021 00:00:00","07/12/2021","System Entry Energy, STFergus-NSMP, D+1","433523715.0000","08/12/2021 14:01:01","A"
"07/12/2021 00:00:00","07/12/2021","System Entry Energy, STFergus-Mobil, D+1","163372864.0000","08/12/2021 12:01:01","L"
"07/12/2021 00:00:00","07/12/2021","System Entry Energy, STFergus-Shell, D+1","279550226.0000","08/12/2021 12:01:01","L"
"06/12/2021 00:00:00","06/12/2021","System Entry Energy, STFergus-Mobil, D+1","174413792.0000","07/12/2021 12:01:01","L"
"06/12/2021 00:00:00","06/12/2021","System Entry Energy, STFergus-NSMP, D+1","458127517.0000","07/12/2021 12:01:01","L"
"06/12/2021 00:00:00","06/12/2021","System Entry Energy, STFergus-Shell, D+1","271046215.0000","07/12/2021 12:01:01","L"
"05/12/2021 00:00:00","05/12/2021","System Entry Energy, STFergus-NSMP, D+1","395916510.0000","06/12/2021 16:01:01","A"
"05/12/2021 00:00:00","05/12/2021","System Entry Energy, STFergus-Mobil, D+1","176225920.0000","06/12/2021 12:01:01","L"
"05/12/2021 00:00:00","05/12/2021","System Entry Energy, STFergus-Shell, D+1","273208646.0000","06/12/2021 12:01:01","L"
"04/12/2021 00:00:00","04/12/2021","System Entry Energy, STFergus-Mobil, D+1","175528480.0000","05/12/2021 12:01:00","L"
"04/12/2021 00:00:00","04/12/2021","System Entry Energy, STFergus-NSMP, D+1","368440000.0000","05/12/2021 12:01:00","L"
"04/12/2021 00:00:00","04/12/2021","System Entry Energy, STFergus-Shell, D+1","275380799.0000","05/12/2021 12:01:00","L"
"03/12/2021 00:00:00","03/12/2021","System Entry Energy, STFergus-Mobil, D+1","172711280.0000","04/12/2021 12:01:01","L"
"03/12/2021 00:00:00","03/12/2021","System Entry Energy, STFergus-NSMP, D+1","454730000.0000","04/12/2021 12:01:01","L"
"03/12/2021 00:00:00","03/12/2021","System Entry Energy, STFergus-Shell, D+1","275380799.0000","04/12/2021 12:01:01","L"
"02/12/2021 00:00:00","02/12/2021","System Entry Energy, STFergus-Mobil, D+1","170925216.0000","03/12/2021 12:01:01","L"
"02/12/2021 00:00:00","02/12/2021","System Entry Energy, STFergus-NSMP, D+1","464470122.0000","03/12/2021 12:01:01","L"
"02/12/2021 00:00:00","02/12/2021","System Entry Energy, STFergus-Shell, D+1","275380799.0000","03/12/2021 12:01:01","L"
"01/12/2021 00:00:00","01/12/2021","System Entry Energy, STFergus-Mobil, D+1","172457152.0000","02/12/2021 12:01:01","L"
