SETTLEMENT_DATE,SETTLEMENT_PERIOD,ND,TSD,ENGLAND_WALES_DEMAND,EMBEDDED_WIND_GENERATION,EMBEDDED_WIND_CAPACITY,EMBEDDED_SOLAR_GENERATION,EMBEDDED_SOLAR_CAPACITY,NON_BM_STOR,PUMP_STORAGE_PUMPING,IFA_FLOW,IFA2_FLOW,BRITNED_FLOW,MOYLE_FLOW,EAST_WEST_FLOW,NEMO_FLOW,NSL_FLOW,ELECLINK_FLOW
24-Jan-22,2,26540,29876,24811,1424,6527,0,13080,0,1440,-512,-784,694,322,0,504,693,0
24-Jan-22,3,26360,29658,24626,1392,6527,0,13080,0,1494,-512,-692,638,260,0,632,693,0
24-Jan-22,4,25890,29170,24163,1359,6527,0,13080,0,1479,-512,-689,634,149,0,637,693,0
24-Jan-22,5,25593,28973,23858,1320,6527,0,13080,0,1486,-512,-782,564,211,0,580,693,0
24-Jan-22,6,25311,28675,23544,1281,6527,0,13080,0,1464,-512,-788,562,148,0,577,693,0
24-Jan-22,7,25198,28517,23304,1251,6527,0,13080,0,1450,-512,-757,473,216,0,512,693,0
24-Jan-22,8,24935,28250,22981,1220,6527,0,13080,0,1450,-512,-753,472,186,0,500,693,0
24-Jan-22,9,24922,28301,23000,1183,6527,0,13080,0,1443,-512,-677,399,273,0,-147,693,0
24-Jan-22,10,24952,28032,23051,1145,6527,0,13080,0,1101,-512,-681,267,285,0,-186,693,0
24-Jan-22,11,25571,29208,23685,1115,6527,0,13080,0,293,-512,-1004,-565,343,48,-663,693,0
24-Jan-22,12,27030,30425,24932,1084,6527,0,13080,0,8,-512,-1024,-567,312,196,-684,693,0
24-Jan-22,13,29987,33105,27672,1017,6527,0,13080,0,7,-512,-925,-403,397,346,-671,693,0
24-Jan-22,14,32762,35824,30202,949,6527,0,13080,0,7,-512,-910,-391,402,481,-642,693,0
24-Jan-22,15,36199,38291,33306,915,6527,0,13080,0,8,-465,-619,-400,402,504,300,693,0
24-Jan-22,16,37949,39984,34799,880,6527,0,13080,0,12,-448,-575,-400,402,504,365,693,0
24-Jan-22,17,39671,40492,36409,878,6527,0,13080,0,16,328,266,-205,402,504,681,693,0
24-Jan-22,18,40482,41270,37190,876,6527,19,13080,0,11,385,341,-177,400,504,694,693,0
24-Jan-22,19,41802,42407,38411,879,6527,118,13080,0,5,503,950,167,335,504,986,693,0
24-Jan-22,20,41931,42537,38542,881,6527,277,13080,0,6,505,991,168,328,504,997,693,0
24-Jan-22,21,41911,42520,38489,874,6527,412,13080,0,9,505,991,171,328,504,936,693,0
24-Jan-22,22,42222,42828,38753,867,6527,548,13080,0,6,505,991,171,328,502,934,693,0
24-Jan-22,23,42266,42871,38798,859,6527,641,13080,0,5,505,991,196,328,499,800,693,0
24-Jan-22,24,42259,42870,38835,850,6527,757,13080,0,11,505,992,196,327,504,795,693,0
24-Jan-22,25,42475,43086,39046,819,6527,798,13080,0,11,505,991,195,302,504,992,693,0
24-Jan-22,26,42129,42746,38654,788,6527,770,13080,0,17,505,991,195,302,504,999,693,0
24-Jan-22,27,41466,42088,37982,740,6527,757,13080,0,22,505,991,193,302,504,1000,693,0
24-Jan-22,28,40970,41589,37492,692,6527,667,13080,0,19,505,991,194,302,504,999,693,0
24-Jan-22,29,40928,41547,37506,651,6527,546,13080,0,19,505,991,340,302,465,999,693,0
24-Jan-22,30,40554,41173,37112,609,6527,368,13080,0,19,505,991,342,302,441,999,693,0
24-Jan-22,31,40977,41587,37529,586,6527,200,13080,0,10,505,991,201,302,304,999,693,0
24-Jan-22,32,41803,42410,38341,563,6527,68,13080,0,7,505,992,217,234,316,1000,693,0
24-Jan-22,33,42545,43148,39028,544,6527,8,13080,0,3,505,991,637,152,230,1019,693,0
24-Jan-22,34,43719,44319,40000,525,6527,0,13080,0,0,505,991,664,96,186,1019,693,0
24-Jan-22,35,44392,44992,40553,504,6527,0,13080,0,0,505,991,1054,14,104,1019,693,0
24-Jan-22,36,44427,45027,40613,483,6527,0,13080,0,0,505,991,1055,14,104,1020,693,0
24-Jan-22,37,43870,44470,40154,464,6527,0,13080,0,0,505,991,1055,14,164,1019,693,0
24-Jan-22,38,43043,43643,39378,444,6527,0,13080,0,0,505,991,1055,14,203,1020,693,0
24-Jan-22,39,41994,42594,38381,434,6527,0,13080,0,0,505,991,985,84,272,1019,693,0
24-Jan-22,40,41480,42083,37996,423,6527,0,13080,0,3,505,991,981,151,351,1019,693,0
24-Jan-22,41,39839,40452,36412,424,6527,0,13080,0,13,505,991,299,220,415,1019,693,0
24-Jan-22,42,38461,39071,35237,424,6527,0,13080,0,10,505,991,150,302,360,1019,693,0
24-Jan-22,43,37107,37720,33987,429,6527,0,13080,0,13,505,991,155,344,292,749,693,0
24-Jan-22,44,35453,36064,32476,434,6527,0,13080,0,11,505,976,155,276,165,739,693,0
24-Jan-22,45,33373,33986,30614,440,6527,0,13080,0,13,247,424,149,357,206,666,693,0
24-Jan-22,46,31472,32131,28822,445,6527,0,13080,0,59,217,342,254,259,86,651,693,0
24-Jan-22,47,29420,31746,26945,473,6527,0,13080,0,490,-351,-785,1004,109,-44,-56,693,0
24-Jan-22,48,28222,31410,25860,500,6527,0,13080,0,1191,-388,-876,1006,-33,-5,-95,693,0
25-Jan-22,1,28083,31351,25735,494,6527,0,13080,0,1516,-361,-772,936,-19,0,200,693,0
25-Jan-22,2,28537,31478,26230,488,6527,0,13080,0,1210,-360,-771,932,20,0,211,693,0
25-Jan-22,3,28289,31808,25990,489,6527,0,13080,0,1446,-462,-1011,814,64,0,381,693,0
25-Jan-22,4,27587,31319,25364,489,6527,0,13080,0,1592,-466,-1026,806,-48,0,387,693,0
25-Jan-22,5,27316,30989,25112,484,6527,0,13080,0,1592,-482,-963,856,-36,0,414,693,0
25-Jan-22,6,27072,30780,24843,478,6527,0,13080,0,1580,-483,-960,856,-85,0,415,693,0
25-Jan-22,7,26691,30384,24478,510,6527,0,13080,0,1569,-498,-1005,661,-21,0,167,693,0
25-Jan-22,8,26408,30132,24219,542,6527,0,13080,0,1560,-499,-1008,645,-57,0,155,693,0
25-Jan-22,9,26314,30291,24160,548,6527,0,13080,0,1549,-511,-1026,645,-41,0,-250,693,0
25-Jan-22,10,26407,30417,24260,553,6527,0,13080,0,1548,-512,-1028,645,-18,-31,-273,693,0
25-Jan-22,11,27036,31012,24878,560,6527,0,13080,0,981,-512,-1028,302,84,68,-855,693,0
25-Jan-22,12,28250,31905,25975,566,6527,1,13080,0,632,-512,-1028,263,244,221,-883,693,0
25-Jan-22,13,31204,34133,28664,557,6527,1,13080,0,27,-512,-1028,210,379,371,-762,693,0
25-Jan-22,14,33733,36628,30995,548,6527,0,13080,0,16,-512,-1009,207,402,493,-758,693,0
25-Jan-22,15,36573,38665,33551,575,6527,1,13080,0,13,-512,-333,-96,402,504,-538,693,0
25-Jan-22,16,38410,40434,35185,601,6527,0,13080,0,6,-511,-280,-104,396,489,-523,693,0
25-Jan-22,17,40099,41077,36729,620,6527,0,13080,0,5,-163,-75,-135,323,392,81,693,0
25-Jan-22,18,40629,41576,37294,638,6527,8,13080,0,6,-149,-55,-137,184,481,114,693,0
25-Jan-22,19,41773,42689,38354,709,6527,56,13080,0,1,-315,194,95,101,447,570,693,0
25-Jan-22,20,42008,42991,38530,780,6527,137,13080,0,8,-375,203,102,102,498,590,693,0
25-Jan-22,21,42383,43102,38872,806,6527,222,13080,0,10,170,-109,617,102,408,557,693,0
25-Jan-22,22,42397,43112,38896,832,6527,289,13080,0,8,176,-107,701,102,287,557,693,0
25-Jan-22,23,42747,43367,39245,869,6527,341,13080,0,20,349,719,565,102,314,943,693,0
25-Jan-22,24,42784,43407,39291,906,6527,389,13080,0,23,355,776,555,81,461,959,693,0
25-Jan-22,25,43107,43725,39648,930,6527,410,13080,0,18,466,781,374,30,486,684,693,0
25-Jan-22,26,43009,43630,39562,953,6527,411,13080,0,21,470,782,403,30,374,674,693,0
25-Jan-22,27,43279,43902,39815,976,6527,401,13080,0,23,476,818,851,16,438,911,693,0
25-Jan-22,28,42970,43593,39531,999,6527,370,13080,0,23,476,808,853,14,494,921,693,0
25-Jan-22,29,42223,42843,38868,994,6527,287,13080,0,20,485,317,861,84,376,887,693,0
25-Jan-22,30,42163,42782,38874,988,6527,204,13080,0,19,481,293,862,152,278,885,693,0
25-Jan-22,31,41900,42525,38635,1005,6527,119,13080,0,25,19,622,843,191,341,646,693,0
25-Jan-22,32,42082,42706,38880,1022,6527,40,13080,0,24,1,648,849,173,382,639,693,0
25-Jan-22,33,43045,43665,39838,1046,6527,3,13080,0,20,356,788,1052,101,386,984,693,0
25-Jan-22,34,44201,44817,40783,1069,6527,0,13080,0,16,372,796,1044,80,236,998,693,0
25-Jan-22,35,44881,45487,41323,1094,6527,0,13080,0,6,146,734,767,14,153,980,693,0
25-Jan-22,36,44806,45415,41222,1118,6527,0,13080,0,9,137,715,766,14,153,979,693,0
25-Jan-22,37,44498,45105,41035,1131,6527,0,13080,0,7,343,168,757,14,208,827,693,0
25-Jan-22,38,43841,44479,40404,1144,6527,0,13080,0,13,351,148,756,-25,234,821,693,0
25-Jan-22,39,43172,43785,39802,1141,6527,0,13080,0,13,499,800,813,8,296,987,693,0
25-Jan-22,40,41805,42417,38580,1137,6527,0,13080,0,12,503,833,816,14,248,993,693,0
25-Jan-22,41,40483,41093,37338,1146,6527,0,13080,0,10,217,419,601,84,212,931,693,0
25-Jan-22,42,39181,39792,36229,1155,6527,0,13080,0,11,201,366,584,152,117,927,693,0
25-Jan-22,43,37477,38947,34658,1164,6527,0,13080,0,12,-330,-528,697,97,6,490,693,0
25-Jan-22,44,35646,37242,33038,1172,6527,0,13080,0,12,-362,-600,698,-22,0,469,693,0
25-Jan-22,45,33393,35509,30974,1195,6527,0,13080,0,9,-507,-1000,631,20,0,44,693,0
25-Jan-22,46,31128,33277,28881,1218,6527,0,13080,0,17,-512,-1020,641,123,0,45,693,0
25-Jan-22,47,29216,31165,27117,1247,6527,0,13080,0,17,-512,-757,975,115,-63,859,693,0
25-Jan-22,48,27746,30080,25800,1276,6527,0,13080,0,211,-512,-735,975,-62,-214,909,693,0
26-Jan-22,1,27401,30358,25455,1298,6527,0,13080,0,773,-512,-559,1010,-229,-284,733,693,0
26-Jan-22,2,27922,30867,26056,1319,6527,0,13080,0,791,-512,-553,1011,-347,-142,726,693,0
26-Jan-22,3,27577,31064,25728,1354,6527,0,13080,0,1210,-512,-794,1048,-356,-15,854,693,0
26-Jan-22,4,26858,30663,25034,1389,6527,0,13080,0,1532,-512,-814,1042,-347,0,858,693,0
26-Jan-22,5,26405,30304,24627,1419,6527,0,13080,0,1633,-505,-919,781,-242,0,847,693,0
26-Jan-22,6,26076,30013,24291,1449,6527,0,13080,0,1629,-504,-929,780,-275,0,846,693,0
26-Jan-22,7,25812,29748,24122,1476,6527,0,13080,0,1622,-512,-1021,702,-179,-2,858,693,0
26-Jan-22,8,25335,29414,23686,1502,6527,0,13080,0,1599,-513,-1027,698,-271,-69,859,693,0
26-Jan-22,9,25166,29228,23544,1518,6527,0,13080,0,1596,-512,-1027,566,-322,-5,671,693,0
26-Jan-22,10,25204,29303,23596,1534,6527,0,13080,0,1583,-517,-1027,558,-354,-18,627,693,0
26-Jan-22,11,26084,30254,24376,1548,6527,0,13080,0,1299,-517,-1028,710,-304,0,-422,693,0
26-Jan-22,12,27065,31175,25235,1561,6527,0,13080,0,1260,-517,-1027,697,-205,0,-501,693,0
26-Jan-22,13,29821,33373,27786,1545,6527,0,13080,0,384,-517,-1027,131,-241,0,-783,693,0
26-Jan-22,14,32655,35993,30348,1528,6527,0,13080,0,13,-517,-1027,87,-389,0,-792,693,0
26-Jan-22,15,35825,39151,33162,1554,6527,0,13080,0,14,-517,-1027,-313,-350,0,-505,693,0
26-Jan-22,16,37440,40685,34578,1580,6527,1,13080,0,16,-517,-1027,-308,-292,0,-485,693,0
26-Jan-22,17,38888,41361,35876,1615,6527,105,13080,0,16,-517,-1027,-107,-206,0,135,693,0
26-Jan-22,18,39463,41838,36438,1649,6527,463,13080,0,15,-517,-1027,-65,-151,0,172,693,0
26-Jan-22,19,40286,42660,37252,1760,6527,768,13080,0,18,-517,-1027,449,-212,0,701,693,0
26-Jan-22,20,40189,42560,37188,1871,6527,1210,13080,0,17,-517,-1027,449,-210,0,724,693,0
26-Jan-22,21,39331,41557,36361,1943,6527,1720,13080,0,19,-517,-1027,282,-63,0,380,693,0
26-Jan-22,22,39181,41365,36188,2014,6527,2120,13080,0,21,-517,-1027,205,-19,0,366,693,0
26-Jan-22,23,38984,41596,36017,2146,6527,2690,13080,0,14,-518,-1027,-453,83,56,353,693,0
26-Jan-22,24,38464,41083,35528,2278,6527,3150,13080,0,12,-518,-1027,-462,180,11,352,693,0
26-Jan-22,25,38026,40874,35115,2454,6527,3660,13080,0,12,-517,-1027,-692,300,29,101,693,0
26-Jan-22,26,37624,40470,34771,2630,6527,3560,13080,0,9,-517,-1027,-693,358,0,92,693,0
26-Jan-22,27,37277,39856,34537,2753,6527,3170,13080,0,8,-517,-1028,-426,399,0,67,693,0
26-Jan-22,28,37008,39562,34332,2875,6527,2740,13080,0,8,-517,-1028,-401,387,0,65,693,0
26-Jan-22,29,36989,39582,34380,2931,6527,2120,13080,0,5,-517,-1027,-444,396,75,2,693,0
26-Jan-22,30,37272,39850,34765,2987,6527,1530,13080,0,8,-517,-1027,-426,365,228,0,693,0
26-Jan-22,31,37619,39775,35120,3039,6527,1000,13080,0,9,-517,-1027,-3,291,378,51,693,0
26-Jan-22,32,38498,40655,36031,3090,6527,499,13080,0,12,-517,-1028,0,291,470,63,693,0
26-Jan-22,33,40085,42239,37583,3153,6527,99,13080,0,10,-517,-1027,698,291,361,715,693,0
26-Jan-22,34,41452,43608,38806,3215,6527,4,13080,0,10,-518,-1028,852,277,408,749,693,0
26-Jan-22,35,43077,45226,40297,3303,6527,0,13080,0,5,-517,-1027,1040,180,293,631,693,0
26-Jan-22,36,43241,45391,40479,3390,6527,2,13080,0,5,-517,-1028,1054,268,180,628,693,0
26-Jan-22,37,42484,44637,39877,3453,6527,0,13080,0,8,-517,-1028,1056,273,256,947,693,0
26-Jan-22,38,41712,43864,39168,3515,6527,1,13080,0,7,-517,-1028,1055,261,267,959,693,0
26-Jan-22,39,40413,42565,38028,3562,6527,0,13080,0,8,-517,-1027,1055,135,187,1017,693,0
26-Jan-22,40,38953,41105,36671,3608,6527,0,13080,0,7,-517,-1028,1055,166,151,1019,693,0
26-Jan-22,41,37328,39479,35114,3627,6527,0,13080,0,7,-517,-1027,1055,68,21,1019,693,0
26-Jan-22,42,35428,37580,33389,3645,6527,0,13080,0,7,-517,-1028,1055,80,0,1019,693,0
26-Jan-22,43,33753,35904,31899,3656,6527,0,13080,0,6,-517,-1028,1039,216,14,1000,693,0
26-Jan-22,44,31529,33681,29860,3666,6527,0,13080,0,8,-517,-1027,1039,165,9,993,693,0
26-Jan-22,45,29263,31414,27683,3679,6527,0,13080,0,7,-516,-1028,1055,260,93,437,693,0
26-Jan-22,46,27210,29366,25718,3692,6527,0,13080,0,12,-516,-1028,1054,277,10,417,693,0
26-Jan-22,47,25430,27778,24094,3705,6527,0,13080,0,140,-517,-1027,1046,199,-64,973,693,0
26-Jan-22,48,24120,27071,22894,3718,6527,0,13080,0,728,-516,-1027,1046,43,-80,999,693,0
27-Jan-22,1,23775,27239,22643,3725,6527,0,13080,0,1246,-516,-1028,1055,-19,-55,999,693,0
27-Jan-22,2,24209,27677,23159,3731,6527,0,13080,0,1324,-516,-1028,1056,83,34,999,693,0
27-Jan-22,3,24036,27461,22985,3721,6527,0,13080,0,1331,-466,-1028,1054,154,0,999,693,0
27-Jan-22,4,23492,26984,22466,3710,6527,0,13080,0,1401,-464,-1027,1055,31,0,999,693,0
27-Jan-22,5,22987,26649,22014,3695,6527,0,13080,0,1510,-464,-1005,1055,-83,0,994,693,0
27-Jan-22,6,22777,26487,21777,3680,6527,0,13080,0,1503,-464,-1004,1055,-139,0,994,693,0
27-Jan-22,7,22471,26309,21373,3588,6527,0,13080,0,1490,-514,-1026,1054,-208,0,999,693,0
27-Jan-22,8,22213,26138,21060,3495,6527,0,13080,0,1423,-516,-1028,1053,-358,0,999,693,0
27-Jan-22,9,22115,26040,20980,3415,6527,0,13080,0,1425,-516,-1028,927,-356,0,869,693,0
27-Jan-22,10,22164,26041,21082,3335,6527,0,13080,0,1463,-516,-1028,925,-270,0,864,693,0
27-Jan-22,11,22841,26629,21727,3251,6527,0,13080,0,1226,-516,-1028,851,-396,-22,946,693,0
27-Jan-22,12,24331,27676,23035,3166,6527,0,13080,0,800,-516,-1028,846,-401,0,949,693,0
27-Jan-22,13,27260,29716,25734,3147,6527,0,13080,0,60,-516,-1028,836,-252,0,808,693,0
27-Jan-22,14,29921,32178,28161,3128,6527,0,13080,0,12,-517,-1028,837,-100,0,801,693,0
27-Jan-22,15,33207,35362,31096,3097,6527,0,13080,0,11,-516,-1028,882,50,56,395,693,0
27-Jan-22,16,35283,37437,32888,3065,6527,0,13080,0,10,-516,-1028,883,155,11,379,693,0
27-Jan-22,17,36828,38980,34346,3037,6527,8,13080,0,7,-517,-1028,936,54,0,723,693,0
27-Jan-22,18,37529,39684,35000,3009,6527,110,13080,0,10,-517,-1028,937,104,0,737,693,0
27-Jan-22,19,38112,40265,35549,3007,6527,351,13080,0,8,-517,-1028,1053,24,0,990,693,0
27-Jan-22,20,38234,40445,35667,3005,6527,708,13080,0,7,-517,-1027,1055,-60,0,999,693,0
27-Jan-22,21,37915,40064,35285,3029,6527,1040,13080,0,7,-517,-1004,1021,-21,0,938,150,0
27-Jan-22,22,37576,39773,35017,3052,6527,1330,13080,0,12,-517,-1003,1020,-65,0,936,0,0
27-Jan-22,23,37221,39409,34697,3092,6527,1920,13080,0,9,-517,-1026,1052,-36,0,997,0,0
27-Jan-22,24,36596,38866,34030,3131,6527,2310,13080,0,8,-517,-1025,1054,-120,0,999,0,0
27-Jan-22,25,36504,38650,33894,3119,6527,2430,13080,0,8,-417,-908,1055,-213,0,827,0,0
27-Jan-22,26,36134,38313,33465,3106,6527,3180,13080,0,9,-413,-903,1055,-254,0,820,0,0
27-Jan-22,27,35844,38263,33145,2966,6527,3020,13080,0,10,-501,-1011,1055,-297,0,612,506,0
27-Jan-22,28,35187,37560,32521,2826,6527,3330,13080,0,8,-504,-1019,1055,-242,0,605,693,0
27-Jan-22,29,34993,37342,32367,2655,6527,2750,13080,0,4,-516,-1027,873,-202,0,523,693,0
27-Jan-22,30,35413,37757,32703,2484,6527,2540,13080,0,7,-517,-1028,867,-192,0,521,693,0
27-Jan-22,31,36016,38509,33134,2253,6527,1960,13080,0,7,-517,-1028,992,-341,0,767,693,0
27-Jan-22,32,37265,39766,34302,2021,6527,1060,13080,0,6,-517,-1017,1000,-361,0,777,693,0
27-Jan-22,33,38955,41051,35781,1895,6527,260,13080,0,3,-431,-635,879,-427,0,996,693,0
27-Jan-22,34,40445,42425,37027,1768,6527,12,13080,0,5,-428,-609,877,-338,31,1004,693,0
27-Jan-22,35,42143,44140,38561,1703,6527,0,13080,0,1,-344,-609,1042,-433,-10,1018,693,0
27-Jan-22,36,42359,44424,38773,1638,6527,0,13080,0,0,-341,-601,1055,-456,-67,1019,693,0
27-Jan-22,37,42289,44004,38652,1555,6527,1,13080,0,0,-245,-310,1055,-456,-104,1014,693,0
27-Jan-22,38,41696,43471,38034,1472,6527,0,13080,0,0,-242,-287,1055,-456,-190,1013,693,0
27-Jan-22,39,40839,42194,37216,1373,6527,0,13080,0,4,-44,-171,1055,-456,-80,1019,693,0
27-Jan-22,40,39580,40964,36002,1273,6527,0,13080,0,10,-35,-156,1056,-456,-127,1019,693,0
27-Jan-22,41,38415,39538,34948,1198,6527,0,13080,0,8,-28,123,1056,-456,-31,1018,693,0
27-Jan-22,42,37557,38688,34280,1122,6527,0,13080,0,9,0,137,1054,-439,-83,1018,693,0
27-Jan-22,43,35917,36902,32784,1071,6527,0,13080,0,10,0,-32,1054,-324,-19,926,693,0
27-Jan-22,44,34246,35346,31278,1019,6527,0,13080,0,6,0,-44,1055,-344,-106,922,693,0
27-Jan-22,45,32282,33234,29500,985,6527,0,13080,0,7,0,-104,1055,-221,-20,770,693,0
27-Jan-22,46,30553,31514,27906,951,6527,0,13080,0,11,-38,-131,1054,-181,0,765,693,0
27-Jan-22,47,28891,31268,26365,900,6527,0,13080,0,11,-499,-968,1055,-236,-63,991,693,0
27-Jan-22,48,27688,30496,25280,849,6527,0,13080,0,65,-517,-1025,1054,-387,-214,999,693,0
28-Jan-22,1,27349,30180,25020,835,6527,0,13080,0,73,-493,-985,962,-456,-224,952,693,0
28-Jan-22,2,27593,30258,25340,821,6527,0,13080,0,92,-491,-976,956,-434,-72,950,693,0
28-Jan-22,3,27495,30125,25252,830,6527,0,13080,0,579,-384,-754,1054,-313,0,997,693,0
28-Jan-22,4,26939,29623,24750,838,6527,0,13080,0,635,-380,-728,1055,-341,0,999,693,0
28-Jan-22,5,26595,28962,24418,844,6527,0,13080,0,835,-285,-359,1055,-288,0,999,693,0
28-Jan-22,6,26207,28613,24072,849,6527,0,13080,0,895,-282,-341,1055,-271,-17,999,693,0
28-Jan-22,7,25943,28685,23807,924,6527,0,13080,0,1135,-240,-634,1054,-133,0,999,693,0
28-Jan-22,8,25707,28814,23581,998,6527,0,13080,0,1451,-239,-661,1054,-156,0,999,693,0
28-Jan-22,9,25435,28871,23356,1027,6527,0,13080,0,1380,-501,-909,1055,-46,0,906,693,0
28-Jan-22,10,25616,28928,23504,1056,6527,0,13080,0,1236,-512,-928,1054,-36,0,898,693,0
28-Jan-22,11,26322,28849,24183,1087,6527,0,13080,0,390,-517,-1020,877,54,0,409,693,0
28-Jan-22,12,27449,29980,25225,1118,6527,0,13080,0,387,-517,-1027,876,67,0,386,693,0
28-Jan-22,13,30236,32439,27826,1141,6527,0,13080,0,58,-517,-1028,575,220,0,379,693,0
28-Jan-22,14,32866,35012,30252,1163,6527,0,13080,0,9,-517,-1020,537,180,53,382,693,0
28-Jan-22,15,35741,37556,32903,1266,6527,0,13080,0,12,-466,-737,336,41,8,836,693,0
28-Jan-22,16,37245,39015,34197,1368,6527,2,13080,0,11,-463,-696,336,51,0,857,693,0
28-Jan-22,17,38486,39172,35412,1464,6527,118,13080,0,8,-78,90,372,190,0,968,693,0
28-Jan-22,18,39128,39795,36076,1560,6527,382,13080,0,5,-62,130,374,229,0,972,693,0
28-Jan-22,19,40009,41084,36948,1686,6527,834,13080,0,3,-162,-310,702,218,0,983,693,0
28-Jan-22,20,40125,41257,36973,1812,6527,1080,13080,0,7,-167,-358,749,136,4,983,693,0
28-Jan-22,21,39636,41731,36505,1951,6527,1350,13080,0,8,-504,-983,1053,262,78,998,693,0
28-Jan-22,22,39257,41405,36191,2089,6527,1910,13080,0,7,-517,-1024,1055,378,25,999,693,0
28-Jan-22,23,38805,40878,35724,2224,6527,2190,13080,0,4,-517,-952,1056,346,146,966,693,0
28-Jan-22,24,38136,40201,35106,2359,6527,2260,13080,0,4,-517,-944,1054,340,202,963,693,0
28-Jan-22,25,37953,39893,34936,2503,6527,2460,13080,0,7,-487,-846,1055,340,308,558,693,0
28-Jan-22,26,37720,39651,34729,2646,6527,2310,13080,0,7,-486,-838,1054,340,309,542,693,0
28-Jan-22,27,37275,38924,34351,2745,6527,2270,13080,0,7,-266,-776,955,340,224,551,693,0
28-Jan-22,28,36832,38466,33962,2843,6527,1850,13080,0,7,-258,-769,950,327,346,551,693,0
28-Jan-22,29,36638,38423,33805,2948,6527,1490,13080,0,7,-507,-671,587,339,481,237,693,0
28-Jan-22,30,36468,38266,33753,3053,6527,1030,13080,0,7,-517,-674,543,339,504,224,693,0
28-Jan-22,31,36506,38636,33811,3107,6527,801,13080,0,9,-517,-1004,425,319,504,53,693,0
28-Jan-22,32,37091,39241,34499,3161,6527,351,13080,0,10,-516,-1024,417,319,504,46,693,0
28-Jan-22,33,38078,40135,35500,3215,6527,138,13080,0,8,-517,-932,331,319,454,84,693,0
28-Jan-22,34,39460,41509,36777,3269,6527,6,13080,0,4,-516,-929,326,319,486,95,693,0
28-Jan-22,35,40775,42914,37994,3326,6527,0,13080,0,1,-517,-1021,661,260,362,732,693,0
28-Jan-22,36,40836,42981,38076,3383,6527,0,13080,0,1,-517,-1027,712,313,213,765,693,0
28-Jan-22,37,40179,42332,37542,3452,6527,0,13080,0,8,-517,-1028,1053,305,178,953,693,0
28-Jan-22,38,39188,41350,36607,3521,6527,0,13080,0,17,-517,-1028,1054,211,164,960,693,0
28-Jan-22,39,38043,40196,35631,3599,6527,0,13080,0,10,-517,-1026,1055,297,304,930,693,0
28-Jan-22,40,36482,38635,34198,3676,6527,0,13080,0,11,-516,-1026,1055,317,435,929,693,0
28-Jan-22,41,34914,37067,32736,3713,6527,0,13080,0,10,-516,-1027,1054,278,405,1015,693,0
28-Jan-22,42,33213,35355,31180,3750,6527,0,13080,0,7,-516,-1019,1054,182,351,1018,693,0
28-Jan-22,43,31686,33411,29796,3771,6527,0,13080,0,5,-399,-721,1054,269,479,1000,693,0
28-Jan-22,44,30095,31804,28359,3791,6527,0,13080,0,7,-394,-708,1054,290,504,999,693,0
28-Jan-22,45,28166,30291,26573,3854,6527,0,13080,0,7,-512,-1006,1054,290,489,975,693,0
28-Jan-22,46,26565,28716,25090,3917,6527,0,13080,0,8,-516,-1027,1055,244,362,973,693,0
28-Jan-22,47,25183,27430,23752,3910,6527,0,13080,0,103,-516,-1028,566,273,303,866,693,0
28-Jan-22,48,24058,26524,22711,3902,6527,0,13080,0,322,-516,-1028,499,230,203,862,693,0
29-Jan-22,1,23612,26957,22343,3931,6527,0,13080,0,1201,-516,-1028,747,203,293,866,693,0
29-Jan-22,2,24177,27432,22976,3959,6527,0,13080,0,1111,-516,-1028,750,300,443,866,693,0
29-Jan-22,3,23688,27349,22525,3996,6527,0,13080,0,1517,-516,-1028,933,290,487,645,693,0
29-Jan-22,4,22874,26580,21784,4032,6527,0,13080,0,1562,-516,-1028,936,194,384,632,664,0
29-Jan-22,5,22132,25828,21107,4095,6527,0,13080,0,1553,-515,-1028,980,258,454,129,290,0
29-Jan-22,6,21799,25486,20803,4157,6527,0,13080,0,1544,-515,-1028,981,167,383,105,213,0
29-Jan-22,7,21090,25141,20105,4209,6527,0,13080,0,1588,-515,-1028,980,228,460,-153,-167,0
29-Jan-22,8,20753,24900,19703,4261,6527,0,13080,0,1595,-515,-1028,980,150,392,-164,-245,0
29-Jan-22,9,20347,25254,19282,4315,6527,0,13080,0,1580,-515,-1028,890,230,481,-538,-646,0
29-Jan-22,10,20222,25154,19139,4369,6527,0,13080,0,1573,-515,-1028,885,132,475,-551,-665,0
29-Jan-22,11,20362,24511,19217,4349,6527,0,13080,0,1564,-515,-1027,332,21,464,-180,-263,0
29-Jan-22,12,20701,24655,19466,4329,6527,0,13080,0,1465,-516,-1028,303,117,450,-161,-184,0
29-Jan-22,13,21977,25485,20578,4402,6527,0,13080,0,1364,-516,-1028,928,254,504,390,196,0
29-Jan-22,14,23090,26182,21460,4474,6527,0,13080,0,954,-516,-1022,929,272,504,416,272,0
29-Jan-22,15,24806,26881,22825,4495,6527,2,13080,0,189,-450,-836,482,272,504,578,646,0
29-Jan-22,16,25630,27478,23365,4516,6527,1,13080,0,13,-433,-802,431,272,504,585,693,0
29-Jan-22,17,27414,28105,24874,4493,6527,135,13080,0,13,287,-78,784,272,504,983,693,0
29-Jan-22,18,28685,29299,25949,4469,6527,468,13080,0,13,336,-1,795,272,504,999,693,0
29-Jan-22,19,29854,30467,27013,4636,6527,981,13080,0,13,499,926,1054,272,504,999,693,0
