SETTLEMENT_DATE,SETTLEMENT_PERIOD,ND,FORECAST_ACTUAL_INDICATOR,I014_ND,TSD,I014_TSD,ENGLAND_WALES_DEMAND,EMBEDDED_WIND_GENERATION,EMBEDDED_WIND_CAPACITY,EMBEDDED_SOLAR_GENERATION,EMBEDDED_SOLAR_CAPACITY,NON_BM_STOR,PUMP_STORAGE_PUMPING,I014_PUMP_STORAGE_PUMPING,FRENCH_FLOW,BRITNED_FLOW,MOYLE_FLOW,EAST_WEST_FLOW,I014_FRENCH_FLOW,I014_BRITNED_FLOW,I014_MOYLE_FLOW,I014_EAST_WEST_FLOW
10-OCT-2018,25,29144,A,28353,29650,29117,26288,1676,5911,6470,13052,0,6,11,33,1002,180,65,48,1002,179,68
10-OCT-2018,26,28831,A,28130,29336,28896,25994,1720,5911,6630,13052,0,5,8,53,1001,180,95,48,1001,179,102
10-OCT-2018,27,28407,A,27712,28912,28269,25703,1761,5911,6570,13052,0,5,4,327,1000,180,245,344,1001,179,250
10-OCT-2018,28,28159,A,27410,28664,27970,25501,1801,5911,6430,13052,0,5,9,362,1000,180,327,343,1002,179,328
10-OCT-2018,29,28217,A,27461,28722,27970,25636,1807,5911,6070,13052,0,5,9,486,1000,180,461,503,1001,179,462
10-OCT-2018,30,28244,A,27382,28749,27893,25743,1813,5911,5570,13052,0,5,7,515,997,180,424,506,991,179,415
10-OCT-2018,31,28773,A,27819,29278,28329,26263,1812,5911,4880,13052,0,5,6,1089,535,180,383,1102,520,179,383
10-OCT-2018,32,30077,A,29084,30582,29593,27452,1811,5911,4100,13052,0,5,9,1103,511,175,387,1102,508,174,383
10-OCT-2018,33,31552,A,30623,32057,31128,28861,1807,5911,3120,13052,0,5,3,1496,324,180,359,1484,317,179,358
10-OCT-2018,34,33162,A,32290,33671,32799,30421,1802,5911,2240,13052,0,9,6,1498,333,180,461,1484,348,179,461
10-OCT-2018,35,34427,A,33538,34936,34046,31661,1813,5911,1320,13052,0,9,6,1499,1026,180,437,1484,1044,179,435
10-OCT-2018,36,35213,A,34254,35723,34772,32448,1823,5911,476,13052,0,10,9,1499,1059,180,503,1484,1060,179,498
10-OCT-2018,37,35835,A,34962,36344,35467,33101,1854,5911,44,13052,0,9,5,1498,1059,180,504,1484,1060,179,498
10-OCT-2018,38,37492,A,36530,37999,37037,34641,1884,5911,7,13052,0,7,6,1499,1059,180,504,1484,1060,179,498
10-OCT-2018,39,37672,A,36451,38180,36956,34812,1885,5911,6,13052,0,8,5,1498,1060,180,504,1484,1060,179,498
10-OCT-2018,40,36539,A,35288,37048,35796,33826,1886,5911,5,13052,0,9,6,1498,1058,180,504,1484,1060,179,498
10-OCT-2018,41,35173,A,34015,35679,34520,32562,1875,5911,2,13052,0,6,5,1498,1058,180,491,1484,1060,179,484
10-OCT-2018,42,33666,A,32513,34175,33024,31134,1863,5911,4,13052,0,9,7,1498,1059,180,400,1484,1060,179,398
10-OCT-2018,43,32255,A,31126,32763,31630,29796,1863,5911,4,13052,0,8,4,1498,1002,180,488,1484,1002,179,486
10-OCT-2018,44,30231,A,29086,30741,29596,28005,1863,5911,0,13052,0,10,11,1499,999,180,504,1484,995,179,498
10-OCT-2018,45,28291,A,27091,28800,27597,26255,1848,5911,0,13052,0,9,6,1498,643,180,504,1484,630,179,499
10-OCT-2018,46,26540,A,25286,27050,25798,24552,1832,5911,0,13052,0,10,11,1498,626,178,504,1484,626,177,499
10-OCT-2018,47,24702,A,23454,25212,23973,22860,1822,5911,0,13052,0,10,19,1308,799,153,504,1288,806,151,498
10-OCT-2018,48,23140,A,21935,23725,22525,21535,1811,5911,0,13052,0,85,129,1301,806,153,504,1288,806,151,498
11-OCT-2018,1,21907,A,20729,22976,21825,20382,1796,5911,0,13052,0,569,596,1206,644,153,504,1191,638,151,498
11-OCT-2018,2,21388,A,20242,22548,21411,19854,1781,5911,0,13052,0,660,670,1204,637,153,504,1191,637,151,498
11-OCT-2018,3,21152,A,19994,22312,21286,19691,1784,5911,0,13052,0,660,792,1203,705,153,504,1191,707,151,499
11-OCT-2018,4,21289,A,20155,22516,21510,19872,1787,5911,0,13052,0,727,866,1204,708,153,504,1191,706,151,499
11-OCT-2018,5,20988,A,19858,22892,21915,19591,1784,5911,0,13052,0,1404,1547,1204,618,153,504,1191,614,151,499
11-OCT-2018,6,20696,A,19523,22665,21622,19303,1781,5911,0,13052,0,1469,1599,1204,614,153,504,1191,614,151,499
11-OCT-2018,7,20474,A,19384,22440,21481,19065,1782,5911,0,13052,0,1466,1597,1204,708,153,504,1191,711,151,499
11-OCT-2018,8,20210,A,19079,22167,21164,18775,1783,5911,0,13052,0,1457,1585,1203,712,153,504,1191,711,151,499
11-OCT-2018,9,20262,A,19161,22209,21232,18792,1789,5911,0,13052,0,1447,1571,1204,711,153,504,1191,710,151,498
11-OCT-2018,10,20454,A,19382,22386,21434,18969,1795,5911,0,13052,0,1432,1552,1203,711,153,504,1191,710,151,499
11-OCT-2018,11,21198,A,20134,23062,22180,19638,1819,5911,0,13052,0,1364,1483,1251,706,153,504,1240,705,151,499
11-OCT-2018,12,22245,A,21212,24127,23208,20608,1842,5911,0,13052,0,1382,1499,1251,705,152,504,1240,706,151,499
11-OCT-2018,13,25127,A,24125,26287,25190,23257,1871,5911,1,13052,0,660,621,1346,756,152,504,1336,757,151,498
11-OCT-2018,14,28278,A,27209,28787,27714,26161,1900,5911,1,13052,0,9,3,1348,758,135,459,1336,760,133,451
11-OCT-2018,15,31716,A,30634,32226,31143,29256,1936,5911,1,13052,0,10,7,1459,990,71,313,1450,999,70,306
11-OCT-2018,16,33210,A,32007,33801,32517,30669,1971,5911,35,13052,0,10,8,1462,1000,-81,217,1450,1002,-87,211
11-OCT-2018,17,33546,A,32260,34291,32770,30925,2015,5911,291,13052,0,13,8,1497,1057,-232,68,1484,1060,-237,63
11-OCT-2018,18,32763,A,31446,33652,31962,30204,2059,5911,741,13052,0,13,13,1498,1059,-376,0,1484,1060,-378,0
11-OCT-2018,19,32699,A,31450,33572,31963,30095,2128,5911,1260,13052,0,12,13,1473,1058,-361,0,1460,1060,-357,0
11-OCT-2018,20,32155,A,30856,33074,31365,29560,2196,5911,1680,13052,0,9,9,1330,1059,-410,0,1286,1060,-410,0
11-OCT-2018,21,31472,A,30197,32378,30703,28890,2251,5911,2190,13052,0,4,5,346,1059,-402,0,327,1060,-399,0
11-OCT-2018,22,31159,A,29905,32116,30414,28584,2305,5911,2730,13052,0,5,9,348,1058,-414,-38,330,1060,-412,-45
11-OCT-2018,23,31064,A,29869,32210,30428,28518,2380,5911,2900,13052,0,4,5,-47,1059,-415,-180,-50,1060,-413,-185
11-OCT-2018,24,31035,A,29850,32276,30409,28380,2454,5911,2680,13052,0,5,4,-51,1060,-415,-270,-50,1060,-413,-269
11-OCT-2018,25,31446,A,30283,32593,30844,28731,2491,5911,2620,13052,0,4,5,430,1002,-415,-228,446,1001,-413,-225
11-OCT-2018,26,31214,A,30073,32372,30637,28556,2528,5911,2660,13052,0,6,10,404,1000,-415,-237,373,1001,-413,-233
11-OCT-2018,27,31010,A,29832,32038,30621,28432,2555,5911,2570,13052,0,9,11,79,1000,-384,-135,86,1001,-381,-133
11-OCT-2018,28,30843,A,29678,31920,30469,28422,2582,5911,2410,13052,0,10,13,79,1000,-415,-152,65,1000,-413,-150
11-OCT-2018,29,31420,A,30139,32591,30747,29008,2551,5911,2070,13052,0,10,11,-95,926,-415,-151,-91,926,-412,-153
11-OCT-2018,30,31308,A,29934,32473,30543,28983,2519,5911,1780,13052,0,12,12,-90,914,-399,-164,-91,902,-393,-157
11-OCT-2018,31,31421,A,29987,32245,30701,29032,2470,5911,1530,13052,7,7,4,73,244,-292,-25,81,225,-287,-23
11-OCT-2018,32,32220,A,30752,33085,31467,29679,2420,5911,1190,13052,0,9,9,130,203,-332,-24,142,200,-337,-30
11-OCT-2018,33,33298,A,31823,34372,32342,30608,2335,5911,956,13052,46,13,14,1096,105,-414,-147,1105,102,-413,-150
11-OCT-2018,34,34146,A,32689,35217,33203,31280,2249,5911,614,13052,235,13,12,1072,102,-414,-144,1063,102,-413,-148
11-OCT-2018,35,34403,A,32999,35615,33513,31607,2167,5911,376,13052,307,14,8,997,423,-414,-284,986,438,-413,-289
11-OCT-2018,36,35169,A,33830,36392,34339,32337,2084,5911,174,13052,315,13,6,997,465,-414,-296,986,474,-413,-288
11-OCT-2018,37,36086,A,34876,37184,35383,33164,1992,5911,37,13052,449,8,4,997,1027,-393,-197,986,1044,-390,-196
11-OCT-2018,38,36755,A,35706,37875,36212,33685,1899,5911,1,13052,527,7,6,997,1058,-415,-198,986,1060,-413,-198
11-OCT-2018,39,36872,A,35745,37952,36253,33710,1850,5911,0,13052,194,8,8,998,1058,-366,-206,986,1060,-359,-207
11-OCT-2018,40,35824,A,34729,36737,35236,32689,1800,5911,0,13052,6,4,5,1116,1059,-215,-194,1095,1060,-204,-189
11-OCT-2018,41,34222,A,33272,34894,33780,31149,1731,5911,0,13052,0,8,4,997,1058,-101,-63,986,1060,-97,-59
11-OCT-2018,42,33868,A,32838,34427,33346,30856,1661,5911,0,13052,0,8,2,997,1059,-51,67,986,1060,-47,74
11-OCT-2018,43,32742,A,31580,33252,32094,29787,1639,5911,0,13052,0,10,9,997,1002,82,217,986,1002,90,224
11-OCT-2018,44,30789,A,29753,31299,30271,27996,1617,5911,0,13052,0,10,15,997,1001,151,369,986,1001,151,373
11-OCT-2018,45,28882,A,27785,29392,28305,26232,1584,5911,0,13052,0,10,19,997,1001,152,492,986,1001,151,490
11-OCT-2018,46,26801,A,25825,27308,26336,24305,1550,5911,0,13052,0,7,11,996,1000,151,504,986,999,149,499
11-OCT-2018,47,25174,A,24117,25684,24632,22775,1533,5911,0,13052,0,10,15,822,812,129,504,807,808,128,499
11-OCT-2018,48,23698,A,22603,24284,23195,21339,1516,5911,0,13052,0,86,90,811,805,129,504,803,806,128,499
12-OCT-2018,1,22382,A,21210,22968,21798,20075,1514,5911,0,13052,0,86,88,713,715,129,504,704,711,128,499
12-OCT-2018,2,21588,A,20499,22331,21091,19366,1512,5911,0,13052,0,243,262,710,711,129,504,705,710,128,499
12-OCT-2018,3,21441,A,20304,22328,21268,19312,1606,5911,0,13052,0,387,608,710,711,129,504,703,710,128,499
12-OCT-2018,4,21204,A,20121,23128,22089,19400,1700,5911,0,13052,0,1424,1595,710,711,129,504,705,710,128,499
12-OCT-2018,5,20660,A,19505,22665,21520,19017,1824,5911,0,13052,0,1505,1751,710,711,129,504,705,710,128,499
12-OCT-2018,6,20059,A,18974,22056,21102,18467,1947,5911,0,13052,0,1497,1912,711,708,129,504,705,701,128,499
12-OCT-2018,7,19571,A,18516,21563,20762,18006,1990,5911,0,13052,0,1492,2000,679,283,128,504,672,270,128,499
12-OCT-2018,8,19040,A,17976,21019,20208,17531,2032,5911,0,13052,0,1479,2038,682,262,128,504,672,261,128,499
12-OCT-2018,9,18725,A,17575,20689,19786,17337,2191,5911,0,13052,0,1464,2015,394,262,128,504,384,261,128,499
12-OCT-2018,10,18632,A,17490,20584,19681,17259,2349,5911,0,13052,0,1452,2097,385,262,129,504,384,261,128,499
12-OCT-2018,11,19212,A,18103,21164,20174,17894,2425,5911,0,13052,0,1452,2111,471,262,129,504,468,261,128,499
12-OCT-2018,12,20258,A,19144,22156,21154,18989,2500,5911,0,13052,0,1398,1922,455,262,129,504,468,261,128,499
12-OCT-2018,13,22991,A,21880,24272,23105,21594,2530,5911,0,13052,0,781,886,993,262,129,504,986,261,128,499
12-OCT-2018,14,25944,A,24889,26632,25405,24379,2560,5911,0,13052,0,188,81,995,262,129,504,986,261,128,499
12-OCT-2018,15,29487,A,28276,29999,28785,27661,2687,5911,0,13052,0,12,8,996,205,129,504,986,202,128,499
12-OCT-2018,16,31088,A,29834,31602,30349,29151,2814,5911,19,13052,0,14,15,996,208,120,439,986,217,118,430
12-OCT-2018,17,31915,A,30554,32429,31069,29796,2929,5911,130,13052,0,14,15,996,768,27,289,986,784,27,280
12-OCT-2018,18,31736,A,30365,32250,30880,29595,3044,5911,412,13052,0,14,15,996,799,22,216,986,800,26,214
12-OCT-2018,19,32025,A,30639,32538,31151,29873,3102,5911,642,13052,0,13,10,997,905,115,225,986,911,117,226
12-OCT-2018,20,32178,A,30813,32690,31323,30049,3160,5911,852,13052,0,12,8,997,910,128,225,986,914,128,226
12-OCT-2018,21,32384,A,30997,32898,31512,30210,3223,5911,965,13052,0,14,15,997,1053,91,251,986,1059,89,248
12-OCT-2018,22,32183,A,30770,32697,31285,30009,3285,5911,1170,13052,0,14,15,997,1059,92,250,986,1060,92,249
12-OCT-2018,23,32177,A,30758,32688,31267,30012,3233,5911,1330,13052,0,11,6,997,1059,125,209,986,1060,125,208
12-OCT-2018,24,32550,A,31122,33060,31631,30422,3180,5911,1340,13052,0,10,9,997,1058,108,246,986,1060,108,244
12-OCT-2018,25,32589,A,31146,33101,31659,30407,3175,5911,1480,13052,0,12,13,998,1003,129,173,986,1002,128,170
12-OCT-2018,26,32234,A,30785,32743,31295,30057,3170,5911,1640,13052,0,9,11,997,1000,88,89,986,1001,86,86
12-OCT-2018,27,31584,A,30135,32093,30644,29417,3194,5911,1720,13052,0,9,6,997,1000,90,33,986,1001,90,32
12-OCT-2018,28,31247,A,29742,31754,30248,29003,3218,5911,1750,13052,0,7,6,997,1001,103,0,986,1001,102,0
12-OCT-2018,29,30883,A,29443,31391,29948,28540,3226,5911,1790,13052,0,8,4,1440,1000,26,0,1445,1001,26,0
12-OCT-2018,30,30827,A,29423,31336,29934,28340,3234,5911,1670,13052,0,9,11,1496,999,24,0,1482,994,26,0
12-OCT-2018,31,30629,A,29265,31221,29777,28058,3236,5911,1350,13052,0,9,10,1496,626,-83,0,1482,614,-89,0
12-OCT-2018,32,31130,A,29777,31859,30284,28527,3237,5911,1040,13052,0,8,6,1496,609,-221,0,1482,607,-221,0
12-OCT-2018,33,32009,A,30701,32688,31209,29369,3242,5911,703,13052,0,8,6,1496,616,-171,20,1482,616,-166,25
12-OCT-2018,34,32853,A,31524,33550,32034,30146,3246,5911,385,13052,0,8,6,1496,618,-189,74,1482,621,-193,75
12-OCT-2018,35,33780,A,32421,34541,32926,31014,3263,5911,159,13052,0,8,7,1496,921,-253,3,1482,932,-251,3
12-OCT-2018,36,33978,A,32510,34775,33015,31288,3280,5911,33,13052,0,5,14,1496,935,-292,0,1482,938,-297,0
12-OCT-2018,37,34622,A,33136,35559,33638,32090,3214,5911,6,13052,0,3,12,1496,1053,-370,-64,1482,1059,-369,-70
12-OCT-2018,38,35048,A,33537,36091,34041,32541,3148,5911,1,13052,0,4,10,1496,1059,-373,-166,1482,1060,-372,-172
12-OCT-2018,39,34325,A,32827,35543,33331,31941,3074,5911,1,13052,0,5,9,1496,1059,-396,-317,1482,1060,-396,-322
12-OCT-2018,40,33150,A,31674,34533,32178,30902,2999,5911,1,13052,0,4,9,1496,1059,-414,-465,1482,1060,-412,-468
12-OCT-2018,41,31894,A,30387,33351,30895,29711,2983,5911,0,13052,0,7,7,1496,1058,-414,-536,1482,1060,-412,-529
12-OCT-2018,42,30413,A,28949,31871,29460,28407,2966,5911,0,13052,0,9,9,1496,1059,-414,-535,1482,1059,-413,-529
12-OCT-2018,43,29177,A,27683,30634,28393,27296,2937,5911,0,13052,0,7,216,1496,1002,-414,-536,1482,1001,-412,-529
12-OCT-2018,44,27589,A,26123,29021,26932,25847,2908,5911,0,13052,0,10,307,1495,1000,-387,-535,1482,1001,-382,-529
12-OCT-2018,45,25963,A,24460,27360,25085,24331,2807,5911,0,13052,0,8,217,759,1000,-353,-536,716,1001,-348,-529
12-OCT-2018,46,24439,A,22950,25740,23458,22895,2706,5911,0,13052,0,9,374,715,1000,-256,-536,717,998,-249,-529
12-OCT-2018,47,22978,A,21494,24147,22011,21533,2611,5911,0,13052,0,15,535,450,769,-188,-466,427,761,-184,-455
12-OCT-2018,48,21748,A,20259,23316,21346,20370,2516,5911,0,13052,0,559,1137,436,759,-194,-315,430,758,-197,-306
13-OCT-2018,1,20914,A,19248,22706,20697,19559,2477,5911,0,13052,0,768,1526,350,713,-253,-271,343,710,-251,-272
13-OCT-2018,2,20391,A,18713,22362,20430,18992,2438,5911,0,13052,0,935,1486,338,711,-256,-280,341,710,-256,-273
13-OCT-2018,3,20021,A,18619,22204,20337,18585,2387,5911,0,13052,0,1179,1466,805,711,-358,-146,807,710,-362,-142
13-OCT-2018,4,20119,A,18790,22379,20490,18611,2335,5911,0,13052,0,1207,1408,814,711,-414,-139,807,710,-413,-141
13-OCT-2018,5,19811,A,18562,22035,20258,18272,2283,5911,0,13052,0,1204,1298,960,711,-414,-106,954,710,-413,-107
13-OCT-2018,6,19576,A,18279,21815,19970,17921,2231,5911,0,13052,0,1200,1154,964,711,-414,-125,954,710,-413,-127
13-OCT-2018,7,19115,A,17845,21352,19533,17612,2174,5911,0,13052,0,1197,1188,964,711,-414,-126,954,710,-413,-126
13-OCT-2018,8,18932,A,17746,21164,19426,17310,2116,5911,0,13052,0,1192,1143,963,711,-414,-126,954,710,-413,-126
13-OCT-2018,9,18731,A,17704,20939,19388,16980,2069,5911,0,13052,0,1191,1015,1002,710,-414,-103,992,710,-413,-103
13-OCT-2018,10,18843,A,17803,21046,19474,17006,2022,5911,0,13052,0,1185,1094,1004,711,-414,-104,992,710,-411,-103
13-OCT-2018,11,19280,A,18172,21312,19847,17409,2015,5911,0,13052,0,1189,1175,876,711,-336,-7,863,710,-329,-6
13-OCT-2018,12,19746,A,18719,21704,20330,17757,2008,5911,0,13052,0,1131,1112,871,711,-327,0,864,711,-326,0
13-OCT-2018,13,20960,A,20182,22262,21035,18775,1981,5911,0,13052,0,552,308,918,802,-250,0,910,806,-242,0
13-OCT-2018,14,22379,A,21436,23020,21944,20053,1954,5911,0,13052,0,41,8,926,801,-100,0,909,794,-91,0
13-OCT-2018,15,24104,A,23126,24614,23636,21571,1871,5911,1,13052,0,10,11,475,292,22,65,457,276,25,74
13-OCT-2018,16,25407,A,24436,25916,24942,22746,1788,5911,31,13052,0,9,6,450,266,25,137,459,271,26,134
13-OCT-2018,17,27024,A,26111,27620,26625,24191,1754,5911,138,13052,0,12,13,1246,645,-84,16,1252,656,-90,15
13-OCT-2018,18,28053,A,27146,28742,27657,25126,1720,5911,323,13052,0,13,9,1263,664,-176,0,1251,669,-177,0
13-OCT-2018,19,28805,A,27918,29587,28428,25755,1741,5911,539,13052,0,10,9,1296,1041,-272,0,1284,1054,-273,0
13-OCT-2018,20,29136,A,28259,29946,28766,25973,1761,5911,766,13052,0,7,6,1296,1059,-303,0,1284,1060,-305,0
13-OCT-2018,21,29194,A,28325,30106,28832,25927,1858,5911,1110,13052,0,5,6,1296,1059,-407,0,1284,1060,-407,-1
13-OCT-2018,22,29004,A,28112,29917,28620,25668,1954,5911,1530,13052,0,9,6,1296,1058,-404,0,1284,1060,-403,0
13-OCT-2018,23,28647,A,27798,29635,28308,25270,2010,5911,2070,13052,0,9,10,1313,1059,-413,-66,1301,1060,-413,-75
13-OCT-2018,24,28115,A,27278,29247,27788,24682,2066,5911,2650,13052,0,7,8,1314,1059,-415,-210,1301,1059,-413,-213
13-OCT-2018,25,27491,A,26664,28650,27172,24040,2119,5911,3120,13052,0,5,6,1216,1002,-415,-239,1202,1002,-413,-238
13-OCT-2018,26,26955,A,26136,28175,26645,23537,2171,5911,3410,13052,0,5,9,1210,1000,-415,-300,1202,1001,-413,-305
13-OCT-2018,27,26441,A,25607,27812,26118,23090,2208,5911,3480,13052,0,5,6,1030,1000,-415,-451,1006,1001,-413,-455
13-OCT-2018,28,26063,A,25219,27518,25730,22788,2245,5911,3390,13052,0,5,9,998,1000,-415,-535,987,995,-413,-529
13-OCT-2018,29,25915,A,25019,27370,25533,22716,2304,5911,3040,13052,0,5,11,1000,656,-415,-535,986,644,-413,-529
13-OCT-2018,30,25695,A,24744,27108,25257,22624,2363,5911,2750,13052,0,5,13,1011,639,-415,-493,1010,640,-413,-484
13-OCT-2018,31,25882,A,24903,27150,25416,22953,2351,5911,2220,13052,0,5,13,1289,841,-415,-348,1274,849,-413,-341
13-OCT-2018,32,26217,A,25203,27325,25721,23504,2339,5911,1670,13052,0,7,14,1290,845,-359,-242,1274,837,-351,-234
13-OCT-2018,33,27079,A,26052,27889,26571,24512,2261,5911,1050,13052,0,10,19,1089,301,-209,-91,1070,285,-201,-85
13-OCT-2018,34,28158,A,27120,28786,27639,25679,2182,5911,635,13052,0,10,19,1081,293,-118,0,1071,310,-116,0
13-OCT-2018,35,29565,A,28477,30194,28996,27019,2133,5911,292,13052,0,11,19,1292,1026,-118,0,1282,1044,-115,0
13-OCT-2018,36,30744,A,29602,31329,30116,28094,2083,5911,65,13052,0,9,12,1297,1058,-76,0,1282,1060,-71,0
13-OCT-2018,37,31924,A,30748,32432,31258,29191,2025,5911,2,13052,0,8,9,1346,1059,78,0,1331,1060,86,0
13-OCT-2018,38,32496,A,31266,33000,31777,29745,1967,5911,3,13052,0,4,11,1345,1059,117,0,1331,1060,116,0
13-OCT-2018,39,31371,A,30092,31875,30599,28879,1978,5911,2,13052,0,4,7,1492,1059,79,0,1479,1060,79,0
13-OCT-2018,40,29931,A,28661,30434,29166,27712,1989,5911,1,13052,0,3,3,1498,1059,58,0,1479,1059,61,0
13-OCT-2018,41,28842,A,27568,29350,28075,26710,1938,5911,1,13052,0,8,6,1475,1012,94,65,1459,1011,96,73
13-OCT-2018,42,28055,A,26814,28565,27317,26034,1886,5911,0,13052,0,10,3,1451,1010,51,217,1413,1009,53,223
13-OCT-2018,43,26887,A,25679,27395,26182,25045,1874,5911,0,13052,0,8,4,573,842,126,368,549,838,127,372
13-OCT-2018,44,25837,A,24639,26349,25150,24115,1861,5911,0,13052,0,12,11,561,836,130,470,550,839,129,467
13-OCT-2018,45,24606,A,23454,25115,23964,22986,1807,5911,0,13052,0,9,3,213,993,130,434,198,1000,129,430
13-OCT-2018,46,23612,A,22449,24119,22951,21995,1753,5911,0,13052,0,7,2,179,999,115,424,200,996,113,423
13-OCT-2018,47,22287,A,21069,22804,21586,20734,1707,5911,0,13052,0,17,16,1427,707,26,354,1437,697,18,345
13-OCT-2018,48,21208,A,20010,21938,20612,19745,1660,5911,0,13052,0,89,102,1456,694,-141,204,1436,693,-144,195
14-OCT-2018,1,20317,A,19197,21869,20595,18842,1623,5911,0,13052,0,879,956,1455,690,-173,52,1435,689,-174,46
14-OCT-2018,2,19747,A,18744,21680,20452,18301,1586,5911,0,13052,0,1069,1118,1455,690,-310,-54,1436,689,-314,-56
14-OCT-2018,3,19625,A,18640,21679,20347,18164,1532,5911,0,13052,0,1215,1361,1455,710,-339,0,1432,710,-338,0
14-OCT-2018,4,19650,A,18800,21685,20492,18274,1477,5911,0,13052,0,1205,1309,1455,710,-330,0,1436,710,-322,0
14-OCT-2018,5,19421,A,18570,21325,20272,18101,1390,5911,0,13052,0,1212,1356,1455,710,-192,0,1436,710,-188,0
14-OCT-2018,6,18800,A,18171,20709,19860,17494,1302,5911,0,13052,0,1202,1129,1455,711,-207,0,1435,710,-204,0
14-OCT-2018,7,18642,A,18008,20425,19686,17328,1231,5911,0,13052,0,1194,1088,1455,711,-89,0,1436,710,-85,0
14-OCT-2018,8,18685,A,17988,20292,19664,17241,1159,5911,0,13052,0,1022,1037,1455,710,-85,0,1435,710,-80,0
14-OCT-2018,9,18703,A,18106,20287,19778,17193,1069,5911,0,13052,0,1084,1082,1598,711,81,11,1583,710,88,16
14-OCT-2018,10,18828,A,18355,20457,20024,17240,978,5911,0,13052,0,1129,1117,1603,711,125,19,1583,710,124,24
14-OCT-2018,11,19105,A,18679,20770,20347,17434,898,5911,0,13052,0,1165,1157,1603,711,141,145,1583,710,141,149
14-OCT-2018,12,19436,A,19033,21097,20688,17696,818,5911,0,13052,0,1161,1152,1603,711,141,152,1583,710,141,155
14-OCT-2018,13,20235,A,20055,21645,21252,18401,757,5911,0,13052,0,910,697,1652,711,142,258,1631,710,142,257
14-OCT-2018,14,21257,A,21015,22489,22098,19304,696,5911,0,13052,0,732,583,1651,711,131,154,1632,712,128,147
14-OCT-2018,15,22670,A,22304,23716,23360,20570,668,5911,1,13052,0,546,551,1844,917,30,19,1825,926,29,18
14-OCT-2018,16,23783,A,23408,24777,24398,21583,640,5911,8,13052,0,494,483,1847,926,26,0,1825,929,28,0
14-OCT-2018,17,25602,A,25207,26113,25720,23233,625,5911,31,13052,0,11,13,1995,1053,14,0,1973,1059,16,0
14-OCT-2018,18,27088,A,26659,27593,27174,24569,609,5911,77,13052,0,5,9,1998,1058,40,0,1972,1060,43,0
14-OCT-2018,19,28402,A,28000,28910,28512,25694,605,5911,141,13052,239,8,9,1998,1058,41,0,1973,1060,43,0
14-OCT-2018,20,29115,A,28775,29637,29287,26280,601,5911,231,13052,412,11,11,1999,1058,-11,0,1972,1060,-11,0
14-OCT-2018,21,30021,A,29682,30591,30253,27066,619,5911,308,13052,548,4,6,1979,1052,-66,0,1953,1060,-68,0
14-OCT-2018,22,30445,A,30082,31034,30621,27438,636,5911,429,13052,598,10,10,1977,1058,-79,0,1953,1060,-78,0
14-OCT-2018,23,30732,A,30429,31415,30940,27687,656,5911,572,13052,598,9,9,1978,1059,-174,0,1953,1060,-179,0
14-OCT-2018,24,31192,A,30881,31905,31388,28112,675,5911,738,13052,534,8,7,1978,1059,-205,0,1953,1060,-203,0
14-OCT-2018,25,31942,A,31506,32732,32014,28842,689,5911,953,13052,174,8,9,1997,1002,-282,0,1972,1002,-284,0
14-OCT-2018,26,32319,A,31633,33106,32136,29267,702,5911,1100,13052,1,7,3,1998,1000,-280,0,1973,1001,-274,0
14-OCT-2018,27,31823,A,31205,32480,31715,28804,720,5911,1170,13052,0,9,11,1998,1000,-148,0,1973,1001,-144,0
14-OCT-2018,28,31269,A,30626,31930,31137,28315,737,5911,1300,13052,0,9,11,1998,1000,-152,0,1972,1001,-152,0
14-OCT-2018,29,30973,A,30399,31677,30908,28089,731,5911,1460,13052,0,9,9,1998,1000,-195,0,1973,1001,-193,0
14-OCT-2018,30,30848,A,30280,31541,30791,28006,725,5911,1650,13052,0,9,11,1998,1000,-184,0,1973,1001,-182,0
14-OCT-2018,31,30884,A,30336,31598,30846,28045,712,5911,1670,13052,0,9,11,1998,1000,-205,0,1972,1001,-202,0
14-OCT-2018,32,31204,A,30699,31924,31209,28335,699,5911,1570,13052,0,9,11,1998,1001,-211,0,1973,1001,-215,0
14-OCT-2018,33,31948,A,31449,32795,31960,29008,673,5911,1260,13052,0,9,11,1998,1000,-338,0,1972,1001,-338,0
14-OCT-2018,34,32988,A,32416,33794,32931,29934,646,5911,944,13052,0,9,15,1998,1000,-283,-14,1973,1002,-282,-19
14-OCT-2018,35,33877,A,33211,34892,33724,30713,641,5911,534,13052,0,10,13,1998,1055,-386,-119,1973,1060,-388,-121
14-OCT-2018,36,34736,A,34020,35775,34531,31499,635,5911,136,13052,0,10,9,1998,1058,-371,-158,1972,1060,-368,-163
14-OCT-2018,37,35575,A,34937,36697,35440,32284,652,5911,8,13052,70,8,2,1997,1059,-413,-201,1973,1060,-412,-196
14-OCT-2018,38,36009,A,35343,37082,35845,32590,668,5911,1,13052,94,3,2,1998,1059,-414,-156,1973,1060,-413,-160
14-OCT-2018,39,35516,A,34775,36729,35280,32161,695,5911,0,13052,17,4,4,1998,1058,-414,-295,1973,1060,-412,-299
14-OCT-2018,40,34353,A,33669,35623,34172,31156,721,5911,1,13052,0,5,1,1997,1057,-414,-351,1972,1060,-412,-345
14-OCT-2018,41,33358,A,32716,34501,33232,30209,745,5911,1,13052,0,13,16,1910,1058,-414,-216,1884,1060,-413,-211
