SETTLEMENT_DATE,SETTLEMENT_PERIOD,ND,FORECAST_ACTUAL_INDICATOR,I014_ND,TSD,I014_TSD,ENGLAND_WALES_DEMAND,EMBEDDED_WIND_GENERATION,EMBEDDED_WIND_CAPACITY,EMBEDDED_SOLAR_GENERATION,EMBEDDED_SOLAR_CAPACITY,NON_BM_STOR,PUMP_STORAGE_PUMPING,I014_PUMP_STORAGE_PUMPING,FRENCH_FLOW,BRITNED_FLOW,MOYLE_FLOW,EAST_WEST_FLOW,I014_FRENCH_FLOW,I014_BRITNED_FLOW,I014_MOYLE_FLOW,I014_EAST_WEST_FLOW
05-NOV-2018,45,31100,A,30146,32130,30760,28710,1264,5911,0,13052,0,14,11,1997,323,-416,0,1973,324,-419,0
05-NOV-2018,46,29115,A,28214,30183,28830,26926,1281,5911,0,13052,0,14,13,1999,331,-454,0,1973,340,-452,0
05-NOV-2018,47,27065,A,26193,28063,26806,25066,1282,5911,0,13052,0,12,12,1903,918,-386,0,1875,934,-378,0
05-NOV-2018,48,25773,A,24917,26619,25528,23862,1282,5911,0,13052,0,10,8,1902,951,-236,0,1875,951,-227,0
06-NOV-2018,1,25462,A,24720,26157,25331,23651,1293,5911,0,13052,0,9,8,1708,859,-86,0,1675,858,-78,0
06-NOV-2018,2,25763,A,25095,26400,25709,23925,1303,5911,0,13052,0,12,11,1703,856,-25,0,1680,857,-23,0
06-NOV-2018,3,25305,A,24651,25930,25279,23529,1318,5911,0,13052,0,25,27,1703,855,73,0,1680,857,80,0
06-NOV-2018,4,24557,A,23969,25730,25180,22807,1332,5911,0,13052,0,573,609,1703,855,143,0,1680,857,143,0
06-NOV-2018,5,23882,A,23302,25985,25404,22211,1353,5911,0,13052,0,1503,1501,1703,855,143,0,1680,857,143,0
06-NOV-2018,6,23577,A,22933,25675,25031,21886,1374,5911,0,13052,0,1498,1498,1703,855,143,0,1680,857,143,0
06-NOV-2018,7,23112,A,22497,25195,24726,21365,1395,5911,0,13052,0,1483,1629,1703,855,143,0,1680,857,143,0
06-NOV-2018,8,22761,A,22154,24851,24391,21052,1416,5911,0,13052,0,1490,1637,1703,855,143,0,1680,857,143,0
06-NOV-2018,9,22690,A,22028,24778,24113,21060,1459,5911,0,13052,0,1488,1520,1703,854,143,0,1680,855,143,0
06-NOV-2018,10,22846,A,22184,24926,24255,21208,1501,5911,0,13052,0,1480,1471,1702,848,143,0,1680,840,143,0
06-NOV-2018,11,23752,A,23047,25765,25096,22122,1537,5911,0,13052,0,1413,1403,1777,290,143,0,1757,274,143,0
06-NOV-2018,12,25110,A,24310,27096,26285,23368,1572,5911,0,13052,0,1386,1375,1784,260,143,0,1757,258,143,0
06-NOV-2018,13,28329,A,27563,29322,28747,26325,1605,5911,0,13052,0,393,344,1420,107,143,0,1392,102,143,0
06-NOV-2018,14,31328,A,30456,31946,31074,29009,1638,5911,0,13052,0,18,17,1424,100,143,0,1393,97,143,0
06-NOV-2018,15,34237,A,33401,34901,34052,31614,1678,5911,6,13052,0,19,10,672,-45,143,0,645,-50,143,0
06-NOV-2018,16,35327,A,34321,35995,34980,32501,1717,5911,103,13052,0,17,20,644,-51,143,0,645,-52,143,0
06-NOV-2018,17,35836,A,34758,36504,35414,33007,1768,5911,330,13052,0,17,17,1181,-51,143,0,1176,-52,143,0
06-NOV-2018,18,35984,A,34789,36654,35445,33217,1818,5911,567,13052,0,19,13,1198,-51,143,0,1176,-50,143,0
06-NOV-2018,19,36561,A,35322,37181,35941,33684,1875,5911,795,13052,0,20,17,859,46,143,0,842,48,143,0
06-NOV-2018,20,36508,A,35135,37129,35756,33454,1932,5911,978,13052,0,21,21,852,51,143,0,842,49,143,0
06-NOV-2018,21,36262,A,34827,36881,35448,33183,1980,5911,1110,13052,0,19,21,906,1,143,0,894,0,143,0
06-NOV-2018,22,36232,A,34807,36850,35426,33202,2028,5911,1350,13052,0,18,17,906,0,143,0,894,-1,143,0
06-NOV-2018,23,36346,A,34953,36967,35565,33233,2054,5911,1590,13052,52,21,9,1046,94,143,0,1036,98,143,0
06-NOV-2018,24,35919,A,34579,36533,35196,32833,2080,5911,1550,13052,158,14,17,1051,101,143,0,1036,101,143,0
06-NOV-2018,25,35789,A,34489,36403,35102,32691,2125,5911,1570,13052,158,14,10,989,150,143,0,972,150,143,0
06-NOV-2018,26,35765,A,34473,36379,35090,32655,2170,5911,1630,13052,134,14,17,989,152,143,0,972,151,143,0
06-NOV-2018,27,35579,A,34265,36193,34880,32509,2180,5911,1560,13052,1,14,8,659,152,144,0,642,151,143,0
06-NOV-2018,28,35416,A,34008,36030,34625,32347,2189,5911,1430,13052,0,14,17,658,152,144,0,642,151,143,0
06-NOV-2018,29,35690,A,34194,36304,34811,32601,2227,5911,1110,13052,0,14,17,176,152,144,0,161,151,143,0
06-NOV-2018,30,35754,A,34260,36369,34875,32696,2264,5911,844,13052,0,15,15,178,152,144,0,161,150,143,0
06-NOV-2018,31,35758,A,34347,36611,35216,32742,2274,5911,478,13052,0,12,12,-241,102,144,0,-245,100,143,0
06-NOV-2018,32,36872,A,35458,37692,36327,33835,2284,5911,194,13052,0,11,12,-209,100,143,0,-169,96,141,0
06-NOV-2018,33,38220,A,36746,38830,37357,35013,2321,5911,17,13052,0,10,12,1666,2,40,0,1690,-1,35,0
06-NOV-2018,34,40134,A,38687,40901,39298,36877,2358,5911,0,13052,0,9,11,1790,17,-158,0,1767,16,-165,0
06-NOV-2018,35,41380,A,39795,42343,40405,38044,2365,5911,1,13052,0,10,11,1997,394,-353,0,1973,412,-356,0
06-NOV-2018,36,41319,A,39711,42367,40321,38015,2371,5911,0,13052,0,10,11,1999,450,-438,0,1972,452,-438,0
06-NOV-2018,37,40710,A,39075,41775,39688,37548,2393,5911,0,13052,0,11,13,1578,866,-454,0,1540,884,-453,0
06-NOV-2018,38,40023,A,38409,41089,39026,36942,2414,5911,0,13052,0,12,13,1546,909,-454,0,1540,909,-453,0
06-NOV-2018,39,39126,A,37424,40196,38039,36143,2419,5911,0,13052,0,16,15,1997,930,-454,0,1973,932,-453,0
06-NOV-2018,40,37930,A,36235,38999,36845,35094,2424,5911,0,13052,0,15,7,1999,930,-454,0,1972,933,-453,0
06-NOV-2018,41,36545,A,34863,37616,35478,33821,2426,5911,0,13052,0,17,15,1998,1053,-454,0,1973,1059,-453,0
06-NOV-2018,42,34937,A,33247,36005,33861,32427,2428,5911,0,13052,0,14,13,1998,1058,-454,0,1973,1060,-453,0
06-NOV-2018,43,33192,A,31484,34261,32093,30905,2427,5911,0,13052,0,15,6,1951,1002,-454,0,1923,1001,-453,0
06-NOV-2018,44,31065,A,29422,32135,30037,28999,2426,5911,0,13052,0,16,15,1950,1000,-454,0,1923,1000,-452,0
06-NOV-2018,45,28909,A,27269,29901,27884,27002,2409,5911,0,13052,0,16,15,1756,851,-376,0,1729,848,-367,0
06-NOV-2018,46,26864,A,25274,27707,25893,25156,2391,5911,0,13052,0,18,145,1753,847,-225,0,1729,845,-217,0
06-NOV-2018,47,24980,A,23413,25886,24045,23350,2397,5911,0,13052,0,28,312,1509,762,-212,-66,1484,759,-217,-74
06-NOV-2018,48,23881,A,22427,25254,23119,22268,2403,5911,0,13052,0,193,591,1503,759,-362,-218,1484,758,-367,-224
07-NOV-2018,1,23337,A,22017,25348,23507,21742,2391,5911,0,13052,0,652,1048,1503,760,-453,-306,1484,759,-452,-305
07-NOV-2018,2,23515,A,22192,26012,24214,21935,2379,5911,0,13052,0,1162,1550,1503,759,-454,-281,1484,759,-452,-280
07-NOV-2018,3,23251,A,21749,25847,23837,21647,2367,5911,0,13052,0,1197,1585,1503,760,-455,-344,1484,759,-452,-342
07-NOV-2018,4,22714,A,21116,25368,23205,21103,2354,5911,0,13052,0,1259,1642,1504,760,-455,-340,1484,758,-452,-342
07-NOV-2018,5,22206,A,20775,24979,22985,20527,2338,5911,0,13052,0,1266,1764,1407,714,-422,-485,1386,712,-419,-486
07-NOV-2018,6,21917,A,20476,24770,22695,20168,2322,5911,0,13052,0,1263,1773,1405,711,-454,-536,1386,711,-452,-530
07-NOV-2018,7,21461,A,19985,24304,22192,19621,2325,5911,0,13052,0,1254,1739,1405,712,-454,-535,1386,711,-452,-530
07-NOV-2018,8,21096,A,19622,23937,21703,19190,2327,5911,0,13052,0,1252,1483,1405,712,-454,-535,1386,711,-452,-530
07-NOV-2018,9,20984,A,19468,23817,21430,19116,2373,5911,0,13052,0,1244,1398,1405,711,-454,-535,1386,710,-452,-530
07-NOV-2018,10,21124,A,19579,23876,21535,19347,2419,5911,0,13052,0,1239,1358,1405,711,-454,-459,1386,710,-452,-449
07-NOV-2018,11,21849,A,20361,24426,22179,20124,2454,5911,0,13052,0,1225,1249,1405,711,-444,-308,1386,710,-442,-299
07-NOV-2018,12,23258,A,21833,25666,23583,21481,2489,5911,0,13052,0,1174,1162,1397,711,-416,-218,1387,713,-409,-215
07-NOV-2018,13,26411,A,25016,27840,25974,24491,2529,5911,0,13052,0,428,394,1888,940,-271,-130,1876,949,-263,-128
07-NOV-2018,14,29537,A,28173,30619,28790,27434,2569,5911,0,13052,0,18,17,1897,950,-247,-217,1875,947,-251,-222
07-NOV-2018,15,32607,A,31252,33987,31867,30269,2587,5911,0,13052,0,17,15,1996,617,-395,-368,1973,607,-399,-372
07-NOV-2018,16,34192,A,32708,35733,33325,31766,2604,5911,22,13052,0,19,17,1998,603,-455,-467,1973,607,-452,-467
07-NOV-2018,17,34822,A,33213,36427,33825,32371,2652,5911,137,13052,0,15,13,1998,943,-455,-535,1973,955,-452,-530
07-NOV-2018,18,34877,A,33281,36474,33893,32450,2700,5911,322,13052,0,14,12,1999,958,-454,-529,1973,961,-452,-522
07-NOV-2018,19,35406,A,33831,36853,34440,32920,2712,5911,604,13052,0,13,6,1998,893,-407,-427,1973,892,-403,-418
07-NOV-2018,20,35483,A,33868,36947,34480,33004,2723,5911,981,13052,0,13,12,1999,889,-438,-413,1973,892,-434,-416
07-NOV-2018,21,35209,A,33677,36679,34287,32741,2739,5911,1080,13052,0,13,10,1584,1052,-329,-528,1547,1059,-324,-525
07-NOV-2018,22,35297,A,33767,36766,34377,32796,2755,5911,1250,13052,0,12,10,1568,1057,-321,-536,1548,1060,-318,-530
07-NOV-2018,23,35294,A,33776,36704,34388,32727,2763,5911,1400,13052,0,13,12,1544,1059,-261,-536,1524,1060,-258,-492
07-NOV-2018,24,35165,A,33585,36584,34195,32573,2771,5911,1620,13052,0,12,6,1540,1054,-319,-488,1524,1048,-317,-479
07-NOV-2018,25,35168,A,33598,36342,34209,32523,2781,5911,1640,13052,0,8,7,1792,555,-225,-341,1776,541,-221,-332
07-NOV-2018,26,34860,A,33291,36018,33906,32187,2791,5911,1640,13052,136,20,13,1793,528,-293,-245,1776,523,-293,-229
07-NOV-2018,27,34820,A,33280,35855,33895,32098,2771,5911,1400,13052,152,14,13,1997,182,-273,-148,1973,171,-271,-80
07-NOV-2018,28,35111,A,33549,35946,34167,32406,2751,5911,1090,13052,45,12,12,1998,164,-216,-7,1973,159,-209,-23
07-NOV-2018,29,35334,A,33790,36021,34407,32658,2696,5911,902,13052,0,12,12,1709,2,-70,-5,1677,-1,-63,0
07-NOV-2018,30,35607,A,34011,36278,34623,32914,2641,5911,695,13052,0,9,10,1708,0,-57,-5,1677,-1,-59,0
07-NOV-2018,31,36143,A,34648,36875,35253,33444,2531,5911,443,13052,0,4,3,1088,679,-123,-5,1055,715,-121,0
07-NOV-2018,32,37600,A,36042,38314,36651,34726,2420,5911,191,13052,0,4,4,1036,829,-105,-5,1057,834,-107,-55
07-NOV-2018,33,39231,A,37567,40082,38175,36140,2322,5911,30,13052,0,5,9,1989,993,-241,-5,1970,1000,-242,-202
07-NOV-2018,34,41408,A,39593,42278,40198,38069,2223,5911,1,13052,161,9,4,1998,1000,-256,-5,1973,1001,-257,-314
07-NOV-2018,35,42225,A,40408,43401,41018,38758,2138,5911,1,13052,312,4,9,1999,947,-391,-181,1973,947,-394,-463
07-NOV-2018,36,41879,A,40386,43474,40997,38372,2052,5911,1,13052,326,4,8,1999,944,-455,-536,1973,946,-453,-530
07-NOV-2018,37,41627,A,40146,43221,40757,38179,1984,5911,1,13052,326,4,9,1998,958,-455,-535,1973,961,-453,-530
07-NOV-2018,38,40888,A,39512,42488,40124,37487,1915,5911,1,13052,299,9,9,1998,959,-455,-536,1973,962,-453,-530
07-NOV-2018,39,40246,A,38864,41846,39479,37053,1872,5911,1,13052,142,9,11,1998,1055,-455,-536,1973,1060,-453,-530
07-NOV-2018,40,39545,A,38158,41134,38769,36368,1828,5911,0,13052,142,9,4,1998,1059,-455,-525,1973,1060,-453,-518
07-NOV-2018,41,38221,A,36794,39696,37404,35043,1761,5911,0,13052,142,10,4,1998,1058,-455,-410,1973,1060,-453,-404
07-NOV-2018,42,36633,A,35257,37957,35863,33525,1693,5911,0,13052,142,9,4,1998,1058,-384,-331,1973,1059,-376,-322
07-NOV-2018,43,35051,A,33561,36115,34167,31968,1640,5911,0,13052,47,7,4,1998,1003,-279,-178,1973,1002,-272,-172
07-NOV-2018,44,33119,A,31610,33943,32223,30160,1587,5911,0,13052,0,12,9,1997,1000,-154,-58,1973,1001,-151,-59
07-NOV-2018,45,31419,A,30038,32351,30651,28592,1544,5911,0,13052,0,11,10,1998,1001,-225,-96,1973,1001,-227,-99
07-NOV-2018,46,29546,A,28243,30443,28852,26771,1500,5911,0,13052,0,7,6,1998,1000,-191,-99,1973,1000,-186,-99
07-NOV-2018,47,27636,A,26454,28379,27077,24970,1433,5911,0,13052,0,14,20,1807,906,-97,-32,1777,904,-90,-25
07-NOV-2018,48,26397,A,25230,27279,26127,23852,1366,5911,0,13052,0,282,297,1799,902,83,118,1778,903,91,125
08-NOV-2018,1,25944,A,0,26884,0,23434,1350,5911,0,13052,0,340,0,1800,903,161,270,0,0,0,0
08-NOV-2018,2,26112,A,0,27736,0,23629,1333,5911,0,13052,0,1024,0,1800,903,161,421,0,0,0,0
08-NOV-2018,3,25599,A,0,27343,0,23137,1346,5911,0,13052,0,1144,0,1800,902,161,447,0,0,0,0
08-NOV-2018,4,24837,A,0,26568,0,22422,1359,5911,0,13052,0,1131,0,1801,903,161,409,0,0,0,0
08-NOV-2018,5,24416,A,0,26197,0,22054,1372,5911,0,13052,0,1181,0,1704,719,161,435,0,0,0,0
08-NOV-2018,6,23927,A,0,25712,0,21618,1384,5911,0,13052,0,1185,0,1703,711,161,460,0,0,0,0
08-NOV-2018,7,23582,A,0,25451,0,21267,1388,5911,0,13052,0,1269,0,1703,711,161,504,0,0,0,0
08-NOV-2018,8,23253,A,0,25110,0,20992,1392,5911,0,13052,0,1257,0,1703,710,161,504,0,0,0,0
08-NOV-2018,9,23238,A,0,25081,0,21034,1418,5911,0,13052,0,1243,0,1703,710,161,504,0,0,0,0
08-NOV-2018,10,23395,A,0,25237,0,21201,1444,5911,0,13052,0,1242,0,1705,710,161,504,0,0,0,0
08-NOV-2018,11,24164,A,0,25929,0,21979,1468,5911,0,13052,0,1165,0,1549,747,161,459,0,0,0,0
08-NOV-2018,12,25643,A,0,27362,0,23333,1491,5911,0,13052,0,1119,0,1549,748,161,393,0,0,0,0
08-NOV-2018,13,28697,A,0,29582,0,26134,1522,5911,0,13052,0,285,0,1234,416,161,497,0,0,0,0
08-NOV-2018,14,31890,A,0,32503,0,29040,1552,5911,0,13052,0,13,0,1221,388,161,486,0,0,0,0
08-NOV-2018,15,35026,A,0,35771,0,31915,1594,5911,19,13052,0,12,0,1550,-133,161,356,0,0,0,0
08-NOV-2018,16,36341,A,0,37097,0,33117,1636,5911,224,13052,0,11,0,1560,-145,161,258,0,0,0,0
08-NOV-2018,17,36814,A,0,37570,0,33528,1708,5911,680,13052,0,11,0,1397,-145,139,107,0,0,0,0
08-NOV-2018,18,36301,A,0,37058,0,33111,1780,5911,1150,13052,0,12,0,1406,-145,162,26,0,0,0,0
08-NOV-2018,19,36116,A,0,36728,0,32946,1823,5911,1660,13052,0,12,0,697,395,162,146,0,0,0,0
08-NOV-2018,20,35598,A,0,36211,0,32426,1866,5911,2170,13052,0,13,0,695,446,162,103,0,0,0,0
08-NOV-2018,21,34987,A,0,35837,0,31876,1923,5911,2460,13052,0,13,0,-237,111,162,193,0,0,0,0
08-NOV-2018,22,34594,A,0,35455,0,31617,1979,5911,2660,13052,0,10,0,-251,103,162,186,0,0,0,0
08-NOV-2018,23,34437,A,0,35804,0,31473,2029,5911,2720,13052,0,14,0,-753,2,118,98,0,0,0,0
08-NOV-2018,24,34382,A,0,35758,0,31454,2078,5911,2790,13052,0,9,0,-767,0,110,96,0,0,0,0
08-NOV-2018,25,34765,A,0,36043,0,31764,2071,5911,2680,13052,0,6,0,-672,0,125,45,0,0,0,0
08-NOV-2018,26,34851,A,0,36133,0,31827,2063,5911,2510,13052,0,8,0,-674,0,103,40,0,0,0,0
08-NOV-2018,27,34989,A,0,35915,0,31935,2030,5911,2160,13052,0,8,0,-318,188,143,130,0,0,0,0
08-NOV-2018,28,35385,A,0,36312,0,32300,1996,5911,1800,13052,0,8,0,-319,201,162,133,0,0,0,0
08-NOV-2018,29,35616,A,0,36226,0,32481,1993,5911,1450,13052,0,10,0,271,2,144,55,0,0,0,0
08-NOV-2018,30,35727,A,0,36340,0,32559,1989,5911,1040,13052,0,13,0,283,0,154,54,0,0,0,0
08-NOV-2018,31,36031,A,0,37308,0,32949,1992,5911,607,13052,0,10,0,499,-667,69,0,0,0,0,0
08-NOV-2018,32,37106,A,0,38525,0,33956,1995,5911,215,13052,0,9,0,483,-810,84,0,0,0,0,0
08-NOV-2018,33,38759,A,0,40516,0,35399,2028,5911,14,13052,19,8,0,1770,-1002,-82,-65,0,0,0,0
08-NOV-2018,34,40864,A,0,42755,0,37318,2061,5911,1,13052,309,9,0,1797,-883,-217,-182,0,0,0,0
08-NOV-2018,35,42128,A,0,43436,0,38422,2093,5911,2,13052,338,5,0,1993,-3,-367,-333,0,0,0,0
08-NOV-2018,36,41990,A,0,43538,0,38248,2125,5911,3,13052,170,11,0,1998,0,-454,-483,0,0,0,0
08-NOV-2018,37,41636,A,0,43235,0,37976,2187,5911,1,13052,0,9,0,1952,0,-454,-536,0,0,0,0
08-NOV-2018,38,41100,A,0,42703,0,37580,2248,5911,1,13052,0,14,0,1955,0,-454,-535,0,0,0,0
08-NOV-2018,39,40044,A,0,41647,0,36817,2273,5911,1,13052,0,14,0,1857,381,-454,-535,0,0,0,0
08-NOV-2018,40,38843,A,0,40367,0,35776,2298,5911,0,13052,0,13,0,1863,429,-452,-459,0,0,0,0
08-NOV-2018,41,37455,A,0,38744,0,34491,2314,5911,0,13052,0,13,0,1700,429,-368,-308,0,0,0,0
08-NOV-2018,42,35861,A,0,36980,0,33149,2330,5911,0,13052,0,14,0,1698,430,-341,-164,0,0,0,0
08-NOV-2018,43,34129,A,0,34964,0,31594,2353,5911,0,13052,0,13,0,1698,770,-196,-26,0,0,0,0
08-NOV-2018,44,32037,A,0,32838,0,29738,2375,5911,0,13052,0,13,0,1698,786,-188,0,0,0,0,0
08-NOV-2018,45,29833,A,0,30783,0,27718,2376,5911,0,13052,0,12,0,1702,851,-338,0,0,0,0,0
08-NOV-2018,46,27989,A,0,28985,0,25974,2376,5911,0,13052,0,13,0,1705,854,-383,0,0,0,0,0
08-NOV-2018,47,26116,A,0,27045,0,24290,2330,5911,0,13052,0,9,0,1462,740,-320,66,0,0,0,0
08-NOV-2018,48,24881,A,0,25659,0,23192,2284,5911,0,13052,0,8,0,1456,735,-170,172,0,0,0,0
09-NOV-2018,1,24537,A,0,25150,0,22890,2276,5911,0,13052,0,8,0,1456,736,-5,72,0,0,0,0
09-NOV-2018,2,24831,A,0,25442,0,23250,2268,5911,0,13052,0,11,0,1456,736,123,126,0,0,0,0
09-NOV-2018,3,24494,A,0,25152,0,22910,2255,5911,0,13052,0,58,0,1406,712,129,25,0,0,0,0
09-NOV-2018,4,23889,A,0,24791,0,22315,2241,5911,0,13052,0,302,0,1405,711,103,32,0,0,0,0
09-NOV-2018,5,23313,A,0,24780,0,21792,2227,5911,0,13052,0,867,0,1405,711,129,176,0,0,0,0
09-NOV-2018,6,23034,A,0,24759,0,21496,2212,5911,0,13052,0,1125,0,1405,711,129,182,0,0,0,0
09-NOV-2018,7,22612,A,0,24309,0,21020,2180,5911,0,13052,0,1097,0,1405,711,129,261,0,0,0,0
09-NOV-2018,8,22305,A,0,24106,0,20764,2148,5911,0,13052,0,1201,0,1405,711,78,282,0,0,0,0
09-NOV-2018,9,22104,A,0,23892,0,20641,2151,5911,0,13052,0,1188,0,1405,756,77,430,0,0,0,0
09-NOV-2018,10,22383,A,0,24168,0,20913,2154,5911,0,13052,0,1185,0,1404,758,128,504,0,0,0,0
09-NOV-2018,11,23087,A,0,24787,0,21659,2138,5911,0,13052,0,1100,0,1502,759,128,504,0,0,0,0
09-NOV-2018,12,24681,A,0,26373,0,23162,2121,5911,0,13052,0,1092,0,1489,758,128,504,0,0,0,0
09-NOV-2018,13,27933,A,0,28945,0,26137,2143,5911,0,13052,0,412,0,1996,497,128,504,0,0,0,0
09-NOV-2018,14,30913,A,0,31525,0,28886,2164,5911,0,13052,0,12,0,1998,463,128,504,0,0,0,0
09-NOV-2018,15,34065,A,0,34675,0,31749,2176,5911,2,13052,0,10,0,1998,3,128,504,0,0,0,0
09-NOV-2018,16,35561,A,0,36173,0,33142,2188,5911,79,13052,0,12,0,1998,0,128,504,0,0,0,0
09-NOV-2018,17,36325,A,0,36938,0,33827,2231,5911,286,13052,0,13,0,1998,619,128,504,0,0,0,0
09-NOV-2018,18,36201,A,0,36812,0,33733,2274,5911,528,13052,0,11,0,1998,741,128,504,0,0,0,0
09-NOV-2018,19,36277,A,0,36889,0,33761,2330,5911,786,13052,0,12,0,1998,785,128,504,0,0,0,0
09-NOV-2018,20,36357,A,0,36967,0,33881,2385,5911,987,13052,0,10,0,1998,786,128,504,0,0,0,0
09-NOV-2018,21,36188,A,0,36796,0,33722,2459,5911,1190,13052,0,8,0,1998,498,128,504,0,0,0,0
09-NOV-2018,22,36005,A,0,36612,0,33567,2532,5911,1210,13052,0,7,0,1998,486,128,504,0,0,0,0
09-NOV-2018,23,35823,A,0,36430,0,33358,2578,5911,1320,13052,0,7,0,1759,780,128,504,0,0,0,0
09-NOV-2018,24,35747,A,0,36354,0,33259,2623,5911,1330,13052,0,7,0,1747,796,128,504,0,0,0,0
09-NOV-2018,25,35971,A,0,36578,0,33471,2673,5911,1520,13052,0,7,0,1847,896,128,504,0,0,0,0
09-NOV-2018,26,35676,A,0,36284,0,33177,2723,5911,1520,13052,0,8,0,1849,892,128,504,0,0,0,0
09-NOV-2018,27,35423,A,0,36030,0,32965,2754,5911,1400,13052,0,7,0,1838,252,128,504,0,0,0,0
09-NOV-2018,28,35325,A,0,35934,0,32869,2784,5911,1150,13052,0,9,0,1844,215,128,504,0,0,0,0
09-NOV-2018,29,35206,A,0,35816,0,32789,2765,5911,776,13052,0,10,0,1450,575,128,504,0,0,0,0
09-NOV-2018,30,35073,A,0,35684,0,32648,2746,5911,438,13052,0,11,0,1435,591,128,504,0,0,0,0
09-NOV-2018,31,35218,A,0,35825,0,32823,2735,5911,188,13052,0,7,0,1789,259,128,462,0,0,0,0
09-NOV-2018,32,36149,A,0,36752,0,33708,2723,5911,49,13052,0,3,0,1796,248,128,374,0,0,0,0
09-NOV-2018,33,37449,A,0,38054,0,34836,2704,5911,1,13052,0,5,0,1847,777,53,224,0,0,0,0
09-NOV-2018,34,39278,A,0,39885,0,36493,2685,5911,1,13052,0,7,0,1845,805,22,79,0,0,0,0
09-NOV-2018,35,39966,A,0,40705,0,37121,2679,5911,0,13052,0,5,0,1996,1018,-80,-54,0,0,0,0
09-NOV-2018,36,39566,A,0,40575,0,36801,2672,5911,0,13052,0,9,0,1998,1028,-241,-159,0,0,0,0
09-NOV-2018,37,38905,A,0,40174,0,36242,2688,5911,0,13052,0,6,0,1997,1028,-351,-312,0,0,0,0
09-NOV-2018,38,38171,A,0,39606,0,35570,2704,5911,0,13052,0,6,0,1998,1029,-406,-423,0,0,0,0
09-NOV-2018,39,37356,A,0,38732,0,34843,2804,5911,0,13052,0,12,0,1998,1056,-454,-310,0,0,0,0
09-NOV-2018,40,36114,A,0,37325,0,33680,2903,5911,0,13052,0,12,0,1997,1059,-404,-195,0,0,0,0
09-NOV-2018,41,34931,A,0,35854,0,32563,2950,5911,0,13052,0,9,0,1997,1059,-265,-49,0,0,0,0
09-NOV-2018,42,33313,A,0,34185,0,31145,2996,5911,0,13052,0,10,0,1997,1058,-262,0,0,0,0,0
09-NOV-2018,43,31606,A,0,32347,0,29552,3007,5911,0,13052,0,12,0,1997,1002,-129,0,0,0,0,0
09-NOV-2018,44,29945,A,0,30630,0,28042,3018,5911,0,13052,0,11,0,1997,999,-74,0,0,0,0,0
09-NOV-2018,45,28406,A,0,29017,0,26587,2965,5911,0,13052,0,11,0,1711,725,20,0,0,0,0,0
09-NOV-2018,46,26869,A,0,27481,0,25080,2912,5911,0,13052,0,12,0,1702,712,115,0,0,0,0,0
09-NOV-2018,47,25261,A,0,25875,0,23529,2775,5911,0,13052,0,14,0,1508,747,181,36,0,0,0,0
09-NOV-2018,48,24137,A,0,24754,0,22519,2638,5911,0,13052,0,17,0,1503,748,201,0,0,0,0,0
10-NOV-2018,1,23799,A,0,24415,0,22230,2540,5911,0,13052,0,16,0,1503,759,201,0,0,0,0,0
10-NOV-2018,2,23913,A,0,24533,0,22388,2442,5911,0,13052,0,20,0,1504,759,201,13,0,0,0,0
10-NOV-2018,3,23545,A,0,24628,0,22073,2335,5911,0,13052,0,483,0,1407,713,201,84,0,0,0,0
10-NOV-2018,4,22972,A,0,24150,0,21536,2227,5911,0,13052,0,578,0,1405,712,201,77,0,0,0,0
10-NOV-2018,5,22358,A,0,23800,0,20950,2133,5911,0,13052,0,842,0,1405,712,201,189,0,0,0,0
10-NOV-2018,6,22040,A,0,23749,0,20568,2039,5911,0,13052,0,1109,0,1404,712,201,200,0,0,0,0
10-NOV-2018,7,21750,A,0,23458,0,20168,1963,5911,0,13052,0,1108,0,1405,433,201,52,0,0,0,0
10-NOV-2018,8,21492,A,0,23197,0,19802,1887,5911,0,13052,0,1105,0,1405,421,201,0,0,0,0,0
10-NOV-2018,9,21207,A,0,22944,0,19450,1854,5911,0,13052,0,1137,0,1405,420,201,12,0,0,0,0
10-NOV-2018,10,21386,A,0,23151,0,19533,1821,5911,0,13052,0,1165,0,1405,420,201,13,0,0,0,0
10-NOV-2018,11,21782,A,0,23550,0,19892,1771,5911,0,13052,0,1168,0,1405,699,201,0,0,0,0,0
10-NOV-2018,12,22338,A,0,23936,0,20301,1721,5911,0,13052,0,998,0,1404,711,201,27,0,0,0,0
10-NOV-2018,13,24025,A,0,24984,0,21852,1668,5911,0,13052,0,359,0,1501,757,198,155,0,0,0,0
10-NOV-2018,14,25376,A,0,25985,0,23098,1614,5911,0,13052,0,9,0,1498,759,98,81,0,0,0,0
10-NOV-2018,15,27040,A,0,27795,0,24566,1573,5911,4,13052,0,10,0,1890,944,-78,-67,0,0,0,0
10-NOV-2018,16,28148,A,0,29015,0,25589,1531,5911,173,13052,0,17,0,1897,951,-126,-124,0,0,0,0
10-NOV-2018,17,29498,A,0,30388,0,26793,1526,5911,681,13052,0,13,0,1996,1055,-267,-10,0,0,0,0
10-NOV-2018,18,30183,A,0,31174,0,27328,1521,5911,1200,13052,0,17,0,1999,1056,-374,0,0,0,0,0
10-NOV-2018,19,30723,A,0,31689,0,27771,1514,5911,1690,13052,0,16,0,1998,638,-350,0,0,0,0,0
