Applicable At,Applicable For,Data Item,Value,Generated Time,Quality Indicator
"02/01/2022 19:11:30","01/01/2022","Demand, Actual DM, LDZ(SC), D+1","14492057.0000","02/01/2022 19:15:01","L"
"02/01/2022 19:11:30","01/01/2022","Demand, Actual NDM, LDZ(SC), D+1","115457138.0000","02/01/2022 19:15:01","L"
"02/01/2022 05:16:12","01/01/2022","NTS Energy Offtaken, Moffat, Interconnector","87344444.0000","02/01/2022 11:30:00",""
"01/01/2022 19:12:26","31/12/2021","Demand, Actual DM, LDZ(SC), D+1","14529552.0000","01/01/2022 19:15:00","L"
"01/01/2022 19:12:26","31/12/2021","Demand, Actual NDM, LDZ(SC), D+1","124031671.0000","01/01/2022 19:15:00","L"
"01/01/2022 05:16:10","31/12/2021","NTS Energy Offtaken, Moffat, Interconnector","105144444.0000","01/01/2022 11:30:00",""
"01/01/2022 00:00:00","01/01/2022","NTS Energy Offtaken, BPGrngmouth, Industrial Offtake","10483288.0000","02/01/2022 12:01:00","L"
"01/01/2022 00:00:00","01/01/2022","NTS Energy Offtaken, Peterhead, NTS Power Station","1650000.0000","02/01/2022 12:01:00","L"
"31/12/2021 19:11:56","30/12/2021","Demand, Actual DM, LDZ(SC), D+1","15550734.0000","31/12/2021 19:15:01","L"
"31/12/2021 19:11:56","30/12/2021","Demand, Actual NDM, LDZ(SC), D+1","134743681.0000","31/12/2021 19:15:01","L"
"31/12/2021 05:16:17","30/12/2021","NTS Energy Offtaken, Moffat, Interconnector","132633333.0000","31/12/2021 11:30:00",""
"31/12/2021 00:00:00","31/12/2021","NTS Energy Offtaken, BPGrngmouth, Industrial Offtake","10526572.0000","01/01/2022 12:01:01","L"
"31/12/2021 00:00:00","31/12/2021","NTS Energy Offtaken, Peterhead, NTS Power Station","0.0000","01/01/2022 12:01:01","L"
"30/12/2021 19:11:58","29/12/2021","Demand, Actual DM, LDZ(SC), D+1","16692973.0000","30/12/2021 19:15:00","L"
"30/12/2021 19:11:58","29/12/2021","Demand, Actual NDM, LDZ(SC), D+1","161321947.0000","30/12/2021 19:15:00","L"
"30/12/2021 05:16:16","29/12/2021","NTS Energy Offtaken, Moffat, Interconnector","108044444.0000","30/12/2021 11:30:00",""
"30/12/2021 00:00:00","30/12/2021","NTS Energy Offtaken, BPGrngmouth, Industrial Offtake","10508143.0000","31/12/2021 14:01:01","A"
"30/12/2021 00:00:00","30/12/2021","NTS Energy Offtaken, Peterhead, NTS Power Station","0.0000","31/12/2021 12:01:01","L"
