Applicable At,Applicable For,Data Item,Value,Generated Time,Quality Indicator
"16/02/2023 19:14:10","10/02/2023","Demand, Actual DM, LDZ(SC), D+6","25778942.0000","16/02/2023 19:18:00","L"
"16/02/2023 19:14:10","10/02/2023","Demand, Actual NDM, LDZ(SC), D+6","147057275.0000","16/02/2023 19:18:00","L"
"16/02/2023 05:16:02","15/02/2023","NTS Energy Offtaken, Moffat, Interconnector","173133333.0000","16/02/2023 11:30:00",""
"16/02/2023 00:00:00","16/02/2023","NTS Energy Offtaken, BPGrngmouth, Industrial Offtake","13282850.0000","17/02/2023 14:01:00","A"
"16/02/2023 00:00:00","16/02/2023","NTS Energy Offtaken, BPGrngmouth, Industrial Offtake","10869087.0000","17/02/2023 12:01:00","L"
"16/02/2023 00:00:00","16/02/2023","NTS Energy Offtaken, Gowkhall, NTS Power Station","0.0000","17/02/2023 12:01:00","L"
"16/02/2023 00:00:00","16/02/2023","NTS Energy Offtaken, Peterhead, NTS Power Station","21705556.0000","17/02/2023 12:01:00","L"
"15/02/2023 19:13:38","09/02/2023","Demand, Actual DM, LDZ(SC), D+6","26616126.0000","15/02/2023 19:17:01","L"
"15/02/2023 19:13:38","09/02/2023","Demand, Actual NDM, LDZ(SC), D+6","154197750.0000","15/02/2023 19:17:01","L"
"15/02/2023 05:16:13","14/02/2023","NTS Energy Offtaken, Moffat, Interconnector","152233333.0000","15/02/2023 11:30:00",""
"15/02/2023 00:00:00","15/02/2023","NTS Energy Offtaken, BPGrngmouth, Industrial Offtake","11584118.0000","16/02/2023 16:01:00","A"
"15/02/2023 00:00:00","15/02/2023","NTS Energy Offtaken, BPGrngmouth, Industrial Offtake","13876232.0000","16/02/2023 12:01:00","L"
"15/02/2023 00:00:00","15/02/2023","NTS Energy Offtaken, Gowkhall, NTS Power Station","0.0000","16/02/2023 12:01:00","L"
"15/02/2023 00:00:00","15/02/2023","NTS Energy Offtaken, Peterhead, NTS Power Station","3372222.0000","16/02/2023 12:01:00","L"
"14/02/2023 19:16:09","08/02/2023","Demand, Actual DM, LDZ(SC), D+6","24731257.0000","14/02/2023 19:18:01","L"
"14/02/2023 19:16:09","08/02/2023","Demand, Actual NDM, LDZ(SC), D+6","156517190.0000","14/02/2023 19:18:01","L"
"14/02/2023 05:16:16","13/02/2023","NTS Energy Offtaken, Moffat, Interconnector","181300000.0000","14/02/2023 11:30:00",""
"14/02/2023 00:00:00","14/02/2023","NTS Energy Offtaken, BPGrngmouth, Industrial Offtake","15273010.0000","15/02/2023 14:01:00","A"
"14/02/2023 00:00:00","14/02/2023","NTS Energy Offtaken, BPGrngmouth, Industrial Offtake","15424819.0000","15/02/2023 12:01:01","L"
"14/02/2023 00:00:00","14/02/2023","NTS Energy Offtaken, Gowkhall, NTS Power Station","0.0000","15/02/2023 12:01:01","L"
"14/02/2023 00:00:00","14/02/2023","NTS Energy Offtaken, Peterhead, NTS Power Station","0.0000","15/02/2023 12:01:01","L"
"13/02/2023 19:14:03","07/02/2023","Demand, Actual DM, LDZ(SC), D+6","24916308.0000","13/02/2023 19:16:00","L"
"13/02/2023 19:14:03","07/02/2023","Demand, Actual NDM, LDZ(SC), D+6","149668680.0000","13/02/2023 19:16:00","L"
"13/02/2023 05:16:03","12/02/2023","NTS Energy Offtaken, Moffat, Interconnector","177122222.0000","13/02/2023 11:30:00",""
"13/02/2023 00:00:00","13/02/2023","NTS Energy Offtaken, BPGrngmouth, Industrial Offtake","15629534.0000","14/02/2023 12:01:00","L"
"13/02/2023 00:00:00","13/02/2023","NTS Energy Offtaken, Gowkhall, NTS Power Station","0.0000","14/02/2023 12:01:00","L"
"13/02/2023 00:00:00","13/02/2023","NTS Energy Offtaken, Peterhead, NTS Power Station","38311111.0000","14/02/2023 12:01:00","L"
"12/02/2023 19:13:15","06/02/2023","Demand, Actual DM, LDZ(SC), D+6","24446348.0000","12/02/2023 19:15:01","L"
"12/02/2023 19:13:15","06/02/2023","Demand, Actual NDM, LDZ(SC), D+6","156389703.0000","12/02/2023 19:15:01","L"
"12/02/2023 05:16:15","11/02/2023","NTS Energy Offtaken, Moffat, Interconnector","220700000.0000","12/02/2023 11:30:00",""
"12/02/2023 00:00:00","12/02/2023","NTS Energy Offtaken, BPGrngmouth, Industrial Offtake","15358036.0000","13/02/2023 12:01:01","L"
"12/02/2023 00:00:00","12/02/2023","NTS Energy Offtaken, Gowkhall, NTS Power Station","0.0000","13/02/2023 12:01:01","L"
"12/02/2023 00:00:00","12/02/2023","NTS Energy Offtaken, Peterhead, NTS Power Station","36800000.0000","13/02/2023 12:01:01","L"
"11/02/2023 19:16:00","05/02/2023","Demand, Actual DM, LDZ(SC), D+6","22912752.0000","11/02/2023 19:18:00","L"
"11/02/2023 19:16:00","05/02/2023","Demand, Actual NDM, LDZ(SC), D+6","147337792.0000","11/02/2023 19:18:00","L"
"11/02/2023 05:16:18","10/02/2023","NTS Energy Offtaken, Moffat, Interconnector","209400000.0000","11/02/2023 11:30:00",""
"11/02/2023 00:00:00","11/02/2023","NTS Energy Offtaken, BPGrngmouth, Industrial Offtake","14899525.0000","13/02/2023 12:01:01","A"
"11/02/2023 00:00:00","11/02/2023","NTS Energy Offtaken, BPGrngmouth, Industrial Offtake","14704334.0000","12/02/2023 12:01:01","L"
"11/02/2023 00:00:00","11/02/2023","NTS Energy Offtaken, Gowkhall, NTS Power Station","0.0000","12/02/2023 12:01:01","L"
"11/02/2023 00:00:00","11/02/2023","NTS Energy Offtaken, Peterhead, NTS Power Station","0.0000","12/02/2023 12:01:01","L"
"10/02/2023 19:15:21","04/02/2023","Demand, Actual DM, LDZ(SC), D+6","22568517.0000","10/02/2023 19:18:00","L"
"10/02/2023 19:15:21","04/02/2023","Demand, Actual NDM, LDZ(SC), D+6","136606783.0000","10/02/2023 19:18:00","L"
"10/02/2023 05:16:14","09/02/2023","NTS Energy Offtaken, Moffat, Interconnector","220088889.0000","10/02/2023 11:30:00",""
"10/02/2023 00:00:00","10/02/2023","NTS Energy Offtaken, BPGrngmouth, Industrial Offtake","13823959.0000","12/02/2023 12:01:01","A"
"10/02/2023 00:00:00","10/02/2023","NTS Energy Offtaken, BPGrngmouth, Industrial Offtake","13571679.0000","11/02/2023 12:01:00","L"
"10/02/2023 00:00:00","10/02/2023","NTS Energy Offtaken, Gowkhall, NTS Power Station","0.0000","11/02/2023 12:01:00","L"
"10/02/2023 00:00:00","10/02/2023","NTS Energy Offtaken, Peterhead, NTS Power Station","0.0000","11/02/2023 12:01:00","L"
"09/02/2023 19:13:34","03/02/2023","Demand, Actual DM, LDZ(SC), D+6","22201722.0000","09/02/2023 19:16:01","L"
"09/02/2023 19:13:34","03/02/2023","Demand, Actual NDM, LDZ(SC), D+6","131493463.0000","09/02/2023 19:16:01","L"
"09/02/2023 05:16:17","08/02/2023","NTS Energy Offtaken, Moffat, Interconnector","205433333.0000","09/02/2023 11:30:00",""
"09/02/2023 00:00:00","09/02/2023","NTS Energy Offtaken, BPGrngmouth, Industrial Offtake","14427006.0000","10/02/2023 14:01:01","A"
"09/02/2023 00:00:00","09/02/2023","NTS Energy Offtaken, BPGrngmouth, Industrial Offtake","14470756.0000","10/02/2023 12:01:01","L"
"09/02/2023 00:00:00","09/02/2023","NTS Energy Offtaken, Gowkhall, NTS Power Station","0.0000","10/02/2023 12:01:01","L"
"09/02/2023 00:00:00","09/02/2023","NTS Energy Offtaken, Peterhead, NTS Power Station","0.0000","10/02/2023 12:01:01","L"
"08/02/2023 19:14:43","02/02/2023","Demand, Actual DM, LDZ(SC), D+6","22415675.0000","08/02/2023 19:18:01","L"
"08/02/2023 19:14:43","02/02/2023","Demand, Actual NDM, LDZ(SC), D+6","144762475.0000","08/02/2023 19:18:01","L"
"08/02/2023 07:57:22","07/02/2023","NTS Energy Offtaken, Moffat, Interconnector","243105556.0000","08/02/2023 11:30:00",""
"08/02/2023 00:00:00","08/02/2023","NTS Energy Offtaken, BPGrngmouth, Industrial Offtake","14207045.0000","09/02/2023 14:01:00","A"
"08/02/2023 00:00:00","08/02/2023","NTS Energy Offtaken, BPGrngmouth, Industrial Offtake","14213117.0000","09/02/2023 12:01:01","L"
"08/02/2023 00:00:00","08/02/2023","NTS Energy Offtaken, Gowkhall, NTS Power Station","0.0000","09/02/2023 12:01:01","L"
"08/02/2023 00:00:00","08/02/2023","NTS Energy Offtaken, Peterhead, NTS Power Station","0.0000","09/02/2023 12:01:01","L"
"07/02/2023 19:12:54","01/02/2023","Demand, Actual DM, LDZ(SC), D+6","24073516.0000","07/02/2023 19:15:01","L"
"07/02/2023 19:12:54","01/02/2023","Demand, Actual NDM, LDZ(SC), D+6","153926185.0000","07/02/2023 19:15:01","L"
"07/02/2023 05:16:17","06/02/2023","NTS Energy Offtaken, Moffat, Interconnector","195633333.0000","07/02/2023 11:30:00",""
"07/02/2023 00:00:00","07/02/2023","NTS Energy Offtaken, BPGrngmouth, Industrial Offtake","14283580.0000","09/02/2023 12:01:01","A"
"07/02/2023 00:00:00","07/02/2023","NTS Energy Offtaken, BPGrngmouth, Industrial Offtake","14258426.0000","08/02/2023 12:01:00","L"
"07/02/2023 00:00:00","07/02/2023","NTS Energy Offtaken, Gowkhall, NTS Power Station","0.0000","08/02/2023 12:01:00","L"
"07/02/2023 00:00:00","07/02/2023","NTS Energy Offtaken, Peterhead, NTS Power Station","20777778.0000","08/02/2023 12:01:00","L"
"06/02/2023 19:15:39","31/01/2023","Demand, Actual DM, LDZ(SC), D+6","24351930.0000","06/02/2023 19:18:01","L"
"06/02/2023 19:15:39","31/01/2023","Demand, Actual NDM, LDZ(SC), D+6","172381940.0000","06/02/2023 19:18:01","L"
"06/02/2023 05:16:21","05/02/2023","NTS Energy Offtaken, Moffat, Interconnector","166400000.0000","06/02/2023 11:30:00",""
"06/02/2023 00:00:00","06/02/2023","NTS Energy Offtaken, BPGrngmouth, Industrial Offtake","14947447.0000","07/02/2023 14:01:00","A"
"06/02/2023 00:00:00","06/02/2023","NTS Energy Offtaken, BPGrngmouth, Industrial Offtake","15291765.0000","07/02/2023 12:01:01","L"
"06/02/2023 00:00:00","06/02/2023","NTS Energy Offtaken, Gowkhall, NTS Power Station","0.0000","07/02/2023 12:01:01","L"
"06/02/2023 00:00:00","06/02/2023","NTS Energy Offtaken, Peterhead, NTS Power Station","2538889.0000","07/02/2023 12:01:01","L"
