Applicable At,Applicable For,Data Item,Value,Generated Time,Quality Indicator
"12/04/2022 19:13:53","06/04/2022","Demand, Actual DM, LDZ(EA), D+6","10034010.0000","12/04/2022 19:16:00","L"
"12/04/2022 19:13:53","06/04/2022","Demand, Actual NDM, LDZ(EA), D+6","113156255.0000","12/04/2022 19:16:00","L"
"12/04/2022 06:16:15","11/04/2022","NTS Energy Offtaken, Moffat, Interconnector","147222222.0000","12/04/2022 11:30:00",""
"12/04/2022 01:00:00","12/04/2022","NTS Energy Offtaken, BPGrngmouth, Industrial Offtake","11855499.0000","13/04/2022 12:01:00","L"
"12/04/2022 01:00:00","12/04/2022","NTS Energy Offtaken, Peterhead, NTS Power Station","31566667.0000","13/04/2022 12:01:00","L"
"11/04/2022 19:13:42","05/04/2022","Demand, Actual DM, LDZ(EA), D+6","9993219.0000","11/04/2022 19:16:01","L"
"11/04/2022 19:13:42","05/04/2022","Demand, Actual NDM, LDZ(EA), D+6","118814922.0000","11/04/2022 19:16:01","L"
"11/04/2022 06:16:08","10/04/2022","NTS Energy Offtaken, Moffat, Interconnector","132533333.0000","11/04/2022 11:30:00",""
"11/04/2022 01:00:00","11/04/2022","NTS Energy Offtaken, BPGrngmouth, Industrial Offtake","11748328.0000","12/04/2022 14:01:01","A"
"11/04/2022 01:00:00","11/04/2022","NTS Energy Offtaken, BPGrngmouth, Industrial Offtake","12432389.0000","12/04/2022 12:01:00","L"
"11/04/2022 01:00:00","11/04/2022","NTS Energy Offtaken, Peterhead, NTS Power Station","0.0000","12/04/2022 12:01:00","L"
"10/04/2022 19:15:22","04/04/2022","Demand, Actual DM, LDZ(EA), D+6","10324341.0000","10/04/2022 19:18:00","L"
"10/04/2022 19:15:22","04/04/2022","Demand, Actual NDM, LDZ(EA), D+6","137315213.0000","10/04/2022 19:18:00","L"
"10/04/2022 06:16:08","09/04/2022","NTS Energy Offtaken, Moffat, Interconnector","204955556.0000","10/04/2022 11:30:00",""
"10/04/2022 01:00:00","10/04/2022","NTS Energy Offtaken, BPGrngmouth, Industrial Offtake","11897813.0000","11/04/2022 12:01:01","L"
"10/04/2022 01:00:00","10/04/2022","NTS Energy Offtaken, Peterhead, NTS Power Station","0.0000","11/04/2022 12:01:01","L"
"09/04/2022 19:14:12","03/04/2022","Demand, Actual DM, LDZ(EA), D+6","9580262.0000","09/04/2022 19:17:01","L"
"09/04/2022 19:14:12","03/04/2022","Demand, Actual NDM, LDZ(EA), D+6","159177086.0000","09/04/2022 19:17:01","L"
"09/04/2022 06:16:03","08/04/2022","NTS Energy Offtaken, Moffat, Interconnector","214933333.0000","09/04/2022 11:30:00",""
"09/04/2022 01:00:00","09/04/2022","NTS Energy Offtaken, BPGrngmouth, Industrial Offtake","12448702.0000","11/04/2022 12:01:01","A"
"09/04/2022 01:00:00","09/04/2022","NTS Energy Offtaken, BPGrngmouth, Industrial Offtake","12489010.0000","10/04/2022 12:01:01","L"
"09/04/2022 01:00:00","09/04/2022","NTS Energy Offtaken, Peterhead, NTS Power Station","0.0000","10/04/2022 12:01:01","L"
"08/04/2022 19:14:44","02/04/2022","Demand, Actual DM, LDZ(EA), D+6","9521954.0000","08/04/2022 19:17:01","L"
"08/04/2022 19:14:44","02/04/2022","Demand, Actual NDM, LDZ(EA), D+6","164847323.0000","08/04/2022 19:17:01","L"
"08/04/2022 06:16:17","07/04/2022","NTS Energy Offtaken, Moffat, Interconnector","178677778.0000","08/04/2022 11:30:00",""
"08/04/2022 01:00:00","08/04/2022","NTS Energy Offtaken, BPGrngmouth, Industrial Offtake","12487866.0000","10/04/2022 12:01:01","A"
"08/04/2022 01:00:00","08/04/2022","NTS Energy Offtaken, BPGrngmouth, Industrial Offtake","12573942.0000","09/04/2022 12:01:01","L"
"08/04/2022 01:00:00","08/04/2022","NTS Energy Offtaken, Peterhead, NTS Power Station","0.0000","09/04/2022 12:01:01","L"
"07/04/2022 19:15:10","01/04/2022","Demand, Actual DM, LDZ(EA), D+6","10792859.0000","07/04/2022 19:18:01","L"
"07/04/2022 19:15:10","01/04/2022","Demand, Actual NDM, LDZ(EA), D+6","169848952.0000","07/04/2022 19:18:01","L"
"07/04/2022 06:16:09","06/04/2022","NTS Energy Offtaken, Moffat, Interconnector","139300000.0000","07/04/2022 11:30:00",""
"07/04/2022 01:00:00","07/04/2022","NTS Energy Offtaken, BPGrngmouth, Industrial Offtake","12579022.0000","08/04/2022 14:01:01","A"
"07/04/2022 01:00:00","07/04/2022","NTS Energy Offtaken, BPGrngmouth, Industrial Offtake","12704886.0000","08/04/2022 12:01:01","L"
"07/04/2022 01:00:00","07/04/2022","NTS Energy Offtaken, Peterhead, NTS Power Station","0.0000","08/04/2022 12:01:01","L"
"06/04/2022 19:14:42","31/03/2022","Demand, Actual DM, LDZ(EA), D+6","10627631.0000","06/04/2022 19:18:01","L"
"06/04/2022 19:14:42","31/03/2022","Demand, Actual NDM, LDZ(EA), D+6","170494056.0000","06/04/2022 19:18:01","L"
"06/04/2022 06:16:10","05/04/2022","NTS Energy Offtaken, Moffat, Interconnector","132088889.0000","06/04/2022 11:30:00",""
"06/04/2022 01:00:00","06/04/2022","NTS Energy Offtaken, BPGrngmouth, Industrial Offtake","12207266.0000","07/04/2022 14:01:01","A"
"06/04/2022 01:00:00","06/04/2022","NTS Energy Offtaken, BPGrngmouth, Industrial Offtake","12404078.0000","07/04/2022 12:01:00","L"
"06/04/2022 01:00:00","06/04/2022","NTS Energy Offtaken, Peterhead, NTS Power Station","0.0000","07/04/2022 12:01:00","L"
"05/04/2022 19:14:16","30/03/2022","Demand, Actual DM, LDZ(EA), D+6","10911802.0000","05/04/2022 19:17:01","L"
