Applicable At,Applicable For,Data Item,Value,Generated Time,Quality Indicator
18/04/2023 19:15,12/04/2023,"Demand, Actual DM, LDZ(SC), D+6",25220376,18/04/2023 19:18,L
18/04/2023 19:15,12/04/2023,"Demand, Actual NDM, LDZ(SC), D+6",124695825,18/04/2023 19:18,L
18/04/2023 09:57,17/04/2023,"NTS Energy Offtaken, Moffat, Interconnector",170219444,18/04/2023 11:30,
18/04/2023 01:00,18/04/2023,"NTS Energy Offtaken, BPGrngmouth, Industrial Offtake",9169520,19/04/2023 12:01,L
18/04/2023 01:00,18/04/2023,"NTS Energy Offtaken, Gowkhall, NTS Power Station",0,19/04/2023 12:01,L
18/04/2023 01:00,18/04/2023,"NTS Energy Offtaken, Peterhead, NTS Power Station",15238889,19/04/2023 12:01,L
17/04/2023 19:15,11/04/2023,"Demand, Actual DM, LDZ(SC), D+6",26481968,17/04/2023 19:19,L
17/04/2023 19:15,11/04/2023,"Demand, Actual NDM, LDZ(SC), D+6",115406399,17/04/2023 19:19,L
17/04/2023 09:54,16/04/2023,"NTS Energy Offtaken, Moffat, Interconnector",155655556,17/04/2023 11:30,
17/04/2023 01:00,17/04/2023,"NTS Energy Offtaken, BPGrngmouth, Industrial Offtake",9632377,18/04/2023 12:01,L
17/04/2023 01:00,17/04/2023,"NTS Energy Offtaken, Gowkhall, NTS Power Station",0,18/04/2023 12:01,L
17/04/2023 01:00,17/04/2023,"NTS Energy Offtaken, Peterhead, NTS Power Station",29577778,18/04/2023 12:01,L
16/04/2023 19:15,10/04/2023,"Demand, Actual DM, LDZ(SC), D+6",24473372,16/04/2023 19:19,L
16/04/2023 19:15,10/04/2023,"Demand, Actual NDM, LDZ(SC), D+6",98368687,16/04/2023 19:19,L
16/04/2023 08:37,15/04/2023,"NTS Energy Offtaken, Moffat, Interconnector",137194444,16/04/2023 11:30,
16/04/2023 01:00,16/04/2023,"NTS Energy Offtaken, BPGrngmouth, Industrial Offtake",9795327,17/04/2023 14:01,A
16/04/2023 01:00,16/04/2023,"NTS Energy Offtaken, BPGrngmouth, Industrial Offtake",3337778,17/04/2023 12:01,L
16/04/2023 01:00,16/04/2023,"NTS Energy Offtaken, Gowkhall, NTS Power Station",0,17/04/2023 12:01,L
16/04/2023 01:00,16/04/2023,"NTS Energy Offtaken, Peterhead, NTS Power Station",36361111,17/04/2023 12:01,L
15/04/2023 19:15,09/04/2023,"Demand, Actual DM, LDZ(SC), D+6",23391267,15/04/2023 19:18,L
15/04/2023 19:15,09/04/2023,"Demand, Actual NDM, LDZ(SC), D+6",88180639,15/04/2023 19:18,L
15/04/2023 08:21,14/04/2023,"NTS Energy Offtaken, Moffat, Interconnector",193191667,15/04/2023 11:30,
15/04/2023 01:00,15/04/2023,"NTS Energy Offtaken, BPGrngmouth, Industrial Offtake",9810708,16/04/2023 12:01,L
15/04/2023 01:00,15/04/2023,"NTS Energy Offtaken, Gowkhall, NTS Power Station",0,16/04/2023 12:01,L
15/04/2023 01:00,15/04/2023,"NTS Energy Offtaken, Peterhead, NTS Power Station",0,16/04/2023 12:01,L
14/04/2023 19:15,08/04/2023,"Demand, Actual DM, LDZ(SC), D+6",24825571,14/04/2023 19:19,L
14/04/2023 19:15,08/04/2023,"Demand, Actual NDM, LDZ(SC), D+6",87103237,14/04/2023 19:19,L
14/04/2023 08:53,13/04/2023,"NTS Energy Offtaken, Moffat, Interconnector",197213889,14/04/2023 11:30,
