Applicable At,Applicable For,Data Item,Value,Generated Time,Quality Indicator
"06/01/2014 21:38:43","31/12/2013","Demand, Actual DM, LDZ(SC), D+6","19291341.0000","06/01/2014 21:46:00","L"
"06/01/2014 21:38:43","31/12/2013","Demand, Actual NDM, LDZ(SC), D+6","174502398.0000","06/01/2014 21:46:00","L"
"05/01/2014 21:18:24","30/12/2013","Demand, Actual DM, LDZ(SC), D+6","21034994.0000","05/01/2014 21:26:00","L"
"05/01/2014 21:18:24","30/12/2013","Demand, Actual NDM, LDZ(SC), D+6","168774668.0000","05/01/2014 21:26:00","L"
"04/01/2014 20:50:33","29/12/2013","Demand, Actual DM, LDZ(SC), D+6","19775338.0000","04/01/2014 20:56:00","L"
"04/01/2014 20:50:33","29/12/2013","Demand, Actual NDM, LDZ(SC), D+6","168390930.0000","04/01/2014 20:56:00","L"
"03/01/2014 21:04:52","28/12/2013","Demand, Actual DM, LDZ(SC), D+6","21186491.0000","03/01/2014 21:10:00","L"
"03/01/2014 21:04:52","28/12/2013","Demand, Actual NDM, LDZ(SC), D+6","172591342.0000","03/01/2014 21:10:00","L"
"02/01/2014 21:02:13","27/12/2013","Demand, Actual DM, LDZ(SC), D+6","20151088.0000","02/01/2014 21:06:00","L"
"02/01/2014 21:02:13","27/12/2013","Demand, Actual NDM, LDZ(SC), D+6","175304209.0000","02/01/2014 21:06:00","L"
"01/01/2014 20:52:08","26/12/2013","Demand, Actual DM, LDZ(SC), D+6","18546517.0000","01/01/2014 20:56:00","L"
"01/01/2014 20:52:08","26/12/2013","Demand, Actual NDM, LDZ(SC), D+6","170590123.0000","01/01/2014 20:56:00","L"
"31/12/2013 20:58:03","25/12/2013","Demand, Actual DM, LDZ(SC), D+6","18450593.0000","31/12/2013 21:06:00","L"
"31/12/2013 20:58:03","25/12/2013","Demand, Actual NDM, LDZ(SC), D+6","170372119.0000","31/12/2013 21:06:00","L"
"31/12/2013 00:00:00","31/12/2013","NTS Energy Offtaken, Moffat, Interconnector","159267036.0000","01/01/2014 12:04:00","L"
"31/12/2013 00:00:00","31/12/2013","NTS Energy Offtaken, Peterhead, NTS Power Station","0.0000","01/01/2014 12:04:00","L"
"31/12/2013 00:00:00","31/12/2013","NTS Energy Offtaken, BPGrngmouth, Industrial Offtake","25206672.0000","01/01/2014 12:02:00","L"
"31/12/2013 00:00:00","31/12/2013","NTS Energy Offtaken, Gowkhall, NTS Power Station","1461110.0000","01/01/2014 12:02:00","L"
"30/12/2013 22:07:55","24/12/2013","Demand, Actual DM, LDZ(SC), D+6","19510151.0000","30/12/2013 23:30:00",""
"30/12/2013 22:07:55","24/12/2013","Demand, Actual NDM, LDZ(SC), D+6","194989877.0000","30/12/2013 23:30:00",""
"30/12/2013 00:00:00","30/12/2013","NTS Energy Offtaken, Moffat, Interconnector","168299696.0000","31/12/2013 12:06:00","L"
"30/12/2013 00:00:00","30/12/2013","NTS Energy Offtaken, Peterhead, NTS Power Station","0.0000","31/12/2013 12:06:00","L"
