Applicable At,Applicable For,Data Item,Value,Generated Time,Quality Indicator
"06/01/2020 20:55:38","31/12/2019","Demand, Actual DM, LDZ(SC), D+6","16438373.0000","06/01/2020 21:00:15","L"
"06/01/2020 20:55:38","31/12/2019","Demand, Actual NDM, LDZ(SC), D+6","169292534.0000","06/01/2020 21:00:15","L"
"05/01/2020 20:50:24","30/12/2019","Demand, Actual DM, LDZ(SC), D+6","16975382.0000","05/01/2020 20:54:12","L"
"05/01/2020 20:50:24","30/12/2019","Demand, Actual NDM, LDZ(SC), D+6","141512310.0000","05/01/2020 20:54:12","L"
"04/01/2020 20:57:39","29/12/2019","Demand, Actual DM, LDZ(SC), D+6","15372104.0000","04/01/2020 21:02:13","L"
"04/01/2020 20:57:39","29/12/2019","Demand, Actual NDM, LDZ(SC), D+6","127209918.0000","04/01/2020 21:02:13","L"
"03/01/2020 21:00:37","28/12/2019","Demand, Actual DM, LDZ(SC), D+6","15928511.0000","03/01/2020 21:04:13","L"
"03/01/2020 21:00:37","28/12/2019","Demand, Actual NDM, LDZ(SC), D+6","133884768.0000","03/01/2020 21:04:13","L"
"02/01/2020 21:04:25","27/12/2019","Demand, Actual DM, LDZ(SC), D+6","16229933.0000","02/01/2020 21:08:17","L"
"02/01/2020 21:04:25","27/12/2019","Demand, Actual NDM, LDZ(SC), D+6","150327423.0000","02/01/2020 21:08:17","L"
"01/01/2020 20:52:33","26/12/2019","Demand, Actual DM, LDZ(SC), D+6","15294795.0000","01/01/2020 20:56:13","L"
"01/01/2020 20:52:33","26/12/2019","Demand, Actual NDM, LDZ(SC), D+6","163084793.0000","01/01/2020 20:56:13","L"
"01/01/2020 05:16:16","31/12/2019","NTS Energy Offtaken, Moffat, Interconnector","166855556.0000","01/01/2020 11:30:00",""
"31/12/2019 20:51:21","25/12/2019","Demand, Actual DM, LDZ(SC), D+6","15578868.0000","31/12/2019 20:54:12","L"
"31/12/2019 20:51:21","25/12/2019","Demand, Actual NDM, LDZ(SC), D+6","147343275.0000","31/12/2019 20:54:12","L"
"31/12/2019 05:16:16","30/12/2019","NTS Energy Offtaken, Moffat, Interconnector","157333333.0000","31/12/2019 11:30:00",""
"31/12/2019 00:00:00","31/12/2019","NTS Energy Offtaken, BPGrngmouth, Industrial Offtake","15277778.0000","01/01/2020 12:02:14","L"
"31/12/2019 00:00:00","31/12/2019","NTS Energy Offtaken, Peterhead, NTS Power Station","32750000.0000","01/01/2020 12:02:14","L"
"30/12/2019 21:04:03","24/12/2019","Demand, Actual DM, LDZ(SC), D+6","16214239.0000","30/12/2019 21:08:13","L"
"30/12/2019 21:04:03","24/12/2019","Demand, Actual NDM, LDZ(SC), D+6","160898820.0000","30/12/2019 21:08:13","L"
"30/12/2019 05:16:06","29/12/2019","NTS Energy Offtaken, Moffat, Interconnector","79988889.0000","30/12/2019 11:30:00",""
"30/12/2019 00:00:00","30/12/2019","NTS Energy Offtaken, BPGrngmouth, Industrial Offtake","14952222.0000","31/12/2019 12:02:15","L"
"30/12/2019 00:00:00","30/12/2019","NTS Energy Offtaken, Peterhead, NTS Power Station","21955556.0000","31/12/2019 12:02:15","L"
"29/12/2019 20:55:57","23/12/2019","Demand, Actual DM, LDZ(SC), D+6","18166911.0000","29/12/2019 21:00:15","L"
"29/12/2019 20:55:57","23/12/2019","Demand, Actual NDM, LDZ(SC), D+6","162813416.0000","29/12/2019 21:00:15","L"
