Applicable At,Applicable For,Data Item,Value,Generated Time,Quality Indicator
"12/11/2020 19:09:05","11/11/2020","Demand, Actual DM, LDZ(SC), D+1","22956134.0000","12/11/2020 19:12:00","L"
"12/11/2020 19:09:05","11/11/2020","Demand, Actual NDM, LDZ(SC), D+1","119825658.0000","12/11/2020 19:12:00","L"
"12/11/2020 05:16:06","11/11/2020","NTS Energy Offtaken, Moffat, Interconnector","123511111.0000","12/11/2020 11:30:00",""
"11/11/2020 19:09:03","10/11/2020","Demand, Actual DM, LDZ(SC), D+1","23201706.0000","11/11/2020 19:12:00","L"
"11/11/2020 19:09:03","10/11/2020","Demand, Actual NDM, LDZ(SC), D+1","122352609.0000","11/11/2020 19:12:00","L"
"11/11/2020 05:16:02","10/11/2020","NTS Energy Offtaken, Moffat, Interconnector","157877778.0000","11/11/2020 11:30:00",""
"11/11/2020 00:00:00","11/11/2020","NTS Energy Offtaken, BPGrngmouth, Industrial Offtake","15834490.0000","12/11/2020 12:01:01","L"
"11/11/2020 00:00:00","11/11/2020","NTS Energy Offtaken, Peterhead, NTS Power Station","0.0000","12/11/2020 12:01:01","L"
"10/11/2020 19:09:34","09/11/2020","Demand, Actual DM, LDZ(SC), D+1","23974702.0000","10/11/2020 19:14:01","L"
"10/11/2020 19:09:34","09/11/2020","Demand, Actual NDM, LDZ(SC), D+1","122748301.0000","10/11/2020 19:14:01","L"
"10/11/2020 05:16:07","09/11/2020","NTS Energy Offtaken, Moffat, Interconnector","175400000.0000","10/11/2020 11:30:00",""
"10/11/2020 00:00:00","10/11/2020","NTS Energy Offtaken, BPGrngmouth, Industrial Offtake","16405210.0000","11/11/2020 12:01:01","L"
"10/11/2020 00:00:00","10/11/2020","NTS Energy Offtaken, Peterhead, NTS Power Station","21200167.0000","11/11/2020 12:01:01","L"
"09/11/2020 20:00:15","08/11/2020","Demand, Actual DM, LDZ(SC), D+1","21638201.0000","09/11/2020 20:04:00","L"
"09/11/2020 20:00:15","08/11/2020","Demand, Actual NDM, LDZ(SC), D+1","133844683.0000","09/11/2020 20:04:00","L"
"09/11/2020 00:00:00","09/11/2020","NTS Energy Offtaken, BPGrngmouth, Industrial Offtake","16116667.0000","10/11/2020 12:01:00","L"
"09/11/2020 00:00:00","09/11/2020","NTS Energy Offtaken, Peterhead, NTS Power Station","33288889.0000","10/11/2020 12:01:00","L"
"08/11/2020 19:09:28","07/11/2020","Demand, Actual DM, LDZ(SC), D+1","20410256.0000","08/11/2020 19:12:00","L"
"08/11/2020 19:09:28","07/11/2020","Demand, Actual NDM, LDZ(SC), D+1","136248148.0000","08/11/2020 19:12:00","L"
"08/11/2020 05:16:16","07/11/2020","NTS Energy Offtaken, Moffat, Interconnector","175688889.0000","09/11/2020 11:30:00",""
"08/11/2020 00:00:00","08/11/2020","NTS Energy Offtaken, BPGrngmouth, Industrial Offtake","12198889.0000","09/11/2020 12:01:01","L"
"08/11/2020 00:00:00","08/11/2020","NTS Energy Offtaken, Peterhead, NTS Power Station","19216667.0000","09/11/2020 12:01:01","L"
"07/11/2020 19:09:00","06/11/2020","Demand, Actual DM, LDZ(SC), D+1","23297185.0000","07/11/2020 19:12:00","L"
"07/11/2020 19:09:00","06/11/2020","Demand, Actual NDM, LDZ(SC), D+1","124362515.0000","07/11/2020 19:12:00","L"
"07/11/2020 05:16:17","06/11/2020","NTS Energy Offtaken, Moffat, Interconnector","189322222.0000","08/11/2020 11:30:00",""
"07/11/2020 00:00:00","07/11/2020","NTS Energy Offtaken, BPGrngmouth, Industrial Offtake","12500000.0000","08/11/2020 12:01:00","L"
